Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0955,descent,1.0639,0.7270,30.6738,54.9316,-43.1080,45.0176,0.014427,0.024331,0.085020,-0.000020,hard,211.912790,0.333564,0.223385,0.223385,0.223385,0.225977,0.175977,0.223385,0.175977,0.225977,28.6367,28.8848,28.8848,4
0.0966,descent,1.0639,0.7275,30.6738,54.9316,-43.3314,47.5232,0.014389,0.024091,0.084998,0.000002,hard,211.874243,0.333513,0.223344,0.223344,0.223344,0.225945,0.175945,0.223344,0.175945,0.225945,28.6206,28.8721,28.8721,4
0.0977,descent,1.0599,0.7275,30.5859,55.0195,-43.6699,49.9157,0.014218,0.023530,0.084998,0.000002,hard,211.874243,0.333861,0.223278,0.223278,0.223278,0.225625,0.175625,0.223278,0.175625,0.225625,28.6046,28.8596,28.8596,4
0.0988,descent,1.0599,0.7270,30.5859,55.0195,-43.9745,52.2063,0.014182,0.023301,0.085003,-0.000003,hard,211.912790,0.333913,0.223318,0.223318,0.223318,0.225657,0.175657,0.223318,0.175657,0.225657,28.5887,28.8471,28.8471,4
0.1000,descent,1.0599,0.7270,30.4980,55.1074,-44.2486,54.4053,0.014018,0.022763,0.085003,-0.000003,hard,211.912790,0.334262,0.223252,0.223252,0.223252,0.225336,0.175336,0.223252,0.175336,0.225336,28.5727,28.8345,28.8345,4
0.1011,descent,1.0599,0.7270,30.4980,55.1074,-44.4954,56.5218,0.013981,0.022543,0.085001,-0.000001,hard,211.912790,0.334262,0.223252,0.223252,0.223252,0.225336,0.175336,0.223252,0.175336,0.225336,28.5567,28.8220,28.8220,4
0.1022,descent,1.0599,0.7282,30.3223,55.1953,-45.0547,60.4020,0.013916,0.022116,0.084994,0.000006,hard,211.811405,0.334440,0.223269,0.223269,0.223269,0.225253,0.175253,0.223269,0.175253,0.225253,28.5408,28.8095,28.8095,4
0.1033,descent,1.0599,0.7282,30.3223,55.1953,-45.3582,62.1936,0.013854,0.021885,0.084994,0.000006,hard,211.811405,0.334440,0.223269,0.223269,0.223269,0.225253,0.175253,0.223269,0.175253,0.225253,28.5249,28.7970,28.7970,4
0.1044,descent,1.0599,0.7286,30.2344,55.1953,-45.6314,63.8060,0.013870,0.021820,0.084992,0.000008,hard,211.779101,0.334361,0.223426,0.223426,0.223426,0.225548,0.175548,0.223426,0.175548,0.225548,28.5090,28.7845,28.7845,4
0.1055,descent,1.0599,0.7286,30.1465,55.1953,-45.8773,65.1198,0.013865,0.021753,0.084992,0.000008,hard,211.779101,0.334325,0.223616,0.223616,0.223616,0.225870,0.175870,0.223616,0.175870,0.225870,28.4931,28.7720,28.7720,4
0.1066,descent,1.0599,0.7294,30.1465,55.1953,-46.0985,66.3022,0.013763,0.021513,0.084989,0.000011,hard,211.716633,0.334241,0.223550,0.223550,0.223550,0.225818,0.175818,0.223550,0.175818,0.225818,28.4773,28.7596,28.7596,4
0.1077,descent,1.0599,0.7294,30.0586,55.1953,-46.4351,67.2290,0.013775,0.021466,0.084989,0.000011,hard,211.716633,0.334206,0.223741,0.223741,0.223741,0.226139,0.176139,0.223741,0.176139,0.226139,28.4614,28.7471,28.7471,4
0.1088,descent,1.0599,0.7270,29.9707,55.1953,-46.7380,67.9257,0.013773,0.021429,0.085004,-0.000004,hard,211.912790,0.334434,0.224138,0.224138,0.224138,0.226624,0.176624,0.224138,0.176624,0.226624,28.4455,28.7345,28.7345,4
0.1100,descent,1.0599,0.7270,29.9707,55.1953,-47.0106,68.4153,0.013685,0.021244,0.085004,-0.000004,hard,211.912790,0.334434,0.224138,0.224138,0.224138,0.226624,0.176624,0.224138,0.176624,0.226624,28.4295,28.7219,28.7219,4
0.1111,descent,1.0599,0.7270,29.8828,55.1074,-47.2559,68.5812,0.013884,0.021694,0.085002,-0.000002,hard,211.912790,0.334020,0.224586,0.224586,0.224586,0.227589,0.177589,0.224586,0.177589,0.227589,28.4136,28.7093,28.7093,4
0.1122,descent,1.0599,0.7270,29.7949,55.1074,-47.6141,68.4557,0.013816,0.021628,0.085006,-0.000006,hard,211.912790,0.333985,0.224776,0.224776,0.224776,0.227911,0.177911,0.224776,0.177911,0.227911,28.3976,28.6967,28.6967,4
0.1133,descent,1.0599,0.7270,29.7070,55.0195,-48.2267,67.4441,0.014001,0.022117,0.085006,-0.000006,hard,211.912790,0.333578,0.225223,0.225223,0.225223,0.228876,0.178876,0.225223,0.178876,0.228876,28.3817,28.6840,28.6840,4
0.1144,descent,1.0599,0.7270,29.6191,55.0195,-48.4878,66.6079,0.013932,0.022080,0.085025,-0.000025,hard,211.912790,0.333545,0.225412,0.225412,0.225412,0.229198,0.179198,0.225412,0.179198,0.229198,28.3657,28.6714,28.6714,4
0.1155,descent,1.0599,0.7270,29.6191,55.0195,-48.8602,65.4431,0.013831,0.021928,0.085025,-0.000025,hard,211.912790,0.333545,0.225412,0.225412,0.225412,0.229198,0.179198,0.225412,0.179198,0.229198,28.3498,28.6587,28.6587,4
