Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0007,descent,0.9891,48.2520,44.1211,-35.7240,-15.1140,0.032296,0.033799,0.079986,0.000014,0.6000,-5
0.0018,descent,0.9891,48.2520,44.1211,-35.7240,-13.7400,0.032296,0.033745,0.079989,0.000011,0.6000,-5
0.0029,descent,0.9891,48.1641,44.0332,-35.7240,-15.1140,0.032470,0.034481,0.079989,0.000011,0.6000,-5
0.0040,descent,0.9891,48.1641,44.1211,-35.7240,-13.7400,0.032475,0.033740,0.080003,-0.000003,0.6000,-5
0.0051,descent,0.9883,48.0762,44.0332,-35.7240,-15.1140,0.032649,0.034477,0.080003,-0.000003,0.6000,-5
0.0062,descent,0.9883,48.0762,44.0332,-35.7240,-15.1140,0.032649,0.034477,0.080016,-0.000016,0.6000,-5
0.0073,descent,0.9883,47.9883,44.0332,-35.7240,-15.1140,0.032828,0.034472,0.080016,-0.000016,0.6000,-5
0.0084,descent,0.9883,47.9883,44.0332,-35.7240,-15.1140,0.032828,0.034472,0.079995,0.000005,0.6000,-5
0.0095,descent,0.9883,47.9883,44.0332,-35.7240,-13.7400,0.032828,0.034418,0.079995,0.000005,0.6000,-5
0.0107,descent,0.9883,47.9004,44.0332,-37.0980,-13.7400,0.033021,0.034413,0.079992,0.000008,0.6000,-5
0.0119,descent,0.9883,47.8125,44.0332,-37.0980,-12.3660,0.033200,0.034354,0.080000,0.000000,0.6000,-5
0.0129,descent,0.9883,47.8125,44.0332,-35.7240,-12.3660,0.033186,0.034354,0.080000,0.000000,0.6000,-5
0.0140,descent,0.9883,47.7246,44.0332,-37.0980,-12.3660,0.033380,0.034349,0.079990,0.000010,0.6000,-5
0.0151,descent,0.9883,47.7246,44.0332,-37.0980,-12.3660,0.033380,0.034349,0.079990,0.000010,0.6000,-5
0.0162,descent,0.9883,47.7246,44.0332,-35.7240,-10.9920,0.033365,0.034295,0.079994,0.000006,0.6000,-5
0.0173,descent,0.9883,47.6367,44.0332,-37.0980,-10.9920,0.033559,0.034290,0.079994,0.000006,0.6000,-5
0.0184,descent,0.9883,47.6367,44.0332,-35.7240,-9.6180,0.033544,0.034236,0.079995,0.000005,0.6000,-5
0.0196,descent,0.9883,47.6367,44.0332,-35.7240,-9.6180,0.033544,0.034236,0.079978,0.000022,0.6000,-5
0.0207,descent,0.9883,47.4609,44.0332,-35.7240,-9.6180,0.033903,0.034226,0.079978,0.000022,0.6000,-5
0.0218,descent,0.9883,47.3730,44.0332,-37.0980,-8.2440,0.034096,0.034167,0.079989,0.000011,0.6000,-5
0.0229,descent,0.9883,47.3730,44.0332,-37.0980,-6.8700,0.034096,0.034113,0.079989,0.000011,0.6000,-5
0.0240,descent,0.9883,47.2852,44.0332,-37.0980,-6.8700,0.034275,0.034108,0.079984,0.000016,0.6000,-5
0.0251,descent,0.9883,47.2852,44.0332,-35.7240,-5.4960,0.034261,0.034061,0.079984,0.000016,0.6000,-5
0.0262,descent,0.9883,47.1973,44.0332,-37.0980,-5.4960,0.034454,0.034056,0.079990,0.000010,0.6000,-5
0.0273,descent,0.9883,47.1973,44.0332,-37.0980,-5.4960,0.034454,0.034056,0.079990,0.000010,0.6000,-5
0.0284,descent,0.9883,47.1973,44.0332,-37.0980,-4.1220,0.034454,0.034631,0.079991,0.000009,0.6000,-5
0.0295,descent,0.9883,47.1094,44.0332,-37.0980,-4.1220,0.034633,0.034626,0.079991,0.000009,0.6000,-5
0.0307,descent,0.9883,47.1094,44.0332,-35.7240,-4.1220,0.034619,0.034626,0.079974,0.000026,0.6000,-5
0.0317,descent,0.9883,47.0215,44.0332,-37.0980,-4.1220,0.034812,0.034621,0.079975,0.000025,0.6000,-5
0.0329,descent,0.9883,47.0215,44.0332,-35.7240,-2.7480,0.034798,0.049455,0.079975,0.000025,0.6000,-5
0.0340,descent,0.9883,46.9336,44.0332,-35.7240,-2.7480,0.034977,0.049451,0.079968,0.000032,0.6000,-5
0.0351,descent,0.9883,46.9336,44.0332,-35.7240,-2.7480,0.034977,0.049451,0.079968,0.000032,0.6000,-5
0.0362,descent,0.9883,46.9336,44.0332,-35.7240,-2.7480,0.034977,0.049451,0.079988,0.000012,0.6000,-5
0.0373,descent,0.9883,46.8457,44.0332,-35.7240,-1.3740,0.035156,0.139434,0.079988,0.000012,0.6000,-5
0.0384,descent,0.9883,46.8457,44.0332,-35.7240,-1.3740,0.035156,0.139434,0.079983,0.000017,0.6000,-5
