Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,0.9575,48.4277,45.0000,-5.4960,28.8540,0.031677,0.025199,0.079994,0.000006,0.6000,-5
0.0015,descent,0.9575,48.4277,45.0000,-5.4960,30.2280,0.031677,0.025144,0.079994,0.000006,0.6000,-5
0.0026,descent,0.9575,48.5156,45.0000,-5.4960,30.2280,0.031498,0.025149,0.079994,0.000006,0.6000,-5
0.0039,descent,0.9575,48.5156,45.0000,-5.4960,30.2280,0.031498,0.025149,0.080000,0.000000,0.6000,-5
0.0049,descent,0.9575,48.5156,45.0000,-5.4960,28.8540,0.031498,0.025204,0.080003,-0.000003,0.6000,-5
0.0060,descent,0.9575,48.5156,45.0000,-4.1220,28.8540,0.032112,0.025204,0.080003,-0.000003,0.6000,-5
0.0070,descent,0.9575,48.6035,45.0000,-4.1220,27.4800,0.031933,0.025263,0.079985,0.000015,0.6000,-5
0.0082,descent,0.9575,48.6035,44.9121,-2.7480,26.1060,0.046802,0.026004,0.079985,0.000015,0.6000,-5
0.0093,descent,0.9575,48.6035,44.9121,-2.7480,24.7320,0.046802,0.026058,0.080006,-0.000006,0.6000,-5
0.0104,descent,0.9575,48.6035,44.9121,-1.3740,24.7320,0.136830,0.026058,0.080006,-0.000006,0.6000,-5
0.0117,descent,0.9575,48.6035,44.9121,-1.3740,23.3580,0.136830,0.026113,0.079997,0.000003,0.6000,-5
0.0126,descent,0.9575,48.6035,44.9121,-1.3740,20.6100,0.136830,0.026222,0.079997,0.000003,0.6000,-5
0.0139,descent,0.9575,48.6035,44.8242,-1.3740,19.2360,0.136825,0.026963,0.080006,-0.000006,0.6000,-5
0.0149,descent,0.9575,48.6914,44.8242,0.0000,17.8620,0.231066,0.027022,0.079995,0.000005,0.6000,-5
0.0160,descent,0.9575,48.6914,44.8242,1.3740,13.7400,0.136618,0.027185,0.079995,0.000005,0.6000,-5
0.0170,descent,0.9575,48.6914,44.7363,2.7480,10.9920,0.046557,0.027981,0.079997,0.000003,0.6000,-5
