Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0008,descent,0.5105,24.0820,39.1992,-12.3660,74.1960,0.021242,0.016978,0.084988,0.000012,0.2000,1
0.0019,descent,0.5105,23.9941,39.3750,-12.3660,81.0660,0.021308,0.016254,0.084991,0.000009,0.2000,1
0.0030,descent,0.5105,23.9941,39.4629,-12.3660,83.8140,0.021312,0.015922,0.084991,0.000009,0.2000,1
0.0041,descent,0.5105,23.9941,39.6387,-12.3660,86.5620,0.021320,0.015365,0.085009,-0.000009,0.2000,1
0.0052,descent,0.5105,23.9941,39.7266,-12.3660,89.3100,0.021324,0.015032,0.085002,-0.000002,0.2000,1
0.0063,descent,0.5105,23.9941,39.8145,-12.3660,92.0580,0.021328,0.014699,0.085002,-0.000002,0.2000,1
0.0074,descent,0.5105,23.9941,39.9023,-12.3660,94.8060,0.021332,0.014366,0.084994,0.000006,0.2000,1
0.0085,descent,0.5105,23.9941,39.9902,-12.3660,96.1800,0.021335,0.014088,0.084994,0.000006,0.2000,1
0.0097,descent,0.5105,23.9063,40.0781,-12.3660,98.9280,0.021398,0.013751,0.084988,0.000012,0.2000,1
0.0107,descent,0.5105,23.9063,40.1660,-12.3660,100.3020,0.021402,0.013473,0.084988,0.000012,0.2000,1
0.0118,descent,0.5105,23.9063,40.2539,-12.3660,101.6760,0.021405,0.013194,0.084981,0.000019,0.2000,1
0.0129,descent,0.4712,23.9063,40.3418,-12.3660,103.0500,0.021409,0.012916,0.084981,0.000019,0.2000,1
0.0141,descent,0.4712,23.8184,40.4297,-13.7400,103.0500,0.021486,0.012688,0.084992,0.000008,0.2000,1
0.0152,descent,0.4712,23.8184,40.4297,-13.7400,103.0500,0.021486,0.012688,0.084989,0.000011,0.2000,1
0.0163,descent,0.4712,23.8184,40.5176,-13.7400,101.6760,0.021490,0.012519,0.084989,0.000011,0.2000,1
0.0174,descent,0.4712,23.8184,40.6055,-13.7400,101.6760,0.021494,0.012295,0.084988,0.000012,0.2000,1
0.0185,descent,0.4712,23.7305,40.6055,-13.7400,100.3020,0.021552,0.012345,0.084988,0.000012,0.2000,1
0.0197,descent,0.4712,23.7305,40.6934,-13.7400,98.9280,0.021556,0.012176,0.084993,0.000007,0.2000,1
