Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.7982,26.8945,40.9570,-15.1140,-43.9680,0.030703,0.025571,0.084988,0.000012,0.2800,5
0.0017,descent,0.7982,26.8066,40.9570,-15.1140,-43.9680,0.030786,0.025567,0.084988,0.000012,0.2800,5
0.0029,descent,0.7982,26.8066,40.8691,-13.7400,-45.3420,0.030767,0.025938,0.084989,0.000011,0.2800,5
0.0040,descent,0.7982,26.8066,40.7812,-13.7400,-45.3420,0.030763,0.026254,0.084994,0.000006,0.2800,5
0.0051,descent,0.7982,26.8066,40.7812,-13.7400,-45.3420,0.030763,0.026254,0.084994,0.000006,0.2800,5
0.0062,descent,0.7982,26.8066,40.6934,-12.3660,-45.3420,0.030745,0.026571,0.084994,0.000006,0.2800,5
0.0073,descent,0.7982,26.8066,40.6934,-12.3660,-45.3420,0.030745,0.026571,0.084994,0.000006,0.2800,5
0.0084,descent,0.7982,26.8066,40.6055,-12.3660,-46.7160,0.030741,0.026942,0.084996,0.000004,0.2800,5
0.0096,descent,0.7982,26.8066,40.5176,-12.3660,-46.7160,0.030737,0.027259,0.084996,0.000004,0.2800,5
0.0107,descent,0.7982,26.8066,40.5176,-10.9920,-46.7160,0.030723,0.027259,0.084991,0.000009,0.2800,5
0.0117,descent,0.7982,26.8066,40.4297,-10.9920,-46.7160,0.030719,0.027575,0.085003,-0.000003,0.2800,5
0.0141,descent,0.7982,26.8066,40.4297,-9.6180,-48.0900,0.030704,0.027630,0.084983,0.000017,0.2800,5
0.0151,descent,0.7982,26.8066,40.2539,-9.6180,-48.0900,0.030696,0.028263,0.084983,0.000017,0.2800,5
0.0162,descent,0.7982,26.8066,40.2539,-8.2440,-48.0900,0.030682,0.028263,0.084988,0.000012,0.2800,5
0.0173,descent,0.7982,26.7187,40.1660,-8.2440,-48.0900,0.030760,0.028576,0.084988,0.000012,0.2800,5
0.0184,descent,0.7982,26.7187,40.0781,-8.2440,-48.0900,0.030756,0.028892,0.084980,0.000020,0.2800,5
0.0195,descent,0.7982,26.7187,40.0781,-8.2440,-48.0900,0.030756,0.028892,0.084980,0.000020,0.2800,5
0.0207,descent,0.7982,26.7187,39.9902,-8.2440,-48.0900,0.030752,0.029209,0.084993,0.000007,0.2800,5
0.0217,descent,0.7982,26.7187,39.9902,-8.2440,-48.0900,0.030752,0.029209,0.084993,0.000007,0.2800,5
0.0229,descent,0.7982,26.8066,39.9023,-6.8700,-49.4640,0.030652,0.029584,0.085003,-0.000003,0.2800,5
