Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0006,descent,-0.0149,-3.3398,11.3379,-56.3340,-17.8620,0.006886,0.002702,0.084995,0.000005,0.0200,1
0.0017,descent,-0.0149,-3.3398,11.3379,-52.2120,-16.4880,0.006843,0.002647,0.084995,0.000005,0.0200,1
0.0028,descent,-0.0149,-3.3398,11.3379,-50.8380,-16.4880,0.006829,0.002647,0.084991,0.000009,0.0200,1
0.0039,descent,-0.0149,-3.4277,11.3379,-49.4640,-16.4880,0.007126,0.002646,0.084991,0.000009,0.0200,1
0.0050,descent,-0.0149,-3.4277,11.3379,-48.0900,-15.1140,0.007111,0.002592,0.084990,0.000010,0.0200,1
0.0061,descent,-0.0149,-3.4277,11.2500,-46.7160,-15.1140,0.007096,0.002613,0.084988,0.000012,0.0200,1
0.0072,descent,-0.0149,-3.4277,11.2500,-45.3420,-15.1140,0.007082,0.002613,0.084988,0.000012,0.0200,1
0.0083,descent,-0.0149,-3.4277,11.2500,-43.9680,-15.1140,0.007067,0.002613,0.084999,0.000001,0.0200,1
0.0094,descent,-0.0149,-3.4277,11.2500,-42.5940,-15.1140,0.007053,0.002613,0.084999,0.000001,0.0200,1
0.0105,descent,-0.0149,-3.4277,11.2500,-39.8460,-15.1140,0.007025,0.002613,0.084961,0.000039,0.0200,1
0.0117,descent,-0.0149,-3.4277,11.1621,-37.0980,-15.1140,0.006995,0.002634,0.084961,0.000039,0.0200,1
0.0128,descent,-0.0149,-3.4277,11.1621,-35.7240,-15.1140,0.006981,0.002634,0.084979,0.000021,0.0200,1
0.0139,descent,-0.0149,-3.4277,11.1621,-32.9760,-15.1140,0.006952,0.002634,0.084979,0.000021,0.0200,1
0.0150,descent,-0.0149,-3.4277,11.1621,-31.6020,-15.1140,0.006938,0.002634,0.084992,0.000008,0.0200,1
0.0161,descent,-0.0149,-3.4277,11.1621,-30.2280,-13.7400,0.006923,0.002579,0.084980,0.000020,0.0200,1
0.0172,descent,-0.0149,-3.4277,11.1621,-28.8540,-13.7400,0.006909,0.002579,0.084980,0.000020,0.0200,1
0.0183,descent,-0.0149,-3.4277,11.0742,-27.4800,-13.7400,0.006894,0.002600,0.084995,0.000005,0.0200,1
0.0194,descent,-0.0149,-3.4277,11.0742,-24.7320,-13.7400,0.006865,0.002600,0.084995,0.000005,0.0200,1
0.0206,descent,-0.0149,-3.4277,11.0742,-21.9840,-13.7400,0.006837,0.002600,0.084984,0.000016,0.0200,1
0.0216,descent,-0.0149,-3.4277,11.0742,-20.6100,-13.7400,0.006822,0.002600,0.084984,0.000016,0.0200,1
0.0228,descent,-0.0149,-3.4277,11.0742,-19.2360,-13.7400,0.006808,0.002600,0.084991,0.000009,0.0200,1
0.0239,descent,-0.0149,-3.4277,11.0742,-17.8620,-13.7400,0.006794,0.002600,0.084991,0.000009,0.0200,1
0.0250,descent,-0.0149,-3.3398,11.0742,-16.4880,-13.7400,0.006468,0.002601,0.084982,0.000018,0.0200,1
0.0261,descent,-0.0149,-3.3398,11.0742,-15.1140,-12.3660,0.006454,0.002547,0.084973,0.000027,0.0200,1
0.0272,descent,-0.0149,-3.3398,11.0742,-13.7400,-12.3660,0.006440,0.002547,0.084973,0.000027,0.0200,1
0.0283,descent,-0.0149,-3.3398,10.9863,-10.9920,-12.3660,0.006410,0.002568,0.084973,0.000027,0.0200,1
0.0294,descent,-0.0149,-3.3398,10.9863,-9.6180,-12.3660,0.006396,0.002568,0.084973,0.000027,0.0200,1
0.0305,descent,-0.0149,-3.3398,10.9863,-9.6180,-12.3660,0.006396,0.002568,0.084980,0.000020,0.0200,1
