Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0006,descent,0.0524,-5.5371,29.5312,-75.5700,-23.3580,0.017721,0.001382,0.084976,0.000024,0.0300,1
0.0018,descent,0.0524,-5.5371,29.5312,-72.8220,-21.9840,0.017692,0.001328,0.085000,0.000000,0.0300,1
0.0029,descent,0.0524,-5.6250,29.5312,-71.4480,-21.9840,0.017991,0.001325,0.085000,0.000000,0.0300,1
0.0040,descent,0.0524,-5.6250,29.5312,-68.7000,-21.9840,0.017962,0.001325,0.084987,0.000013,0.0300,1
0.0051,descent,0.0524,-5.6250,29.4434,-67.3260,-21.9840,0.017946,0.001355,0.084987,0.000013,0.0300,1
0.0062,descent,0.0524,-5.6250,29.4434,-64.5780,-21.9840,0.017917,0.001355,0.085000,0.000000,0.0300,1
0.0073,descent,0.0524,-5.7129,29.3555,-60.4560,-21.9840,0.018185,0.001383,0.085000,0.000000,0.0300,1
0.0085,descent,0.0524,-5.7129,29.3555,-57.7080,-21.9840,0.018157,0.001383,0.084992,0.000008,0.0300,1
0.0096,descent,0.0524,-5.7129,29.3555,-56.3340,-21.9840,0.018142,0.001383,0.084986,0.000014,0.0300,1
0.0107,descent,0.0524,-5.7129,29.3555,-53.5860,-21.9840,0.018114,0.001383,0.084986,0.000014,0.0300,1
0.0118,descent,0.0524,-5.7129,29.3555,-52.2120,-20.6100,0.018099,0.001328,0.085003,-0.000003,0.0300,1
0.0129,descent,0.0524,-5.7129,29.2676,-49.4640,-20.6100,0.018068,0.001358,0.085003,-0.000003,0.0300,1
0.0140,descent,0.0524,-5.7129,29.2676,-48.0900,-20.6100,0.018054,0.001358,0.084970,0.000030,0.0300,1
0.0151,descent,0.0524,-5.7129,29.2676,-45.3420,-20.6100,0.018025,0.001358,0.084970,0.000030,0.0300,1
0.0162,descent,0.0524,-5.7129,29.2676,-42.5940,-20.6100,0.017997,0.001358,0.084979,0.000021,0.0300,1
0.0174,descent,0.0524,-5.7129,29.1797,-38.4720,-20.6100,0.017952,0.001388,0.084979,0.000021,0.0300,1
0.0184,descent,0.0524,-5.7129,29.1797,-35.7240,-20.6100,0.017923,0.001388,0.084994,0.000006,0.0300,1
0.0195,descent,0.0524,-5.7129,29.1797,-34.3500,-20.6100,0.017909,0.001388,0.085002,-0.000002,0.0300,1
0.0207,descent,0.0524,-5.6250,29.1797,-31.6020,-20.6100,0.017567,0.001390,0.085002,-0.000002,0.0300,1
0.0218,descent,0.0524,-5.6250,29.1797,-28.8540,-19.2360,0.017538,0.001336,0.084979,0.000021,0.0300,1
0.0229,descent,0.0524,-5.6250,29.0918,-26.1060,-19.2360,0.017507,0.001365,0.084979,0.000021,0.0300,1
0.0240,descent,0.0524,-5.6250,29.0918,-24.7320,-19.2360,0.017493,0.001365,0.084990,0.000010,0.0300,1
0.0251,descent,0.0524,-5.6250,29.0918,-21.9840,-19.2360,0.017464,0.001365,0.084990,0.000010,0.0300,1
0.0265,descent,0.0524,-5.6250,29.0918,-20.6100,-19.2360,0.017450,0.001365,0.084989,0.000011,0.0300,1
0.0279,descent,0.0524,-5.6250,29.0039,-16.4880,-19.2360,0.017405,0.001395,0.084986,0.000014,0.0300,1
0.0284,descent,0.0524,-5.5371,29.0039,-15.1140,-19.2360,0.017077,0.001398,0.084986,0.000014,0.0300,1
0.0295,descent,0.0524,-5.5371,29.0039,-12.3660,-19.2360,0.017049,0.001398,0.084979,0.000021,0.0300,1
0.0307,descent,0.0524,-5.5371,29.0039,-10.9920,-19.2360,0.017034,0.001398,0.084979,0.000021,0.0300,1
0.0318,descent,0.0524,-5.5371,28.9160,-9.6180,-19.2360,0.017018,0.001427,0.084977,0.000023,0.0300,1
0.0332,descent,0.0524,-5.5371,28.9160,-8.2440,-19.2360,0.017003,0.001427,0.084977,0.000023,0.0300,1
0.0340,descent,0.0524,-5.4492,28.9160,-6.8700,-19.2360,0.016676,0.001430,0.084971,0.000029,0.0300,1
0.0351,descent,0.0524,-5.4492,28.9160,-4.1220,-19.2360,0.017283,0.001430,0.084971,0.000029,0.0300,1
0.0364,descent,0.0524,-5.4492,28.8281,-2.7480,-19.2360,0.032155,0.001460,0.084972,0.000028,0.0300,1
0.0374,descent,0.0524,-5.4492,28.8281,0.0000,-19.2360,0.216602,0.001460,0.084972,0.000028,0.0300,1
0.0384,descent,0.0524,-5.4492,28.8281,0.0000,-19.2360,0.216602,0.001460,0.084993,0.000007,0.0300,1
0.0395,descent,0.0524,-5.4492,28.8281,1.3740,-17.8620,0.122154,0.001405,0.084981,0.000019,0.0300,1
0.0407,descent,0.0524,-5.3613,28.7402,2.7480,-17.8620,0.031782,0.001437,0.084981,0.000019,0.0300,1
0.0418,descent,0.0524,-5.3613,28.7402,4.1220,-17.8620,0.016880,0.001437,0.084969,0.000031,0.0300,1
0.0429,descent,0.0524,-5.3613,28.7402,5.4960,-17.8620,0.016237,0.001437,0.084969,0.000031,0.0300,1
0.0440,descent,0.0524,-5.3613,28.7402,5.4960,-17.8620,0.016237,0.001437,0.084966,0.000034,0.0300,1
0.0451,descent,0.0524,-5.2734,28.7402,6.8700,-17.8620,0.015902,0.001439,0.084966,0.000034,0.0300,1
0.0462,descent,0.0524,-5.2734,28.7402,8.2440,-17.8620,0.015887,0.001439,0.084968,0.000032,0.0300,1
0.0473,descent,0.0524,-5.2734,28.6523,10.9920,-17.8620,0.015857,0.001469,0.084968,0.000032,0.0300,1
0.0484,descent,0.0524,-5.1855,28.6523,10.9920,-17.8620,0.015543,0.001472,0.084958,0.000042,0.0300,1
0.0495,descent,0.0524,-5.1855,28.6523,12.3660,-17.8620,0.015529,0.001472,0.084965,0.000035,0.0300,1
0.0507,descent,0.0524,-5.0977,28.6523,13.7400,-16.4880,0.015201,0.001419,0.084965,0.000035,0.0300,1
