Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.3957,26.1914,40.6055,-13.7400,9.6180,0.019925,0.016049,0.084988,0.000012,0.2000,3
0.0018,descent,0.3957,26.1914,40.6055,-13.7400,8.2440,0.019925,0.016103,0.085005,-0.000005,0.2000,3
0.0029,descent,0.3957,26.1914,40.6055,-13.7400,5.4960,0.019925,0.016219,0.085005,-0.000005,0.2000,3
0.0040,descent,0.3957,26.1914,40.6055,-12.3660,4.1220,0.019911,0.016902,0.084978,0.000022,0.2000,3
0.0051,descent,0.3957,26.1914,40.5176,-12.3660,2.7480,0.019907,0.032069,0.084978,0.000022,0.2000,3
0.0063,descent,0.3957,26.1914,40.5176,-12.3660,1.3740,0.019907,0.122165,0.084986,0.000014,0.2000,3
0.0074,descent,0.3957,26.1914,40.5176,-10.9920,0.0000,0.019892,0.216653,0.084986,0.000014,0.2000,3
0.0084,descent,0.3957,26.1914,40.5176,-9.6180,-2.7480,0.019878,0.032286,0.084986,0.000014,0.2000,3
0.0096,descent,0.3957,26.1914,40.4297,-9.6180,-4.1220,0.019874,0.017676,0.085001,-0.000001,0.2000,3
0.0107,descent,0.3957,26.1035,40.4297,-9.6180,-5.4960,0.019932,0.017098,0.085001,-0.000001,0.2000,3
0.0119,descent,0.3957,26.1035,40.4297,-9.6180,-6.8700,0.019932,0.017145,0.084998,0.000002,0.2000,3
0.0129,descent,0.3957,26.1035,40.4297,-9.6180,-8.2440,0.019932,0.017200,0.084998,0.000002,0.2000,3
0.0141,descent,0.3957,26.1035,40.3418,-8.2440,-8.2440,0.019914,0.017423,0.084991,0.000009,0.2000,3
0.0152,descent,0.3957,26.1035,40.3418,-8.2440,-9.6180,0.019914,0.017478,0.084991,0.000009,0.2000,3
0.0163,descent,0.3957,26.1035,40.3418,-8.2440,-9.6180,0.019914,0.017478,0.084984,0.000016,0.2000,3
0.0173,descent,0.3957,26.1035,40.2539,-6.8700,-10.9920,0.019895,0.017756,0.084984,0.000016,0.2000,3
0.0185,descent,0.3957,26.1035,40.2539,-6.8700,-12.3660,0.019895,0.017810,0.084993,0.000007,0.2000,3
0.0196,descent,0.3957,26.1035,40.2539,-6.8700,-12.3660,0.019895,0.017810,0.084977,0.000023,0.2000,3
0.0207,descent,0.3957,26.0156,40.2539,-6.8700,-12.3660,0.019953,0.017807,0.084977,0.000023,0.2000,3
0.0218,descent,0.3957,26.0156,40.2539,-6.8700,-13.7400,0.019953,0.017861,0.085013,-0.000013,0.2000,3
0.0229,descent,0.3957,26.0156,40.2539,-6.8700,-13.7400,0.019953,0.017861,0.085013,-0.000013,0.2000,3
0.0240,descent,0.3957,26.0156,40.2539,-6.8700,-13.7400,0.019953,0.017861,0.084993,0.000007,0.2000,3
0.0252,descent,0.3957,26.0156,40.2539,-6.8700,-13.7400,0.019953,0.017861,0.084993,0.000007,0.2000,3
0.0263,descent,0.3957,26.0156,40.1660,-6.8700,-13.7400,0.019949,0.018085,0.084989,0.000011,0.2000,3
0.0273,descent,0.3957,26.0156,40.1660,-6.8700,-13.7400,0.019949,0.018085,0.084989,0.000011,0.2000,3
0.0285,descent,0.3957,25.9277,40.1660,-6.8700,-15.1140,0.020007,0.018135,0.085000,-0.000000,0.2000,3
0.0296,descent,0.3957,25.9277,40.1660,-6.8700,-15.1140,0.020007,0.018135,0.084963,0.000037,0.2000,3
0.0307,descent,0.3957,25.9277,40.1660,-6.8700,-15.1140,0.020007,0.018135,0.084963,0.000037,0.2000,3
0.0318,descent,0.3957,25.9277,40.1660,-6.8700,-15.1140,0.020007,0.018135,0.084970,0.000030,0.2000,3
0.0329,descent,0.3957,25.9277,40.0781,-6.8700,-15.1140,0.020004,0.018359,0.084970,0.000030,0.2000,3
0.0340,descent,0.3957,25.9277,40.0781,-6.8700,-15.1140,0.020004,0.018359,0.084980,0.000020,0.2000,3
0.0352,descent,0.3957,25.8398,40.0781,-8.2440,-15.1140,0.020076,0.018355,0.084980,0.000020,0.2000,3
0.0363,descent,0.3957,25.8398,40.0781,-8.2440,-15.1140,0.020076,0.018355,0.084987,0.000013,0.2000,3
0.0374,descent,0.3957,25.8398,40.0781,-8.2440,-15.1140,0.020076,0.018355,0.084987,0.000013,0.2000,3
0.0384,descent,0.3957,25.8398,40.0781,-8.2440,-15.1140,0.020076,0.018355,0.084967,0.000033,0.2000,3
0.0396,descent,0.3957,25.8398,39.9902,-9.6180,-15.1140,0.020086,0.018579,0.084988,0.000012,0.2000,3
0.0407,descent,0.3957,25.8398,39.9902,-9.6180,-15.1140,0.020086,0.018579,0.084988,0.000012,0.2000,3
0.0418,descent,0.3957,25.7520,39.9902,-9.6180,-13.7400,0.020144,0.018521,0.084979,0.000021,0.2000,3
0.0429,descent,0.3957,25.7520,39.9902,-9.6180,-13.7400,0.020144,0.018521,0.084979,0.000021,0.2000,3
0.0440,descent,0.3957,25.7520,39.9902,-9.6180,-13.7400,0.020144,0.018521,0.084973,0.000027,0.2000,3
0.0451,descent,0.3957,25.7520,39.9902,-9.6180,-13.7400,0.020144,0.018521,0.084973,0.000027,0.2000,3
0.0462,descent,0.3957,25.7520,39.9023,-9.6180,-13.7400,0.020140,0.018744,0.084974,0.000026,0.2000,3
0.0473,descent,0.3957,25.6641,39.9023,-10.9920,-13.7400,0.020213,0.018740,0.084974,0.000026,0.2000,3
0.0484,descent,0.3957,25.6641,39.9023,-10.9920,-13.7400,0.020213,0.018740,0.084959,0.000041,0.2000,3
0.0496,descent,0.3957,25.6641,39.8145,-10.9920,-13.7400,0.020209,0.018964,0.084954,0.000046,0.2000,3
0.0507,descent,0.3957,25.6641,39.8145,-10.9920,-13.7400,0.020209,0.018964,0.084954,0.000046,0.2000,3
