Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0008,descent,0.0083,2.9883,26.2793,37.0980,0.0000,-0.003536,0.201783,0.085002,-0.000002,0.0300,4
0.0018,descent,0.0083,3.0762,26.2793,35.7240,0.0000,-0.003529,0.201785,0.085002,-0.000002,0.0300,4
0.0029,descent,0.0083,3.0762,26.2793,35.7240,0.0000,-0.003529,0.201785,0.084999,0.000001,0.0300,4
0.0040,descent,0.0083,3.1641,26.3672,35.7240,1.3740,-0.003535,0.107270,0.084999,0.000001,0.0300,4
0.0051,descent,0.0083,3.1641,26.3672,34.3500,1.3740,-0.003520,0.107270,0.084986,0.000014,0.0300,4
0.0062,descent,0.0083,3.2520,26.3672,35.7240,1.3740,-0.003543,0.107272,0.084985,0.000015,0.0300,4
0.0073,descent,0.0083,3.2520,26.3672,34.3500,1.3740,-0.003528,0.107272,0.084985,0.000015,0.0300,4
0.0084,descent,0.0083,3.2520,26.4551,34.3500,2.7480,-0.003526,0.017146,0.084999,0.000001,0.0300,4
0.0096,descent,0.0083,3.3398,26.5430,35.7240,2.7480,-0.003545,0.017119,0.084999,0.000001,0.0300,4
0.0107,descent,0.0083,3.3398,26.6309,34.3500,5.4960,-0.003529,0.001464,0.084994,0.000006,0.0300,4
0.0118,descent,0.0083,3.4277,26.7187,35.7240,6.8700,-0.003548,0.001375,0.084994,0.000006,0.0300,4
0.0129,descent,0.0083,3.4277,26.8066,34.3500,8.2440,-0.003532,0.001291,0.084994,0.000006,0.0300,4
0.0149,descent,0.0083,3.4277,26.8066,34.3500,8.2440,-0.003532,0.001291,0.084990,0.000010,0.0300,4
0.0152,descent,0.0083,3.4277,26.8066,34.3500,8.2440,-0.003532,0.001291,0.084990,0.000010,0.0300,4
0.0163,descent,0.0083,3.5156,27.0703,34.3500,13.7400,-0.003532,0.000987,0.084973,0.000027,0.0300,4
0.0174,descent,0.0083,3.6035,27.2461,35.7240,16.4880,-0.003549,0.000822,0.084973,0.000027,0.0300,4
0.0185,descent,0.0083,3.6035,27.3340,34.3500,19.2360,-0.003532,0.000683,0.084992,0.000008,0.0300,4
0.0196,descent,0.0083,3.6914,27.4219,35.7240,21.9840,-0.003552,0.000548,0.084992,0.000008,0.0300,4
0.0208,descent,0.0083,3.6914,27.5977,35.7240,26.1060,-0.003547,0.000326,0.084986,0.000014,0.0300,4
0.0218,descent,0.0083,3.7793,27.7734,35.7240,30.2280,-0.003550,0.000106,0.084986,0.000014,0.0300,4
0.0229,descent,0.0083,3.7793,27.8613,35.7240,32.9760,-0.003547,-0.000032,0.084995,0.000005,0.0300,4
0.0241,descent,0.0083,3.7793,27.9492,35.7240,35.7240,-0.003545,-0.000170,0.084988,0.000012,0.0300,4
0.0252,descent,0.0083,3.8672,28.0371,35.7240,38.4720,-0.003550,-0.000306,0.084988,0.000012,0.0300,4
0.0263,descent,0.0083,3.8672,28.2129,35.7240,42.5940,-0.003545,-0.000528,0.084989,0.000011,0.0300,4
0.0274,descent,0.0083,3.9551,28.3008,35.7240,45.3420,-0.003550,-0.000663,0.084989,0.000011,0.0300,4
0.0285,descent,0.0083,3.9551,28.3887,35.7240,48.0900,-0.003547,-0.000802,0.084972,0.000028,0.0300,4
0.0296,descent,0.0083,3.9551,28.4766,35.7240,50.8380,-0.003545,-0.000940,0.084972,0.000028,0.0300,4
0.0307,descent,0.0083,4.0430,28.6523,35.7240,57.7080,-0.003547,-0.001268,0.084970,0.000030,0.0300,4
0.0318,descent,0.0083,4.0430,28.7402,34.3500,60.4560,-0.003530,-0.001406,0.084970,0.000030,0.0300,4
0.0331,descent,0.0083,4.0430,28.7402,34.3500,60.4560,-0.003530,-0.001406,0.084973,0.000027,0.0300,4
0.0340,descent,0.0083,4.0430,28.7402,34.3500,60.4560,-0.003530,-0.001406,0.084973,0.000027,0.0300,4
0.0351,descent,0.0083,4.0430,29.0039,34.3500,67.3260,-0.003522,-0.001765,0.084978,0.000022,0.0300,4
0.0362,descent,0.0083,4.0430,29.1797,34.3500,72.8220,-0.003517,-0.002041,0.084986,0.000014,0.0300,4
0.0374,descent,0.0083,4.1309,29.2676,34.3500,75.5700,-0.003522,-0.002177,0.084986,0.000014,0.0300,4
0.0384,descent,0.0083,4.1309,29.3555,32.9760,78.3180,-0.003505,-0.002315,0.084974,0.000026,0.0300,4
0.0396,descent,0.0083,4.1309,29.4434,32.9760,81.0660,-0.003503,-0.002453,0.084974,0.000026,0.0300,4
0.0407,descent,0.0083,4.2188,29.6191,32.9760,85.1880,-0.003505,-0.002671,0.084982,0.000018,0.0300,4
0.0418,descent,0.0083,4.2188,29.7070,32.9760,87.9360,-0.003502,-0.002809,0.084982,0.000018,0.0300,4
0.0429,descent,0.0083,4.3066,29.7070,32.9760,89.3100,-0.003510,-0.002861,0.084975,0.000025,0.0300,4
0.0440,descent,0.0083,4.3066,29.7949,32.9760,89.3100,-0.003507,-0.002890,0.084975,0.000025,0.0300,4
0.0451,descent,0.0083,4.3066,29.8828,31.6020,90.6840,-0.003490,-0.002974,0.084965,0.000035,0.0300,4
0.0462,descent,0.0083,4.3945,29.9707,31.6020,92.0580,-0.003495,-0.003054,0.084970,0.000030,0.0300,4
0.0473,descent,0.0083,4.3945,30.0586,31.6020,92.0580,-0.003492,-0.003083,0.084970,0.000030,0.0300,4
0.0484,descent,0.0083,4.3945,30.1465,31.6020,93.4320,-0.003490,-0.003167,0.084974,0.000026,0.0300,4
0.0496,descent,0.0083,4.4824,30.2344,31.6020,93.4320,-0.003494,-0.003193,0.084974,0.000026,0.0300,4
0.0507,descent,0.0083,4.4824,30.3223,31.6020,93.4320,-0.003492,-0.003222,0.084949,0.000051,0.0300,4
