Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0008,descent,0.6865,-0.0195,39.7266,33.3105,76.9440,-32.9760,0.022359,0.021911,0.084980,0.000020,20.00
0.0018,descent,0.6865,-0.0195,39.8145,33.2227,78.3180,-32.9760,0.022321,0.021908,0.084980,0.000020,20.00
0.0029,descent,0.6865,-0.0195,39.9023,33.2227,79.6920,-32.9760,0.022242,0.021848,0.084997,0.000003,20.00
0.0040,descent,0.6865,-0.0195,39.9902,33.2227,81.0660,-32.9760,0.022163,0.021787,0.084997,0.000003,20.00
0.0051,descent,0.6865,-0.0195,40.0781,33.1348,82.4400,-32.9760,0.022125,0.021784,0.084993,0.000007,20.00
0.0062,descent,0.6865,-0.0195,40.1660,33.0469,83.8140,-32.9760,0.022087,0.021781,0.084993,0.000007,20.00
0.0073,descent,0.6865,-0.0195,40.1660,33.0469,83.8140,-32.9760,0.022087,0.021781,0.084974,0.000026,20.00
0.0085,descent,0.6865,-0.0195,40.1660,33.0469,82.4400,-32.9760,0.022125,0.021800,0.084974,0.000026,20.00
0.0096,descent,0.6865,-0.0195,40.2539,32.9590,82.4400,-32.9760,0.022126,0.021817,0.084994,0.000006,20.00
0.0108,descent,0.6865,-0.0195,40.3418,32.9590,82.4400,-32.9760,0.022085,0.021776,0.084999,0.000001,20.00
0.0118,descent,0.6865,-0.0195,40.3418,32.9590,81.0660,-32.9760,0.022123,0.021795,0.084999,0.000001,20.00
0.0129,descent,0.6865,-0.0195,40.4297,32.8711,81.0660,-32.9760,0.022123,0.021812,0.084983,0.000017,20.00
0.0141,descent,0.6865,-0.0195,40.4297,32.8711,79.6920,-32.9760,0.022162,0.021831,0.084983,0.000017,20.00
0.0151,descent,0.6865,-0.0195,40.5176,32.7832,76.9440,-31.6020,0.022219,0.021816,0.084985,0.000015,20.00
0.0163,descent,0.6865,-0.0195,40.5176,32.7832,75.5700,-31.6020,0.022257,0.021836,0.084985,0.000015,20.00
0.0173,descent,0.6865,-0.0195,40.6055,32.6953,74.1960,-31.6020,0.022295,0.021871,0.084983,0.000017,20.00
0.0185,descent,0.6865,-0.0195,40.6055,32.6953,72.8220,-31.6020,0.022334,0.021891,0.084983,0.000017,20.00
0.0196,descent,0.6865,-0.0195,40.6055,32.6953,71.4480,-31.6020,0.022372,0.021911,0.084981,0.000019,20.00
0.0207,descent,0.6865,-0.0195,40.6055,32.6953,70.0740,-31.6020,0.022410,0.021930,0.084998,0.000002,20.00
0.0218,descent,0.6865,-0.0195,40.6055,32.6074,67.3260,-31.6020,0.022528,0.022027,0.084998,0.000002,20.00
0.0229,descent,0.6865,-0.0195,40.6934,32.6074,65.9520,-31.6020,0.022525,0.022005,0.084993,0.000007,20.00
0.0240,descent,0.6865,-0.0195,40.6934,32.5195,63.2040,-31.6020,0.022643,0.022102,0.084993,0.000007,20.00
0.0251,descent,0.6865,-0.0195,40.6934,32.4316,59.0820,-31.6020,0.022800,0.022219,0.084990,0.000010,20.00
0.0263,descent,0.6865,-0.0195,40.6934,32.4316,57.7080,-31.6020,0.022838,0.022239,0.084990,0.000010,20.00
0.0274,descent,0.6865,-0.0195,40.6934,32.4316,54.9600,-31.6020,0.022914,0.022278,0.084971,0.000029,20.00
0.0285,descent,0.6865,-0.0195,40.6934,32.3438,52.2120,-31.6020,0.023033,0.022376,0.084971,0.000029,20.00
0.0296,descent,0.6865,-0.0195,40.6934,32.3438,50.8380,-31.6020,0.023071,0.022396,0.084988,0.000012,20.00
0.0308,descent,0.6865,-0.0195,40.6934,32.3438,50.8380,-31.6020,0.023071,0.022396,0.084980,0.000020,20.00
0.0318,descent,0.6865,-0.0195,40.6934,32.3438,48.0900,-31.6020,0.023148,0.022435,0.084980,0.000020,20.00
0.0329,descent,0.6865,-0.0195,40.6934,32.2559,45.3420,-31.6020,0.023267,0.022533,0.084981,0.000019,20.00
0.0341,descent,0.6865,-0.0195,40.6934,32.1680,41.2200,-31.6020,0.023424,0.022651,0.084981,0.000019,20.00
0.0351,descent,0.6865,-0.0195,40.6934,32.1680,37.0980,-31.6020,0.023539,0.022711,0.084978,0.000022,20.00
0.0362,descent,0.6865,-0.0195,40.6934,32.1680,34.3500,-31.6020,0.023616,0.022750,0.084978,0.000022,20.00
0.0373,descent,0.6865,-0.0195,40.6934,32.0801,32.9760,-31.6020,0.023697,0.022830,0.084965,0.000035,20.00
0.0385,descent,0.6865,-0.0195,40.6934,32.0801,30.2280,-31.6020,0.023774,0.022869,0.084965,0.000035,20.00
0.0396,descent,0.6865,-0.0195,40.6934,32.0801,28.8540,-31.6020,0.023812,0.022889,0.084974,0.000026,20.00
0.0407,descent,0.6865,-0.0195,40.6055,31.9922,26.1060,-31.6020,0.023974,0.023031,0.084976,0.000024,20.00
0.0418,descent,0.6865,-0.0195,40.6055,31.9922,24.7320,-31.6020,0.024012,0.023051,0.084976,0.000024,20.00
0.0429,descent,0.6865,-0.0195,40.6055,31.9043,21.9840,-31.6020,0.024132,0.023150,0.084976,0.000024,20.00
0.0440,descent,0.6865,-0.0195,40.6055,31.9043,20.6100,-31.6020,0.024170,0.023170,0.084976,0.000024,20.00
0.0451,descent,0.6865,-0.0195,40.6055,31.9043,16.4880,-30.2280,0.024266,0.023159,0.084973,0.000027,20.00
0.0462,descent,0.6865,-0.0195,40.6055,31.8164,13.7400,-31.6020,0.024406,0.023330,0.084973,0.000027,20.00
0.0473,descent,0.6865,-0.0195,40.5176,31.8164,12.3660,-30.2280,0.024467,0.023322,0.084963,0.000037,20.00
0.0485,descent,0.6865,-0.0195,40.5176,31.7285,10.9920,-31.6020,0.024569,0.023474,0.084963,0.000037,20.00
0.0496,descent,0.6865,-0.0195,40.5176,31.7285,8.2440,-30.2280,0.024626,0.023443,0.084955,0.000045,20.00
0.0507,descent,0.6865,-0.0195,40.5176,31.7285,6.8700,-30.2280,0.024664,0.023463,0.084960,0.000040,20.00
0.0518,descent,0.6865,-0.0195,40.5176,31.6406,5.4960,-30.2280,0.024754,0.023543,0.084960,0.000040,20.00
0.0529,descent,0.6865,-0.0195,40.5176,31.6406,4.1220,-31.6020,0.025441,0.023635,0.084955,0.000045,20.00
0.0540,descent,0.6865,-0.0195,40.4297,31.6406,2.7480,-30.2280,0.040390,0.023627,0.084955,0.000045,20.00
0.0551,descent,0.6865,-0.0195,40.4297,31.5527,0.0000,-30.2280,0.224987,0.023728,0.084965,0.000035,20.00
0.0562,descent,0.6865,-0.0195,40.4297,31.5527,-1.3740,-30.2280,0.130592,0.023748,0.084965,0.000035,20.00
0.0573,descent,0.6865,-0.0195,40.3418,31.5527,-2.7480,-30.2280,0.040631,0.023812,0.084943,0.000057,20.00
0.0585,descent,0.6865,-0.0195,40.3418,31.5527,-2.7480,-28.8540,0.040611,0.023741,0.084943,0.000057,20.00
0.0596,descent,0.6865,-0.0195,40.3418,31.4648,-4.1220,-28.8540,0.025805,0.023822,0.084954,0.000046,20.00
0.0607,descent,0.6865,-0.0195,40.3418,31.4648,-5.4960,-28.8540,0.025215,0.023842,0.084964,0.000036,20.00
0.0618,descent,0.6865,-0.0195,40.2539,31.4648,-6.8700,-28.8540,0.025290,0.023906,0.084964,0.000036,20.00
0.0629,descent,0.6865,-0.0195,40.2539,31.3770,-6.8700,-28.8540,0.025333,0.023967,0.084931,0.000069,20.00
0.0641,descent,0.7207,-0.0090,40.2539,31.3770,-8.2440,-28.8540,0.025372,0.023988,0.084931,0.000069,20.00
0.0651,descent,0.7207,-0.0090,40.1660,31.3770,-9.6180,-27.4800,0.025434,0.023980,0.084943,0.000057,20.00
0.0662,descent,0.7207,-0.0090,40.1660,31.2891,-10.9920,-27.4800,0.025516,0.024062,0.084943,0.000057,20.00
0.0674,descent,0.7207,-0.0090,40.1660,31.2891,-10.9920,-27.4800,0.025516,0.024062,0.084949,0.000051,20.00
0.0685,descent,0.7207,-0.0090,40.1660,31.2891,-12.3660,-27.4800,0.025555,0.024082,0.084949,0.000051,20.00
0.0696,descent,0.7207,-0.0090,40.1660,31.2012,-12.3660,-27.4800,0.025599,0.024144,0.084939,0.000061,20.00
0.0707,descent,0.7207,-0.0090,40.1660,31.2012,-12.3660,-27.4800,0.025599,0.024144,0.084940,0.000060,20.00
0.0718,descent,0.7207,-0.0090,40.1660,31.2012,-13.7400,-27.4800,0.025638,0.024164,0.084940,0.000060,20.00
0.0729,descent,0.7207,-0.0090,40.1660,31.1133,-13.7400,-27.4800,0.025683,0.024226,0.084930,0.000070,20.00
0.0740,descent,0.7207,-0.0090,40.1660,31.1133,-13.7400,-27.4800,0.025683,0.024226,0.084930,0.000070,20.00
0.0751,descent,0.7207,-0.0090,40.1660,31.1133,-13.7400,-26.1060,0.025662,0.024155,0.084926,0.000074,20.00
0.0763,descent,0.7207,-0.0090,40.0781,31.1133,-13.7400,-26.1060,0.025705,0.024199,0.084926,0.000074,20.00
0.0774,descent,0.7207,-0.0090,40.0781,31.0254,-13.7400,-26.1060,0.025750,0.024260,0.084936,0.000064,20.00
0.0785,descent,0.7207,-0.0090,40.0781,31.0254,-13.7400,-26.1060,0.025750,0.024260,0.084936,0.000064,20.00
0.0796,descent,0.7207,-0.0090,40.0781,31.0254,-13.7400,-26.1060,0.025750,0.024260,0.084931,0.000069,20.00
0.0807,descent,0.7207,-0.0090,40.0781,31.0254,-13.7400,-24.7320,0.025729,0.024189,0.084928,0.000072,20.00
0.0818,descent,0.7207,-0.0090,40.0781,31.0254,-13.7400,-24.7320,0.025729,0.024189,0.084928,0.000072,20.00
0.0829,descent,0.7207,-0.0090,40.0781,30.8496,-13.7400,-24.7320,0.025818,0.024312,0.084932,0.000068,20.00
0.0840,descent,0.7207,-0.0090,40.0781,30.8496,-13.7400,-23.3580,0.025797,0.024241,0.084932,0.000068,20.00
0.0851,descent,0.7207,-0.0090,40.0781,30.8496,-12.3660,-23.3580,0.025758,0.024220,0.084926,0.000074,20.00
0.0862,descent,0.7207,-0.0090,40.0781,30.8496,-12.3660,-23.3580,0.025758,0.024220,0.084926,0.000074,20.00
0.0873,descent,0.7207,-0.0090,39.9902,30.8496,-12.3660,-23.3580,0.025801,0.024264,0.084922,0.000078,20.00
0.0885,descent,0.7207,-0.0090,39.9902,30.8496,-12.3660,-23.3580,0.025801,0.024264,0.084922,0.000078,20.00
0.0896,descent,0.7207,-0.0090,39.9902,30.8496,-12.3660,-21.9840,0.025781,0.024192,0.084909,0.000091,20.00
0.0907,descent,0.7207,-0.0090,39.9902,30.8496,-12.3660,-21.9840,0.025781,0.024192,0.084916,0.000084,20.00
0.0918,descent,0.7207,-0.0090,39.9902,30.8496,-12.3660,-21.9840,0.025781,0.024192,0.084916,0.000084,20.00
0.0929,descent,0.7207,-0.0090,39.9902,30.7617,-10.9920,-21.9840,0.025786,0.024233,0.084913,0.000087,20.00
0.0940,descent,0.7207,-0.0090,39.9902,30.7617,-10.9920,-21.9840,0.025786,0.024233,0.084913,0.000087,20.00
0.0951,descent,0.7207,-0.0090,39.9902,30.7617,-9.6180,-20.6100,0.025726,0.024141,0.084910,0.000090,20.00
0.0962,descent,0.7207,-0.0090,39.9902,30.7617,-9.6180,-20.6100,0.025726,0.024141,0.084910,0.000090,20.00
0.0973,descent,0.7207,-0.0090,39.9023,30.7617,-9.6180,-20.6100,0.025769,0.024185,0.084904,0.000096,20.00
0.0985,descent,0.7207,-0.0090,39.9023,30.6738,-9.6180,-19.2360,0.025793,0.024175,0.084904,0.000096,20.00
0.0996,descent,0.7207,-0.0090,39.9023,30.6738,-8.2440,-19.2360,0.025754,0.024154,0.084897,0.000103,20.00
0.1007,descent,0.7207,-0.0090,39.9023,30.6738,-8.2440,-19.2360,0.025754,0.024154,0.084902,0.000098,20.00
0.1018,descent,0.7207,-0.0090,39.9023,30.6738,-8.2440,-19.2360,0.025754,0.024154,0.084902,0.000098,20.00
0.1029,descent,0.7207,-0.0090,39.9023,30.6738,-8.2440,-17.8620,0.025733,0.024082,0.084900,0.000100,20.00
0.1040,descent,0.7207,-0.0090,39.8145,30.6738,-8.2440,-17.8620,0.025776,0.024126,0.084900,0.000100,20.00
0.1051,descent,0.7207,-0.0090,39.8145,30.6738,-9.6180,-16.4880,0.025794,0.024075,0.084891,0.000109,20.00
0.1062,descent,0.7207,-0.0090,39.8145,30.5859,-9.6180,-16.4880,0.025839,0.024137,0.084891,0.000109,20.00
0.1073,descent,0.7207,-0.0090,39.8145,30.5859,-9.6180,-16.4880,0.025839,0.024137,0.084881,0.000119,20.00
0.1085,descent,0.7207,-0.0090,39.8145,30.5859,-9.6180,-16.4880,0.025839,0.024137,0.084881,0.000119,20.00
0.1096,descent,0.7207,-0.0090,39.8145,30.5859,-8.2440,-16.4880,0.025800,0.024116,0.084897,0.000103,20.00
0.1107,descent,0.7207,-0.0090,39.7266,30.5859,-9.6180,-15.1140,0.025861,0.024109,0.084888,0.000112,20.00
0.1118,descent,0.7207,-0.0090,39.7266,30.5859,-9.6180,-15.1140,0.025861,0.024109,0.084888,0.000112,20.00
0.1129,descent,0.7207,-0.0090,39.7266,30.5859,-9.6180,-15.1140,0.025861,0.024109,0.084888,0.000112,20.00
0.1140,descent,0.7207,-0.0090,39.7266,30.5859,-9.6180,-15.1140,0.025861,0.024109,0.084888,0.000112,20.00
0.1151,descent,0.7207,-0.0090,39.6387,30.4980,-9.6180,-13.7400,0.025928,0.024142,0.084878,0.000122,20.00
0.1162,descent,0.7207,-0.0090,39.6387,30.4980,-10.9920,-13.7400,0.025967,0.024163,0.084878,0.000122,20.00
0.1174,descent,0.7207,-0.0090,39.6387,30.4980,-10.9920,-13.7400,0.025967,0.024163,0.084868,0.000132,20.00
0.1186,descent,0.7207,-0.0090,39.6387,30.4980,-10.9920,-13.7400,0.025967,0.024163,0.084888,0.000112,20.00
0.1196,descent,0.7207,-0.0090,39.6387,30.4980,-10.9920,-12.3660,0.025946,0.024091,0.084888,0.000112,20.00
0.1207,descent,0.7207,-0.0090,39.6387,30.4980,-10.9920,-12.3660,0.025946,0.024091,0.084880,0.000120,20.00
0.1218,descent,0.7207,-0.0090,39.5508,30.4980,-10.9920,-12.3660,0.025989,0.024135,0.084880,0.000120,20.00
0.1229,descent,0.7207,-0.0090,39.5508,30.4980,-10.9920,-12.3660,0.025989,0.024135,0.084870,0.000130,20.00
0.1240,descent,0.7207,-0.0090,39.5508,30.4980,-12.3660,-10.9920,0.026007,0.024084,0.084870,0.000130,20.00
0.1251,descent,0.7207,-0.0090,39.5508,30.4980,-12.3660,-10.9920,0.026007,0.024084,0.084867,0.000133,20.00
0.1262,descent,0.7207,-0.0090,39.5508,30.4980,-12.3660,-9.6180,0.025986,0.024012,0.084867,0.000133,20.00
0.1273,descent,0.7207,-0.0090,39.4629,30.4980,-12.3660,-9.6180,0.026030,0.024056,0.084881,0.000119,20.00
0.1285,descent,0.7207,-0.0090,39.4629,30.4980,-13.7400,-9.6180,0.026069,0.024077,0.084881,0.000119,20.00
0.1296,descent,0.7207,-0.0090,39.4629,30.4980,-13.7400,-9.6180,0.026069,0.024077,0.084877,0.000123,20.00
0.1307,descent,0.7207,-0.0090,39.3750,30.4102,-13.7400,-8.2440,0.026136,0.024111,0.084866,0.000134,20.00
0.1318,descent,0.7207,-0.0090,39.3750,30.4102,-13.7400,-8.2440,0.026136,0.024111,0.084866,0.000134,20.00
0.1329,descent,0.7207,-0.0090,39.3750,30.4102,-13.7400,-8.2440,0.026136,0.024111,0.084860,0.000140,20.00
0.1340,descent,0.7207,-0.0090,39.3750,30.4102,-13.7400,-8.2440,0.026136,0.024111,0.084860,0.000140,20.00
0.1351,descent,0.7207,-0.0090,39.2871,30.4102,-15.1140,-8.2440,0.026218,0.024177,0.084859,0.000141,20.00
0.1363,descent,0.7207,-0.0090,39.2871,30.4102,-15.1140,-8.2440,0.026218,0.024177,0.084859,0.000141,20.00
0.1374,descent,0.7207,-0.0090,39.2871,30.4102,-15.1140,-8.2440,0.026218,0.024177,0.084866,0.000134,20.00
