Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0007,descent,0.8167,-0.0131,37.8809,36.8262,-8.2440,-8.2440,0.023579,0.020367,0.085002,-0.000002,20.00
0.0018,descent,0.8167,-0.0131,37.7930,36.8262,-8.2440,-9.6180,0.023638,0.020476,0.084981,0.000019,20.00
0.0029,descent,0.8167,-0.0131,37.7930,36.7383,-8.2440,-10.9920,0.023697,0.020603,0.084981,0.000019,20.00
0.0040,descent,0.8167,-0.0131,37.7930,36.7383,-8.2440,-12.3660,0.023715,0.020672,0.085006,-0.000006,20.00
0.0051,descent,0.8167,-0.0131,37.7930,36.7383,-9.6180,-13.7400,0.023771,0.020758,0.085006,-0.000006,20.00
0.0062,descent,0.8167,-0.0131,37.7930,36.6504,-9.6180,-15.1140,0.023830,0.020886,0.085006,-0.000006,20.00
0.0073,descent,0.8167,-0.0131,37.7051,36.6504,-9.6180,-16.4880,0.023889,0.020996,0.084990,0.000010,20.00
0.0084,descent,0.8167,-0.0131,37.7051,36.6504,-10.9920,-16.4880,0.023927,0.021014,0.084990,0.000010,20.00
0.0095,descent,0.8167,-0.0131,37.7051,36.6504,-10.9920,-17.8620,0.023945,0.021083,0.084998,0.000002,20.00
0.0106,descent,0.8167,-0.0131,37.7051,36.6504,-10.9920,-17.8620,0.023945,0.021083,0.084998,0.000002,20.00
0.0118,descent,0.8167,-0.0131,37.7051,36.5625,-10.9920,-17.8620,0.023987,0.021142,0.084992,0.000008,20.00
0.0129,descent,0.8167,-0.0131,37.6172,36.5625,-12.3660,-19.2360,0.024084,0.021270,0.084992,0.000008,20.00
0.0140,descent,0.8167,-0.0131,37.6172,36.5625,-12.3660,-19.2360,0.024084,0.021270,0.084985,0.000015,20.00
0.0151,descent,0.8167,-0.0131,37.6172,36.5625,-12.3660,-19.2360,0.024084,0.021270,0.084985,0.000015,20.00
0.0162,descent,0.8167,-0.0131,37.6172,36.5625,-12.3660,-19.2360,0.024084,0.021270,0.084971,0.000029,20.00
0.0175,descent,0.8167,-0.0131,37.5293,36.4746,-13.7400,-20.6100,0.024223,0.021458,0.084991,0.000009,20.00
0.0184,descent,0.7076,-0.0563,37.5293,36.4746,-13.7400,-20.6100,0.024223,0.021458,0.084991,0.000009,20.00
0.0196,descent,0.7076,-0.0563,37.5293,36.4746,-13.7400,-20.6100,0.024223,0.021458,0.084994,0.000006,20.00
0.0207,descent,0.7076,-0.0563,37.4414,36.4746,-15.1140,-20.6100,0.024302,0.021518,0.084994,0.000006,20.00
0.0218,descent,0.7076,-0.0563,37.4414,36.3867,-15.1140,-20.6100,0.024344,0.021577,0.084980,0.000020,20.00
0.0229,descent,0.7076,-0.0563,37.4414,36.3867,-15.1140,-20.6100,0.024344,0.021577,0.084980,0.000020,20.00
0.0240,descent,0.7076,-0.0563,37.3535,36.3867,-16.4880,-20.6100,0.024423,0.021637,0.084978,0.000022,20.00
0.0251,descent,0.7076,-0.0563,37.3535,36.3867,-16.4880,-20.6100,0.024423,0.021637,0.084994,0.000006,20.00
0.0262,descent,0.7076,-0.0563,37.3535,36.3867,-16.4880,-20.6100,0.024423,0.021637,0.084994,0.000006,20.00
0.0274,descent,0.7076,-0.0563,37.2656,36.2988,-17.8620,-20.6100,0.024544,0.021757,0.084971,0.000029,20.00
0.0284,descent,0.7076,-0.0563,37.2656,36.2988,-17.8620,-19.2360,0.024526,0.021688,0.084971,0.000029,20.00
0.0295,descent,0.7076,-0.0563,37.2656,36.2988,-17.8620,-19.2360,0.024526,0.021688,0.084961,0.000039,20.00
0.0307,descent,0.7076,-0.0563,37.1777,36.2988,-19.2360,-19.2360,0.024605,0.021749,0.084961,0.000039,20.00
0.0319,descent,0.7076,-0.0563,37.1777,36.2988,-19.2360,-19.2360,0.024605,0.021749,0.084976,0.000024,20.00
0.0340,descent,0.7076,-0.0563,37.0898,36.2109,-19.2360,-19.2360,0.024689,0.021850,0.084978,0.000022,20.00
0.0342,descent,0.7076,-0.0563,37.0898,36.2109,-19.2360,-19.2360,0.024689,0.021850,0.084978,0.000022,20.00
0.0351,descent,0.7076,-0.0563,37.0898,36.2109,-20.6100,-19.2360,0.024727,0.021869,0.084980,0.000020,20.00
0.0362,descent,0.7076,-0.0563,37.0898,36.2109,-20.6100,-17.8620,0.024708,0.021800,0.084980,0.000020,20.00
0.0373,descent,0.7076,-0.0563,37.0020,36.1230,-20.6100,-17.8620,0.024793,0.021902,0.084982,0.000018,20.00
0.0384,descent,0.7076,-0.0563,37.0020,36.1230,-20.6100,-17.8620,0.024793,0.021902,0.084982,0.000018,20.00
0.0395,descent,0.7076,-0.0563,36.9141,36.1230,-21.9840,-17.8620,0.024872,0.021963,0.084965,0.000035,20.00
0.0406,descent,0.7076,-0.0563,36.9141,36.1230,-21.9840,-16.4880,0.024854,0.021893,0.084965,0.000035,20.00
0.0418,descent,0.7076,-0.0563,36.9141,36.1230,-21.9840,-16.4880,0.024854,0.021893,0.084966,0.000034,20.00
0.0429,descent,0.7076,-0.0563,36.8262,36.0352,-23.3580,-16.4880,0.024976,0.022015,0.084966,0.000034,20.00
0.0440,descent,0.7076,-0.0563,36.8262,36.0352,-23.3580,-16.4880,0.024976,0.022015,0.084971,0.000029,20.00
0.0451,descent,0.7076,-0.0563,36.8262,36.0352,-23.3580,-16.4880,0.024976,0.022015,0.084965,0.000035,20.00
0.0462,descent,0.7076,-0.0563,36.7383,36.0352,-23.3580,-16.4880,0.025018,0.022057,0.084965,0.000035,20.00
0.0473,descent,0.7076,-0.0563,36.7383,35.9473,-24.7320,-16.4880,0.025098,0.022136,0.084965,0.000035,20.00
0.0484,descent,0.7076,-0.0563,36.6504,35.9473,-24.7320,-16.4880,0.025140,0.022178,0.084965,0.000035,20.00
0.0496,descent,0.7076,-0.0563,36.6504,35.9473,-24.7320,-16.4880,0.025140,0.022178,0.084966,0.000034,20.00
0.0507,descent,0.7076,-0.0563,36.5625,35.8594,-26.1060,-16.4880,0.025263,0.022300,0.084966,0.000034,20.00
0.0518,descent,0.7076,-0.0563,36.5625,35.8594,-26.1060,-17.8620,0.025282,0.022370,0.084954,0.000046,20.00
0.0529,descent,0.7076,-0.0563,36.4746,35.8594,-27.4800,-17.8620,0.025363,0.022431,0.084954,0.000046,20.00
