Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0009,descent,0.6245,0.0018,33.3984,33.3984,49.4640,-32.9760,0.026132,0.025339,0.084995,0.000005,20.00
0.0016,descent,0.6245,0.0018,33.4863,33.3984,52.2120,-32.9760,0.026009,0.025253,0.084995,0.000005,20.00
0.0028,descent,0.6245,0.0018,33.6621,33.3984,56.3340,-32.9760,0.025804,0.025101,0.084988,0.000012,20.00
0.0039,descent,0.6245,0.0018,33.7500,33.3105,60.4560,-32.9760,0.025686,0.025056,0.084995,0.000005,20.00
0.0048,descent,0.6245,0.0018,34.1016,33.3105,71.4480,-32.9760,0.025198,0.024712,0.084995,0.000005,20.00
0.0059,descent,0.6245,0.0018,34.2773,33.2227,74.1960,-31.6020,0.025056,0.024572,0.084998,0.000002,20.00
0.0070,descent,0.6245,0.0018,34.3652,33.2227,78.3180,-31.6020,0.024895,0.024465,0.084998,0.000002,20.00
0.0081,descent,0.6245,0.0018,34.4531,33.1348,82.4400,-31.6020,0.024777,0.024419,0.084990,0.000010,20.00
0.0092,descent,0.6245,0.0018,34.5410,33.1348,85.1880,-31.6020,0.024656,0.024334,0.084990,0.000010,20.00
0.0103,descent,0.6245,0.0018,34.6289,33.1348,87.9360,-31.6020,0.024534,0.024249,0.084993,0.000007,20.00
0.0115,descent,0.6245,0.0018,34.8047,33.1348,90.6840,-30.2280,0.024350,0.024049,0.084993,0.000007,20.00
0.0125,descent,0.6245,0.0018,34.8926,33.0469,93.4320,-30.2280,0.024272,0.024024,0.084979,0.000021,20.00
0.0137,descent,0.6245,0.0018,34.9805,33.0469,97.5540,-30.2280,0.024111,0.023918,0.084989,0.000011,20.00
0.0147,descent,0.6245,0.0018,35.1562,32.9590,101.6760,-30.2280,0.023951,0.023829,0.084989,0.000011,20.00
0.0159,descent,0.6245,0.0018,35.2441,32.9590,103.0500,-30.2280,0.023870,0.023765,0.084974,0.000026,20.00
0.0171,descent,0.6245,0.0018,35.2441,32.9590,103.0500,-30.2280,0.023870,0.023765,0.084974,0.000026,20.00
