Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0007,descent,0.7170,-0.1500,37.0898,33.8379,-15.1140,-12.3660,0.025638,0.023081,0.085002,-0.000002,20.00
0.0018,descent,0.7170,-0.1500,37.0898,33.8379,-15.1140,-12.3660,0.025638,0.023081,0.085002,-0.000002,20.00
0.0029,descent,0.7170,-0.1500,37.0020,33.8379,-15.1140,-12.3660,0.025681,0.023124,0.084995,0.000005,20.00
0.0040,descent,0.7170,-0.1500,37.0020,33.7500,-16.4880,-12.3660,0.025763,0.023206,0.084995,0.000005,20.00
0.0052,descent,0.7170,-0.1500,37.0020,33.7500,-16.4880,-12.3660,0.025763,0.023206,0.084995,0.000005,20.00
0.0063,descent,0.7170,-0.1500,37.0020,33.7500,-16.4880,-12.3660,0.025763,0.023206,0.084995,0.000005,20.00
0.0074,descent,0.7170,-0.1500,37.0020,33.7500,-16.4880,-12.3660,0.025763,0.023206,0.085007,-0.000007,20.00
0.0085,descent,0.7170,-0.1500,37.0020,33.7500,-16.4880,-12.3660,0.025763,0.023206,0.084984,0.000016,20.00
0.0096,descent,0.7170,-0.1500,36.9141,33.7500,-16.4880,-12.3660,0.025806,0.023249,0.084984,0.000016,20.00
0.0107,descent,0.7170,-0.1500,36.9141,33.7500,-16.4880,-12.3660,0.025806,0.023249,0.084996,0.000004,20.00
0.0118,descent,0.7170,-0.1500,36.9141,33.6621,-16.4880,-12.3660,0.025849,0.023311,0.084996,0.000004,20.00
0.0129,descent,0.7170,-0.1500,36.8262,33.6621,-16.4880,-12.3660,0.025892,0.023354,0.084997,0.000003,20.00
0.0141,descent,0.7170,-0.1500,36.8262,33.6621,-16.4880,-12.3660,0.025892,0.023354,0.084997,0.000003,20.00
0.0152,descent,0.7170,-0.1500,36.8262,33.6621,-16.4880,-12.3660,0.025892,0.023354,0.084986,0.000014,20.00
0.0166,descent,0.7170,-0.1500,36.8262,33.6621,-17.8620,-10.9920,0.025911,0.023303,0.084982,0.000018,20.00
0.0174,descent,0.7170,-0.1500,36.7383,33.6621,-17.8620,-10.9920,0.025954,0.023347,0.084982,0.000018,20.00
0.0185,descent,0.7170,-0.1500,36.7383,33.5742,-17.8620,-10.9920,0.025998,0.023409,0.084986,0.000014,20.00
0.0197,descent,0.7170,-0.1500,36.7383,33.5742,-17.8620,-10.9920,0.025998,0.023409,0.084986,0.000014,20.00
0.0207,descent,0.7170,-0.1500,36.7383,33.5742,-17.8620,-12.3660,0.026018,0.023479,0.084984,0.000016,20.00
0.0218,descent,0.7170,-0.1500,36.6504,33.5742,-17.8620,-10.9920,0.026041,0.023452,0.084984,0.000016,20.00
0.0229,descent,0.7170,-0.1500,36.6504,33.5742,-17.8620,-10.9920,0.026041,0.023452,0.084996,0.000004,20.00
0.0240,descent,0.7170,-0.1500,36.6504,33.5742,-17.8620,-10.9920,0.026041,0.023452,0.084996,0.000004,20.00
0.0252,descent,0.7170,-0.1500,36.5625,33.5742,-19.2360,-10.9920,0.026122,0.023516,0.084970,0.000030,20.00
0.0264,descent,0.7170,-0.1500,36.5625,33.5742,-19.2360,-10.9920,0.026122,0.023516,0.085000,0.000000,20.00
0.0274,descent,0.7170,-0.1500,36.5625,33.4863,-19.2360,-10.9920,0.026166,0.023578,0.085000,0.000000,20.00
0.0285,descent,0.7170,-0.1500,36.5625,33.4863,-19.2360,-10.9920,0.026166,0.023578,0.084991,0.000009,20.00
0.0296,descent,0.7170,-0.1500,36.4746,33.4863,-19.2360,-10.9920,0.026209,0.023622,0.084991,0.000009,20.00
0.0307,descent,0.7170,-0.1500,36.4746,33.4863,-19.2360,-10.9920,0.026209,0.023622,0.084982,0.000018,20.00
0.0318,descent,0.7170,-0.1500,36.4746,33.4863,-19.2360,-10.9920,0.026209,0.023622,0.084982,0.000018,20.00
0.0329,descent,0.7170,-0.1500,36.4746,33.4863,-19.2360,-10.9920,0.026209,0.023622,0.084978,0.000022,20.00
0.0340,descent,0.7170,-0.1500,36.4746,33.4863,-19.2360,-10.9920,0.026209,0.023622,0.084978,0.000022,20.00
0.0352,descent,0.7170,-0.1500,36.3867,33.4863,-19.2360,-10.9920,0.026252,0.023665,0.084978,0.000022,20.00
0.0363,descent,0.7170,-0.1500,36.3867,33.4863,-19.2360,-9.6180,0.026232,0.023594,0.084966,0.000034,20.00
0.0374,descent,0.7170,-0.1500,36.3867,33.4863,-19.2360,-9.6180,0.026232,0.023594,0.084966,0.000034,20.00
0.0386,descent,0.7170,-0.1500,36.2988,33.4863,-19.2360,-9.6180,0.026275,0.023638,0.084976,0.000024,20.00
0.0397,descent,0.7170,-0.1500,36.2988,33.4863,-19.2360,-9.6180,0.026275,0.023638,0.084976,0.000024,20.00
0.0407,descent,0.7170,-0.1500,36.2988,33.3984,-19.2360,-9.6180,0.026319,0.023700,0.084956,0.000044,20.00
0.0418,descent,0.7170,-0.1500,36.2988,33.3984,-19.2360,-9.6180,0.026319,0.023700,0.084956,0.000044,20.00
0.0429,descent,0.7170,-0.1500,36.2109,33.3984,-19.2360,-9.6180,0.026362,0.023744,0.084964,0.000036,20.00
0.0440,descent,0.7170,-0.1500,36.2109,33.3984,-20.6100,-9.6180,0.026401,0.023765,0.084964,0.000036,20.00
0.0452,descent,0.7170,-0.1500,36.2109,33.3984,-19.2360,-9.6180,0.026362,0.023744,0.084980,0.000020,20.00
0.0462,descent,0.7170,-0.1500,36.2109,33.3984,-19.2360,-8.2440,0.026342,0.023673,0.084980,0.000020,20.00
0.0474,descent,0.7170,-0.1500,36.1230,33.3984,-20.6100,-8.2440,0.026424,0.023737,0.084971,0.000029,20.00
0.0485,descent,0.7170,-0.1500,36.1230,33.3984,-19.2360,-8.2440,0.026385,0.023717,0.084960,0.000040,20.00
0.0496,descent,0.7170,-0.1500,36.1230,33.3984,-19.2360,-8.2440,0.026385,0.023717,0.084960,0.000040,20.00
0.0507,descent,0.7170,-0.1500,36.1230,33.3984,-19.2360,-8.2440,0.026385,0.023717,0.084953,0.000047,20.00
0.0518,descent,0.7170,-0.1500,36.0352,33.3984,-19.2360,-6.8700,0.026408,0.023690,0.084953,0.000047,20.00
0.0529,descent,0.7170,-0.1500,36.0352,33.3984,-20.6100,-6.8700,0.026447,0.023710,0.084947,0.000053,20.00
0.0540,descent,0.7170,-0.1500,36.0352,33.3105,-19.2360,-6.8700,0.026452,0.023752,0.084947,0.000053,20.00
0.0552,descent,0.7170,-0.1500,36.0352,33.3105,-19.2360,-6.8700,0.026452,0.023752,0.084951,0.000049,20.00
0.0563,descent,0.7170,-0.1500,35.9473,33.3105,-19.2360,-6.8700,0.026495,0.023796,0.084955,0.000045,20.00
0.0574,descent,0.7170,-0.1500,35.9473,33.3105,-19.2360,-6.8700,0.026495,0.023796,0.084955,0.000045,20.00
0.0585,descent,0.7170,-0.1500,35.9473,33.3105,-19.2360,-6.8700,0.026495,0.023796,0.084951,0.000049,20.00
0.0596,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-6.8700,0.026538,0.023840,0.084951,0.000049,20.00
0.0607,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-6.8700,0.026538,0.023840,0.084939,0.000061,20.00
0.0618,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-5.4960,0.026518,0.023776,0.084939,0.000061,20.00
0.0629,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-5.4960,0.026518,0.023776,0.084937,0.000063,20.00
0.0640,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-5.4960,0.026518,0.023776,0.084937,0.000063,20.00
0.0652,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-5.4960,0.026518,0.023776,0.084928,0.000072,20.00
0.0663,descent,0.7170,-0.1500,35.8594,33.3105,-19.2360,-5.4960,0.026518,0.023776,0.084928,0.000072,20.00
0.0674,descent,0.7170,-0.1500,35.7715,33.3105,-19.2360,-5.4960,0.026561,0.023820,0.084938,0.000062,20.00
0.0685,descent,0.7170,-0.1500,35.7715,33.3105,-19.2360,-5.4960,0.026561,0.023820,0.084940,0.000060,20.00
0.0696,descent,0.7170,-0.1500,35.6836,33.3105,-19.2360,-5.4960,0.026604,0.023864,0.084940,0.000060,20.00
0.0707,descent,0.7170,-0.1500,35.6836,33.3105,-19.2360,-5.4960,0.026604,0.023864,0.084931,0.000069,20.00
0.0718,descent,0.7170,-0.1500,35.6836,33.3105,-19.2360,-5.4960,0.026604,0.023864,0.084931,0.000069,20.00
0.0729,descent,0.7170,-0.1500,35.6836,33.3105,-19.2360,-4.1220,0.026584,0.024422,0.084930,0.000070,20.00
0.0740,descent,0.7170,-0.1500,35.6836,33.3105,-19.2360,-4.1220,0.026584,0.024422,0.084930,0.000070,20.00
0.0752,descent,0.7170,-0.1500,35.6836,33.3105,-17.8620,-4.1220,0.026545,0.024401,0.084927,0.000073,20.00
0.0764,descent,0.7170,-0.1500,35.6836,33.3105,-17.8620,-4.1220,0.026545,0.024401,0.084934,0.000066,20.00
0.0774,descent,0.7170,-0.1500,35.5957,33.3105,-17.8620,-2.7480,0.026567,0.039262,0.084934,0.000066,20.00
0.0785,descent,0.7170,-0.1500,35.5957,33.3105,-17.8620,-2.7480,0.026567,0.039262,0.084923,0.000077,20.00
0.0796,descent,0.7170,-0.1500,35.5957,33.3105,-17.8620,-2.7480,0.026567,0.039262,0.084923,0.000077,20.00
0.0807,descent,0.7170,-0.1500,35.5957,33.3105,-17.8620,-2.7480,0.026567,0.039262,0.084911,0.000089,20.00
0.0818,descent,0.7254,-0.1461,35.5078,33.3105,-17.8620,-2.7480,0.026611,0.039306,0.084911,0.000089,20.00
0.0829,descent,0.7254,-0.1461,35.5078,33.3105,-17.8620,-2.7480,0.026611,0.039306,0.084907,0.000093,20.00
0.0841,descent,0.7254,-0.1461,35.5078,33.3105,-17.8620,-2.7480,0.026611,0.039306,0.084907,0.000093,20.00
0.0852,descent,0.7254,-0.1461,35.5078,33.3105,-17.8620,-2.7480,0.026611,0.039306,0.084897,0.000103,20.00
0.0863,descent,0.7254,-0.1461,35.5078,33.3105,-16.4880,-1.3740,0.026551,0.129256,0.084897,0.000103,20.00
0.0874,descent,0.7254,-0.1461,35.4199,33.3105,-16.4880,-1.3740,0.026594,0.129300,0.084917,0.000083,20.00
0.0885,descent,0.7254,-0.1461,35.4199,33.3105,-16.4880,-1.3740,0.026594,0.129300,0.084918,0.000082,20.00
0.0896,descent,0.7254,-0.1461,35.4199,33.3105,-16.4880,-1.3740,0.026594,0.129300,0.084918,0.000082,20.00
0.0907,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084900,0.000100,20.00
0.0918,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084900,0.000100,20.00
0.0929,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084912,0.000088,20.00
0.0940,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084912,0.000088,20.00
0.0952,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084911,0.000089,20.00
0.0963,descent,0.7254,-0.1461,35.3320,33.3105,-16.4880,0.0000,0.026617,0.223707,0.084900,0.000100,20.00
0.0973,descent,0.7254,-0.1461,35.2441,33.3105,-16.4880,0.0000,0.026660,0.223751,0.084900,0.000100,20.00
0.0985,descent,0.7254,-0.1461,35.2441,33.3105,-16.4880,0.0000,0.026660,0.223751,0.084891,0.000109,20.00
0.0996,descent,0.7254,-0.1461,35.2441,33.3105,-16.4880,0.0000,0.026660,0.223751,0.084891,0.000109,20.00
0.1007,descent,0.7254,-0.1461,35.2441,33.3984,-16.4880,1.3740,0.026595,0.129183,0.084888,0.000112,20.00
0.1018,descent,0.7254,-0.1461,35.2441,33.3984,-16.4880,1.3740,0.026595,0.129183,0.084888,0.000112,20.00
0.1029,descent,0.7254,-0.1461,35.2441,33.4863,-16.4880,1.3740,0.026551,0.129121,0.084884,0.000116,20.00
0.1040,descent,0.7254,-0.1461,35.1562,33.4863,-16.4880,2.7480,0.026573,0.039052,0.084884,0.000116,20.00
0.1052,descent,0.7254,-0.1461,35.1562,33.5742,-16.4880,4.1220,0.026509,0.024030,0.084887,0.000113,20.00
0.1062,descent,0.7254,-0.1461,35.1562,33.5742,-16.4880,4.1220,0.026509,0.024030,0.084893,0.000107,20.00
