Time_s,Force_Ref_N,Force_Pred_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg
0.0011,0.4000,1.078421,1.129386,1.129415,-0.008131,42.3633,43.0664,29.991394,29.996512,29.996512
0.0022,0.4000,1.077538,1.129386,1.129415,-0.008131,42.3633,43.0664,29.982800,29.993028,29.993028
0.0033,0.4000,1.076655,1.129386,1.129415,-0.008131,42.3633,43.0664,29.974217,29.989549,29.989549
0.0044,0.4000,1.075774,1.129386,1.129415,-0.008131,42.3633,43.0664,29.965645,29.986074,29.986074
0.0055,0.4000,1.074894,1.129386,1.129415,-0.008131,42.3633,43.0664,29.957084,29.982604,29.982604
0.0066,0.4000,1.074015,1.129386,1.129415,-0.008131,42.3633,43.0664,29.948534,29.979138,29.979138
0.0077,0.4000,1.073137,1.129386,1.129415,-0.008131,42.3633,43.0664,29.939995,29.975677,29.975677
0.0088,0.4000,1.072260,1.129386,1.129415,-0.008131,42.3633,43.0664,29.931468,29.972221,29.972221
0.0100,0.4000,1.071385,1.129386,1.129415,-0.008131,42.3633,43.0664,29.922951,29.968769,29.968769
0.0110,0.4000,1.070510,1.129386,1.129415,-0.008131,42.3633,43.0664,29.914446,29.965321,29.965321
0.0122,0.4000,1.069637,1.129386,1.129415,-0.008131,42.3633,43.0664,29.905952,29.961878,29.961878
0.0133,0.4000,1.068765,1.129386,1.129415,-0.008131,42.3633,43.0664,29.897469,29.958439,29.958439
0.0144,0.4000,1.067894,1.129386,1.129415,-0.008131,42.3633,43.0664,29.888997,29.955005,29.955005
0.0155,0.4000,1.067024,1.129386,1.129415,-0.008131,42.3633,43.0664,29.880535,29.951576,29.951576
0.0166,0.4000,1.066155,1.129386,1.129415,-0.008131,42.3633,43.0664,29.872085,29.948150,29.948150
0.0177,0.4000,1.065288,1.129386,1.129415,-0.008131,42.3633,43.0664,29.863646,29.944730,29.944730
0.0188,0.4000,1.064421,1.129386,1.129415,-0.008131,42.3633,43.0664,29.855218,29.941313,29.941313
0.0200,0.4000,1.061391,1.129386,1.129415,-0.008131,42.4512,43.0664,29.846821,29.937912,29.937912
0.0210,0.4000,1.060528,1.129386,1.129415,-0.008131,42.4512,43.0664,29.838434,29.934514,29.934514
0.0222,0.4000,1.059666,1.129386,1.129415,-0.008131,42.4512,43.0664,29.830059,29.931121,29.931121
0.0233,0.4000,1.056634,1.129386,1.129415,-0.008131,42.5391,43.0664,29.821714,29.927743,29.927743
0.0244,0.4000,1.053601,1.129386,1.129415,-0.008131,42.6270,43.0664,29.813399,29.924379,29.924379
0.0255,0.4000,1.052745,1.129386,1.129415,-0.008131,42.6270,43.0664,29.805096,29.921020,29.921020
0.0266,0.4000,1.049710,1.129386,1.129415,-0.008131,42.7148,43.0664,29.796823,29.917675,29.917675
0.0277,0.4000,1.046672,1.129386,1.129415,-0.008131,42.8027,43.0664,29.788581,29.914345,29.914345
0.0288,0.4000,1.041893,1.129386,1.129415,-0.008131,42.8906,43.1543,29.780377,29.911037,29.911037
0.0300,0.4000,1.036643,1.129386,1.129415,-0.008131,43.0664,43.1543,29.772224,29.907755,29.907755
0.0310,0.4000,1.033592,1.129386,1.129415,-0.008131,43.1543,43.1543,29.764102,29.904488,29.904488
0.0322,0.4000,1.026560,1.129386,1.129415,-0.008131,43.3301,43.2422,29.756039,29.901254,29.901254
0.0333,0.4000,1.023497,1.129386,1.129415,-0.008131,43.4180,43.2422,29.748008,29.898035,29.898035
0.0344,0.4000,1.018664,1.129386,1.129415,-0.008131,43.5059,43.3301,29.740016,29.894840,29.894840
0.0355,0.4000,1.015593,1.129386,1.129415,-0.008131,43.5938,43.3301,29.732055,29.891660,29.891660
0.0366,0.4000,1.010743,1.129386,1.129415,-0.008131,43.6816,43.4180,29.724135,29.888503,29.888503
0.0377,0.4000,1.003620,1.129386,1.129415,-0.008131,43.8574,43.5059,29.716275,29.885381,29.885381
0.0388,0.4000,0.998746,1.129386,1.129415,-0.008131,43.9453,43.5937,29.708456,29.882283,29.882283
0.0400,0.4000,0.985705,1.129386,1.129415,-0.008131,44.2090,43.8574,29.700739,29.879248,29.879248
0.0410,0.4000,0.980799,1.129386,1.129415,-0.008131,44.2969,43.9453,29.693063,29.876238,29.876238
0.0422,0.4000,0.975884,1.129386,1.129415,-0.008131,44.3848,44.0332,29.685430,29.873253,29.873253
0.0433,0.4000,0.970961,1.129386,1.129415,-0.008131,44.4727,44.1211,29.677839,29.870292,29.870292
0.0444,0.4000,0.966029,1.129386,1.129415,-0.008131,44.5605,44.2090,29.670290,29.867355,29.867355
0.0455,0.4000,0.961088,1.129386,1.129415,-0.008131,44.6484,44.2969,29.662785,29.864443,29.864443
0.0466,0.4000,0.953773,1.129386,1.129415,-0.008131,44.8242,44.3848,29.655348,29.861567,29.861567
0.0477,0.4000,0.948809,1.129386,1.129415,-0.008131,44.9121,44.4727,29.647955,29.858717,29.858717
0.0488,0.4000,0.943836,1.129386,1.129415,-0.008131,45.0000,44.5605,29.640606,29.855891,29.855891
0.0500,0.4000,0.936452,1.129386,1.129415,-0.008131,45.1758,44.6484,29.633328,29.853102,29.853102
0.0511,0.4000,0.931455,1.129386,1.129415,-0.008131,45.2637,44.7363,29.626095,29.850338,29.850338
0.0522,0.4000,0.926449,1.129386,1.129415,-0.008131,45.3516,44.8242,29.618908,29.847599,29.847599
0.0533,0.4000,0.921435,1.129386,1.129415,-0.008131,45.4395,44.9121,29.611768,29.844885,29.844885
0.0544,0.4000,0.918229,1.129386,1.129415,-0.008131,45.5273,44.9121,29.604664,29.842188,29.842188
0.0555,0.4000,0.913198,1.129386,1.129415,-0.008131,45.6152,45.0000,29.597608,29.839516,29.839516
0.0566,0.4000,0.906341,1.129386,1.129415,-0.008131,45.7031,45.1758,29.590609,29.836879,29.836879
0.0577,0.4000,0.903114,1.129386,1.129415,-0.008131,45.7910,45.1758,29.583648,29.834259,29.834259
0.0588,0.4000,0.898059,1.129386,1.129415,-0.008131,45.8789,45.2637,29.576736,29.831664,29.831664
0.0600,0.4000,0.894822,1.129386,1.129415,-0.008131,45.9668,45.2637,29.569861,29.829085,29.829085
0.0610,0.4000,0.887247,1.129386,1.129415,-0.008131,46.1426,45.3516,29.563063,29.826545,29.826545
0.0622,0.4000,0.883999,1.129386,1.129415,-0.008131,46.2305,45.3516,29.556303,29.824021,29.824021
0.0633,0.4000,0.878902,1.129386,1.129415,-0.008131,46.3184,45.4395,29.549594,29.821523,29.821523
0.0644,0.4000,0.878171,1.129386,1.129415,-0.008131,46.3184,45.4395,29.542895,29.819029,29.819029
0.0655,0.4000,0.874914,1.129386,1.129415,-0.008131,46.4063,45.4395,29.536234,29.816551,29.816551
0.0666,0.4000,0.871655,1.129386,1.129415,-0.008131,46.4941,45.4395,29.529612,29.814089,29.814089
0.0677,0.4000,0.870932,1.129386,1.129415,-0.008131,46.4941,45.4395,29.523001,29.811632,29.811632
0.0688,0.4000,0.867671,1.129386,1.129415,-0.008131,46.5820,45.4395,29.516428,29.809190,29.809190
0.0700,0.4000,0.864407,1.129386,1.129415,-0.008131,46.6699,45.4395,29.509894,29.806765,29.806765
0.0711,0.4000,0.861142,1.129386,1.129415,-0.008131,46.7578,45.4395,29.503400,29.804357,29.804357
0.0722,0.4000,0.860431,1.129386,1.129415,-0.008131,46.7578,45.4395,29.496915,29.801952,29.801952
0.0733,0.4000,0.857164,1.129386,1.129415,-0.008131,46.8457,45.4395,29.490470,29.799564,29.799564
0.0744,0.4000,0.856459,1.129386,1.129415,-0.008131,46.8457,45.4395,29.484035,29.797179,29.797179
0.0755,0.4000,0.855754,1.129386,1.129415,-0.008131,46.8457,45.4395,29.477609,29.794798,29.794798
0.0766,0.4000,0.852486,1.129386,1.129415,-0.008131,46.9336,45.4395,29.471223,29.792434,29.792434
0.0777,0.4000,0.853684,1.129386,1.129415,-0.008131,46.9336,45.3516,29.464834,29.790063,29.790063
0.0788,0.4000,0.850418,1.129386,1.129415,-0.008131,47.0215,45.3516,29.458484,29.787708,29.787708
0.0800,0.4000,0.849723,1.129386,1.129415,-0.008131,47.0215,45.3516,29.452144,29.785358,29.785358
0.0811,0.4000,0.846456,1.129386,1.129415,-0.008131,47.1094,45.3516,29.445843,29.783023,29.783023
0.0822,0.4000,0.847684,1.129386,1.129415,-0.008131,47.1094,45.2637,29.439538,29.780682,29.780682
0.0833,0.4000,0.846993,1.129386,1.129415,-0.008131,47.1094,45.2637,29.433243,29.778345,29.778345
0.0844,0.4000,0.846304,1.129386,1.129415,-0.008131,47.1094,45.2637,29.426958,29.776011,29.776011
0.0855,0.4000,0.843041,1.129386,1.129415,-0.008131,47.1973,45.2637,29.420712,29.773694,29.773694
0.0866,0.4000,0.844290,1.129386,1.129415,-0.008131,47.1973,45.1758,29.414461,29.771370,29.771370
0.0877,0.4000,0.843606,1.129386,1.129415,-0.008131,47.1973,45.1758,29.408221,29.769049,29.769049
0.0888,0.4000,0.842924,1.129386,1.129415,-0.008131,47.1973,45.1758,29.401990,29.766732,29.766732
0.0900,0.4000,0.846130,1.129386,1.129415,-0.008131,47.1973,45.0000,29.395740,29.764398,29.764398
0.0911,0.4000,0.845448,1.128037,1.128068,-0.008257,47.1973,45.0000,29.389500,29.762068,29.762068
0.0922,0.4000,0.846721,1.128037,1.128068,-0.008257,47.1973,44.9121,29.383255,29.759731,29.759731
0.0933,0.4000,0.846040,1.128037,1.128068,-0.008257,47.1973,44.9121,29.377020,29.757397,29.757397
0.0944,0.4000,0.845360,1.128037,1.128068,-0.008257,47.1973,44.9121,29.370794,29.755067,29.755067
0.0955,0.4000,0.846643,1.128037,1.128068,-0.008257,47.1973,44.8242,29.364564,29.752730,29.752730
0.0966,0.4000,0.845964,1.128037,1.128068,-0.008257,47.1973,44.8242,29.358343,29.750396,29.750396
0.0977,0.4000,0.845287,1.128037,1.128068,-0.008257,47.1973,44.8242,29.352131,29.748066,29.748066
