Time_s,Force_Ref_N,Force_Pred_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg
0.0489,0.4000,1.036052,1.113734,1.113945,0.021673,42.1875,43.5937,29.637137,29.853035,29.853035
0.0500,0.4000,1.034010,1.113734,1.113945,0.021673,42.0996,43.7695,29.628991,29.849775,29.849775
0.0511,0.4000,1.031475,1.113734,1.113945,0.021673,42.0996,43.8574,29.620862,29.846527,29.846527
0.0522,0.4000,1.028943,1.113734,1.113945,0.021673,42.0996,43.9453,29.612749,29.843292,29.843292
0.0533,0.4000,1.028630,1.113734,1.113945,0.021673,42.0117,44.0332,29.604632,29.840059,29.840059
0.0544,0.4000,1.027789,1.113734,1.113945,0.021673,42.0117,44.0332,29.596526,29.836830,29.836830
0.0556,0.4000,1.025268,1.113734,1.113945,0.021673,42.0117,44.1211,29.588437,29.833614,29.833614
0.0567,0.4000,1.024972,1.113734,1.113945,0.021673,41.9238,44.2090,29.580343,29.830401,29.830401
0.0578,0.4000,1.022461,1.113734,1.113945,0.021673,41.9238,44.2969,29.572266,29.827199,29.827199
0.0589,0.4000,1.018291,1.113734,1.113945,0.021673,41.9238,44.4727,29.564211,29.824019,29.824019
0.0600,0.4000,1.018029,1.113734,1.113945,0.021673,41.8359,44.5605,29.556151,29.820840,29.820840
0.0611,0.4000,1.017189,1.113734,1.113945,0.021673,41.8359,44.5605,29.548102,29.817666,29.817666
0.0622,0.4000,1.014698,1.113734,1.113945,0.021673,41.8359,44.6484,29.540070,29.814505,29.814505
0.0633,0.4000,1.016098,1.110406,1.110609,0.021235,41.7480,44.6484,29.532027,29.811337,29.811337
0.0645,0.4000,1.013613,1.110406,1.110609,0.021235,41.7480,44.7363,29.524001,29.808182,29.808182
0.0656,0.4000,1.011133,1.110406,1.110609,0.021235,41.7480,44.8242,29.515991,29.805039,29.805039
0.0667,0.4000,1.010296,1.110406,1.110609,0.021235,41.7480,44.8242,29.507992,29.801900,29.801900
0.0677,0.4000,1.007820,1.110406,1.110609,0.021235,41.7480,44.9121,29.500010,29.798774,29.798774
0.0689,0.4000,1.007602,1.110406,1.110609,0.021235,41.6602,45.0000,29.492022,29.795650,29.795650
0.0700,0.4000,1.006766,1.110406,1.110609,0.021235,41.6602,45.0000,29.484045,29.792530,29.792530
0.0711,0.4000,1.005932,1.110406,1.110609,0.021235,41.6602,45.0000,29.476080,29.789415,29.789415
0.0722,0.4000,1.007351,1.110406,1.110609,0.021235,41.5723,45.0000,29.468103,29.786293,29.786293
0.0733,0.4000,1.003264,1.110406,1.110609,0.021235,41.5723,45.1758,29.460148,29.783191,29.783191
0.0744,0.4000,1.002431,1.110406,1.110609,0.021235,41.5723,45.1758,29.452205,29.780094,29.780094
0.0756,0.4000,1.001598,1.110406,1.110609,0.021235,41.5723,45.1758,29.444272,29.777002,29.777002
0.0767,0.4000,1.000767,1.110406,1.110609,0.021235,41.5723,45.1758,29.436350,29.773913,29.773913
0.0778,0.4000,1.002197,1.110406,1.110609,0.021235,41.4844,45.1758,29.428417,29.770818,29.770818
0.0789,0.4000,1.001366,1.110406,1.110609,0.021235,41.4844,45.1758,29.420495,29.767727,29.767727
0.0800,0.4000,1.000537,1.110406,1.110609,0.021235,41.4844,45.1758,29.412584,29.764641,29.764641
0.0811,0.4000,1.001966,1.110406,1.110609,0.021235,41.3965,45.1758,29.404662,29.761548,29.761548
0.0823,0.4000,1.001137,1.110406,1.110609,0.021235,41.3965,45.1758,29.396751,29.758459,29.758459
0.0833,0.4000,1.000309,1.110406,1.110609,0.021235,41.3965,45.1758,29.388851,29.755375,29.755375
0.0844,0.4000,0.999483,1.110406,1.110609,0.021235,41.3965,45.1758,29.380961,29.752295,29.752295
0.0856,0.4000,0.998657,1.110406,1.110609,0.021235,41.3965,45.1758,29.373083,29.749219,29.749219
0.0867,0.4000,1.003347,1.110406,1.110609,0.021235,41.3086,45.0000,29.365182,29.746120,29.746120
0.0877,0.4000,1.002523,1.110406,1.110609,0.021235,41.3086,45.0000,29.357291,29.743025,29.743025
0.0889,0.4000,1.001700,1.110406,1.110609,0.021235,41.3086,45.0000,29.349412,29.739935,29.739935
0.0900,0.4000,1.000878,1.110406,1.110609,0.021235,41.3086,45.0000,29.341543,29.736849,29.736849
0.0911,0.4000,1.000057,1.110406,1.110609,0.021235,41.3086,45.0000,29.333685,29.733767,29.733767
0.0922,0.4000,1.000880,1.110406,1.110609,0.021235,41.3086,44.9121,29.325832,29.730681,29.730681
0.0933,0.4000,1.000062,1.110406,1.110609,0.021235,41.3086,44.9121,29.317990,29.727599,29.727599
0.0944,0.4000,1.001488,1.110406,1.110609,0.021235,41.2207,44.9121,29.310137,29.724511,29.724511
0.0956,0.4000,1.000670,1.110406,1.110609,0.021235,41.2207,44.9121,29.302294,29.721427,29.721427
0.0967,0.4000,1.001502,1.110406,1.110609,0.021235,41.2207,44.8242,29.294456,29.718339,29.718339
0.0978,0.4000,1.000687,1.110406,1.110609,0.021235,41.2207,44.8242,29.286628,29.715255,29.715255
0.0989,0.4000,0.999873,1.110406,1.110609,0.021235,41.2207,44.8242,29.278812,29.712176,29.712176
0.1000,0.4000,0.999060,1.110406,1.110609,0.021235,41.2207,44.8242,29.271005,29.709100,29.709100
0.1011,0.4000,0.999906,1.110406,1.110609,0.021235,41.2207,44.7363,29.263204,29.706021,29.706021
0.1022,0.4000,0.999095,1.110406,1.110609,0.021235,41.2207,44.7363,29.255412,29.702945,29.702945
0.1033,0.4000,1.002184,1.110406,1.110609,0.021235,41.1328,44.6484,29.247604,29.699855,29.699855
0.1044,0.4000,1.001373,1.110406,1.110609,0.021235,41.1328,44.6484,29.239806,29.696769,29.696769
0.1056,0.4000,1.000565,1.110406,1.110609,0.021235,41.1328,44.6484,29.232019,29.693688,29.693688
0.1067,0.4000,1.001427,1.110406,1.110609,0.021235,41.1328,44.5605,29.224236,29.690602,29.690602
0.1077,0.4000,1.000620,1.110406,1.110609,0.021235,41.1328,44.5605,29.216463,29.687520,29.687520
0.1089,0.4000,0.999815,1.110406,1.110609,0.021235,41.1328,44.5605,29.208700,29.684442,29.684442
0.1100,0.4000,1.000688,1.110406,1.110609,0.021235,41.1328,44.4727,29.200942,29.681361,29.681361
0.1111,0.4000,0.999885,1.110406,1.110609,0.021235,41.1328,44.4727,29.193194,29.678283,29.678283
0.1122,0.4000,1.000768,1.110406,1.110609,0.021235,41.1328,44.3848,29.185450,29.675201,29.675201
0.1133,0.4000,0.999968,1.110406,1.110609,0.021235,41.1328,44.3848,29.177716,29.672123,29.672123
0.1145,0.4000,0.999168,1.110406,1.110609,0.021235,41.1328,44.3848,29.169993,29.669050,29.669050
0.1156,0.4000,1.000062,1.110406,1.110609,0.021235,41.1328,44.2969,29.162273,29.665972,29.665972
0.1167,0.4000,0.999265,1.110406,1.110609,0.021235,41.1328,44.2969,29.154563,29.662898,29.662898
0.1177,0.4000,1.000169,1.110406,1.110609,0.021235,41.1328,44.2090,29.146857,29.659820,29.659820
0.1189,0.4000,0.999374,1.110406,1.110609,0.021235,41.1328,44.2090,29.139161,29.656746,29.656746
0.1200,0.4000,1.000286,1.110406,1.110609,0.021235,41.1328,44.1211,29.131469,29.653667,29.653667
0.1211,0.4000,1.001707,1.110406,1.110609,0.021235,41.0449,44.1211,29.123766,29.650583,29.650583
0.1222,0.4000,0.998699,1.110406,1.110609,0.021235,41.1328,44.1211,29.116093,29.647513,29.647513
0.1233,0.4000,0.999623,1.110406,1.110609,0.021235,41.1328,44.0332,29.108424,29.644438,29.644438
0.1244,0.4000,0.998834,1.110406,1.110609,0.021235,41.1328,44.0332,29.100766,29.641367,29.641367
0.1256,0.4000,0.998045,1.110406,1.110609,0.021235,41.1328,44.0332,29.093117,29.638301,29.638301
0.1267,0.4000,0.997257,1.110406,1.110609,0.021235,41.1328,44.0332,29.085478,29.635239,29.635239
0.1277,0.4000,0.998195,1.110406,1.110609,0.021235,41.1328,43.9453,29.077842,29.632172,29.632172
0.1288,0.4000,0.997409,1.110406,1.110609,0.021235,41.1328,43.9453,29.070217,29.629109,29.629109
0.1300,0.4000,0.998355,1.110406,1.110609,0.021235,41.1328,43.8574,29.062594,29.626042,29.626042
0.1311,0.4000,0.997572,1.110406,1.110609,0.021235,41.1328,43.8574,29.054981,29.622978,29.622978
0.1322,0.4000,0.996790,1.110406,1.110609,0.021235,41.1328,43.8574,29.047378,29.619919,29.619919
0.1333,0.4000,0.997746,1.110406,1.110609,0.021235,41.1328,43.7695,29.039777,29.616855,29.616855
0.1344,0.4000,0.996966,1.110406,1.110609,0.021235,41.1328,43.7695,29.032187,29.613796,29.613796
0.1356,0.4000,0.996187,1.110406,1.110609,0.021235,41.1328,43.7695,29.024606,29.610740,29.610740
0.1367,0.4000,0.998904,1.110406,1.110609,0.021235,41.1328,43.5937,29.017021,29.607671,29.607671
0.1377,0.4000,0.998127,1.110406,1.110609,0.021235,41.1328,43.5937,29.009445,29.604606,29.604606
0.1389,0.4000,0.999106,1.110406,1.110609,0.021235,41.1328,43.5059,29.001871,29.601537,29.601537
0.1400,0.4000,0.998331,1.110406,1.110609,0.021235,41.1328,43.5059,28.994308,29.598471,29.598471
0.1411,0.4000,0.999319,1.110406,1.110609,0.021235,41.1328,43.4180,28.986746,29.595401,29.595401
0.1422,0.4000,0.998546,1.110406,1.110609,0.021235,41.1328,43.4180,28.979194,29.592335,29.592335
0.1434,0.4000,0.997775,1.110406,1.110609,0.021235,41.1328,43.4180,28.971652,29.589273,29.589273
0.1445,0.4000,0.998773,1.110406,1.110609,0.021235,41.1328,43.3301,28.964112,29.586206,29.586206
0.1456,0.4000,0.998003,1.110406,1.110609,0.021235,41.1328,43.3301,28.956582,29.583144,29.583144
0.1467,0.4000,0.997234,1.110406,1.110609,0.021235,41.1328,43.3301,28.949061,29.580085,29.580085
0.1478,0.4000,0.996466,1.110406,1.110609,0.021235,41.1328,43.3301,28.941550,29.577030,29.577030
0.1489,0.4000,0.997477,1.110406,1.110609,0.021235,41.1328,43.2422,28.934041,29.573970,29.573970
0.1500,0.4000,0.996711,1.110406,1.110609,0.021235,41.1328,43.2422,28.926542,29.570915,29.570915
0.1511,0.4000,0.997729,1.110406,1.110609,0.021235,41.1328,43.1543,28.919044,29.567854,29.567854
0.1522,0.4000,0.994777,1.110406,1.110609,0.021235,41.2207,43.1543,28.911576,29.564808,29.564808
0.1534,0.4000,0.994015,1.110025,1.110242,0.021952,41.2207,43.1543,28.904118,29.561766,29.561766
0.1545,0.4000,0.992860,1.110025,1.110242,0.021952,41.3086,43.0664,28.896681,29.558729,29.558729
0.1556,0.4000,0.989909,1.110025,1.110242,0.021952,41.3965,43.0664,28.889275,29.555706,29.555706
0.1567,0.4000,0.988768,1.110025,1.110242,0.021952,41.4844,42.9785,28.881890,29.552689,29.552689
0.1578,0.4000,0.983614,1.110025,1.110242,0.021952,41.6602,42.9785,28.874557,29.549696,29.549696
0.1588,0.4000,0.980658,1.110025,1.110242,0.021952,41.7480,42.9785,28.867254,29.546718,29.546718
0.1600,0.4000,0.979537,1.110025,1.110242,0.021952,41.8359,42.8906,28.859972,29.543744,29.543744
0.1611,0.4000,0.976582,1.110025,1.110242,0.021952,41.9238,42.8906,28.852720,29.540785,29.540785
0.1622,0.4000,0.973624,1.110025,1.110242,0.021952,42.0117,42.8906,28.845499,29.537841,29.537841
0.1633,0.4000,0.970300,1.110025,1.110242,0.021952,42.1875,42.8027,28.838321,29.534911,29.534911
0.1645,0.4000,0.967340,1.110025,1.110242,0.021952,42.2754,42.8027,28.831172,29.531997,29.531997
0.1656,0.4000,0.962144,1.110025,1.110242,0.021952,42.4512,42.8027,28.824076,29.529107,29.529107
0.1667,0.4000,0.961063,1.110025,1.110242,0.021952,42.5391,42.7148,28.817001,29.526222,29.526222
0.1678,0.4000,0.953608,1.110025,1.110242,0.021952,42.8027,42.7148,28.810000,29.523373,29.523373
0.1689,0.4000,0.950638,1.110025,1.110242,0.021952,42.8906,42.7148,28.803030,29.520538,29.520538
0.1700,0.4000,0.949922,1.110025,1.110242,0.021952,42.8906,42.7148,28.796070,29.517707,29.517707
0.1711,0.4000,0.946608,1.110025,1.110242,0.021952,43.0664,42.6270,28.789151,29.514891,29.514891
0.1722,0.4000,0.939098,1.110025,1.110242,0.021952,43.3301,42.6270,28.782308,29.512112,29.512112
0.1733,0.4000,0.936119,1.110025,1.110242,0.021952,43.4180,42.6270,28.775497,29.509347,29.509347
0.1745,0.4000,0.933138,1.110025,1.110242,0.021952,43.5059,42.6270,28.768717,29.506596,29.506596
0.1756,0.4000,0.929825,1.110025,1.110242,0.021952,43.6816,42.5391,28.761980,29.503861,29.503861
0.1767,0.4000,0.926841,1.110025,1.110242,0.021952,43.7695,42.5391,28.755274,29.501141,29.501141
0.1778,0.4000,0.921238,1.110025,1.110242,0.021952,44.0332,42.4512,28.748633,29.498448,29.498448
0.1788,0.4000,0.918249,1.110025,1.110242,0.021952,44.1211,42.4512,28.742025,29.495769,29.495769
0.1800,0.4000,0.915259,1.110025,1.110242,0.021952,44.2090,42.4512,28.735448,29.493105,29.493105
0.1811,0.4000,0.912267,1.110025,1.110242,0.021952,44.2969,42.4512,28.728903,29.490455,29.490455
0.1822,0.4000,0.909273,1.110025,1.110242,0.021952,44.3848,42.4512,28.722390,29.487820,29.487820
0.1833,0.4000,0.908292,1.110025,1.110242,0.021952,44.4727,42.3633,28.715897,29.485189,29.485189
0.1844,0.4000,0.902971,1.110025,1.110242,0.021952,44.6484,42.3633,28.709459,29.482585,29.482585
0.1856,0.4000,0.899972,1.110025,1.110242,0.021952,44.7363,42.3633,28.703053,29.479995,29.479995
0.1867,0.4000,0.896972,1.110025,1.110242,0.021952,44.8242,42.3633,28.696680,29.477419,29.477419
0.1879,0.4000,0.895729,1.110025,1.110242,0.021952,45.0000,42.1875,28.690335,29.474850,29.474850
0.1888,0.4000,0.892730,1.110025,1.110242,0.021952,45.0879,42.1875,28.684023,29.472295,29.472295
0.1900,0.4000,0.889729,1.110025,1.110242,0.021952,45.1758,42.1875,28.677743,29.469754,29.469754
0.1911,0.4000,0.886727,1.110025,1.110242,0.021952,45.2637,42.1875,28.671495,29.467229,29.467229
0.1922,0.4000,0.883722,1.110025,1.110242,0.021952,45.3516,42.1875,28.665281,29.464718,29.464718
0.1933,0.4000,0.880715,1.110025,1.110242,0.021952,45.4395,42.1875,28.659099,29.462222,29.462222
0.1944,0.4000,0.877706,1.110025,1.110242,0.021952,45.5273,42.1875,28.652949,29.459741,29.459741
0.1956,0.4000,0.879161,1.110025,1.110242,0.021952,45.5273,42.0996,28.646793,29.457253,29.457253
0.1967,0.4000,0.876154,1.110025,1.110242,0.021952,45.6152,42.0996,28.640670,29.454779,29.454779
0.1979,0.4000,0.870769,1.110025,1.110242,0.021952,45.7910,42.0996,28.634605,29.452332,29.452332
0.1988,0.4000,0.867756,1.110025,1.110242,0.021952,45.8789,42.0996,28.628572,29.449899,29.449899
0.2000,0.4000,0.867128,1.110025,1.110242,0.021952,45.8789,42.0996,28.622548,29.447470,29.447470
0.2011,0.4000,0.864113,1.110025,1.110242,0.021952,45.9668,42.0996,28.616556,29.445056,29.445056
0.2022,0.4000,0.858699,1.110025,1.110242,0.021952,46.1426,42.0996,28.610623,29.442668,29.442668
0.2033,0.4000,0.858080,1.110025,1.110242,0.021952,46.1426,42.0996,28.604698,29.440284,29.440284
0.2044,0.4000,0.857204,1.110025,1.110242,0.021952,46.2305,42.0117,28.598791,29.437904,29.437904
0.2056,0.4000,0.854185,1.110025,1.110242,0.021952,46.3184,42.0117,28.592916,29.435538,29.435538
0.2067,0.4000,0.849007,1.110025,1.110242,0.021952,46.4063,42.0996,28.587092,29.433199,29.433199
0.2078,0.4000,0.848143,1.110025,1.110242,0.021952,46.4941,42.0117,28.581284,29.430863,29.430863
0.2089,0.4000,0.845372,1.110025,1.110242,0.021952,46.4941,42.0996,28.575501,29.428542,29.428542
0.2100,0.4000,0.844767,1.110025,1.110242,0.021952,46.4941,42.0996,28.569726,29.426224,29.426224
0.2111,0.4000,0.841738,1.110025,1.110242,0.021952,46.5820,42.0996,28.563985,29.423921,29.423921
0.2122,0.4000,0.838707,1.110025,1.110242,0.021952,46.6699,42.0996,28.558277,29.421633,29.421633
0.2133,0.4000,0.840289,1.110025,1.110242,0.021952,46.6699,42.0117,28.552560,29.419336,29.419336
0.2144,0.4000,0.839691,1.110025,1.110242,0.021952,46.6699,42.0117,28.546851,29.417044,29.417044
0.2156,0.4000,0.836662,1.110025,1.110242,0.021952,46.7578,42.0117,28.541176,29.414766,29.414766
0.2167,0.4000,0.836068,1.110025,1.110242,0.021952,46.7578,42.0117,28.535508,29.412491,29.412491
0.2179,0.4000,0.835475,1.110025,1.110242,0.021952,46.7578,42.0117,28.529849,29.410219,29.410219
0.2188,0.4000,0.832693,1.110025,1.110242,0.021952,46.7578,42.0996,28.524214,29.407962,29.407962
0.2200,0.4000,0.829660,1.110025,1.110242,0.021952,46.8457,42.0996,28.518613,29.405719,29.405719
0.2211,0.4000,0.829072,1.110025,1.110242,0.021952,46.8457,42.0996,28.513019,29.403480,29.403480
0.2222,0.4000,0.828486,1.110025,1.110242,0.021952,46.8457,42.0996,28.507434,29.401244,29.401244
0.2233,0.4000,0.827900,1.110025,1.110242,0.021952,46.8457,42.0996,28.501856,29.399010,29.399010
0.2244,0.4000,0.829514,1.110025,1.110242,0.021952,46.8457,42.0117,28.496268,29.396769,29.396769
0.2256,0.4000,0.828929,1.110025,1.110242,0.021952,46.8457,42.0117,28.490688,29.394531,29.394531
0.2267,0.4000,0.828344,1.110025,1.110242,0.021952,46.8457,42.0117,28.485115,29.392295,29.392295
0.2278,0.4000,0.825558,1.110025,1.110242,0.021952,46.8457,42.0996,28.479568,29.390074,29.390074
0.2288,0.4000,0.824977,1.110025,1.110242,0.021952,46.8457,42.0996,28.474028,29.387856,29.387856
0.2300,0.4000,0.826599,1.110025,1.110242,0.021952,46.8457,42.0117,28.468478,29.385630,29.385630
0.2311,0.4000,0.826018,1.110025,1.110242,0.021952,46.8457,42.0117,28.462936,29.383407,29.383407
0.2323,0.4000,0.825437,1.110025,1.110242,0.021952,46.8457,42.0117,28.457401,29.381187,29.381187
0.2333,0.4000,0.822651,1.110025,1.110242,0.021952,46.8457,42.0996,28.451892,29.378981,29.378981
0.2345,0.4000,0.824280,1.110025,1.110242,0.021952,46.8457,42.0117,28.446372,29.376767,29.376767
0.2356,0.4000,0.823702,1.110025,1.110242,0.021952,46.8457,42.0117,28.440860,29.374556,29.374556
0.2367,0.4000,0.820916,1.110025,1.110242,0.021952,46.8457,42.0996,28.435373,29.372359,29.372359
0.2379,0.4000,0.824995,1.109975,1.110190,0.021804,46.7578,42.0117,28.429849,29.370142,29.370142
0.2388,0.4000,0.824417,1.109975,1.110190,0.021804,46.7578,42.0117,28.424333,29.367928,29.367928
0.2400,0.4000,0.823839,1.109975,1.110190,0.021804,46.7578,42.0117,28.418824,29.365717,29.365717
0.2411,0.4000,0.823263,1.109975,1.110190,0.021804,46.7578,42.0117,28.413323,29.363509,29.363509
0.2422,0.4000,0.822687,1.109975,1.110190,0.021804,46.7578,42.0117,28.407830,29.361304,29.361304
0.2433,0.4000,0.822112,1.109975,1.110190,0.021804,46.7578,42.0117,28.402344,29.359102,29.359102
0.2444,0.4000,0.823980,1.109975,1.110190,0.021804,46.6699,42.0117,28.396838,29.356891,29.356891
0.2456,0.4000,0.821199,1.109975,1.110190,0.021804,46.6699,42.0996,28.391359,29.354694,29.354694
0.2467,0.4000,0.820625,1.109975,1.110190,0.021804,46.6699,42.0996,28.385886,29.352501,29.352501
0.2479,0.4000,0.822497,1.109975,1.110190,0.021804,46.5820,42.0996,28.380395,29.350298,29.350298
0.2489,0.4000,0.821922,1.109975,1.110190,0.021804,46.5820,42.0996,28.374911,29.348098,29.348098
0.2500,0.4000,0.821348,1.109975,1.110190,0.021804,46.5820,42.0996,28.369434,29.345901,29.345901
0.2511,0.4000,0.820775,1.109975,1.110190,0.021804,46.5820,42.0996,28.363965,29.343707,29.343707
0.2522,0.4000,0.820447,1.109975,1.110190,0.021804,46.4941,42.1875,28.358495,29.341515,29.341515
0.2533,0.4000,0.819874,1.109975,1.110190,0.021804,46.4941,42.1875,28.353032,29.339327,29.339327
0.2544,0.4000,0.819302,1.109975,1.110190,0.021804,46.4941,42.1875,28.347577,29.337141,29.337141
0.2556,0.4000,0.814338,1.109975,1.110190,0.021804,46.4941,42.3633,28.342164,29.334981,29.334981
0.2567,0.4000,0.816225,1.109975,1.110190,0.021804,46.4063,42.3633,28.336732,29.332811,29.332811
0.2578,0.4000,0.813467,1.109975,1.110190,0.021804,46.4063,42.4512,28.331326,29.330656,29.330656
0.2588,0.4000,0.813174,1.109975,1.110190,0.021804,46.3184,42.5391,28.325917,29.328502,29.328502
0.2600,0.4000,0.812606,1.109975,1.110190,0.021804,46.3184,42.5391,28.320516,29.326352,29.326352
0.2611,0.4000,0.809857,1.109975,1.110190,0.021804,46.3184,42.6270,28.315141,29.324215,29.324215
0.2622,0.4000,0.809582,1.109975,1.110190,0.021804,46.2305,42.7148,28.309763,29.322081,29.322081
0.2633,0.4000,0.806844,1.109975,1.110190,0.021804,46.2305,42.8027,28.304411,29.319960,29.319960
0.2645,0.4000,0.806280,1.109975,1.110190,0.021804,46.2305,42.8027,28.299065,29.317843,29.317843
0.2656,0.4000,0.803546,1.109975,1.110190,0.021804,46.2305,42.8906,28.293746,29.315739,29.315739
0.2667,0.4000,0.800816,1.109975,1.110190,0.021804,46.2305,42.9785,28.288451,29.313650,29.313650
0.2678,0.4000,0.798420,1.109975,1.110190,0.021804,46.1426,43.1543,28.283172,29.311573,29.311573
0.2688,0.4000,0.797862,1.109975,1.110190,0.021804,46.1426,43.1543,28.277901,29.309500,29.309500
0.2700,0.4000,0.795147,1.109975,1.110190,0.021804,46.1426,43.2422,28.272654,29.307440,29.307440
0.2711,0.4000,0.792436,1.109975,1.110190,0.021804,46.1426,43.3301,28.267433,29.305394,29.305394
0.2722,0.4000,0.791883,1.109975,1.110190,0.021804,46.1426,43.3301,28.262220,29.303351,29.303351
0.2733,0.4000,0.794187,1.109975,1.110190,0.021804,45.9668,43.4180,28.256976,29.301297,29.301297
0.2744,0.4000,0.791491,1.109975,1.110190,0.021804,45.9668,43.5059,28.251757,29.299257,29.299257
0.2756,0.4000,0.790937,1.109975,1.110190,0.021804,45.9668,43.5059,28.246545,29.297220,29.297220
0.2767,0.4000,0.788245,1.109975,1.110190,0.021804,45.9668,43.5937,28.241358,29.295197,29.295197
0.2779,0.4000,0.783424,1.109975,1.110190,0.021804,45.9668,43.7695,28.236216,29.293199,29.293199
