Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0008,descent,0.3965,29.0918,29.4434,100.3020,-8.2440,0.010517,0.034147,0.085003,-0.000003,0.156068,0.3
0.0019,descent,0.3965,29.2676,29.4434,97.5540,-8.2440,0.010456,0.034154,0.085002,-0.000002,0.156068,0.3
0.0031,descent,0.3965,29.3555,29.4434,97.5540,-8.2440,0.010411,0.034158,0.084997,0.000003,0.156068,0.3
0.0040,descent,0.3965,29.4434,29.4434,96.1800,-8.2440,0.010381,0.034161,0.084997,0.000003,0.156068,0.3
0.0051,descent,0.3965,29.4434,29.4434,94.8060,-8.2440,0.010395,0.034161,0.085007,-0.000007,0.156068,0.3
0.0062,descent,0.3965,29.4434,29.4434,94.8060,-8.2440,0.010395,0.034161,0.085007,-0.000007,0.156068,0.3
0.0073,descent,0.3965,29.6191,29.4434,94.8060,-8.2440,0.010306,0.034168,0.084989,0.000011,0.156068,0.3
0.0084,descent,0.3965,29.7070,29.4434,94.8060,-6.8700,0.010261,0.034117,0.084989,0.000011,0.156068,0.3
0.0096,descent,0.3965,29.7070,29.4434,93.4320,-6.8700,0.010275,0.034117,0.084991,0.000009,0.156068,0.3
0.0107,descent,0.3965,29.7949,29.4434,92.0580,-6.8700,0.010245,0.034121,0.084991,0.000009,0.156068,0.3
0.0118,descent,0.3965,29.9707,29.4434,90.6840,-5.4960,0.010169,0.034081,0.084991,0.000009,0.156068,0.3
0.0129,descent,0.3965,29.9707,29.4434,89.3100,-5.4960,0.010184,0.034081,0.084977,0.000023,0.156068,0.3
0.0140,descent,0.3965,30.0586,29.4434,87.9360,-5.4960,0.010153,0.034084,0.084977,0.000023,0.156068,0.3
0.0152,descent,0.3965,30.1465,29.4434,87.9360,-4.1220,0.010108,0.034662,0.084978,0.000022,0.156068,0.3
0.0162,descent,0.3965,30.1465,29.4434,86.5620,-4.1220,0.010123,0.034662,0.084978,0.000022,0.156068,0.3
0.0173,descent,0.3965,30.2344,29.4434,85.1880,-4.1220,0.010092,0.034666,0.084978,0.000022,0.156068,0.3
0.0186,descent,0.3965,30.3223,29.4434,85.1880,-2.7480,0.010047,0.049503,0.084978,0.000022,0.156068,0.3
0.0196,descent,0.3965,30.3223,29.4434,83.8140,-2.7480,0.010062,0.049503,0.084978,0.000022,0.156068,0.3
0.0207,descent,0.3965,30.4102,29.4434,82.4400,-2.7480,0.010031,0.049507,0.084978,0.000022,0.156068,0.3
0.0218,descent,0.3965,30.4980,29.4434,81.0660,-1.3740,0.010001,0.139498,0.084992,0.000008,0.156068,0.3
0.0228,descent,0.3965,30.4980,29.4434,78.3180,-1.3740,0.010029,0.139498,0.084991,0.000009,0.156068,0.3
0.0240,descent,0.3965,30.6738,29.4434,78.3180,-1.3740,0.009940,0.139505,0.084991,0.000009,0.156068,0.3
