Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.2540,36.9141,27.5977,-20.6100,-24.7320,0.005683,0.033347,0.084988,0.000012,0.136687,0.3
0.0019,descent,0.2540,36.8262,27.5977,-21.9840,-24.7320,0.005736,0.033343,0.084988,0.000012,0.136687,0.3
0.0029,descent,0.2540,36.8262,27.5098,-21.9840,-24.7320,0.005732,0.033494,0.084994,0.000006,0.136687,0.3
0.0040,descent,0.2540,36.8262,27.5098,-23.3580,-24.7320,0.005746,0.033494,0.084994,0.000006,0.136687,0.3
0.0051,descent,0.2540,36.7383,27.5098,-23.3580,-24.7320,0.005785,0.033491,0.084996,0.000004,0.136687,0.3
0.0062,descent,0.2540,36.6504,27.4219,-24.7320,-24.7320,0.005834,0.033638,0.084996,0.000004,0.136687,0.3
0.0074,descent,0.2540,36.6504,27.4219,-24.7320,-24.7320,0.005834,0.033638,0.085001,-0.000001,0.136687,0.3
0.0085,descent,0.2540,36.5625,27.4219,-26.1060,-24.7320,0.005887,0.033634,0.085001,-0.000001,0.136687,0.3
0.0096,descent,0.2540,36.5625,27.3340,-26.1060,-24.7320,0.005884,0.033786,0.084973,0.000027,0.136687,0.3
0.0107,descent,0.2540,36.4746,27.3340,-27.4800,-24.7320,0.005937,0.033782,0.084978,0.000022,0.136687,0.3
0.0118,descent,0.2540,36.4746,27.3340,-27.4800,-24.7320,0.005937,0.033782,0.084978,0.000022,0.136687,0.3
0.0129,descent,0.2540,36.4746,27.3340,-27.4800,-24.7320,0.005937,0.033782,0.084980,0.000020,0.136687,0.3
0.0140,descent,0.2540,36.3867,27.3340,-28.8540,-23.3580,0.005989,0.033724,0.084980,0.000020,0.136687,0.3
0.0151,descent,0.2540,36.3867,27.3340,-28.8540,-23.3580,0.005989,0.033724,0.084989,0.000011,0.136687,0.3
