Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0007,descent,0.6806,47.4609,42.8906,-2.7480,0.0000,0.042234,0.235000,0.084978,0.000022,0.0000,0.0100,0
0.0018,descent,0.6806,47.4609,42.8906,-5.4960,0.0000,0.026832,0.235000,0.084978,0.000022,0.0000,0.0100,0
0.0031,descent,0.6806,47.4609,42.8906,-5.4960,0.0000,0.026832,0.235000,0.084978,0.000022,0.0000,0.0100,0
0.0041,descent,0.6806,47.3730,42.8906,-5.4960,0.0000,0.026981,0.234995,0.084998,0.000002,0.0000,0.0100,0
0.0051,descent,0.6806,47.2852,42.9785,-9.6180,1.3740,0.027299,0.139769,0.085013,-0.000013,0.0000,0.0100,0
0.0061,descent,0.6806,47.2852,42.9785,-9.6180,1.3740,0.027299,0.139769,0.085013,-0.000013,0.0000,0.0100,0
0.0073,descent,0.6806,47.2852,42.9785,-10.9920,1.3740,0.027356,0.139769,0.084981,0.000019,0.0000,0.0100,0
0.0084,descent,0.6806,47.2852,43.0664,-10.9920,2.7480,0.027361,0.048938,0.084981,0.000019,0.0000,0.0100,0
0.0095,descent,0.6806,47.2852,43.0664,-12.3660,2.7480,0.027418,0.048938,0.084991,0.000009,0.0000,0.0100,0
0.0106,descent,0.6806,47.2852,43.0664,-12.3660,4.1220,0.027418,0.033832,0.084978,0.000022,0.0000,0.0100,0
0.0117,descent,0.6806,47.2852,43.1543,-12.3660,4.1220,0.027423,0.033262,0.084978,0.000022,0.0000,0.0100,0
0.0128,descent,0.6806,47.2852,43.2422,-12.3660,5.4960,0.027427,0.031844,0.084975,0.000025,0.0000,0.0100,0
0.0139,descent,0.6806,47.2852,43.3301,-12.3660,6.8700,0.027432,0.031048,0.084975,0.000025,0.0000,0.0100,0
0.0150,descent,0.6806,47.2852,43.4180,-12.3660,9.6180,0.027436,0.030042,0.084973,0.000027,0.0000,0.0100,0
0.0161,descent,0.6806,47.2852,43.5059,-12.3660,10.9920,0.027440,0.029253,0.084973,0.000027,0.0000,0.0100,0
0.0172,descent,0.6806,47.2852,43.5937,-12.3660,12.3660,0.027445,0.028464,0.084980,0.000020,0.0000,0.0100,0
0.0184,descent,0.6806,47.2852,43.6816,-12.3660,13.7400,0.027449,0.027676,0.084980,0.000020,0.0000,0.0100,0
0.0195,descent,0.6806,47.2852,43.8574,-12.3660,16.4880,0.027458,0.026099,0.084988,0.000012,0.0000,0.0100,0
0.0206,descent,0.6806,47.2852,43.9453,-12.3660,19.2360,0.027463,0.025092,0.084979,0.000021,0.0000,0.0100,0
0.0218,descent,0.6806,47.2852,43.9453,-12.3660,19.2360,0.027463,0.025092,0.084979,0.000021,0.0000,0.0100,0
0.0230,descent,0.6806,47.2852,43.9453,-12.3660,19.2360,0.027463,0.025092,0.085004,-0.000004,0.0000,0.0100,0
0.0240,descent,0.6806,47.2852,44.0332,-10.9920,21.9840,0.027410,0.024086,0.085004,-0.000004,0.0000,0.0100,0
0.0250,descent,0.6806,47.2852,44.2969,-10.9920,28.8540,0.027423,0.021284,0.084977,0.000023,0.0000,0.0100,0
0.0261,descent,0.6806,47.2852,44.4727,-9.6180,34.3500,0.027374,0.019271,0.084977,0.000023,0.0000,0.0100,0
0.0272,descent,0.6806,47.2852,44.5605,-9.6180,37.0980,0.027379,0.018265,0.084987,0.000013,0.0000,0.0100,0
0.0284,descent,0.6806,47.2852,44.6484,-9.6180,39.8460,0.027383,0.017259,0.084987,0.000013,0.0000,0.0100,0
0.0296,descent,0.6806,47.2852,44.7363,-9.6180,42.5940,0.027388,0.016252,0.084976,0.000024,0.0000,0.0100,0
0.0306,descent,0.6806,47.2852,44.8242,-8.2440,45.3420,0.027334,0.015246,0.084967,0.000033,0.0000,0.0100,0
0.0317,descent,0.6806,47.2852,44.9121,-8.2440,48.0900,0.027339,0.014240,0.084967,0.000033,0.0000,0.0100,0
0.0328,descent,0.6806,47.2852,45.0000,-6.8700,50.8380,0.027286,0.013233,0.084976,0.000024,0.0000,0.0100,0
0.0339,descent,0.6806,47.2852,45.0000,-6.8700,53.5860,0.027286,0.012798,0.084976,0.000024,0.0000,0.0100,0
0.0350,descent,0.6806,47.2852,45.1758,-5.4960,57.7080,0.027244,0.011003,0.084984,0.000016,0.0000,0.0100,0
0.0361,descent,0.6806,47.2852,45.1758,-5.4960,59.0820,0.027244,0.010785,0.084984,0.000016,0.0000,0.0100,0
0.0373,descent,0.6806,47.2852,45.2637,-4.1220,61.8300,0.027820,0.009778,0.084968,0.000032,0.0000,0.0100,0
0.0385,descent,0.6806,47.2852,45.2637,-4.1220,63.2040,0.027820,0.009561,0.084968,0.000032,0.0000,0.0100,0
0.0396,descent,0.6806,47.2852,45.2637,-2.7480,64.5780,0.042651,0.009343,0.084958,0.000042,0.0000,0.0100,0
0.0406,descent,0.6806,47.1973,45.3516,-2.7480,65.9520,0.042804,0.008550,0.084981,0.000019,0.0000,0.0100,0
0.0417,descent,0.6806,47.1973,45.3516,-2.7480,65.9520,0.042804,0.008550,0.084981,0.000019,0.0000,0.0100,0
0.0448,descent,0.6806,47.1973,45.3516,-2.7480,67.3260,0.042804,0.008332,0.084960,0.000040,0.0000,0.0100,0
0.0453,descent,0.6806,47.1973,45.3516,-2.7480,67.3260,0.042804,0.008332,0.084960,0.000040,0.0000,0.0100,0
0.0464,descent,0.6806,47.1973,45.3516,-2.7480,65.9520,0.042804,0.008550,0.084960,0.000040,0.0000,0.0100,0
0.0473,descent,0.6806,47.1973,45.3516,-2.7480,65.9520,0.042804,0.008550,0.084963,0.000037,0.0000,0.0100,0
0.0484,descent,0.6806,47.1973,45.3516,-2.7480,64.5780,0.042804,0.008767,0.084963,0.000037,0.0000,0.0100,0
0.0495,descent,0.6806,47.1973,45.3516,-2.7480,63.2040,0.042804,0.008985,0.084965,0.000035,0.0000,0.0100,0
0.0506,descent,0.6879,47.1973,45.3516,-2.7480,61.8300,0.042804,0.009203,0.084954,0.000046,0.0000,0.0100,0
0.0517,descent,0.6879,47.1973,45.3516,-2.7480,59.0820,0.042804,0.009638,0.084954,0.000046,0.0000,0.0100,0
0.0528,descent,0.6879,47.1973,45.3516,-2.7480,57.7080,0.042804,0.009856,0.084959,0.000041,0.0000,0.0100,0
0.0539,descent,0.6879,47.1973,45.2637,-2.7480,54.9600,0.042800,0.010863,0.084959,0.000041,0.0000,0.0100,0
0.0550,descent,0.6879,47.1973,45.2637,-2.7480,49.4640,0.042801,0.011734,0.084963,0.000037,0.0000,0.0100,0
0.0561,descent,0.6879,47.1094,45.2637,-2.7480,46.7160,0.042949,0.012164,0.084963,0.000037,0.0000,0.0100,0
0.0572,descent,0.6879,47.1094,45.2637,-2.7480,43.9680,0.042950,0.012600,0.084953,0.000047,0.0000,0.0100,0
0.0583,descent,0.6879,47.1094,45.2637,-2.7480,41.2200,0.042950,0.013036,0.084953,0.000047,0.0000,0.0100,0
0.0595,descent,0.6879,47.1094,45.1758,-4.1220,38.4720,0.028115,0.014042,0.084949,0.000051,0.0000,0.0100,0
0.0606,descent,0.6879,47.1094,45.1758,-4.1220,35.7240,0.028115,0.014478,0.084949,0.000051,0.0000,0.0100,0
0.0616,descent,0.6879,47.1094,45.1758,-4.1220,31.6020,0.028115,0.015131,0.084949,0.000051,0.0000,0.0100,0
0.0628,descent,0.6879,47.1094,45.1758,-4.1220,28.8540,0.028116,0.015566,0.084939,0.000061,0.0000,0.0100,0
0.0639,descent,0.6879,47.1094,45.0879,-4.1220,26.1060,0.028111,0.016573,0.084939,0.000061,0.0000,0.0100,0
0.0650,descent,0.6879,47.1094,45.0879,-4.1220,19.2360,0.028112,0.017662,0.084942,0.000058,0.0000,0.0100,0
0.0661,descent,0.6879,47.1094,45.0000,-4.1220,16.4880,0.028108,0.018668,0.084942,0.000058,0.0000,0.0100,0
0.0672,descent,0.6879,47.1094,45.0000,-4.1220,13.7400,0.028108,0.019103,0.084941,0.000059,0.0000,0.0100,0
0.0684,descent,0.6879,47.1094,45.0000,-4.1220,10.9920,0.028108,0.019539,0.084941,0.000059,0.0000,0.0100,0
0.0695,descent,0.6879,47.1094,44.9121,-4.1220,8.2440,0.028104,0.020545,0.084942,0.000058,0.0000,0.0100,0
0.0706,descent,0.6879,47.1094,44.9121,-4.1220,5.4960,0.028104,0.020988,0.084932,0.000068,0.0000,0.0100,0
0.0736,descent,0.6879,47.1094,44.8242,-4.1220,2.7480,0.028100,0.037512,0.084943,0.000057,0.0000,0.0100,0
0.0742,descent,0.6879,47.1094,44.8242,-4.1220,2.7480,0.028100,0.037512,0.084943,0.000057,0.0000,0.0100,0
0.0752,descent,0.6879,47.1094,44.7363,-2.7480,-6.8700,0.042927,0.024082,0.084944,0.000056,0.0000,0.0100,0
0.0761,descent,0.6879,47.1094,44.6484,-2.7480,-9.6180,0.042922,0.025089,0.084944,0.000056,0.0000,0.0100,0
0.0773,descent,0.6879,47.1094,44.6484,-2.7480,-10.9920,0.042922,0.025306,0.084928,0.000072,0.0000,0.0100,0
0.0784,descent,0.6879,47.1094,44.5605,-2.7480,-12.3660,0.042918,0.026095,0.084928,0.000072,0.0000,0.0100,0
0.0795,descent,0.6879,47.1094,44.5605,-2.7480,-13.7400,0.042918,0.026313,0.084930,0.000070,0.0000,0.0100,0
0.0806,descent,0.6879,47.1094,44.5605,-2.7480,-15.1140,0.042918,0.026531,0.084930,0.000070,0.0000,0.0100,0
0.0817,descent,0.6879,47.1094,44.4727,-2.7480,-17.8620,0.042914,0.027537,0.084930,0.000070,0.0000,0.0100,0
0.0828,descent,0.6879,47.1094,44.3848,-2.7480,-19.2360,0.042909,0.028326,0.084932,0.000068,0.0000,0.0100,0
0.0839,descent,0.6879,47.1094,44.3848,-2.7480,-20.6100,0.042909,0.028543,0.084932,0.000068,0.0000,0.0100,0
0.0850,descent,0.6879,47.1094,44.2969,-2.7480,-23.3580,0.042905,0.029550,0.084906,0.000094,0.0000,0.0100,0
0.0863,descent,0.6879,47.1094,44.2090,-2.7480,-24.7320,0.042900,0.030338,0.084906,0.000094,0.0000,0.0100,0
0.0873,descent,0.6879,47.1094,44.2090,-2.7480,-26.1060,0.042901,0.030556,0.084904,0.000096,0.0000,0.0100,0
0.0884,descent,0.6879,47.1094,44.1211,-1.3740,-27.4800,0.132881,0.031345,0.084904,0.000096,0.0000,0.0100,0
0.0898,descent,0.6879,47.1094,44.0332,-1.3740,-28.8540,0.132876,0.032133,0.084922,0.000078,0.0000,0.0100,0
0.0909,descent,0.6879,47.1094,44.0332,-1.3740,-28.8540,0.132876,0.032133,0.084922,0.000078,0.0000,0.0100,0
0.0917,descent,0.6879,47.1094,44.0332,-1.3740,-30.2280,0.132876,0.032351,0.084899,0.000101,0.0000,0.0100,0
0.0928,descent,0.6879,47.1094,43.9453,0.0000,-31.6020,0.227248,0.033139,0.084910,0.000090,0.0000,0.0100,0
0.0939,descent,0.6879,47.1094,43.8574,0.0000,-32.9760,0.227244,0.033928,0.084910,0.000090,0.0000,0.0100,0
0.0950,descent,0.6879,47.1094,43.8574,0.0000,-34.3500,0.227244,0.034146,0.084896,0.000104,0.0000,0.0100,0
0.0962,descent,0.6879,47.1094,43.7695,0.0000,-35.7240,0.227239,0.034935,0.084896,0.000104,0.0000,0.0100,0
0.0973,descent,0.6879,47.1094,43.7695,0.0000,-35.7240,0.227239,0.034935,0.084902,0.000098,0.0000,0.0100,0
0.0984,descent,0.6879,47.1094,43.5937,0.0000,-38.4720,0.227230,0.036512,0.084902,0.000098,0.0000,0.0100,0
0.0995,descent,0.6879,47.1094,43.5937,0.0000,-38.4720,0.227230,0.036512,0.084896,0.000104,0.0000,0.0100,0
