Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStrength_N_per_m,Sigma_m,Strength
0.0007,descent,0.8556,46.8457,44.5605,-16.4880,53.5860,0.028407,0.015629,0.084987,0.000013,0.0000,0.0100,0
0.0018,descent,0.8556,46.7578,44.5605,-16.4880,52.2120,0.028556,0.015842,0.084987,0.000013,0.0000,0.0100,0
0.0029,descent,0.8556,46.7578,44.5605,-16.4880,50.8380,0.028556,0.016060,0.084985,0.000015,0.0000,0.0100,0
0.0040,descent,0.8556,46.7578,44.5605,-16.4880,49.4640,0.028556,0.016278,0.085001,-0.000001,0.0000,0.0100,0
0.0051,descent,0.8556,46.7578,44.5605,-16.4880,48.0900,0.028556,0.016496,0.085001,-0.000001,0.0000,0.0100,0
0.0062,descent,0.8556,46.7578,44.5605,-16.4880,48.0900,0.028556,0.016496,0.085012,-0.000012,0.0000,0.0100,0
0.0074,descent,0.8556,46.6699,44.5605,-16.4880,46.7160,0.028705,0.016709,0.085012,-0.000012,0.0000,0.0100,0
0.0085,descent,0.8556,46.6699,44.5605,-16.4880,43.9680,0.028705,0.017144,0.084990,0.000010,0.0000,0.0100,0
0.0096,descent,0.8556,46.6699,44.5605,-16.4880,41.2200,0.028706,0.017580,0.084990,0.000010,0.0000,0.0100,0
0.0107,descent,0.8556,46.5820,44.5605,-16.4880,37.0980,0.028855,0.018228,0.084996,0.000004,0.0000,0.0100,0
0.0118,descent,0.8556,46.5820,44.4727,-17.8620,35.7240,0.028908,0.019017,0.084996,0.000004,0.0000,0.0100,0
0.0129,descent,0.8556,46.5820,44.4727,-16.4880,32.9760,0.028850,0.019453,0.084994,0.000006,0.0000,0.0100,0
0.0140,descent,0.8556,46.4941,44.4727,-17.8620,30.2280,0.029057,0.019884,0.084991,0.000009,0.0000,0.0100,0
0.0151,descent,0.8556,46.4941,44.4727,-17.8620,27.4800,0.029057,0.020319,0.084991,0.000009,0.0000,0.0100,0
0.0162,descent,0.8556,46.4941,44.3848,-17.8620,24.7320,0.029053,0.021326,0.084982,0.000018,0.0000,0.0100,0
0.0174,descent,0.8556,46.4941,44.3848,-17.8620,21.9840,0.029053,0.021761,0.084982,0.000018,0.0000,0.0100,0
0.0185,descent,0.8556,46.4941,44.3848,-17.8620,20.6100,0.029053,0.021979,0.084989,0.000011,0.0000,0.0100,0
0.0196,descent,0.8556,46.4062,44.3848,-17.8620,17.8620,0.029202,0.022410,0.084989,0.000011,0.0000,0.0100,0
