time_s,phase,force_level,f_des_mag_N,converged,f_meas_gd_thumb_x_N,f_meas_gd_thumb_y_N,f_meas_gd_thumb_z_N,f_meas_gd_thumb_mag_N,K_task_thumb_00_Npm,K_task_thumb_11_Npm,K_task_thumb_22_Npm,f_meas_gd_index_x_N,f_meas_gd_index_y_N,f_meas_gd_index_z_N,f_meas_gd_index_mag_N,K_task_index_00_Npm,K_task_index_11_Npm,K_task_index_22_Npm,f_meas_gd_middle_x_N,f_meas_gd_middle_y_N,f_meas_gd_middle_z_N,f_meas_gd_middle_mag_N,K_task_middle_00_Npm,K_task_middle_11_Npm,K_task_middle_22_Npm,f_meas_gd_ring_x_N,f_meas_gd_ring_y_N,f_meas_gd_ring_z_N,f_meas_gd_ring_mag_N,K_task_ring_00_Npm,K_task_ring_11_Npm,K_task_ring_22_Npm,f_meas_gd_pinky_x_N,f_meas_gd_pinky_y_N,f_meas_gd_pinky_z_N,f_meas_gd_pinky_mag_N,K_task_pinky_00_Npm,K_task_pinky_11_Npm,K_task_pinky_22_Npm,q_motor_0_rad,q_motor_1_rad,q_motor_2_rad,q_motor_3_rad,q_motor_4_rad,q_motor_5_rad,q_motor_6_rad,q_motor_7_rad,q_motor_8_rad,q_motor_9_rad,q_motor_10_rad,q_motor_11_rad,q_motor_12_rad,q_dot_motor_0_rads,q_dot_motor_1_rads,q_dot_motor_2_rads,q_dot_motor_3_rads,q_dot_motor_4_rads,q_dot_motor_5_rads,q_dot_motor_6_rads,q_dot_motor_7_rads,q_dot_motor_8_rads,q_dot_motor_9_rads,q_dot_motor_10_rads,q_dot_motor_11_rads,q_dot_motor_12_rads,joint_thumb_CMC1_rad,joint_thumb_CMC2_rad,joint_thumb_MCP_rad,joint_thumb_IP_rad,joint_spread_index_rad,joint_spread_middle_rad,joint_spread_ring_rad,joint_spread_pinky_rad,joint_index_MCP_rad,joint_index_PIP_rad,joint_index_DIP_rad,joint_middle_MCP_rad,joint_middle_PIP_rad,joint_middle_DIP_rad,joint_ring_MCP_rad,joint_ring_PIP_rad,joint_ring_DIP_rad,joint_pinky_MCP_rad,joint_pinky_PIP_rad,joint_pinky_DIP_rad,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,ref_thumb_x_m,ref_thumb_y_m,ref_thumb_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,disp_thumb_mag_m,force_1st_thumb_x_N,force_1st_thumb_y_N,force_1st_thumb_z_N,force_1st_thumb_mag_N,stiff_1st_thumb_00_Npm,stiff_1st_thumb_01_Npm,stiff_1st_thumb_02_Npm,stiff_1st_thumb_10_Npm,stiff_1st_thumb_11_Npm,stiff_1st_thumb_12_Npm,stiff_1st_thumb_20_Npm,stiff_1st_thumb_21_Npm,stiff_1st_thumb_22_Npm,stiff_1st_thumb_eig_0_Npm,stiff_1st_thumb_eig_1_Npm,stiff_1st_thumb_eig_2_Npm,tip_index_x_m,tip_index_y_m,tip_index_z_m,ref_index_x_m,ref_index_y_m,ref_index_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,disp_index_mag_m,force_1st_index_x_N,force_1st_index_y_N,force_1st_index_z_N,force_1st_index_mag_N,stiff_1st_index_00_Npm,stiff_1st_index_01_Npm,stiff_1st_index_02_Npm,stiff_1st_index_10_Npm,stiff_1st_index_11_Npm,stiff_1st_index_12_Npm,stiff_1st_index_20_Npm,stiff_1st_index_21_Npm,stiff_1st_index_22_Npm,stiff_1st_index_eig_0_Npm,stiff_1st_index_eig_1_Npm,stiff_1st_index_eig_2_Npm,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,ref_middle_x_m,ref_middle_y_m,ref_middle_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,disp_middle_mag_m,force_1st_middle_x_N,force_1st_middle_y_N,force_1st_middle_z_N,force_1st_middle_mag_N,stiff_1st_middle_00_Npm,stiff_1st_middle_01_Npm,stiff_1st_middle_02_Npm,stiff_1st_middle_10_Npm,stiff_1st_middle_11_Npm,stiff_1st_middle_12_Npm,stiff_1st_middle_20_Npm,stiff_1st_middle_21_Npm,stiff_1st_middle_22_Npm,stiff_1st_middle_eig_0_Npm,stiff_1st_middle_eig_1_Npm,stiff_1st_middle_eig_2_Npm,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,ref_ring_x_m,ref_ring_y_m,ref_ring_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,disp_ring_mag_m,force_1st_ring_x_N,force_1st_ring_y_N,force_1st_ring_z_N,force_1st_ring_mag_N,stiff_1st_ring_00_Npm,stiff_1st_ring_01_Npm,stiff_1st_ring_02_Npm,stiff_1st_ring_10_Npm,stiff_1st_ring_11_Npm,stiff_1st_ring_12_Npm,stiff_1st_ring_20_Npm,stiff_1st_ring_21_Npm,stiff_1st_ring_22_Npm,stiff_1st_ring_eig_0_Npm,stiff_1st_ring_eig_1_Npm,stiff_1st_ring_eig_2_Npm,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,ref_pinky_x_m,ref_pinky_y_m,ref_pinky_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,disp_pinky_mag_m,force_1st_pinky_x_N,force_1st_pinky_y_N,force_1st_pinky_z_N,force_1st_pinky_mag_N,stiff_1st_pinky_00_Npm,stiff_1st_pinky_01_Npm,stiff_1st_pinky_02_Npm,stiff_1st_pinky_10_Npm,stiff_1st_pinky_11_Npm,stiff_1st_pinky_12_Npm,stiff_1st_pinky_20_Npm,stiff_1st_pinky_21_Npm,stiff_1st_pinky_22_Npm,stiff_1st_pinky_eig_0_Npm,stiff_1st_pinky_eig_1_Npm,stiff_1st_pinky_eig_2_Npm
9.0491,adapt_gd,medium,0.2000,0,0.309444,-0.253769,0.349866,0.531564,27.328450,27.328450,27.328450,-0.135885,-0.599017,0.120328,0.625912,26.536975,26.536975,26.536975,-0.072773,-0.732423,0.036597,0.736939,25.905577,25.905577,25.905577,0.007329,-0.587591,0.205698,0.622598,26.560623,26.560623,26.560623,0.017961,-0.470732,-0.089077,0.479422,27.927632,27.927632,27.927632,2.439029,-1.101398,-1.645961,-0.087437,0.044485,1.662835,-2.572486,1.079922,-2.853204,1.621418,-2.707476,0.944932,-2.345457,0.023981,0.012377,-0.000000,0.024652,0.023981,0.023981,-0.015971,0.023981,0.172882,0.023981,0.080529,-0.024015,0.023981,0.906029,-0.623668,1.360299,0.075769,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180039,1.180039,0.656593,1.265840,1.265840,0.985822,1.241962,1.241962,0.574519,1.212749,1.212749,-0.050569,0.086336,-0.007951,-0.002837,0.073812,-0.014876,-0.047732,0.012524,0.006926,0.049831,0.299793,-0.245854,0.338954,0.514986,10.579752,-8.676229,11.961745,-8.676229,7.115190,-9.809572,11.961745,-9.809572,13.524263,-0.000000,0.000000,31.219205,-0.014375,0.095909,0.050441,-0.018708,0.049968,0.056917,0.004333,0.045940,-0.006476,0.046597,-0.131263,-0.578645,0.116236,0.604625,1.199461,5.287559,-1.062146,5.287559,23.309042,-4.682236,-1.062146,-4.682236,0.940551,-0.000000,0.000000,25.449053,0.001263,0.102842,0.067820,-0.001723,0.052070,0.053717,0.002987,0.050772,0.014103,0.052779,-0.070122,-0.705741,0.035263,0.710092,0.194524,1.957776,-0.097823,1.957776,19.703942,-0.984535,-0.097823,-0.984535,0.049194,-0.000000,0.000000,19.947659,0.013332,0.092173,0.046500,0.012316,0.047867,0.053752,0.001016,0.044306,-0.007252,0.044908,0.007080,-0.567648,0.198717,0.601468,0.003228,-0.258772,0.090588,-0.258772,20.746683,-7.262797,0.090588,-7.262797,2.542489,0.000000,0.000000,23.292400,0.035356,0.084940,0.065608,0.032239,0.048488,0.056584,0.003117,0.036452,0.009024,0.037681,0.017438,-0.457027,-0.086483,0.465464,0.025603,-0.670995,-0.126973,-0.670995,17.585464,3.327709,-0.126973,3.327709,0.629704,-0.000000,0.000000,18.240771
9.0954,adapt_gd,medium,0.2000,0,0.227278,-0.185986,0.254715,0.388749,20.119938,20.119938,20.119938,-0.096052,-0.422882,0.085572,0.442016,18.880476,18.880476,18.880476,-0.050270,-0.505149,0.022476,0.508142,17.869057,17.869057,17.869057,0.005184,-0.415613,0.145494,0.440374,18.916012,18.916012,18.916012,0.013613,-0.352331,-0.066380,0.358788,21.060984,21.060984,21.060984,2.439029,-1.093728,-1.645961,-0.085903,0.044485,1.662835,-2.574020,1.079922,-2.847068,1.621418,-2.707476,0.946466,-2.345457,0.023981,0.065004,-0.000000,0.028748,0.023981,0.023981,-0.011101,0.023981,0.190765,0.023981,0.041726,0.000575,0.023981,0.906029,-0.619325,1.360299,0.074439,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180743,1.180743,0.656593,1.263118,1.263118,0.985822,1.241962,1.241962,0.575451,1.212749,1.212749,-0.050626,0.086403,-0.007728,-0.002837,0.073812,-0.014876,-0.047789,0.012591,0.007148,0.049934,0.221760,-0.181471,0.248531,0.379311,7.852793,-6.426106,8.800772,-6.426106,5.258618,-7.201857,8.800772,-7.201857,9.863190,-0.000000,-0.000000,22.974601,-0.014378,0.095868,0.050434,-0.018708,0.049968,0.056917,0.004331,0.045900,-0.006483,0.046557,-0.093424,-0.411312,0.083230,0.429922,0.853898,3.759416,-0.760731,3.759416,16.551407,-3.349234,-0.760731,-3.349234,0.677729,-0.000000,-0.000000,18.083033,0.001272,0.102990,0.067878,-0.001723,0.052070,0.053717,0.002996,0.050920,0.014161,0.052937,-0.048746,-0.489833,0.021794,0.492735,0.136224,1.368874,-0.060905,1.368874,13.755373,-0.612016,-0.060905,-0.612016,0.027230,-0.000000,0.000000,13.918828,0.013332,0.092173,0.046500,0.012316,0.047867,0.053752,0.001016,0.044306,-0.007252,0.044908,0.005042,-0.404269,0.141523,0.428355,0.002299,-0.184293,0.064515,-0.184293,14.775426,-5.172437,0.064515,-5.172437,1.810716,-0.000000,0.000000,16.588441,0.035336,0.084935,0.065573,0.032239,0.048488,0.056584,0.003096,0.036447,0.008989,0.037667,0.013312,-0.344544,-0.064913,0.350858,0.019803,-0.512531,-0.096562,-0.512531,13.265196,2.499200,-0.096562,2.499200,0.470856,-0.000000,0.000000,13.755855
9.1418,adapt_gd,medium,0.2000,0,0.185068,-0.151284,0.194868,0.308400,16.008172,16.008172,16.008172,-0.073372,-0.323033,0.065367,0.337649,14.526181,14.526181,14.526181,-0.037441,-0.375492,0.014139,0.377619,13.275553,13.275553,13.275553,0.003964,-0.317791,0.111249,0.336725,14.567757,14.567757,14.567757,0.012752,-0.284112,-0.050476,0.288842,17.174550,17.174550,17.174550,2.439029,-1.036971,-1.645961,-0.081301,0.044485,1.662835,-2.574020,1.079922,-2.839398,1.621418,-2.707476,0.966408,-2.345457,0.023981,0.724066,-0.000000,0.079571,0.023981,0.023981,0.004111,0.023981,0.190194,0.023981,0.027634,0.257939,0.023981,0.906029,-0.587186,1.360299,0.070451,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180743,1.180743,0.656593,1.259715,1.259715,0.985822,1.241962,1.241962,0.587576,1.212749,1.212749,-0.051047,0.086864,-0.006087,-0.002837,0.073812,-0.014876,-0.048210,0.013052,0.008790,0.050713,0.181815,-0.148625,0.191443,0.302980,6.586526,-5.384171,6.935320,-5.384171,4.401302,-5.669293,6.935320,-5.669293,7.302584,-0.000000,0.000000,18.290413,-0.014378,0.095868,0.050434,-0.018708,0.049968,0.056917,0.004331,0.045900,-0.006483,0.046557,-0.071878,-0.316454,0.064035,0.330772,0.656968,2.892403,-0.585288,2.892403,12.734252,-2.576819,-0.585288,-2.576819,0.521428,-0.000000,0.000000,13.912648,0.001284,0.103175,0.067951,-0.001723,0.052070,0.053717,0.003007,0.051105,0.014234,0.053135,-0.036561,-0.366661,0.013806,0.368738,0.103111,1.034082,-0.038938,1.034082,10.370635,-0.390500,-0.038938,-0.390500,0.014704,0.000000,0.000000,10.488450,0.013332,0.092173,0.046500,0.012316,0.047867,0.053752,0.001016,0.044306,-0.007252,0.044908,0.003883,-0.311339,0.108991,0.329888,0.001770,-0.141929,0.049685,-0.141929,11.378974,-3.983440,0.049685,-3.983440,1.394484,-0.000000,0.000000,12.775229,0.035069,0.084869,0.065116,0.032239,0.048488,0.056584,0.002830,0.036381,0.008532,0.037475,0.012556,-0.279749,-0.049701,0.284407,0.021864,-0.487122,-0.086543,-0.487122,10.852975,1.928168,-0.086543,1.928168,0.342563,-0.000000,0.000000,11.217402
9.1888,adapt_gd,medium,0.2000,0,0.162120,-0.132053,0.158808,0.262566,13.649088,13.649088,13.649088,-0.060448,-0.266472,0.053528,0.278436,12.048585,12.048585,12.048585,-0.030087,-0.301133,0.009281,0.302774,10.640387,10.640387,10.640387,0.003270,-0.262151,0.091771,0.277769,12.094469,12.094469,12.094469,0.014035,-0.244745,-0.038253,0.248114,15.019677,15.019677,15.019677,2.439029,-0.972544,-1.645961,-0.075165,0.044485,1.662835,-2.572486,1.079922,-2.831729,1.621418,-2.707476,1.006291,-2.345457,0.023981,1.330684,-0.000000,0.145999,0.023981,0.023981,0.013293,0.023981,0.185988,0.023981,0.012147,0.713373,0.023981,0.906029,-0.550704,1.360299,0.065134,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180039,1.180039,0.656593,1.256313,1.256313,0.985822,1.241962,1.241962,0.611825,1.212749,1.212749,-0.051482,0.087338,-0.004198,-0.002837,0.073812,-0.014876,-0.048645,0.013526,0.010678,0.051607,0.160189,-0.130480,0.156916,0.259438,5.946127,-4.843339,5.824656,-4.843339,3.945078,-4.744397,5.824656,-4.744397,5.705667,-0.000000,0.000000,15.596872,-0.014375,0.095909,0.050441,-0.018708,0.049968,0.056917,0.004333,0.045940,-0.006476,0.046597,-0.059598,-0.262723,0.052775,0.274518,0.544591,2.400711,-0.482246,2.400711,10.583007,-2.125876,-0.482246,-2.125876,0.427038,-0.000000,0.000000,11.554636,0.001295,0.103359,0.068026,-0.001723,0.052070,0.053717,0.003019,0.051289,0.014309,0.053333,-0.029576,-0.296022,0.009123,0.297636,0.084174,0.842482,-0.025965,0.842482,8.432257,-0.259875,-0.025965,-0.259875,0.008009,-0.000000,0.000000,8.524440,0.013332,0.092173,0.046500,0.012316,0.047867,0.053752,0.001016,0.044306,-0.007252,0.044908,0.003224,-0.258481,0.090486,0.273880,0.001470,-0.117833,0.041250,-0.117833,9.447072,-3.307139,0.041250,-3.307139,1.157731,-0.000000,0.000000,10.606273,0.034539,0.084718,0.064203,0.032239,0.048488,0.056584,0.002299,0.036230,0.007618,0.037094,0.013899,-0.242378,-0.037882,0.245714,0.031389,-0.547371,-0.085551,-0.547371,9.545309,1.491886,-0.085551,1.491886,0.233174,-0.000000,0.000000,9.809872
9.2353,adapt_gd,medium,0.2000,0,0.147280,-0.120041,0.139871,0.235934,12.294261,12.294261,12.294261,-0.053127,-0.233901,0.047331,0.244484,10.639255,10.639255,10.639255,-0.025800,-0.257915,0.006891,0.259294,9.125925,9.125925,9.125925,0.002088,-0.233162,0.078437,0.246010,10.673692,10.673692,10.673692,0.013485,-0.223943,-0.033901,0.226896,13.826820,13.826820,13.826820,2.439029,-0.944932,-1.645961,-0.073631,0.044485,1.662835,-2.574020,1.079922,-2.827127,1.621418,-2.693670,1.015495,-2.345457,0.023981,0.951251,-0.000000,0.086499,0.023981,0.023981,0.014065,0.023981,0.142631,0.023981,0.127261,0.506229,0.023981,0.906029,-0.535069,1.360299,0.063805,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180743,1.180743,0.656593,1.254271,1.254271,0.985822,1.235629,1.235629,0.617421,1.212749,1.212749,-0.051658,0.087523,-0.003385,-0.002837,0.073812,-0.014876,-0.048821,0.013711,0.011492,0.051995,0.146158,-0.119127,0.138806,0.234138,5.477958,-4.464837,5.202395,-4.464837,3.639087,-4.240238,5.202395,-4.240238,4.940694,-0.000000,0.000000,14.057739,-0.014378,0.095868,0.050434,-0.018708,0.049968,0.056917,0.004331,0.045900,-0.006483,0.046557,-0.052645,-0.231777,0.046901,0.242264,0.481176,2.118452,-0.428676,2.118452,9.326811,-1.887312,-0.428676,-1.887312,0.381904,-0.000000,0.000000,10.189891,0.001302,0.103470,0.068071,-0.001723,0.052070,0.053717,0.003026,0.051400,0.014354,0.053452,-0.025505,-0.254966,0.006813,0.256329,0.072982,0.729579,-0.019494,0.729579,7.293425,-0.194876,-0.019494,-0.194876,0.005207,-0.000000,0.000000,7.371613,0.013355,0.092537,0.046531,0.012316,0.047867,0.053752,0.001039,0.044671,-0.007221,0.045263,0.002069,-0.230981,0.077704,0.243710,0.000685,-0.076521,0.025742,-0.076521,8.544196,-2.874320,0.025742,-2.874320,0.966939,-0.000000,0.000000,9.511820,0.034417,0.084680,0.063992,0.032239,0.048488,0.056584,0.002177,0.036192,0.007408,0.037006,0.013405,-0.222621,-0.033701,0.225556,0.031898,-0.529728,-0.080192,-0.529728,8.797252,1.331758,-0.080192,1.331758,0.201606,0.000000,0.000000,9.030756
9.2816,adapt_gd,medium,0.2000,0,0.137606,-0.112157,0.130684,0.220438,11.521239,11.521239,11.521239,-0.048939,-0.215735,0.043336,0.225421,9.838089,9.838089,9.838089,-0.023288,-0.232707,0.005900,0.233944,8.257290,8.257290,8.257290,-0.001177,-0.222944,0.062730,0.231604,9.782254,9.782254,9.782254,0.012598,-0.212600,-0.032532,0.215443,13.147361,13.147361,13.147361,2.439029,-0.944932,-1.645961,-0.073631,0.044485,1.662835,-2.572486,1.079922,-2.825593,1.621418,-2.636913,1.012427,-2.345457,0.023981,0.281309,-0.000000,0.022401,0.023981,0.023981,0.013550,0.023981,0.086483,0.023981,0.805394,0.084616,0.023981,0.906029,-0.535069,1.360299,0.063805,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180039,1.180039,0.656593,1.253590,1.253590,0.985822,1.209593,1.209593,0.615556,1.212749,1.212749,-0.051658,0.087523,-0.003385,-0.002837,0.073812,-0.014876,-0.048821,0.013711,0.011492,0.051995,0.136968,-0.111637,0.130078,0.219416,5.133522,-4.184103,4.875286,-4.184103,3.410274,-3.973626,4.875286,-3.973626,4.630039,0.000000,0.000000,13.173835,-0.014375,0.095909,0.050441,-0.018708,0.049968,0.056917,0.004333,0.045940,-0.006476,0.046597,-0.048664,-0.214523,0.043093,0.224154,0.444678,1.960264,-0.393771,1.960264,8.641393,-1.735852,-0.393771,-1.735852,0.348692,-0.000000,0.000000,9.434762,0.001305,0.103506,0.068086,-0.001723,0.052070,0.053717,0.003028,0.051437,0.014369,0.053492,-0.023119,-0.231019,0.005857,0.232247,0.066273,0.662245,-0.016790,0.662245,6.617634,-0.167777,-0.016790,-0.167777,0.004254,-0.000000,0.000000,6.688161,0.013459,0.094036,0.046694,0.012316,0.047867,0.053752,0.001143,0.046169,-0.007058,0.046720,-0.001169,-0.221425,0.062303,0.230026,0.000239,0.045222,-0.012724,0.045222,8.567166,-2.410563,-0.012724,-2.410563,0.678265,-0.000000,0.000000,9.245670,0.034457,0.084693,0.064063,0.032239,0.048488,0.056584,0.002218,0.036204,0.007478,0.037035,0.012553,-0.211843,-0.032416,0.214676,0.029363,-0.495509,-0.075823,-0.495509,8.361828,1.279526,-0.075823,1.279526,0.195793,-0.000000,0.000000,8.586985
9.3281,adapt_gd,medium,0.2000,0,0.131823,-0.107741,0.125689,0.211620,11.081906,11.081906,11.081906,-0.046579,-0.205073,0.041497,0.214351,9.382093,9.382093,9.382093,-0.021869,-0.218441,0.005240,0.219595,7.762138,7.762138,7.762138,-0.004408,-0.216721,0.048462,0.222117,9.172560,9.172560,9.172560,0.011922,-0.206177,-0.032056,0.208994,12.753948,12.753948,12.753948,2.439029,-0.948000,-1.645961,-0.075165,0.044485,1.662835,-2.574020,1.079922,-2.824059,1.621418,-2.575554,1.007825,-2.345457,0.023981,0.042622,-0.000000,0.005645,0.023981,0.023981,0.011817,0.023981,0.032491,0.023981,1.231230,-0.050396,0.023981,0.906029,-0.536806,1.360299,0.065134,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180743,1.180743,0.656593,1.252910,1.252910,0.985822,1.181447,1.181447,0.612758,1.212749,1.212749,-0.051643,0.087501,-0.003479,-0.002837,0.073812,-0.014876,-0.048806,0.013689,0.011398,0.051954,0.131461,-0.107445,0.125344,0.211039,4.920336,-4.021470,4.691379,-4.021470,3.286812,-3.834340,4.691379,-3.834340,4.473076,-0.000000,-0.000000,12.680224,-0.014378,0.095868,0.050434,-0.018708,0.049968,0.056917,0.004331,0.045900,-0.006483,0.046557,-0.046424,-0.204390,0.041359,0.213637,0.424319,1.868130,-0.378023,1.868130,8.224731,-1.664303,-0.378023,-1.664303,0.336777,-0.000000,0.000000,8.985827,0.001307,0.103543,0.068101,-0.001723,0.052070,0.053717,0.003030,0.051473,0.014384,0.053531,-0.021771,-0.217466,0.005216,0.218615,0.062522,0.624515,-0.014980,0.624515,6.238083,-0.149631,-0.014980,-0.149631,0.003589,-0.000000,0.000000,6.304194,0.013590,0.095656,0.046937,0.012316,0.047867,0.053752,0.001274,0.047790,-0.006816,0.048290,-0.004386,-0.215645,0.048222,0.221014,0.003593,0.176656,-0.039503,0.176656,8.684906,-1.942087,-0.039503,-1.942087,0.434283,-0.000000,0.000000,9.122782,0.034518,0.084712,0.064168,0.032239,0.048488,0.056584,0.002279,0.036224,0.007583,0.037079,0.011896,-0.205738,-0.031987,0.208549,0.027106,-0.468770,-0.072882,-0.468770,8.106969,1.260440,-0.072882,1.260440,0.195968,-0.000000,0.000000,8.330043
9.3745,adapt_gd,medium,0.2000,0,0.129586,-0.103233,0.122995,0.206343,10.834598,10.834598,10.834598,-0.045213,-0.199310,0.040037,0.208258,9.122468,9.122468,9.122468,-0.021035,-0.210112,0.005040,0.211223,7.479741,7.479741,7.479741,-0.007224,-0.212092,0.036360,0.215308,8.757816,8.757816,8.757816,0.011793,-0.202274,-0.031283,0.205019,12.528918,12.528918,12.528918,2.439029,-0.948000,-1.645961,-0.062893,0.044485,1.662835,-2.572486,1.079922,-2.824059,1.621418,-2.518796,1.009359,-2.345457,0.023981,-0.001819,-0.000000,0.083096,0.023981,0.023981,0.021790,0.023981,0.018745,0.023981,1.226773,-0.021304,0.023981,0.906029,-0.536806,1.360299,0.054500,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180039,1.180039,0.656593,1.252910,1.252910,0.985822,1.155411,1.155411,0.613690,1.212749,1.212749,-0.051609,0.087518,-0.003447,-0.002837,0.073812,-0.014876,-0.048772,0.013705,0.011429,0.051934,0.129387,-0.103074,0.122806,0.206026,4.856437,-3.868807,4.609429,-3.868807,3.082027,-3.672032,4.609429,-3.672032,4.374984,-0.000000,0.000000,12.313448,-0.014375,0.095909,0.050441,-0.018708,0.049968,0.056917,0.004333,0.045940,-0.006476,0.046597,-0.045124,-0.198918,0.039958,0.207849,0.412332,1.817675,-0.365128,1.817675,8.012820,-1.609586,-0.365128,-1.609586,0.323328,-0.000000,-0.000000,8.748479,0.001307,0.103543,0.068101,-0.001723,0.052070,0.053717,0.003030,0.051473,0.014384,0.053531,-0.020979,-0.209554,0.005027,0.210662,0.060248,0.601794,-0.014435,0.601794,6.011133,-0.144187,-0.014435,-0.144187,0.003459,-0.000000,0.000000,6.074839,0.013727,0.097152,0.047223,0.012316,0.047867,0.053752,0.001411,0.049286,-0.006529,0.049736,-0.007199,-0.211342,0.036232,0.214546,0.010168,0.298512,-0.051176,0.298512,8.763743,-1.502419,-0.051176,-1.502419,0.257568,-0.000000,0.000000,9.031479,0.034498,0.084706,0.064133,0.032239,0.048488,0.056584,0.002259,0.036217,0.007548,0.037064,0.011779,-0.202032,-0.031246,0.204773,0.027075,-0.464399,-0.071823,-0.464399,7.965465,1.231916,-0.071823,1.231916,0.190525,-0.000000,0.000000,8.183065
9.4211,adapt_gd,medium,0.2000,0,0.131895,-0.094396,0.121857,0.202869,10.711870,10.711870,10.711870,-0.044457,-0.195730,0.039607,0.204586,8.974677,8.974677,8.974677,-0.020843,-0.207435,0.002425,0.208493,7.300995,7.300995,7.300995,-0.009313,-0.208217,0.027310,0.210206,8.479337,8.479337,8.479337,0.011577,-0.200215,-0.031129,0.202951,12.402843,12.402843,12.402843,2.439029,-0.940330,-1.645961,-0.012272,0.044485,1.662835,-2.574020,1.079922,-2.810253,1.621418,-2.474311,1.007825,-2.345457,0.023981,0.055393,-0.000000,0.695895,0.023981,0.023981,0.010498,0.023981,0.137502,0.023981,1.099320,0.036248,0.023981,0.906029,-0.532463,1.360299,0.010634,-0.001483,-0.000000,0.001483,0.002224,1.011004,1.180743,1.180743,0.656593,1.246785,1.246785,0.985822,1.135005,1.135005,0.612758,1.212749,1.212749,-0.051518,0.087641,-0.003095,-0.002837,0.073812,-0.014876,-0.048681,0.013829,0.011782,0.051960,0.131802,-0.094329,0.121770,0.202726,5.013089,-3.587820,4.631542,-3.587820,2.567768,-3.314750,4.631542,-3.314750,4.279035,-0.000000,0.000000,11.859893,-0.014378,0.095868,0.050434,-0.018708,0.049968,0.056917,0.004331,0.045900,-0.006483,0.046557,-0.044408,-0.195514,0.039563,0.204360,0.405893,1.787007,-0.361607,1.787007,7.867573,-1.592030,-0.361607,-1.592030,0.322153,-0.000000,0.000000,8.595619,0.001328,0.103874,0.068239,-0.001723,0.052070,0.053717,0.003051,0.051804,0.014522,0.053888,-0.020801,-0.207012,0.002421,0.208069,0.060700,0.604095,-0.007064,0.604095,6.011983,-0.070297,-0.007064,-0.070297,0.000822,0.000000,0.000000,6.073505,0.013846,0.098321,0.047489,0.012316,0.047867,0.053752,0.001530,0.050454,-0.006263,0.050865,-0.009291,-0.207716,0.027244,0.209701,0.017540,0.392144,-0.051435,0.392144,8.767227,-1.149929,-0.051435,-1.149929,0.150827,-0.000000,0.000000,8.935594,0.034518,0.084712,0.064168,0.032239,0.048488,0.056584,0.002279,0.036224,0.007583,0.037079,0.011569,-0.200074,-0.031107,0.202808,0.026360,-0.455865,-0.070876,-0.455865,7.883791,1.225741,-0.070876,1.225741,0.190573,-0.000000,0.000000,8.100724
