time_s,phase,C_O_m_per_N,f_des_mean_x_N,f_des_mean_y_N,f_des_mean_z_N,f_des_mean_mag_N,f_meas_gd_mean_x_N,f_meas_gd_mean_y_N,f_meas_gd_mean_z_N,f_meas_gd_mean_mag_N,converged,K_probe_task_mean_00_Npm,K_probe_task_mean_11_Npm,K_probe_task_mean_22_Npm,K_probe_joint_mean_0_Nmrad,K_probe_joint_mean_1_Nmrad,K_probe_joint_mean_2_Nmrad,d_ref_probe_mean_x_m,d_ref_probe_mean_y_m,d_ref_probe_mean_z_m,theta_ref_probe_mean_0_deg,theta_ref_probe_mean_1_deg,theta_ref_probe_mean_2_deg,q_motor_0_rad,q_motor_1_rad,q_motor_2_rad,q_motor_3_rad,q_motor_4_rad,q_motor_5_rad,q_motor_6_rad,q_motor_7_rad,q_motor_8_rad,q_motor_9_rad,q_motor_10_rad,q_motor_11_rad,q_motor_12_rad,q_dot_motor_0_rads,q_dot_motor_1_rads,q_dot_motor_2_rads,q_dot_motor_3_rads,q_dot_motor_4_rads,q_dot_motor_5_rads,q_dot_motor_6_rads,q_dot_motor_7_rads,q_dot_motor_8_rads,q_dot_motor_9_rads,q_dot_motor_10_rads,q_dot_motor_11_rads,q_dot_motor_12_rads,joint_thumb_CMC1_rad,joint_thumb_CMC2_rad,joint_thumb_MCP_rad,joint_thumb_IP_rad,joint_spread_index_rad,joint_spread_middle_rad,joint_spread_ring_rad,joint_spread_pinky_rad,joint_index_MCP_rad,joint_index_PIP_rad,joint_index_DIP_rad,joint_middle_MCP_rad,joint_middle_PIP_rad,joint_middle_DIP_rad,joint_ring_MCP_rad,joint_ring_PIP_rad,joint_ring_DIP_rad,joint_pinky_MCP_rad,joint_pinky_PIP_rad,joint_pinky_DIP_rad,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,ref_thumb_x_m,ref_thumb_y_m,ref_thumb_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,disp_thumb_mag_m,force_1st_thumb_x_N,force_1st_thumb_y_N,force_1st_thumb_z_N,force_1st_thumb_mag_N,stiff_1st_thumb_00_Npm,stiff_1st_thumb_01_Npm,stiff_1st_thumb_02_Npm,stiff_1st_thumb_10_Npm,stiff_1st_thumb_11_Npm,stiff_1st_thumb_12_Npm,stiff_1st_thumb_20_Npm,stiff_1st_thumb_21_Npm,stiff_1st_thumb_22_Npm,stiff_1st_thumb_eig_0_Npm,stiff_1st_thumb_eig_1_Npm,stiff_1st_thumb_eig_2_Npm,tip_index_x_m,tip_index_y_m,tip_index_z_m,ref_index_x_m,ref_index_y_m,ref_index_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,disp_index_mag_m,force_1st_index_x_N,force_1st_index_y_N,force_1st_index_z_N,force_1st_index_mag_N,stiff_1st_index_00_Npm,stiff_1st_index_01_Npm,stiff_1st_index_02_Npm,stiff_1st_index_10_Npm,stiff_1st_index_11_Npm,stiff_1st_index_12_Npm,stiff_1st_index_20_Npm,stiff_1st_index_21_Npm,stiff_1st_index_22_Npm,stiff_1st_index_eig_0_Npm,stiff_1st_index_eig_1_Npm,stiff_1st_index_eig_2_Npm,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,ref_middle_x_m,ref_middle_y_m,ref_middle_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,disp_middle_mag_m,force_1st_middle_x_N,force_1st_middle_y_N,force_1st_middle_z_N,force_1st_middle_mag_N,stiff_1st_middle_00_Npm,stiff_1st_middle_01_Npm,stiff_1st_middle_02_Npm,stiff_1st_middle_10_Npm,stiff_1st_middle_11_Npm,stiff_1st_middle_12_Npm,stiff_1st_middle_20_Npm,stiff_1st_middle_21_Npm,stiff_1st_middle_22_Npm,stiff_1st_middle_eig_0_Npm,stiff_1st_middle_eig_1_Npm,stiff_1st_middle_eig_2_Npm,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,ref_ring_x_m,ref_ring_y_m,ref_ring_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,disp_ring_mag_m,force_1st_ring_x_N,force_1st_ring_y_N,force_1st_ring_z_N,force_1st_ring_mag_N,stiff_1st_ring_00_Npm,stiff_1st_ring_01_Npm,stiff_1st_ring_02_Npm,stiff_1st_ring_10_Npm,stiff_1st_ring_11_Npm,stiff_1st_ring_12_Npm,stiff_1st_ring_20_Npm,stiff_1st_ring_21_Npm,stiff_1st_ring_22_Npm,stiff_1st_ring_eig_0_Npm,stiff_1st_ring_eig_1_Npm,stiff_1st_ring_eig_2_Npm,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,ref_pinky_x_m,ref_pinky_y_m,ref_pinky_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,disp_pinky_mag_m,force_1st_pinky_x_N,force_1st_pinky_y_N,force_1st_pinky_z_N,force_1st_pinky_mag_N,stiff_1st_pinky_00_Npm,stiff_1st_pinky_01_Npm,stiff_1st_pinky_02_Npm,stiff_1st_pinky_10_Npm,stiff_1st_pinky_11_Npm,stiff_1st_pinky_12_Npm,stiff_1st_pinky_20_Npm,stiff_1st_pinky_21_Npm,stiff_1st_pinky_22_Npm,stiff_1st_pinky_eig_0_Npm,stiff_1st_pinky_eig_1_Npm,stiff_1st_pinky_eig_2_Npm
21.5825,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.101243,1.813165,-2.751962,1.566194,-2.978991,1.791690,-2.816389,1.649029,-2.417554,0.023973,0.023981,0.023981,0.023981,-0.005594,0.023981,0.000000,0.023981,0.026780,0.023981,0.051342,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003375,-0.000000,0.003375,0.005062,1.102404,1.262368,1.262368,0.952246,1.321646,1.321646,1.089347,1.291921,1.291921,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014270,0.088059,0.045743,-0.015932,0.073801,0.052321,0.001662,0.014258,-0.006579,0.015790,-0.329864,-1.145040,0.564436,1.318527,9.760459,33.880955,-16.701271,33.880955,117.609129,-57.974221,-16.701271,-57.974221,28.577801,-0.000000,0.000000,155.947390,0.000254,0.093188,0.050772,-0.000581,0.076950,0.050160,0.000835,0.016238,0.000611,0.016271,-0.128335,-1.403945,0.692093,1.570517,0.790278,8.645400,-4.261867,8.645400,94.578081,-46.623538,-4.261867,-46.623538,22.983701,-0.000000,0.000000,118.352060,0.011817,0.085707,0.041937,0.012125,0.072718,0.048180,-0.000308,0.012988,-0.006243,0.014414,0.078711,-1.066372,0.629956,1.241044,0.607105,-8.224981,4.858879,-8.224981,111.431081,-65.827522,4.858879,-65.827522,38.887379,-0.000000,0.000000,150.925564,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013519,-0.003002,0.014055,0.333881,-1.082011,0.280009,1.166460,9.742983,-31.574179,8.170937,-31.574179,102.322750,-26.479635,8.170937,-26.479635,6.852543,-0.000000,0.000000,118.918276
21.6189,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.104311,1.813165,-2.751962,1.566194,-2.978991,1.791690,-2.816389,1.649029,-2.417554,0.023979,0.023981,0.023981,0.023981,0.037605,0.023981,0.006499,0.023981,0.024771,0.023981,0.035258,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003477,-0.000000,0.003477,0.005216,1.102404,1.262368,1.262368,0.952246,1.321646,1.321646,1.089347,1.291921,1.291921,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014269,0.088059,0.045743,-0.015932,0.073801,0.052321,0.001663,0.014258,-0.006578,0.015790,-0.329891,-1.145069,0.564434,1.318558,9.761604,33.883001,-16.701796,33.883001,117.609541,-57.972743,-16.701796,-57.972743,28.576244,0.000000,0.000000,155.947390,0.000254,0.093188,0.050772,-0.000581,0.076950,0.050160,0.000835,0.016238,0.000611,0.016271,-0.128335,-1.403945,0.692093,1.570517,0.790278,8.645400,-4.261867,8.645400,94.578081,-46.623538,-4.261867,-46.623538,22.983701,-0.000000,0.000000,118.352060,0.011816,0.085707,0.041937,0.012125,0.072718,0.048180,-0.000309,0.012988,-0.006243,0.014414,0.078737,-1.066407,0.629975,1.241085,0.607456,-8.227353,4.860272,-8.227353,111.430913,-65.827318,4.860272,-65.827318,38.887196,-0.000000,0.000000,150.925564,0.026763,0.077214,0.050167,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333908,-1.082100,0.280017,1.166552,9.743045,-31.574372,8.170573,-31.574372,102.323341,-26.478448,8.170573,-26.478448,6.851889,-0.000000,0.000000,118.918276
21.6552,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.107379,1.813165,-2.751962,1.566194,-2.982059,1.791690,-2.816389,1.649029,-2.417554,0.009290,0.023981,0.023981,0.023981,0.100602,0.023981,0.019043,0.023981,-0.003088,0.023981,0.027166,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003579,-0.000000,0.003579,0.005369,1.102404,1.262368,1.262368,0.952246,1.323007,1.323007,1.089347,1.291921,1.291921,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014268,0.088059,0.045744,-0.015932,0.073801,0.052321,0.001664,0.014258,-0.006578,0.015790,-0.329918,-1.145098,0.564432,1.318589,9.762749,33.885048,-16.702320,33.885048,117.609953,-57.971265,-16.702320,-57.971265,28.574687,-0.000000,-0.000000,155.947390,0.000250,0.093110,0.050773,-0.000581,0.076950,0.050160,0.000832,0.016160,0.000612,0.016193,-0.127054,-1.390375,0.690119,1.557417,0.782306,8.560895,-4.249240,8.560895,93.683249,-46.500116,-4.249240,-46.500116,23.080549,-0.000000,0.000000,117.546103,0.011815,0.085707,0.041938,0.012125,0.072718,0.048180,-0.000310,0.012989,-0.006242,0.014414,0.078762,-1.066442,0.629995,1.241127,0.607807,-8.229726,4.861666,-8.229726,111.430745,-65.827113,4.861666,-65.827113,38.887013,-0.000000,0.000000,150.925564,0.026763,0.077215,0.050168,0.029160,0.063694,0.053168,-0.002396,0.013520,-0.003000,0.014055,0.333936,-1.082188,0.280026,1.166645,9.743108,-31.574564,8.170209,-31.574564,102.323933,-26.477260,8.170209,-26.477260,6.851235,-0.000000,0.000000,118.918276
21.6916,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.104311,1.813165,-2.751962,1.566194,-2.991263,1.791690,-2.819457,1.649029,-2.417554,0.018243,0.023981,0.023981,0.023981,0.002694,0.023981,0.007776,0.023981,-0.104022,0.023981,-0.002007,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003477,-0.000000,0.003477,0.005216,1.102404,1.262368,1.262368,0.952246,1.327091,1.327091,1.089347,1.293329,1.293329,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014269,0.088059,0.045743,-0.015932,0.073801,0.052321,0.001663,0.014258,-0.006578,0.015790,-0.329891,-1.145069,0.564434,1.318558,9.761604,33.883001,-16.701796,33.883001,117.609541,-57.972743,-16.701796,-57.972743,28.576244,-0.000000,-0.000000,155.947390,0.000238,0.092875,0.050777,-0.000581,0.076950,0.050160,0.000820,0.015925,0.000617,0.015958,-0.123233,-1.349804,0.683788,1.518132,0.758798,8.311350,-4.210392,8.311350,91.036803,-46.117728,-4.210392,-46.117728,23.362473,-0.000000,0.000000,115.158074,0.011815,0.085627,0.041945,0.012125,0.072718,0.048180,-0.000310,0.012908,-0.006235,0.014339,0.079083,-1.057797,0.628793,1.233114,0.617785,-8.263341,4.912031,-8.263341,110.528458,-65.702136,4.912031,-65.702136,39.055740,-0.000000,0.000000,150.201983,0.026763,0.077214,0.050167,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333908,-1.082100,0.280017,1.166552,9.743045,-31.574372,8.170573,-31.574372,102.323341,-26.478448,8.170573,-26.478448,6.851889,-0.000000,0.000000,118.918276
21.7280,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.102777,1.813165,-2.753496,1.566194,-2.994330,1.791690,-2.830195,1.649029,-2.417554,0.022360,0.023981,0.023981,0.023981,-0.037228,0.019424,0.009584,0.023981,-0.206440,0.023981,-0.102665,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003426,-0.000000,0.003426,0.005139,1.102404,1.263071,1.263071,0.952246,1.328452,1.328452,1.089347,1.298254,1.298254,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014274,0.088019,0.045745,-0.015932,0.073801,0.052321,0.001658,0.014218,-0.006577,0.015752,-0.329144,-1.140939,0.564447,1.314792,9.751252,33.801537,-16.722333,33.801537,117.168946,-57.965947,-16.722333,-57.965947,28.676976,-0.000000,0.000000,155.597173,0.000235,0.092797,0.050778,-0.000581,0.076950,0.050160,0.000816,0.015847,0.000618,0.015880,-0.121966,-1.336330,0.681544,1.505043,0.751100,8.229515,-4.197148,8.229515,90.167639,-45.986541,-4.197148,-45.986541,23.453669,-0.000000,0.000000,114.372408,0.011812,0.085347,0.041973,0.012125,0.072718,0.048180,-0.000313,0.012629,-0.006207,0.014075,0.080191,-1.027804,0.624343,1.205245,0.653699,-8.378384,5.089480,-8.378384,107.384723,-65.231241,5.089480,-65.231241,39.624954,-0.000000,0.000000,147.663377,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333895,-1.082055,0.280013,1.166506,9.743014,-31.574275,8.170755,-31.574275,102.323046,-26.479041,8.170755,-26.479041,6.852216,-0.000000,0.000000,118.918276
21.7644,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.101243,1.813165,-2.751962,1.566194,-2.988195,1.791690,-2.833263,1.649029,-2.417554,0.023523,0.023981,0.023981,0.023981,-0.012912,0.011985,0.015218,0.023981,0.028104,0.023981,-0.201170,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003375,-0.000000,0.003375,0.005062,1.102404,1.262368,1.262368,0.952246,1.325730,1.325730,1.089347,1.299662,1.299662,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014270,0.088059,0.045743,-0.015932,0.073801,0.052321,0.001662,0.014258,-0.006579,0.015790,-0.329864,-1.145040,0.564436,1.318527,9.760459,33.880955,-16.701271,33.880955,117.609129,-57.974221,-16.701271,-57.974221,28.577801,-0.000000,0.000000,155.947390,0.000242,0.092953,0.050775,-0.000581,0.076950,0.050160,0.000824,0.016003,0.000615,0.016036,-0.124503,-1.363304,0.685966,1.531224,0.766565,8.393863,-4.223494,8.393863,91.912518,-46.247116,-4.223494,-46.247116,23.269907,-0.000000,0.000000,115.948990,0.011811,0.085267,0.041981,0.012125,0.072718,0.048180,-0.000314,0.012549,-0.006199,0.014000,0.080473,-1.019270,0.622980,1.197285,0.663794,-8.407626,5.138759,-8.407626,106.491195,-65.087648,5.138759,-65.087648,39.781711,-0.000000,0.000000,146.936699,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013519,-0.003002,0.014055,0.333881,-1.082011,0.280009,1.166460,9.742983,-31.574179,8.170937,-31.574179,102.322750,-26.479635,8.170937,-26.479635,6.852543,-0.000000,0.000000,118.918276
21.8015,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.102777,1.816233,-2.751962,1.566194,-2.983593,1.791690,-2.825593,1.649029,-2.417554,0.007396,0.023981,0.023981,0.023981,-0.007402,0.034970,0.021506,0.023981,0.145089,0.023981,0.016684,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003426,-0.000000,0.003426,0.005139,1.104270,1.262368,1.262368,0.952246,1.323688,1.323688,1.089347,1.296143,1.296143,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014261,0.087991,0.045661,-0.015932,0.073801,0.052321,0.001671,0.014190,-0.006661,0.015764,-0.327911,-1.136157,0.562743,1.309602,9.777156,33.876168,-16.778990,33.876168,117.375101,-58.136319,-16.778990,-58.136319,28.795132,-0.000000,0.000000,155.947390,0.000248,0.093071,0.050773,-0.000581,0.076950,0.050160,0.000830,0.016121,0.000613,0.016154,-0.126415,-1.383598,0.689106,1.550868,0.778345,8.518889,-4.242864,8.518889,93.238182,-46.437618,-4.242864,-46.437618,23.128425,0.000000,0.000000,117.144952,0.011813,0.085467,0.041961,0.012125,0.072718,0.048180,-0.000312,0.012749,-0.006219,0.014188,0.079728,-1.040620,0.626303,1.217169,0.638243,-8.330399,5.013701,-8.330399,108.729109,-65.439271,5.013701,-65.439271,39.385021,-0.000000,0.000000,148.752372,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333895,-1.082055,0.280013,1.166506,9.743014,-31.574275,8.170755,-31.574275,102.323046,-26.479041,8.170755,-26.479041,6.852216,-0.000000,0.000000,118.918276
21.8402,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.102777,1.816233,-2.751962,1.566194,-2.983593,1.791690,-2.822525,1.649029,-2.417554,0.020187,0.023981,0.023981,0.023981,0.025476,0.055518,0.008605,0.023981,0.064264,0.023981,0.130730,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003426,-0.000000,0.003426,0.005139,1.104270,1.262368,1.262368,0.952246,1.323688,1.323688,1.089347,1.294736,1.294736,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014261,0.087991,0.045661,-0.015932,0.073801,0.052321,0.001671,0.014190,-0.006661,0.015764,-0.327911,-1.136157,0.562743,1.309602,9.777156,33.876168,-16.778990,33.876168,117.375101,-58.136319,-16.778990,-58.136319,28.795132,-0.000000,0.000000,155.947390,0.000248,0.093071,0.050773,-0.000581,0.076950,0.050160,0.000830,0.016121,0.000613,0.016154,-0.126415,-1.383598,0.689106,1.550868,0.778345,8.518889,-4.242864,8.518889,93.238182,-46.437618,-4.242864,-46.437618,23.128425,0.000000,0.000000,117.144952,0.011814,0.085547,0.041953,0.012125,0.072718,0.048180,-0.000311,0.012828,-0.006227,0.014263,0.079405,-1.049190,0.627562,1.225128,0.627927,-8.296887,4.962701,-8.296887,109.627878,-65.572839,4.962701,-65.572839,39.221751,-0.000000,0.000000,149.477555,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333895,-1.082055,0.280013,1.166506,9.743014,-31.574275,8.170755,-31.574275,102.323046,-26.479041,8.170755,-26.479041,6.852216,0.000000,0.000000,118.918276
21.8764,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.102777,1.816233,-2.751962,1.566194,-2.982059,1.791690,-2.820991,1.649029,-2.417554,0.022909,0.023981,0.023981,0.023981,0.024403,0.019230,0.004948,0.023981,0.046594,0.023981,0.060668,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003426,-0.000000,0.003426,0.005139,1.104270,1.262368,1.262368,0.952246,1.323007,1.323007,1.089347,1.294032,1.294032,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014261,0.087991,0.045661,-0.015932,0.073801,0.052321,0.001671,0.014190,-0.006661,0.015764,-0.327911,-1.136157,0.562743,1.309602,9.777156,33.876168,-16.778990,33.876168,117.375101,-58.136319,-16.778990,-58.136319,28.795132,-0.000000,0.000000,155.947390,0.000250,0.093110,0.050773,-0.000581,0.076950,0.050160,0.000832,0.016160,0.000612,0.016193,-0.127054,-1.390375,0.690119,1.557417,0.782306,8.560895,-4.249240,8.560895,93.683249,-46.500116,-4.249240,-46.500116,23.080549,-0.000000,0.000000,117.546103,0.011815,0.085587,0.041949,0.012125,0.072718,0.048180,-0.000310,0.012868,-0.006231,0.014301,0.079239,-1.053482,0.628178,1.229110,0.622767,-8.279670,4.937059,-8.279670,110.077978,-65.638065,4.937059,-65.638065,39.139124,0.000000,0.000000,149.839869,0.026762,0.077214,0.050166,0.029160,0.063694,0.053168,-0.002397,0.013520,-0.003001,0.014055,0.333895,-1.082055,0.280013,1.166506,9.743014,-31.574275,8.170755,-31.574275,102.323046,-26.479041,8.170755,-26.479041,6.852216,0.000000,0.000000,118.918276
21.9128,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.000000,0.000000,0.000000,0.006193,0.071791,0.050957,60.000000,90.000000,90.000000,3.497476,-1.064583,-1.026233,-0.750117,0.099709,1.817767,-2.751962,1.566194,-2.980525,1.791690,-2.820991,1.649029,-2.417554,0.007223,0.023981,0.023981,0.023981,-0.008727,0.013678,0.017017,0.023981,0.062266,0.023981,0.039385,0.023981,0.000000,1.299211,-0.602821,0.848127,0.650014,-0.003324,-0.000000,0.003324,0.004985,1.105202,1.262368,1.262368,0.952246,1.322327,1.322327,1.089347,1.294032,1.294032,1.002610,1.250028,1.250028,-0.032121,0.096125,-0.016102,-0.030929,0.095147,-0.016327,-0.001191,0.000977,0.000226,0.001557,-0.027264,0.075153,-0.061911,0.101115,18.892699,-52.078228,42.902320,-52.078228,143.555027,-118.261390,42.902320,-118.261390,97.424358,-0.000000,0.000000,259.872084,-0.014258,0.087957,0.045619,-0.015932,0.073801,0.052321,0.001674,0.014156,-0.006703,0.015752,-0.326900,-1.131686,0.561888,1.305103,9.784040,33.871088,-16.817175,33.871088,117.257358,-58.218899,-16.817175,-58.218899,28.905992,-0.000000,0.000000,155.947389,0.000252,0.093149,0.050772,-0.000581,0.076950,0.050160,0.000833,0.016199,0.000612,0.016232,-0.127694,-1.397157,0.691115,1.563967,0.786283,8.603066,-4.255575,8.603066,94.129886,-46.562093,-4.255575,-46.562093,23.032308,-0.000000,-0.000000,117.948477,0.011816,0.085587,0.041948,0.012125,0.072718,0.048180,-0.000309,0.012868,-0.006232,0.014301,0.079213,-1.053448,0.628158,1.229069,0.622405,-8.277268,4.935636,-8.277268,110.078141,-65.638281,4.935636,-65.638281,39.139324,-0.000000,0.000000,149.839869,0.026762,0.077214,0.050165,0.029160,0.063694,0.053168,-0.002398,0.013519,-0.003003,0.014055,0.333867,-1.081966,0.280004,1.166414,9.742951,-31.574082,8.171119,-31.574082,102.322454,-26.480229,8.171119,-26.480229,6.852870,0.000000,0.000000,118.918276
