time_s,phase,C_O_m_per_N,f_des_x_N,f_des_y_N,f_des_z_N,f_des_mag_N,f_meas_gd_x_N,f_meas_gd_y_N,f_meas_gd_z_N,f_meas_gd_mag_N,converged,K_thumb_task_00_Npm,K_thumb_task_11_Npm,K_thumb_task_22_Npm,K_thumb_joint_0_Nmrad,K_thumb_joint_1_Nmrad,K_thumb_joint_2_Nmrad,K_thumb_joint_3_Nmrad,d_ref_thumb_x_m,d_ref_thumb_y_m,d_ref_thumb_z_m,theta_ref_thumb_0_deg,theta_ref_thumb_1_deg,theta_ref_thumb_2_deg,theta_ref_thumb_3_deg,q_motor_0_rad,q_motor_1_rad,q_motor_2_rad,q_motor_3_rad,q_motor_4_rad,q_motor_5_rad,q_motor_6_rad,q_motor_7_rad,q_motor_8_rad,q_motor_9_rad,q_motor_10_rad,q_motor_11_rad,q_motor_12_rad,q_dot_motor_0_rads,q_dot_motor_1_rads,q_dot_motor_2_rads,q_dot_motor_3_rads,q_dot_motor_4_rads,q_dot_motor_5_rads,q_dot_motor_6_rads,q_dot_motor_7_rads,q_dot_motor_8_rads,q_dot_motor_9_rads,q_dot_motor_10_rads,q_dot_motor_11_rads,q_dot_motor_12_rads,joint_thumb_CMC1_rad,joint_thumb_CMC2_rad,joint_thumb_MCP_rad,joint_thumb_IP_rad,joint_spread_index_rad,joint_spread_middle_rad,joint_spread_ring_rad,joint_spread_pinky_rad,joint_index_MCP_rad,joint_index_PIP_rad,joint_index_DIP_rad,joint_middle_MCP_rad,joint_middle_PIP_rad,joint_middle_DIP_rad,joint_ring_MCP_rad,joint_ring_PIP_rad,joint_ring_DIP_rad,joint_pinky_MCP_rad,joint_pinky_PIP_rad,joint_pinky_DIP_rad,tip_thumb_x_m,tip_thumb_y_m,tip_thumb_z_m,ref_thumb_x_m,ref_thumb_y_m,ref_thumb_z_m,disp_thumb_x_m,disp_thumb_y_m,disp_thumb_z_m,disp_thumb_mag_m,force_1st_thumb_x_N,force_1st_thumb_y_N,force_1st_thumb_z_N,force_1st_thumb_mag_N,stiff_1st_thumb_00_Npm,stiff_1st_thumb_01_Npm,stiff_1st_thumb_02_Npm,stiff_1st_thumb_10_Npm,stiff_1st_thumb_11_Npm,stiff_1st_thumb_12_Npm,stiff_1st_thumb_20_Npm,stiff_1st_thumb_21_Npm,stiff_1st_thumb_22_Npm,stiff_1st_thumb_eig_0_Npm,stiff_1st_thumb_eig_1_Npm,stiff_1st_thumb_eig_2_Npm,tip_index_x_m,tip_index_y_m,tip_index_z_m,ref_index_x_m,ref_index_y_m,ref_index_z_m,disp_index_x_m,disp_index_y_m,disp_index_z_m,disp_index_mag_m,force_1st_index_x_N,force_1st_index_y_N,force_1st_index_z_N,force_1st_index_mag_N,stiff_1st_index_00_Npm,stiff_1st_index_01_Npm,stiff_1st_index_02_Npm,stiff_1st_index_10_Npm,stiff_1st_index_11_Npm,stiff_1st_index_12_Npm,stiff_1st_index_20_Npm,stiff_1st_index_21_Npm,stiff_1st_index_22_Npm,stiff_1st_index_eig_0_Npm,stiff_1st_index_eig_1_Npm,stiff_1st_index_eig_2_Npm,tip_middle_x_m,tip_middle_y_m,tip_middle_z_m,ref_middle_x_m,ref_middle_y_m,ref_middle_z_m,disp_middle_x_m,disp_middle_y_m,disp_middle_z_m,disp_middle_mag_m,force_1st_middle_x_N,force_1st_middle_y_N,force_1st_middle_z_N,force_1st_middle_mag_N,stiff_1st_middle_00_Npm,stiff_1st_middle_01_Npm,stiff_1st_middle_02_Npm,stiff_1st_middle_10_Npm,stiff_1st_middle_11_Npm,stiff_1st_middle_12_Npm,stiff_1st_middle_20_Npm,stiff_1st_middle_21_Npm,stiff_1st_middle_22_Npm,stiff_1st_middle_eig_0_Npm,stiff_1st_middle_eig_1_Npm,stiff_1st_middle_eig_2_Npm,tip_ring_x_m,tip_ring_y_m,tip_ring_z_m,ref_ring_x_m,ref_ring_y_m,ref_ring_z_m,disp_ring_x_m,disp_ring_y_m,disp_ring_z_m,disp_ring_mag_m,force_1st_ring_x_N,force_1st_ring_y_N,force_1st_ring_z_N,force_1st_ring_mag_N,stiff_1st_ring_00_Npm,stiff_1st_ring_01_Npm,stiff_1st_ring_02_Npm,stiff_1st_ring_10_Npm,stiff_1st_ring_11_Npm,stiff_1st_ring_12_Npm,stiff_1st_ring_20_Npm,stiff_1st_ring_21_Npm,stiff_1st_ring_22_Npm,stiff_1st_ring_eig_0_Npm,stiff_1st_ring_eig_1_Npm,stiff_1st_ring_eig_2_Npm,tip_pinky_x_m,tip_pinky_y_m,tip_pinky_z_m,ref_pinky_x_m,ref_pinky_y_m,ref_pinky_z_m,disp_pinky_x_m,disp_pinky_y_m,disp_pinky_z_m,disp_pinky_mag_m,force_1st_pinky_x_N,force_1st_pinky_y_N,force_1st_pinky_z_N,force_1st_pinky_mag_N,stiff_1st_pinky_00_Npm,stiff_1st_pinky_01_Npm,stiff_1st_pinky_02_Npm,stiff_1st_pinky_10_Npm,stiff_1st_pinky_11_Npm,stiff_1st_pinky_12_Npm,stiff_1st_pinky_20_Npm,stiff_1st_pinky_21_Npm,stiff_1st_pinky_22_Npm,stiff_1st_pinky_eig_0_Npm,stiff_1st_pinky_eig_1_Npm,stiff_1st_pinky_eig_2_Npm
14.8747,sense,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.368466,-1.035437,-1.415864,-0.776194,0.104311,1.437340,-2.584758,1.076855,-2.808719,1.541651,-2.699806,1.914408,-2.167515,0.023981,0.729486,0.000000,0.023981,-0.000245,-0.297161,0.023526,0.023981,0.023981,0.369813,0.023981,-0.050793,0.059341,0.879817,-0.586318,1.170136,0.672612,-0.003477,-0.000000,0.003477,0.005216,0.873903,1.185669,1.185669,0.654728,1.246104,1.246104,0.937324,1.238443,1.238443,1.163960,1.120742,1.120742,-0.057375,0.087420,-0.012443,-0.022570,0.078371,-0.019430,-0.034805,0.009049,0.006987,0.036634,0.070803,-0.139709,0.088798,0.180047,9.007878,-17.774473,11.297287,-17.774473,35.072845,-22.291969,11.297287,-22.291969,14.168565,-0.000000,-0.000000,58.249287,-0.015324,0.099431,0.057740,-0.018708,0.049968,0.056917,0.003384,0.049463,0.000822,0.049585,-0.122841,-0.608667,0.043675,0.622474,0.923868,4.577708,-0.328473,4.577708,22.682256,-1.627564,-0.328473,-1.627564,0.116786,-0.000000,0.000000,23.722910,0.001335,0.103934,0.068369,-0.001723,0.052070,0.053717,0.003058,0.051865,0.014652,0.053981,-0.071462,-0.710501,0.006008,0.714111,0.208811,2.076065,-0.017554,2.076065,20.640923,-0.174527,-0.017554,-0.174527,0.001476,-0.000000,0.000000,20.851209,0.014041,0.093887,0.048877,0.012316,0.047867,0.053752,0.001725,0.046020,-0.004876,0.046310,-0.001657,-0.565240,0.164542,0.588705,0.000175,0.059769,-0.017399,0.059769,20.393864,-5.936660,-0.017399,-5.936660,1.728163,0.000000,0.000000,22.122202,0.023633,0.078907,0.045134,0.032239,0.048488,0.056584,-0.008606,0.030419,-0.011450,0.033622,0.073094,-0.290935,0.048577,0.303884,1.129289,-4.494910,0.750507,-4.494910,17.891093,-2.987242,0.750507,-2.987242,0.498774,-0.000000,0.000000,19.519156
14.9168,sense,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.368466,-1.017029,-1.415864,-0.776194,0.107379,1.423534,-2.584758,1.076855,-2.808719,1.538583,-2.699806,1.912874,-2.167515,0.023981,0.597749,0.000000,0.023981,0.025014,-0.338908,0.009055,0.023981,0.023981,0.087692,0.023981,-0.048681,0.044992,0.879817,-0.575894,1.170136,0.672612,-0.003579,-0.000000,0.003579,0.005369,0.865509,1.185669,1.185669,0.654728,1.246104,1.246104,0.935458,1.238443,1.238443,1.163027,1.120742,1.120742,-0.057551,0.087605,-0.011869,-0.022570,0.078371,-0.019430,-0.034981,0.009234,0.007561,0.036961,0.067696,-0.133041,0.082644,0.170624,9.181010,-18.043087,11.208320,-18.043087,35.459388,-22.027282,11.208320,-22.027282,13.683291,-0.000000,-0.000000,58.323689,-0.015388,0.099633,0.058205,-0.018708,0.049968,0.056917,0.003321,0.049665,0.001288,0.049792,-0.122615,-0.612386,0.038768,0.625743,0.910886,4.549308,-0.287999,4.549308,22.720963,-1.438377,-0.287999,-1.438377,0.091058,-0.000000,0.000000,23.722907,0.001335,0.103934,0.068369,-0.001723,0.052070,0.053717,0.003058,0.051865,0.014652,0.053981,-0.071462,-0.710501,0.006008,0.714111,0.208811,2.076065,-0.017554,2.076065,20.640923,-0.174527,-0.017554,-0.174527,0.001476,-0.000000,0.000000,20.851209,0.014068,0.093943,0.048969,0.012316,0.047867,0.053752,0.001752,0.046076,-0.004783,0.046357,-0.001952,-0.566264,0.163739,0.589466,0.000243,0.070387,-0.020353,0.070387,20.415023,-5.903153,-0.020353,-5.903153,1.706940,-0.000000,0.000000,22.122205,0.023650,0.078934,0.045167,0.032239,0.048488,0.056584,-0.008590,0.030446,-0.011418,0.033632,0.073017,-0.291261,0.048381,0.304147,1.124978,-4.487474,0.745403,-4.487474,17.900284,-2.973373,0.745403,-2.973373,0.493900,-0.000000,0.000000,19.519161
14.9593,sense,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.368466,-1.006291,-1.415864,-0.776194,0.108913,1.405126,-2.584758,1.076855,-2.808719,1.535515,-2.699806,1.911340,-2.167515,0.023981,0.372072,0.000000,0.023981,0.092838,-0.355857,0.005596,0.023981,0.023981,-0.036933,0.023981,-0.031640,0.027874,0.879817,-0.569814,1.170136,0.672612,-0.003630,-0.000000,0.003630,0.005446,0.854317,1.185669,1.185669,0.654728,1.246104,1.246104,0.933593,1.238443,1.238443,1.162095,1.120742,1.120742,-0.057652,0.087710,-0.011533,-0.022570,0.078371,-0.019430,-0.035082,0.009339,0.007897,0.037153,0.065864,-0.129142,0.079146,0.165166,9.281502,-18.198612,11.153196,-18.198612,35.682747,-21.868516,11.153196,-21.868516,13.402332,-0.000000,0.000000,58.366581,-0.015473,0.099897,0.058828,-0.018708,0.049968,0.056917,0.003235,0.049928,0.001911,0.050070,-0.122298,-0.617250,0.032137,0.630069,0.893782,4.510997,-0.234866,4.510997,22.767403,-1.185392,-0.234866,-1.185392,0.061718,-0.000000,-0.000000,23.722903,0.001335,0.103934,0.068369,-0.001723,0.052070,0.053717,0.003058,0.051865,0.014652,0.053981,-0.071462,-0.710501,0.006008,0.714111,0.208811,2.076065,-0.017554,2.076065,20.640923,-0.174527,-0.017554,-0.174527,0.001476,-0.000000,0.000000,20.851209,0.014096,0.093998,0.049061,0.012316,0.047867,0.053752,0.001779,0.046132,-0.004691,0.046404,-0.002247,-0.567283,0.162931,0.590222,0.000321,0.080947,-0.023249,0.080947,20.436086,-5.869513,-0.023249,-5.869513,1.685802,-0.000000,0.000000,22.122209,0.023666,0.078961,0.045198,0.032239,0.048488,0.056584,-0.008573,0.030473,-0.011386,0.033641,0.072940,-0.291578,0.048183,0.304400,1.120728,-4.480127,0.740340,-4.480127,17.909378,-2.959522,0.740340,-2.959522,0.489061,0.000000,0.000000,19.519167
14.9982,sense,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.368466,-1.007825,-1.415864,-0.776194,0.105845,1.391321,-2.584758,1.076855,-2.808719,1.543185,-2.699806,1.909806,-2.167515,0.023981,0.155070,0.000000,0.023981,-0.010221,-0.378099,0.018630,0.023981,0.023981,0.073358,0.023981,-0.024999,0.024970,0.879817,-0.570683,1.170136,0.672612,-0.003528,-0.000000,0.003528,0.005292,0.845923,1.185669,1.185669,0.654728,1.246104,1.246104,0.938256,1.238443,1.238443,1.161162,1.120742,1.120742,-0.057638,0.087695,-0.011581,-0.022570,0.078371,-0.019430,-0.035068,0.009324,0.007849,0.037126,0.066127,-0.129699,0.079642,0.165944,9.267170,-18.176449,11.161215,-18.176449,35.650936,-21.891393,11.161215,-21.891393,13.442370,-0.000000,-0.000000,58.360477,-0.015537,0.100090,0.059297,-0.018708,0.049968,0.056917,0.003171,0.050121,0.002380,0.050278,-0.122061,-0.620818,0.027101,0.633283,0.881302,4.482417,-0.195677,4.482417,22.798150,-0.995240,-0.195677,-0.995240,0.043447,-0.000000,0.000000,23.722899,0.001335,0.103934,0.068369,-0.001723,0.052070,0.053717,0.003058,0.051865,0.014652,0.053981,-0.071462,-0.710501,0.006008,0.714111,0.208811,2.076065,-0.017554,2.076065,20.640923,-0.174527,-0.017554,-0.174527,0.001476,-0.000000,0.000000,20.851209,0.014027,0.093859,0.048831,0.012316,0.047867,0.053752,0.001711,0.045992,-0.004921,0.046287,-0.001513,-0.564735,0.164947,0.588332,0.000146,0.054616,-0.015952,0.054616,20.383163,-5.953495,-0.015952,-5.953495,1.738891,-0.000000,0.000000,22.122201,0.023683,0.078987,0.045228,0.032239,0.048488,0.056584,-0.008556,0.030499,-0.011357,0.033651,0.072861,-0.291867,0.047983,0.304627,1.116654,-4.473084,0.735371,-4.473084,17.918240,-2.945745,0.735371,-2.945745,0.484278,0.000000,0.000000,19.519173
15.0376,sense,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.368466,-1.009359,-1.415864,-0.776194,0.105845,1.374447,-2.584758,1.076855,-2.808719,1.544719,-2.699806,1.908272,-2.169049,0.023981,0.015904,0.000000,0.023981,-0.026277,-0.399479,0.007002,0.023981,0.023981,0.115496,0.023981,-0.021305,0.007913,0.879817,-0.571551,1.170136,0.672612,-0.003528,-0.000000,0.003528,0.005292,0.835664,1.185669,1.185669,0.654728,1.246104,1.246104,0.939189,1.238443,1.238443,1.160229,1.121535,1.121535,-0.057623,0.087680,-0.011630,-0.022570,0.078371,-0.019430,-0.035053,0.009309,0.007801,0.037098,0.066389,-0.130257,0.080139,0.166723,9.252830,-18.154267,11.169187,-18.154267,35.619093,-21.914205,11.169187,-21.914205,13.482442,-0.000000,0.000000,58.354365,-0.015617,0.100320,0.059872,-0.018708,0.049968,0.056917,0.003091,0.050352,0.002955,0.050533,-0.121730,-0.625112,0.020867,0.637196,0.865801,4.446085,-0.148416,4.446085,22.831652,-0.762152,-0.148416,-0.762152,0.025442,-0.000000,0.000000,23.722895,0.001335,0.103934,0.068369,-0.001723,0.052070,0.053717,0.003058,0.051865,0.014652,0.053981,-0.071462,-0.710501,0.006008,0.714111,0.208811,2.076065,-0.017554,2.076065,20.640923,-0.174527,-0.017554,-0.174527,0.001476,-0.000000,0.000000,20.851209,0.014014,0.093831,0.048785,0.012316,0.047867,0.053752,0.001697,0.045965,-0.004967,0.046263,-0.001368,-0.564225,0.165349,0.587956,0.000120,0.049392,-0.014475,0.049392,20.372466,-5.970255,-0.014475,-5.970255,1.749614,-0.000000,-0.000000,22.122199,0.023701,0.078977,0.045257,0.032239,0.048488,0.056584,-0.008538,0.030489,-0.011328,0.033627,0.072994,-0.291965,0.048174,0.304782,1.118275,-4.472917,0.738025,-4.472917,17.890934,-2.951977,0.738025,-2.951977,0.487072,-0.000000,0.000000,19.496281
21.0953,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.997398,-1.253262,-1.428136,-0.667282,0.115049,1.283942,-2.449767,1.076855,-2.716680,1.578466,-2.604699,1.919010,-2.144505,0.023981,0.200751,0.000000,0.023981,0.099900,0.023981,0.023981,0.023981,0.023981,0.000713,0.023981,-0.015281,0.023981,1.113447,-0.709662,1.180278,0.578234,-0.003835,-0.000000,0.003835,0.005752,0.780637,1.123746,1.123746,0.654728,1.205271,1.205271,0.959707,1.194816,1.194816,1.166758,1.108844,1.108844,-0.038931,0.089610,-0.016331,-0.022570,0.078371,-0.019430,-0.016361,0.011240,0.003099,0.020090,0.119028,-0.441106,0.353096,0.577425,12.477477,-46.240251,37.014308,-46.240251,171.361631,-137.171231,37.014308,-137.171231,109.802564,-0.000000,-0.000000,293.641672,-0.016029,0.104757,0.064532,-0.015654,0.100423,0.060135,-0.000375,0.004334,0.004397,0.006185,-0.075312,-0.460706,-0.067119,0.471622,2.647032,16.192744,2.359060,16.192744,99.056198,14.431125,2.359060,14.431125,2.102416,-0.000000,0.000000,103.805646,0.001476,0.106115,0.069382,0.001335,0.103934,0.068369,0.000141,0.002180,0.001013,0.002408,-0.014972,-0.145010,-0.010677,0.146171,1.003430,9.718594,0.715566,9.718594,94.128256,6.930525,0.715566,6.930525,0.510284,-0.000000,0.000000,95.641970,0.013915,0.095708,0.048143,0.014027,0.093859,0.048831,-0.000112,0.001849,-0.000688,0.001976,-0.001393,-0.067959,0.015252,0.069664,0.038859,1.896235,-0.425581,1.896235,92.533087,-20.767636,-0.425581,-20.767636,4.660978,-0.000000,-0.000000,97.232924,0.023563,0.079374,0.045080,0.023702,0.078941,0.045255,-0.000139,0.000433,-0.000174,0.000487,0.003759,-0.015709,0.002322,0.016319,4.213705,-17.608246,2.602187,-17.608246,73.581405,-10.874028,2.602187,-10.874028,1.606989,-0.000000,0.000000,79.402099
21.1346,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.997398,-1.253262,-1.428136,-0.667282,0.111981,1.283942,-2.449767,1.076855,-2.716680,1.580000,-2.604699,1.919010,-2.144505,0.023981,0.079192,0.000000,0.023981,0.009633,0.023981,0.023981,0.023981,0.023981,0.030103,0.023981,-0.003884,0.023981,1.113447,-0.709662,1.180278,0.578234,-0.003733,-0.000000,0.003733,0.005599,0.780637,1.123746,1.123746,0.654728,1.205271,1.205271,0.960640,1.194816,1.194816,1.166758,1.108844,1.108844,-0.038931,0.089610,-0.016331,-0.022570,0.078371,-0.019430,-0.016361,0.011240,0.003099,0.020090,0.119028,-0.441106,0.353096,0.577425,12.477477,-46.240251,37.014308,-46.240251,171.361631,-137.171231,37.014308,-137.171231,109.802564,-0.000000,-0.000000,293.641672,-0.016028,0.104756,0.064532,-0.015654,0.100423,0.060135,-0.000374,0.004334,0.004397,0.006185,-0.075329,-0.460680,-0.067115,0.471599,2.648481,16.197059,2.359683,16.197059,99.054789,14.430883,2.359683,14.430883,2.102376,-0.000000,0.000000,103.805646,0.001476,0.106115,0.069382,0.001335,0.103934,0.068369,0.000141,0.002180,0.001013,0.002408,-0.014972,-0.145010,-0.010677,0.146171,1.003430,9.718594,0.715566,9.718594,94.128256,6.930525,0.715566,6.930525,0.510284,-0.000000,0.000000,95.641970,0.013901,0.095679,0.048095,0.014027,0.093859,0.048831,-0.000126,0.001820,-0.000735,0.001967,-0.001298,-0.064154,0.014458,0.065776,0.037852,1.871149,-0.421702,1.871149,92.496960,-20.846116,-0.421702,-20.846116,4.698106,-0.000000,0.000000,97.232918,0.023564,0.079374,0.045079,0.023702,0.078941,0.045255,-0.000139,0.000433,-0.000176,0.000487,0.003743,-0.015642,0.002312,0.016249,4.214238,-17.609290,2.602392,-17.609290,73.580822,-10.874153,2.602392,-10.874153,1.607038,-0.000000,0.000000,79.402099
21.1713,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.997398,-1.253262,-1.428136,-0.667282,0.110447,1.283942,-2.449767,1.076855,-2.716680,1.578466,-2.604699,1.925146,-2.144505,0.023981,0.039574,0.000000,0.023981,-0.035269,0.023981,0.023981,0.023981,0.023981,0.030114,0.023981,0.064997,0.023981,1.113447,-0.709662,1.180278,0.578234,-0.003682,-0.000000,0.003682,0.005522,0.780637,1.123746,1.123746,0.654728,1.205271,1.205271,0.959707,1.194816,1.194816,1.170489,1.108844,1.108844,-0.038931,0.089610,-0.016331,-0.022570,0.078371,-0.019430,-0.016361,0.011240,0.003099,0.020090,0.119028,-0.441106,0.353096,0.577425,12.477477,-46.240251,37.014308,-46.240251,171.361631,-137.171231,37.014308,-137.171231,109.802564,-0.000000,-0.000000,293.641672,-0.016027,0.104756,0.064532,-0.015654,0.100423,0.060135,-0.000374,0.004333,0.004397,0.006185,-0.075337,-0.460667,-0.067113,0.471587,2.649205,16.199216,2.359994,16.199216,99.054085,14.430762,2.359994,14.430762,2.102355,-0.000000,0.000000,103.805646,0.001476,0.106115,0.069382,0.001335,0.103934,0.068369,0.000141,0.002180,0.001013,0.002408,-0.014972,-0.145010,-0.010677,0.146171,1.003430,9.718594,0.715566,9.718594,94.128256,6.930525,0.715566,6.930525,0.510284,-0.000000,0.000000,95.641970,0.013915,0.095708,0.048143,0.014027,0.093859,0.048831,-0.000112,0.001849,-0.000688,0.001976,-0.001390,-0.067915,0.015242,0.069618,0.038780,1.894331,-0.425131,1.894331,92.533642,-20.766636,-0.425131,-20.766636,4.660502,0.000000,0.000000,97.232924,0.023497,0.079266,0.044953,0.023702,0.078941,0.045255,-0.000206,0.000325,-0.000302,0.000489,0.001230,-0.005094,0.000770,0.005296,4.280763,-17.731070,2.680564,-17.731070,73.442710,-11.102991,2.680564,-11.102991,1.678539,0.000000,0.000000,79.402012
21.2103,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.997398,-1.253262,-1.428136,-0.667282,0.108913,1.283942,-2.449767,1.076855,-2.716680,1.576932,-2.604699,1.928214,-2.144505,0.023981,0.027548,0.000000,0.023981,-0.014567,0.023981,0.023981,0.023981,0.023981,-0.026296,0.023981,0.137040,0.023981,1.113447,-0.709662,1.180278,0.578234,-0.003630,-0.000000,0.003630,0.005446,0.780637,1.123746,1.123746,0.654728,1.205271,1.205271,0.958775,1.194816,1.194816,1.172354,1.108844,1.108844,-0.038931,0.089610,-0.016331,-0.022570,0.078371,-0.019430,-0.016361,0.011240,0.003099,0.020090,0.119028,-0.441106,0.353096,0.577425,12.477477,-46.240251,37.014308,-46.240251,171.361631,-137.171231,37.014308,-137.171231,109.802564,-0.000000,-0.000000,293.641672,-0.016027,0.104756,0.064532,-0.015654,0.100423,0.060135,-0.000373,0.004333,0.004397,0.006185,-0.075346,-0.460654,-0.067111,0.471575,2.649930,16.201374,2.360305,16.201374,99.053381,14.430641,2.360305,14.430641,2.102335,-0.000000,0.000000,103.805646,0.001476,0.106115,0.069382,0.001335,0.103934,0.068369,0.000141,0.002180,0.001013,0.002408,-0.014972,-0.145010,-0.010677,0.146171,1.003430,9.718594,0.715566,9.718594,94.128256,6.930525,0.715566,6.930525,0.510284,-0.000000,0.000000,95.641970,0.013929,0.095736,0.048190,0.014027,0.093859,0.048831,-0.000098,0.001877,-0.000641,0.001986,-0.001485,-0.071679,0.016018,0.073462,0.039720,1.917513,-0.428516,1.917513,92.570170,-20.687086,-0.428516,-20.687086,4.623039,-0.000000,0.000000,97.232929,0.023463,0.079212,0.044889,0.023702,0.078941,0.045255,-0.000239,0.000270,-0.000365,0.000514,-0.000045,0.000184,-0.000028,0.000192,4.314308,-17.791931,2.720013,-17.791931,73.372792,-11.217160,2.720013,-11.217160,1.714868,-0.000000,0.000000,79.401968
21.2467,probe,0.000000e+00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,25.000000,25.000000,25.000000,0.100000,0.100000,0.000000,0.000000,-0.022570,0.078371,-0.019430,70.000000,-60.000000,100.000000,100.000000,2.997398,-1.256330,-1.428136,-0.667282,0.110447,1.283942,-2.449767,1.076855,-2.716680,1.576932,-2.604699,1.923612,-2.144505,0.023981,0.003107,0.000000,0.023981,0.006234,0.023981,0.023981,0.023981,0.023981,-0.010697,0.023981,0.006872,0.023981,1.113447,-0.711399,1.180278,0.578234,-0.003682,-0.000000,0.003682,0.005522,0.780637,1.123746,1.123746,0.654728,1.205271,1.205271,0.958775,1.194816,1.194816,1.169556,1.108844,1.108844,-0.038901,0.089567,-0.016421,-0.022570,0.078371,-0.019430,-0.016331,0.011197,0.003010,0.020028,0.120422,-0.447043,0.359058,0.585894,12.401401,-46.037745,36.976732,-46.037745,170.906015,-137.268798,36.976732,-137.268798,110.251959,-0.000000,0.000000,293.559375,-0.016027,0.104756,0.064532,-0.015654,0.100423,0.060135,-0.000374,0.004333,0.004397,0.006185,-0.075337,-0.460667,-0.067113,0.471587,2.649205,16.199216,2.359994,16.199216,99.054085,14.430762,2.359994,14.430762,2.102355,-0.000000,0.000000,103.805646,0.001476,0.106115,0.069382,0.001335,0.103934,0.068369,0.000141,0.002180,0.001013,0.002408,-0.014972,-0.145010,-0.010677,0.146171,1.003430,9.718594,0.715566,9.718594,94.128256,6.930525,0.715566,6.930525,0.510284,-0.000000,0.000000,95.641970,0.013929,0.095736,0.048190,0.014027,0.093859,0.048831,-0.000098,0.001877,-0.000641,0.001986,-0.001486,-0.071694,0.016022,0.073477,0.039746,1.918152,-0.428666,1.918152,92.569985,-20.687420,-0.428666,-20.687420,4.623198,-0.000000,0.000000,97.232929,0.023513,0.079293,0.044984,0.023702,0.078941,0.045255,-0.000189,0.000352,-0.000271,0.000482,0.001860,-0.007719,0.001160,0.008024,4.264158,-17.700820,2.660970,-17.700820,73.477346,-11.045872,2.660970,-11.045872,1.660529,-0.000000,0.000000,79.402033
