Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0006,descent,0.4405,21.6211,28.3008,-30.2280,-30.2280,0.006777,0.021836,0.084996,0.000004,0.1000
0.0016,descent,0.4405,21.5332,28.3008,-30.2280,-28.8540,0.006805,0.021779,0.084983,0.000017,0.1000
0.0027,descent,0.4405,21.5332,28.3008,-30.2280,-28.8540,0.006805,0.021779,0.084983,0.000017,0.1000
0.0038,descent,0.4405,21.4453,28.2129,-30.2280,-28.8540,0.006830,0.021885,0.084968,0.000032,0.1000
0.0049,descent,0.4405,21.4453,28.2129,-31.6020,-28.8540,0.006845,0.021885,0.085018,-0.000018,0.1000
0.0061,descent,0.4405,21.3574,28.1250,-31.6020,-28.8540,0.006869,0.021991,0.085018,-0.000018,0.1000
0.0072,descent,0.4405,21.3574,28.1250,-30.2280,-27.4800,0.006855,0.021937,0.084991,0.000009,0.1000
0.0083,descent,0.4405,21.3574,28.1250,-30.2280,-27.4800,0.006855,0.021937,0.084991,0.000009,0.1000
0.0094,descent,0.4405,21.2695,28.1250,-30.2280,-27.4800,0.006883,0.021934,0.084993,0.000007,0.1000
0.0105,descent,0.4405,21.2695,28.0371,-30.2280,-27.4800,0.006880,0.022043,0.084993,0.000007,0.1000
0.0117,descent,0.4405,21.2695,28.0371,-30.2280,-27.4800,0.006880,0.022043,0.084998,0.000002,0.1000
0.0128,descent,0.4405,21.1816,28.0371,-30.2280,-26.1060,0.006908,0.021985,0.084989,0.000011,0.1000
0.0139,descent,0.4405,21.1816,28.0371,-30.2280,-26.1060,0.006908,0.021985,0.084989,0.000011,0.1000
0.0150,descent,0.4405,21.0938,27.9492,-30.2280,-26.1060,0.006933,0.022092,0.084970,0.000030,0.1000
0.0162,descent,0.4405,21.0938,27.9492,-30.2280,-26.1060,0.006933,0.022092,0.084970,0.000030,0.1000
0.0175,descent,0.4405,21.0938,27.9492,-30.2280,-26.1060,0.006933,0.022092,0.084993,0.000007,0.1000
0.0183,descent,0.4405,21.0059,27.8613,-30.2280,-26.1060,0.006958,0.022198,0.084993,0.000007,0.1000
0.0194,descent,0.4405,21.0059,27.8613,-30.2280,-24.7320,0.006958,0.022144,0.084976,0.000024,0.1000
