Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad
0.0007,descent,0.3357,21.4453,31.5527,97.5540,-12.3660,0.005624,0.017084,0.084973,0.000027,0.1000
0.0018,descent,0.3357,21.6211,31.5527,103.0500,-12.3660,0.005511,0.017091,0.084973,0.000027,0.1000
0.0029,descent,0.3357,21.7969,31.5527,105.7980,-10.9920,0.005426,0.017043,0.084980,0.000020,0.1000
0.0040,descent,0.3357,21.8848,31.5527,108.5460,-10.9920,0.005370,0.017046,0.084989,0.000011,0.1000
0.0052,descent,0.3357,21.9727,31.5527,111.2940,-10.9920,0.005313,0.017050,0.084989,0.000011,0.1000
0.0063,descent,0.3357,22.0605,31.5527,112.6680,-9.6180,0.005271,0.016999,0.084995,0.000005,0.1000
0.0074,descent,0.3357,22.1484,31.4648,114.0420,-9.6180,0.005225,0.017111,0.084995,0.000005,0.1000
0.0085,descent,0.3357,22.3242,31.4648,116.7900,-9.6180,0.005140,0.017118,0.084996,0.000004,0.1000
0.0096,descent,0.3357,22.4121,31.4648,118.1640,-9.6180,0.005098,0.017121,0.084996,0.000004,0.1000
0.0107,descent,0.3357,22.5000,31.4648,119.5380,-9.6180,0.005056,0.017125,0.084991,0.000009,0.1000
0.0118,descent,0.3357,22.6758,31.4648,119.5380,-8.2440,0.005000,0.017077,0.084991,0.000009,0.1000
0.0130,descent,0.3357,22.8516,31.4648,120.9120,-8.2440,0.004929,0.017084,0.084990,0.000010,0.1000
0.0141,descent,0.3357,22.9395,31.4648,120.9120,-8.2440,0.004901,0.017087,0.084982,0.000018,0.1000
0.0152,descent,0.3357,23.0273,31.3770,120.9120,-8.2440,0.004870,0.017200,0.084982,0.000018,0.1000
0.0163,descent,0.3357,23.2031,31.3770,120.9120,-8.2440,0.004814,0.017207,0.084988,0.000012,0.1000
0.0174,descent,0.3357,23.2910,31.3770,120.9120,-9.6180,0.004786,0.017264,0.084988,0.000012,0.1000
0.0185,descent,0.3357,23.3789,31.3770,120.9120,-9.6180,0.004758,0.017268,0.084974,0.000026,0.1000
0.0196,descent,0.3357,23.4668,31.3770,120.9120,-8.2440,0.004730,0.017217,0.084974,0.000026,0.1000
0.0207,descent,0.3357,23.5547,31.3770,120.9120,-8.2440,0.004702,0.017220,0.084977,0.000023,0.1000
0.0218,descent,0.3357,23.7305,31.2891,119.5380,-8.2440,0.004657,0.017336,0.084977,0.000023,0.1000
0.0229,descent,0.3357,23.9062,31.2891,118.1640,-9.6180,0.004616,0.017397,0.084985,0.000015,0.1000
0.0240,descent,0.3357,23.9941,31.2891,118.1640,-9.6180,0.004588,0.017401,0.084996,0.000004,0.1000
0.0252,descent,0.3357,24.0820,31.2891,118.1640,-9.6180,0.004560,0.017404,0.084996,0.000004,0.1000
0.0263,descent,0.3357,24.1699,31.2891,116.7900,-9.6180,0.004546,0.017408,0.084985,0.000015,0.1000
0.0274,descent,0.3357,24.2578,31.2012,116.7900,-9.6180,0.004515,0.017520,0.084985,0.000015,0.1000
0.0285,descent,0.3357,24.4336,31.2012,115.4160,-10.9920,0.004474,0.017581,0.084986,0.000014,0.1000
0.0296,descent,0.3357,24.5215,31.2012,114.0420,-10.9920,0.004460,0.017585,0.084986,0.000014,0.1000
0.0309,descent,0.3357,24.5215,31.2012,114.0420,-10.9920,0.004460,0.017585,0.084995,0.000005,0.1000
0.0320,descent,0.3357,24.6973,31.2012,112.6680,-10.9920,0.004418,0.017592,0.084985,0.000015,0.1000
0.0330,descent,0.3357,24.8730,31.1133,111.2940,-10.9920,0.004374,0.017708,0.084985,0.000015,0.1000
0.0341,descent,0.3357,24.9609,31.1133,111.2940,-10.9920,0.004346,0.017711,0.084974,0.000026,0.1000
0.0352,descent,0.3357,25.0488,31.1133,109.9200,-10.9920,0.004332,0.017715,0.084974,0.000026,0.1000
0.0363,descent,0.3357,25.1367,31.1133,109.9200,-12.3660,0.004304,0.017772,0.084980,0.000020,0.1000
