Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0005,descent,1.5323,-0.4651,99.3164,31.9043,21.9840,-10.9920,0.043096,0.024596,0.084985,0.000015,100.00
0.0045,descent,1.5323,-0.4651,99.3164,31.9922,19.2360,-10.9920,0.043052,0.024459,0.084995,0.000005,100.00
0.0050,descent,1.5323,-0.4651,99.3164,31.9922,19.2360,-10.9920,0.043052,0.024459,0.084995,0.000005,100.00
0.0061,descent,1.5323,-0.4651,99.2285,31.9043,16.4880,-12.3660,0.043303,0.024764,0.084995,0.000005,100.00
0.0071,descent,1.5323,-0.4651,99.2285,31.9922,8.2440,-10.9920,0.043348,0.024589,0.084986,0.000014,100.00
0.0082,descent,1.5323,-0.4651,99.1406,31.9043,4.1220,-10.9920,0.044254,0.024843,0.085007,-0.000007,100.00
0.0093,descent,1.5323,-0.4651,99.0527,31.9043,0.0000,-10.9920,0.243797,0.024950,0.085007,-0.000007,100.00
0.0104,descent,1.5323,-0.4651,99.0527,31.9043,-1.3740,-10.9920,0.149387,0.024955,0.084978,0.000022,100.00
0.0115,descent,1.5323,-0.4651,99.0527,31.9043,-4.1220,-10.9920,0.044504,0.024965,0.084978,0.000022,100.00
0.0126,descent,1.5323,-0.4651,98.9648,31.9043,-5.4960,-10.9920,0.044008,0.025063,0.085004,-0.000004,100.00
0.0137,descent,1.5323,-0.4651,98.9648,31.9043,-8.2440,-10.9920,0.044048,0.025073,0.085004,-0.000004,100.00
0.0148,descent,1.5323,-0.4651,98.9648,31.9043,-9.6180,-9.6180,0.044066,0.025020,0.084993,0.000007,100.00
0.0159,descent,1.5323,-0.4651,98.9648,31.9043,-10.9920,-9.6180,0.044090,0.025025,0.084993,0.000007,100.00
0.0171,descent,1.5323,-0.4651,98.8770,31.9043,-12.3660,-9.6180,0.044222,0.025123,0.084979,0.000021,100.00
0.0182,descent,1.5323,-0.4651,98.8770,31.9043,-13.7400,-8.2440,0.044241,0.025071,0.084979,0.000021,100.00
0.0198,descent,1.5323,-0.4651,98.8770,31.9043,-13.7400,-8.2440,0.044241,0.025071,0.084991,0.000009,100.00
0.0207,descent,1.5323,-0.4651,98.7891,31.9043,-15.1140,-8.2440,0.044374,0.025169,0.084988,0.000012,100.00
0.0216,descent,1.5323,-0.4651,98.7891,31.9043,-16.4880,-8.2440,0.044398,0.025174,0.084988,0.000012,100.00
0.0228,descent,1.5323,-0.4651,98.7891,31.9043,-16.4880,-8.2440,0.044398,0.025174,0.084974,0.000026,100.00
0.0237,descent,1.5323,-0.4651,98.7012,31.9043,-17.8620,-6.8700,0.044526,0.025215,0.084974,0.000026,100.00
