Time_s,Force_Ref_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,k_scalar
0.0489,0.5000,1.244921,1.251312,-0.126306,45.5273,45.8789,0.496648
0.0500,0.5000,1.244921,1.251312,-0.126306,45.6152,45.8789,0.496574
0.0512,0.5000,1.244921,1.251312,-0.126306,45.6152,45.9668,0.496499
0.0523,0.5000,1.244921,1.251312,-0.126306,45.7031,46.0547,0.496425
0.0534,0.5000,1.244921,1.251312,-0.126306,45.8789,46.1426,0.496350
0.0545,0.5000,1.244921,1.251312,-0.126306,46.0547,46.1426,0.496276
0.0556,0.5000,1.244921,1.251312,-0.126306,46.1426,46.2305,0.496201
0.0567,0.5000,1.244921,1.251312,-0.126306,46.2305,46.2305,0.496127
0.0578,0.5000,1.244921,1.251312,-0.126306,46.3184,46.3184,0.496052
0.0589,0.5000,1.244921,1.251312,-0.126306,46.4062,46.3184,0.495978
0.0600,0.5000,1.244921,1.251312,-0.126306,46.4941,46.3184,0.495903
0.0612,0.5000,1.244921,1.251312,-0.126306,46.5820,46.4062,0.495829
0.0623,0.5000,1.244921,1.251312,-0.126306,46.6699,46.4062,0.495754
0.0633,0.5000,1.244921,1.251312,-0.126306,46.8457,46.4062,0.495680
0.0645,0.5000,1.244921,1.251312,-0.126306,47.0215,46.4062,0.495605
0.0656,0.5000,1.244921,1.251312,-0.126306,47.1094,46.4062,0.495531
0.0667,0.5000,1.244921,1.251312,-0.126306,47.1973,46.4062,0.495456
0.0678,0.5000,1.244921,1.251312,-0.126306,47.2852,46.4062,0.495382
0.0689,0.5000,1.244921,1.251312,-0.126306,47.3730,46.4062,0.495307
0.0700,0.5000,1.244921,1.251312,-0.126306,47.4609,46.4062,0.495233
0.0712,0.5000,1.244921,1.251312,-0.126306,47.5488,46.4062,0.495158
0.0723,0.5000,1.244921,1.251312,-0.126306,47.6367,46.4062,0.495084
0.0734,0.5000,1.244921,1.251312,-0.126306,47.8125,46.3184,0.495009
0.0745,0.5000,1.244921,1.251312,-0.126306,47.9004,46.3184,0.494935
0.0759,0.5000,1.244921,1.251312,-0.126306,47.9004,46.3184,0.494860
0.0768,0.5000,1.244921,1.251312,-0.126306,47.9883,46.3184,0.494786
0.0779,0.5000,1.244921,1.251312,-0.126306,48.1641,46.2305,0.494711
0.0793,0.5000,1.244921,1.251312,-0.126306,48.2520,46.2305,0.494637
0.0802,0.5000,1.244921,1.251312,-0.126306,48.3398,46.2305,0.494562
0.0815,0.5000,1.244921,1.251312,-0.126306,48.3398,46.2305,0.494488
0.0823,0.5000,1.244921,1.251312,-0.126306,48.4277,46.1426,0.494413
0.0834,0.5000,1.244921,1.251312,-0.126306,48.5156,46.1426,0.494339
0.0850,0.5000,1.244921,1.251312,-0.126306,48.6914,46.0547,0.494264
0.0857,0.5000,1.244921,1.251312,-0.126306,48.6914,46.0547,0.494190
0.0868,0.5000,1.244921,1.251312,-0.126306,48.7793,46.0547,0.494115
0.0880,0.5000,1.244921,1.251312,-0.126306,48.7793,46.0547,0.494041
0.0889,0.5000,1.244921,1.251312,-0.126306,48.7793,45.9668,0.493966
0.0900,0.5000,1.244921,1.251312,-0.126306,48.8672,45.9668,0.493892
0.0912,0.5000,1.244921,1.251312,-0.126306,48.9551,45.8789,0.493818
0.0923,0.5000,1.244921,1.251312,-0.126306,48.9551,45.8789,0.493743
0.0934,0.5000,1.244921,1.251312,-0.126306,49.0430,45.8789,0.493669
0.0945,0.5000,1.244921,1.251312,-0.126306,49.0430,45.8789,0.493594
0.0956,0.5000,1.244921,1.251312,-0.126306,49.0430,45.7910,0.493520
0.0967,0.5000,1.244921,1.251312,-0.126306,49.1309,45.7031,0.493445
0.0978,0.5000,1.244921,1.251312,-0.126306,49.1309,45.6152,0.493371
0.0990,0.5000,1.244921,1.251312,-0.126306,49.2188,45.6152,0.493296
0.1000,0.5000,1.244921,1.251312,-0.126306,49.2188,45.5273,0.493222
0.1012,0.5000,1.244921,1.251312,-0.126306,49.2188,45.5273,0.493147
0.1023,0.5000,1.244921,1.251312,-0.126306,49.3066,45.4395,0.493073
0.1035,0.5000,1.244921,1.251312,-0.126306,49.3066,45.3516,0.492998
0.1045,0.5000,1.244921,1.251312,-0.126306,49.3066,45.3516,0.492924
0.1056,0.5000,1.244921,1.251312,-0.126306,49.3066,45.2637,0.492849
0.1067,0.5000,1.244921,1.251312,-0.126306,49.3066,45.2637,0.492775
0.1078,0.5000,1.244921,1.251312,-0.126306,49.3066,45.1758,0.492700
0.1089,0.5000,1.244921,1.251312,-0.126306,49.3066,45.1758,0.492626
0.1100,0.5000,1.244921,1.251312,-0.126306,49.3066,45.0000,0.492551
0.1112,0.5000,1.244921,1.251312,-0.126306,49.3066,45.0000,0.492477
0.1123,0.5000,1.244921,1.251312,-0.126306,49.3066,44.9121,0.492402
0.1134,0.5000,1.244921,1.251312,-0.126306,49.3066,44.9121,0.492328
0.1144,0.5000,1.244921,1.251312,-0.126306,49.3066,44.8242,0.492253
0.1156,0.5000,1.244921,1.251312,-0.126306,49.3066,44.8242,0.492179
0.1167,0.5000,1.244921,1.251312,-0.126306,49.3066,44.7363,0.492104
0.1178,0.5000,1.244921,1.251312,-0.126306,49.3066,44.6484,0.492030
0.1189,0.5000,1.244921,1.251312,-0.126306,49.3066,44.6484,0.491955
0.1200,0.5000,1.244921,1.251312,-0.126306,49.3066,44.5605,0.491881
0.1212,0.5000,1.244921,1.251312,-0.126306,49.2188,44.5605,0.491806
0.1223,0.5000,1.244921,1.251312,-0.126306,49.2188,44.5605,0.491732
0.1235,0.5000,1.244921,1.251312,-0.126306,49.2188,44.3848,0.491657
0.1245,0.5000,1.244921,1.251312,-0.126306,49.2188,44.3848,0.491583
0.1256,0.5000,1.244921,1.251312,-0.126306,49.2188,44.3848,0.491508
0.1267,0.5000,1.244921,1.251312,-0.126306,49.2188,44.2969,0.491434
0.1278,0.5000,1.244921,1.251312,-0.126306,49.2188,44.2090,0.491359
0.1289,0.5000,1.244921,1.251312,-0.126306,49.1309,44.2090,0.491285
0.1300,0.5000,1.244921,1.251312,-0.126306,49.1309,44.1211,0.491210
0.1312,0.5000,1.244921,1.251312,-0.126306,49.1309,44.1211,0.491136
0.1323,0.5000,1.244921,1.251312,-0.126306,49.1309,44.0332,0.491061
0.1335,0.5000,1.244921,1.251312,-0.126306,49.0430,44.0332,0.490987
0.1344,0.5000,1.244921,1.251312,-0.126306,49.0430,43.9453,0.490912
0.1356,0.5000,1.245027,1.251318,-0.125315,49.0430,43.8574,0.490838
0.1367,0.5000,1.245027,1.251318,-0.125315,49.0430,43.8574,0.490763
0.1378,0.5000,1.245027,1.251318,-0.125315,49.0430,43.7695,0.490689
0.1389,0.5000,1.245027,1.251318,-0.125315,48.9551,43.7695,0.490614
0.1400,0.5000,1.245027,1.251318,-0.125315,48.9551,43.5937,0.490540
0.1412,0.5000,1.245027,1.251318,-0.125315,48.9551,43.5937,0.490465
0.1423,0.5000,1.245027,1.251318,-0.125315,48.9551,43.5059,0.490391
0.1433,0.5000,1.245027,1.251318,-0.125315,48.8672,43.5059,0.490316
0.1445,0.5000,1.245027,1.251318,-0.125315,48.8672,43.3301,0.490242
0.1456,0.5000,1.245027,1.251318,-0.125315,48.8672,43.3301,0.490167
0.1467,0.5000,1.245027,1.251318,-0.125315,48.8672,43.3301,0.490093
0.1478,0.5000,1.245027,1.251318,-0.125315,48.8672,43.2422,0.490018
0.1489,0.5000,1.245027,1.251318,-0.125315,48.8672,43.2422,0.489944
0.1500,0.5000,1.245027,1.251318,-0.125315,48.8672,43.1543,0.489869
0.1512,0.5000,1.245027,1.251318,-0.125315,48.8672,43.1543,0.489795
0.1523,0.5000,1.245027,1.251318,-0.125315,48.8672,43.0664,0.489720
0.1535,0.5000,1.245027,1.251318,-0.125315,48.8672,42.9785,0.489646
0.1544,0.5000,1.245027,1.251318,-0.125315,48.8672,42.9785,0.489571
0.1556,0.5000,1.245027,1.251318,-0.125315,48.8672,42.8906,0.489497
0.1567,0.5000,1.245027,1.251318,-0.125315,48.8672,42.8906,0.489422
0.1578,0.5000,1.245027,1.251318,-0.125315,48.8672,42.8906,0.489348
0.1589,0.5000,1.245027,1.251318,-0.125315,48.8672,42.8027,0.489273
0.1600,0.5000,1.245027,1.251318,-0.125315,48.8672,42.8027,0.489199
0.1612,0.5000,1.245027,1.251318,-0.125315,48.8672,42.7148,0.489124
0.1623,0.5000,1.245027,1.251318,-0.125315,48.8672,42.7148,0.489050
0.1635,0.5000,1.245027,1.251318,-0.125315,48.8672,42.6270,0.488975
0.1644,0.5000,1.245027,1.251318,-0.125315,48.8672,42.6270,0.488901
0.1656,0.5000,1.245027,1.251318,-0.125315,48.8672,42.6270,0.488826
0.1667,0.5000,1.245027,1.251318,-0.125315,48.8672,42.5391,0.488752
0.1678,0.5000,1.245027,1.251318,-0.125315,48.8672,42.5391,0.488677
0.1689,0.5000,1.245027,1.251318,-0.125315,48.7793,42.5391,0.488603
0.1700,0.5000,1.245027,1.251318,-0.125315,48.7793,42.4512,0.488528
0.1712,0.5000,1.245027,1.251318,-0.125315,48.7793,42.4512,0.488454
0.1723,0.5000,1.245027,1.251318,-0.125315,48.8672,42.4512,0.488379
0.1733,0.5000,1.245027,1.251318,-0.125315,48.8672,42.3633,0.488305
0.1744,0.5000,1.245027,1.251318,-0.125315,48.7793,42.3633,0.488230
0.1756,0.5000,1.245027,1.251318,-0.125315,48.7793,42.3633,0.488156
0.1767,0.5000,1.245027,1.251318,-0.125315,48.7793,42.1875,0.488081
0.1778,0.5000,1.245027,1.251318,-0.125315,48.7793,42.1875,0.488007
0.1789,0.5000,1.245027,1.251318,-0.125315,48.7793,42.1875,0.487932
0.1800,0.5000,1.245027,1.251318,-0.125315,48.7793,42.1875,0.487858
0.1812,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0996,0.487783
0.1823,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0996,0.487709
0.1835,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0996,0.487634
0.1844,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487560
0.1856,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487485
0.1867,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487411
0.1878,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487336
0.1889,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487262
0.1900,0.5000,1.245027,1.251318,-0.125315,48.7793,42.0117,0.487187
0.1912,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.487113
0.1923,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.487038
0.1934,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486964
0.1944,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486889
0.1956,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486815
0.1967,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486740
0.1978,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486666
0.1989,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486591
0.2000,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486517
0.2012,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486442
0.2023,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486368
0.2033,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486293
0.2045,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486219
0.2056,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486144
0.2067,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.486070
0.2078,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485995
0.2094,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485921
0.2100,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485846
0.2112,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485772
0.2123,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485697
0.2135,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485623
0.2145,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485548
0.2156,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485474
0.2167,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485399
0.2178,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485325
0.2189,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485250
0.2200,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485176
0.2212,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485101
0.2223,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.485027
0.2234,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.484952
0.2245,0.5000,1.245027,1.251318,-0.125315,48.6914,42.0117,0.484878
0.2256,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484802
0.2267,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484727
0.2278,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484652
0.2289,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484576
0.2300,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484501
0.2312,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484426
0.2323,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0117,0.484351
0.2334,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0996,0.484275
0.2344,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0996,0.484200
0.2356,0.5000,1.252844,1.258671,-0.120979,48.6914,42.0996,0.484125
0.2367,0.5000,1.252844,1.258671,-0.120979,48.6914,42.1875,0.484049
0.2378,0.5000,1.252844,1.258671,-0.120979,48.7793,42.1875,0.483974
0.2389,0.5000,1.252844,1.258671,-0.120979,48.7793,42.3633,0.483899
0.2400,0.5000,1.252844,1.258671,-0.120979,48.7793,42.4512,0.483824
0.2412,0.5000,1.252844,1.258671,-0.120979,48.8672,42.5391,0.483748
0.2423,0.5000,1.252844,1.258671,-0.120979,48.8672,42.6270,0.483673
0.2434,0.5000,1.252844,1.258671,-0.120979,49.0430,42.8027,0.483598
0.2445,0.5000,1.252844,1.258671,-0.120979,49.1309,42.8906,0.483522
0.2456,0.5000,1.252844,1.258671,-0.120979,49.2188,42.9785,0.483447
0.2467,0.5000,1.252844,1.258671,-0.120979,49.3066,43.1543,0.483372
0.2478,0.5000,1.252844,1.258671,-0.120979,49.3945,43.2422,0.483297
0.2490,0.5000,1.252844,1.258671,-0.120979,49.4824,43.3301,0.483221
0.2500,0.5000,1.252844,1.258671,-0.120979,49.5703,43.4180,0.483146
0.2512,0.5000,1.252844,1.258671,-0.120979,49.6582,43.5059,0.483071
0.2523,0.5000,1.252844,1.258671,-0.120979,49.7461,43.7695,0.482995
0.2535,0.5000,1.252844,1.258671,-0.120979,49.9219,43.9453,0.482920
0.2545,0.5000,1.252844,1.258671,-0.120979,50.0098,44.0332,0.482845
0.2556,0.5000,1.252844,1.258671,-0.120979,50.1855,44.1211,0.482770
0.2567,0.5000,1.252844,1.258671,-0.120979,50.2734,44.2090,0.482694
0.2578,0.5000,1.252844,1.258671,-0.120979,50.3613,44.2969,0.482619
0.2589,0.5000,1.252844,1.258671,-0.120979,50.4492,44.3848,0.482544
0.2600,0.5000,1.252844,1.258671,-0.120979,50.5371,44.4727,0.482468
0.2612,0.5000,1.252844,1.258671,-0.120979,50.6250,44.5605,0.482393
0.2623,0.5000,1.252844,1.258671,-0.120979,50.7129,44.6484,0.482318
0.2635,0.5000,1.252844,1.258671,-0.120979,50.8008,44.8242,0.482243
0.2645,0.5000,1.252844,1.258671,-0.120979,50.8887,44.9121,0.482167
0.2656,0.5000,1.252844,1.258671,-0.120979,50.9766,45.0000,0.482092
0.2667,0.5000,1.252844,1.258671,-0.120979,51.0645,45.0000,0.482017
0.2678,0.5000,1.252844,1.258671,-0.120979,51.1523,45.1758,0.481942
0.2690,0.5000,1.252844,1.258671,-0.120979,51.2402,45.2637,0.481866
0.2700,0.5000,1.252844,1.258671,-0.120979,51.2402,45.3516,0.481791
0.2712,0.5000,1.252844,1.258671,-0.120979,51.3281,45.3516,0.481716
0.2723,0.5000,1.252844,1.258671,-0.120979,51.3281,45.4395,0.481640
0.2733,0.5000,1.252844,1.258671,-0.120979,51.4160,45.4395,0.481565
0.2745,0.5000,1.252844,1.258671,-0.120979,51.5039,45.5273,0.481490
0.2756,0.5000,1.252844,1.258671,-0.120979,51.5039,45.5273,0.481415
0.2767,0.5000,1.252844,1.258671,-0.120979,51.5918,45.6152,0.481339
0.2778,0.5000,1.252844,1.258671,-0.120979,51.5918,45.6152,0.481264
0.2789,0.5000,1.252844,1.258671,-0.120979,51.6797,45.7031,0.481189
0.2800,0.5000,1.252844,1.258671,-0.120979,51.6797,45.7031,0.481113
0.2812,0.5000,1.252844,1.258671,-0.120979,51.6797,45.7031,0.481038
0.2823,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480963
0.2833,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480888
0.2845,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480812
0.2856,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480737
0.2867,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480662
0.2878,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480586
0.2889,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480511
0.2900,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480436
0.2912,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480361
0.2923,0.5000,1.252844,1.258671,-0.120979,51.8555,45.7031,0.480285
0.2933,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480210
0.2945,0.5000,1.252844,1.258671,-0.120979,51.7676,45.7031,0.480135
0.2956,0.5000,1.252844,1.258671,-0.120979,51.7676,45.6152,0.480059
0.2968,0.5000,1.252844,1.258671,-0.120979,51.7676,45.6152,0.479984
0.2978,0.5000,1.252844,1.258671,-0.120979,51.7676,45.6152,0.479909
0.2990,0.5000,1.252844,1.258671,-0.120979,51.7676,45.6152,0.479834
0.3000,0.5000,1.252844,1.258671,-0.120979,51.7676,45.5273,0.479758
0.3012,0.5000,1.252844,1.258671,-0.120979,51.7676,45.5273,0.479683
0.3023,0.5000,1.252844,1.258671,-0.120979,51.7676,45.5273,0.479608
0.3033,0.5000,1.252844,1.258671,-0.120979,51.6797,45.5273,0.479532
0.3045,0.5000,1.252844,1.258671,-0.120979,51.6797,45.4395,0.479457
0.3056,0.5000,1.252844,1.258671,-0.120979,51.6797,45.4395,0.479382
0.3067,0.5000,1.252844,1.258671,-0.120979,51.5918,45.3516,0.479307
0.3078,0.5000,1.252844,1.258671,-0.120979,51.5918,45.3516,0.479231
0.3090,0.5000,1.252844,1.258671,-0.120979,51.5918,45.3516,0.479156
0.3100,0.5000,1.252844,1.258671,-0.120979,51.5918,45.3516,0.479081
0.3112,0.5000,1.267147,1.272511,-0.116716,51.5918,45.2637,0.479004
0.3123,0.5000,1.267147,1.272511,-0.116716,51.5039,45.2637,0.478927
0.3134,0.5000,1.267147,1.272511,-0.116716,51.5039,45.2637,0.478851
0.3144,0.5000,1.267147,1.272511,-0.116716,51.4160,45.1758,0.478774
0.3156,0.5000,1.267147,1.272511,-0.116716,51.4160,45.0000,0.478697
0.3167,0.5000,1.267147,1.272511,-0.116716,51.4160,45.0000,0.478620
0.3178,0.5000,1.267147,1.272511,-0.116716,51.3281,45.0000,0.478544
0.3190,0.5000,1.267147,1.272511,-0.116716,51.3281,44.9121,0.478467
0.3200,0.5000,1.267147,1.272511,-0.116716,51.3281,44.8242,0.478390
0.3212,0.5000,1.267147,1.272511,-0.116716,51.2402,44.8242,0.478314
0.3223,0.5000,1.267147,1.272511,-0.116716,51.2402,44.8242,0.478237
0.3234,0.5000,1.267147,1.272511,-0.116716,51.1523,44.7363,0.478160
0.3245,0.5000,1.267147,1.272511,-0.116716,51.1523,44.7363,0.478083
0.3256,0.5000,1.267147,1.272511,-0.116716,51.1523,44.6484,0.478007
0.3267,0.5000,1.267147,1.272511,-0.116716,51.0645,44.6484,0.477930
0.3278,0.5000,1.267147,1.272511,-0.116716,51.0645,44.6484,0.477853
0.3289,0.5000,1.267147,1.272511,-0.116716,51.0645,44.6484,0.477777
0.3300,0.5000,1.267147,1.272511,-0.116716,51.0645,44.5605,0.477700
0.3312,0.5000,1.267147,1.272511,-0.116716,50.9766,44.5605,0.477623
0.3323,0.5000,1.267147,1.272511,-0.116716,50.9766,44.5605,0.477546
0.3334,0.5000,1.267147,1.272511,-0.116716,50.9766,44.4727,0.477470
0.3344,0.5000,1.267147,1.272511,-0.116716,50.8887,44.4727,0.477393
0.3356,0.5000,1.267147,1.272511,-0.116716,50.8887,44.4727,0.477316
0.3367,0.5000,1.267147,1.272511,-0.116716,50.8887,44.3848,0.477240
0.3378,0.5000,1.267147,1.272511,-0.116716,50.8008,44.3848,0.477163
0.3389,0.5000,1.267147,1.272511,-0.116716,50.8008,44.3848,0.477086
0.3400,0.5000,1.267147,1.272511,-0.116716,50.8008,44.2969,0.477009
0.3412,0.5000,1.267147,1.272511,-0.116716,50.8008,44.2969,0.476933
0.3423,0.5000,1.267147,1.272511,-0.116716,50.7129,44.2969,0.476856
0.3434,0.5000,1.267147,1.272511,-0.116716,50.7129,44.2090,0.476779
0.3444,0.5000,1.267147,1.272511,-0.116716,50.7129,44.2090,0.476703
0.3456,0.5000,1.267147,1.272511,-0.116716,50.6250,44.1211,0.476626
0.3467,0.5000,1.267147,1.272511,-0.116716,50.6250,44.1211,0.476549
0.3478,0.5000,1.267147,1.272511,-0.116716,50.6250,44.1211,0.476472
0.3489,0.5000,1.267147,1.272511,-0.116716,50.5371,44.0332,0.476396
0.3500,0.5000,1.267147,1.272511,-0.116716,50.5371,44.0332,0.476319
0.3512,0.5000,1.267147,1.272511,-0.116716,50.5371,44.0332,0.476242
0.3523,0.5000,1.267147,1.272511,-0.116716,50.4492,44.0332,0.476166
0.3534,0.5000,1.267147,1.272511,-0.116716,50.4492,43.9453,0.476089
0.3544,0.5000,1.267147,1.272511,-0.116716,50.4492,43.9453,0.476012
0.3556,0.5000,1.267147,1.272511,-0.116716,50.3613,43.8574,0.475935
0.3567,0.5000,1.267147,1.272511,-0.116716,50.3613,43.8574,0.475859
0.3578,0.5000,1.267147,1.272511,-0.116716,50.2734,43.8574,0.475782
0.3589,0.5000,1.267147,1.272511,-0.116716,50.2734,43.7695,0.475705
0.3600,0.5000,1.267147,1.272511,-0.116716,50.2734,43.7695,0.475629
0.3612,0.5000,1.267147,1.272511,-0.116716,50.1855,43.7695,0.475552
0.3623,0.5000,1.267147,1.272511,-0.116716,50.1855,43.5937,0.475475
0.3634,0.5000,1.267147,1.272511,-0.116716,50.0977,43.5937,0.475398
0.3645,0.5000,1.267147,1.272511,-0.116716,50.0977,43.5937,0.475322
0.3656,0.5000,1.267147,1.272511,-0.116716,50.0098,43.5059,0.475245
0.3667,0.5000,1.267147,1.272511,-0.116716,50.0098,43.5059,0.475168
0.3678,0.5000,1.267147,1.272511,-0.116716,49.9219,43.4180,0.475092
0.3689,0.5000,1.267147,1.272511,-0.116716,49.9219,43.4180,0.475015
0.3700,0.5000,1.267147,1.272511,-0.116716,49.9219,43.4180,0.474938
0.3712,0.5000,1.267147,1.272511,-0.116716,49.8340,43.3301,0.474861
0.3723,0.5000,1.267147,1.272511,-0.116716,49.8340,43.3301,0.474785
0.3733,0.5000,1.267147,1.272511,-0.116716,49.8340,43.3301,0.474708
0.3744,0.5000,1.267147,1.272511,-0.116716,49.7461,43.3301,0.474631
0.3756,0.5000,1.267147,1.272511,-0.116716,49.6582,43.3301,0.474555
