time_s,k_rot,weight_step,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6,qdot_7,qdot_8,qdot_9,qdot_10,qdot_11,qdot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12
66.4264,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.023980823922397726,0.0,0.023980823922402104,1.5482235329035924e-06,1.992352526892418e-17,0.023980823922402104,1.2520748824015073e-61,2.073511201633787e-11,0.023980823922402104,-0.0,0.006269318286598422,0.011561520821605957,-0.02194245982120258,-0.013385368702276197,-0.0228507189295456,0.011450131987880334,0.02563049814107398,-0.02579413535185832,0.021076677760580486,-0.024934496148222615,0.026563620432139626,-0.015126545606228616,0.024254680785293616,-0.024246243531189638
66.4533,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.023980823922400397,0.0,0.023980823922402104,5.998135181988175e-07,7.718781902290467e-18,0.023980823922402104,4.850794632046097e-62,8.033207236839397e-12,0.023980823922402104,-0.0,0.017119023748052783,0.011561327518930246,-0.021942427563558353,-0.013385277564233404,-0.022850699295398975,0.011450126954270359,0.02563038366257433,-0.025794129545833138,0.021076557844956927,-0.024934498477094127,0.02656356041067542,-0.015126560741502114,0.024254639394266447,-0.019600441039965697
66.4804,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2072428800659996,0.02398082392240207,0.0,0.023980823922401435,0.0,0.023980823922402104,2.3238004652939628e-07,2.9904142590697236e-18,0.023980823922402104,1.8792972283858745e-62,3.1122290759346586e-12,0.023980823922402104,-0.0,0.007664556388410992,0.011561341351915453,-0.02194244051169119,-0.013385281536508595,-0.02285070038791057,0.011450149080992032,0.025630399671472015,-0.02579413161992952,0.021076564703996332,-0.02493449805799924,0.026563554700871392,-0.01512655750488093,0.024254618596929085,-0.023893853108038664
66.5070,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.023980823922401806,0.0,0.023980823922402104,1.0003199028917941e-07,1.2872752828459614e-18,0.023980823922402104,8.089758346640004e-63,1.3397125671984711e-12,0.023980823922402104,-0.0,0.01837324943122529,0.011561573635665932,-0.021942464913626888,-0.01338539449450373,-0.02285072440329321,0.011450132897151525,0.025630533628098955,-0.025794136358021677,0.021076711124405744,-0.024934495599758674,0.026563640326911355,-0.01512654222330987,0.02425469624054446,-0.018910216414797745
66.5340,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.023980823922401976,0.0,0.023980823922402104,3.8754442593477154e-08,4.987168195577958e-19,0.023980823922402104,3.1341381345471026e-63,5.190320979034772e-13,0.023980823922402104,-0.0,0.010571903794669648,0.011561357868123803,-0.02194244722542393,-0.013385288375163324,-0.022850701949245357,0.011450129573466807,0.025630412778343013,-0.025794132732947915,0.021076574309238587,-0.02493449776511961,0.02656355610777644,-0.015126555410665671,0.024254629614874058,-0.02278823934547706
66.5610,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.023980823922402042,0.0,0.023980823922402104,1.501426510048735e-08,1.932131141056061e-19,0.023980823922402104,1.2142293286797865e-63,2.0108366917646102e-13,0.023980823922402104,-0.0,0.016606642318663205,0.01156146998034632,-0.021942433060965497,-0.01338534911144348,-0.022850714302327102,0.011450128374020398,0.025630462173164604,-0.025794130975843342,0.021076649180768244,-0.02493449719468684,0.026563621833928325,-0.01512655328672467,0.024254690281214956,-0.019877664811513786
66.5880,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.02398082392240207,0.0,0.023980823922402104,5.816833927206444e-09,7.485471914800674e-20,0.023980823922402104,4.704173202752646e-64,7.790393344225875e-14,0.023980823922402104,-0.0,0.012876909532592691,0.011561534550391135,-0.021942442632871612,-0.013385379843081361,-0.022850720896194533,0.011450129904798866,0.02563050093238584,-0.02579413272761653,0.021076689430452114,-0.024934496444996696,0.026563643012479536,-0.01512654847399594,0.024254705447099133,-0.021770958860545208
66.6150,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.02398082392240207,0.0,0.023980823922402104,2.2535606445101115e-09,2.900025189627844e-20,0.023980823922402104,1.8224930825511266e-64,3.018157998922334e-14,0.023980823922402104,-0.0,0.008310362509417737,0.011561572623706889,-0.021942434785164004,-0.01338540119680573,-0.02285072518054516,0.01145012911717458,0.025630515920878255,-0.0257941316572653,0.021076715346023178,-0.02493449632271169,0.02656366818465971,-0.015126548366372177,0.024254729432406103,-0.023634490900709987
66.6409,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.02398082392240207,0.0,0.023980823922402104,8.730755668872627e-10,1.1235291770779371e-20,0.023980823922402104,7.060711612410751e-65,1.1692962478217525e-14,0.023980823922402104,-0.0,0.0032196047071658884,0.011561368807879368,-0.021942422792575265,-0.013385299825596327,-0.022850703831729977,0.011450126568313557,0.025630404303076247,-0.025794128968197945,0.02107658534709319,-0.024934498256543855,0.026563584198272223,-0.01512655986929338,0.024254661240436553,-0.02485554821362696
66.6680,0.06,0,0.0,0.0,0.0015339807878857015,0.0,-0.27304858024364376,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.02398082392240207,0.0,0.023980823922402104,3.382473630574156e-10,4.352782231893021e-21,0.023980823922402104,2.7354643455681517e-65,4.530093241169687e-15,0.023980823922402104,-0.0,0.0012473408300369107,0.011561573365032688,-0.021942422785155638,-0.01338540445149483,-0.022850725611979452,0.01145012761765825,0.025630509318684727,-0.02579412978950437,0.021076717766884558,-0.024934496601042026,0.026563679812489038,-0.015126550761527677,0.02425474310817414,-0.02503949142616197
