time_s,k_rot,weight_step,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,qdot_0,qdot_1,qdot_2,qdot_3,qdot_4,qdot_5,qdot_6,qdot_7,qdot_8,qdot_9,qdot_10,qdot_11,qdot_12,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12
19.4214,0.02,0,0.0,0.0,0.0015339807878857015,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.015839703421776805,0.0,4.890993790326671e-34,1.613805546782921e-17,4.493833031017284e-16,0.023980823922402104,0.002604846974412213,6.293081773990994e-63,0.023980823922402104,6.1192488469550535e-78,0.023980823922402104,0.011561522559847002,-0.02194245636863538,-0.017957399407181107,-0.02285071921603747,0.020129663633802825,0.023369763977945875,-0.022458271483998385,0.015698586981232526,-0.02201558188382079,0.02386652913154274,-0.012641759681978348,0.022170493758107035,-0.012724030376041882
19.4484,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.01512343511763245,0.0,1.894871205944323e-34,6.252213340855517e-18,1.7410029903610684e-16,0.023980823922402104,0.0010091710885969502,2.438068818196579e-63,0.023980823922402104,2.3707223806000134e-78,0.023980823922402104,0.011561332018771553,-0.021942516532099464,-0.017600648219395,-0.022850638892616654,0.02012966349699205,0.023369762535401264,-0.022458271308379966,0.01569858611751659,-0.022136897353798986,0.023866529386133532,-0.012641759970627482,0.022170494294668244,-0.012724030701888486
19.4747,0.02,0,0.0,0.0,0.0015339807878857015,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.008257211020873147,0.0,7.341119291989695e-35,2.4222355498465688e-18,6.745002298761475e-17,0.023980823922402104,0.00039097355662889285,9.445578137613709e-64,0.023980823922402104,9.184664239753014e-79,0.023980823922402104,0.011561523915204715,-0.02194244282433862,-0.021358823927767535,-0.02285071975819793,0.020129661958995643,0.02336975644920914,-0.022458269254780495,0.01569859005127523,-0.02215368631302546,0.023866542871960647,-0.012641762481404265,0.022170509660027524,-0.012724034966733515
19.5017,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.01549109173100483,0.0,2.8441000259099827e-35,9.38423681194742e-19,2.6131520888922955e-17,0.023980823922402104,0.00015147116649523492,3.659410500962013e-64,0.023980823922402104,3.558327111065927e-79,0.023980823922402104,0.011561288999173674,-0.021942478927591925,-0.017408099748095904,-0.022850635401343244,0.020129658605428855,0.02336971775201135,-0.02245826497550003,0.015698564385015348,-0.02215563121158866,0.023866545611632112,-0.012641769797752195,0.022170519737415333,-0.012724042755124638
19.5287,0.02,0,0.0,0.0,0.0015339807878857015,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.009323150255061665,0.0,1.1018626228029586e-35,3.635645614576471e-19,1.0123886601100247e-17,0.023980823922402104,5.8683033392984335e-05,1.4177306057344383e-64,0.023980823922402104,1.378568829391119e-79,0.023980823922402104,0.011561395979392618,-0.02194244190018139,-0.020977425311197007,-0.022850706163513885,0.02012966119123951,0.023369690568707715,-0.02245826872091098,0.015698507380700572,-0.022155699353554704,0.02386648369979332,-0.012641768287422049,0.022170459431625805,-0.012724033361866728
19.5557,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.017634133389498603,0.0,4.268841561371449e-36,1.408523601829922e-19,3.922201097578807e-18,0.023980823922402104,2.273500949311332e-05,5.492578845439024e-65,0.023980823922402104,5.3408581000286506e-80,0.023980823922402104,0.011561230751399474,-0.021942516768037882,-0.016247641570208617,-0.022850628108547148,0.020129663010209388,0.0233697109729096,-0.022458271046369625,0.015698520513889185,-0.022155622364151143,0.023866481599651355,-0.012641764361111566,0.02217045342635726,-0.012724029102458734
19.5827,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.006405438097455053,0.0,1.6538366851700502e-36,5.456909025889899e-20,1.519541067180318e-18,0.023980823922402104,8.808008495241609e-06,2.127937582171043e-65,0.023980823922402104,2.069157856792711e-80,0.023980823922402104,0.011561204503951868,-0.021942481197488206,-0.02119154089317179,-0.022850626343424926,0.020129658456748575,0.023369675987334245,-0.022458265098988368,0.015698509310280644,-0.02215557835782371,0.02386650373309863,-0.012641773023715101,0.022170483285868497,-0.012724040721017236
19.6097,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.016139463514999675,0.0,6.407302172947203e-37,2.1141183632387786e-20,5.887013433025809e-19,0.023980823922402104,3.412402958342659e-06,8.244066186461833e-66,0.023980823922402104,8.016341486968241e-81,0.023980823922402104,0.011561242630770359,-0.02194249522570704,-0.017063386871303328,-0.02285062999550414,0.02012966039398715,0.023369703966583496,-0.022458267527081844,0.01569853171274546,-0.022155557941558372,0.023866508050010383,-0.012641768389923475,0.022170482647312965,-0.01272403655625845
19.6367,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.018252437262532558,0.0,2.482320141013968e-37,8.190527700898473e-21,2.280749622972428e-19,0.023980823922402104,1.3220348227861602e-06,3.193920153307409e-66,0.023980823922402104,3.1056949388722236e-81,0.023980823922402104,0.011561226191308855,-0.021942489408606356,-0.01590330242041816,-0.022850628414111413,0.020129659587449677,0.023369692043047393,-0.022458266518355783,0.015698522015724765,-0.022155550203507537,0.02386650596457168,-0.012641770339074663,0.022170482659977713,-0.012724038273884684
19.6637,0.02,0,0.0,0.0,0.0,0.0,-0.0015339807878852574,0.9955535313377811,-1.3238254199453083,0.928058376670813,-1.5938060386131812,1.2532623037025692,-1.5646604036433542,1.007825377640866,-1.2087768608538854,0.02398082392240207,0.0,0.016891755374155066,0.0,9.617016828861808e-38,3.173178247050133e-21,8.836091342185438e-20,0.023980823922402104,5.121833775188426e-07,1.2373901076213119e-66,0.023980823922402104,1.2032098519027022e-81,0.023980823922402104,0.011561193941984663,-0.021942519435431348,-0.016656094482564814,-0.022850624114058093,0.02012966315417319,0.023369693797109466,-0.02245827137706602,0.01569849624632668,-0.022155546596116318,0.023866461726482425,-0.012641765411244323,0.022170435638271004,-0.012724027648570847
