Time_s,Phase,Force_N,UR5_Z_m,UR5_displacement_m
0.0053,descent,0.2742,0.099996,0.000004
0.0105,descent,0.2747,0.100003,-0.000003
0.0157,descent,0.2747,0.099983,0.000017
0.0208,descent,0.2747,0.099984,0.000016
0.0260,descent,0.2747,0.100012,-0.000012
0.0312,descent,0.2747,0.099982,0.000018
0.0365,descent,0.2747,0.099979,0.000021
0.0417,descent,0.2747,0.099988,0.000012
0.0469,descent,0.2747,0.099974,0.000026
0.0521,descent,0.2747,0.099970,0.000030
0.0574,descent,0.2747,0.100000,0.000000
0.0626,descent,0.2747,0.099985,0.000015
0.0678,descent,0.2747,0.099950,0.000050
0.0730,descent,0.2747,0.099956,0.000044
0.0781,descent,0.2747,0.099967,0.000033
0.0833,descent,0.2747,0.099948,0.000052
0.0886,descent,0.2747,0.099967,0.000033
0.0939,descent,0.2747,0.099955,0.000045
0.0992,descent,0.2747,0.099943,0.000057
0.1006,descent,0.2755,0.099943,0.000057
0.1058,descent,0.2755,0.099935,0.000065
0.1111,descent,0.2755,0.099932,0.000068
0.1189,descent,0.2755,0.099922,0.000078
0.1242,descent,0.2755,0.099910,0.000090
0.1295,descent,0.2755,0.099896,0.000104
0.1348,descent,0.2755,0.099899,0.000101
0.1401,descent,0.2755,0.099896,0.000104
0.1454,descent,0.2755,0.099879,0.000121
0.1506,descent,0.2755,0.099888,0.000112
0.1558,descent,0.2755,0.099871,0.000129
0.1611,descent,0.2755,0.099866,0.000134
0.1662,descent,0.2755,0.099836,0.000164
0.1714,descent,0.2755,0.099851,0.000149
0.1766,descent,0.2755,0.099815,0.000185
0.1817,descent,0.2755,0.099793,0.000207
0.1854,descent,0.2776,0.099806,0.000194
0.1905,descent,0.2776,0.099797,0.000203
0.1957,descent,0.2776,0.099776,0.000224
0.2008,descent,0.2776,0.099765,0.000235
0.2060,descent,0.2776,0.099750,0.000250
0.2111,descent,0.2776,0.099754,0.000246
0.2162,descent,0.2776,0.099730,0.000270
0.2213,descent,0.2776,0.099713,0.000287
0.2263,descent,0.2776,0.099703,0.000297
0.2314,descent,0.2776,0.099674,0.000326
0.2366,descent,0.2776,0.099661,0.000339
0.2417,descent,0.2776,0.099651,0.000349
0.2469,descent,0.2776,0.099644,0.000356
0.2520,descent,0.2776,0.099626,0.000374
0.2573,descent,0.2776,0.099599,0.000401
0.2625,descent,0.2776,0.099587,0.000413
0.2676,descent,0.2776,0.099571,0.000429
0.2727,descent,0.2776,0.099547,0.000453
0.2754,descent,0.2897,0.099543,0.000457
0.2805,descent,0.2897,0.099531,0.000469
0.2857,descent,0.2897,0.099499,0.000501
0.2909,descent,0.2897,0.099504,0.000496
0.2962,descent,0.2897,0.099479,0.000521
0.3014,descent,0.2897,0.099484,0.000516
0.3065,descent,0.2897,0.099481,0.000519
0.3118,descent,0.2897,0.099448,0.000552
0.3172,descent,0.2897,0.099444,0.000556
0.3225,descent,0.2897,0.099455,0.000545
0.3278,descent,0.2897,0.099430,0.000570
0.3330,descent,0.2897,0.099430,0.000570
0.3383,descent,0.2897,0.099422,0.000578
0.3435,descent,0.2897,0.099427,0.000573
0.3491,descent,0.2897,0.099400,0.000600
0.3544,descent,0.2897,0.099413,0.000587
0.3595,descent,0.2897,0.099393,0.000607
0.3646,descent,0.2897,0.099401,0.000599
0.3653,descent,0.3221,0.099394,0.000606
0.3705,descent,0.3221,0.099374,0.000626
0.3756,descent,0.3221,0.099379,0.000621
0.3807,descent,0.3221,0.099368,0.000632
0.3859,descent,0.3221,0.099357,0.000643
0.3911,descent,0.3221,0.099343,0.000657
0.3962,descent,0.3221,0.099332,0.000668
0.4014,descent,0.3221,0.099325,0.000675
0.4066,descent,0.3221,0.099303,0.000697
0.4118,descent,0.3221,0.099290,0.000710
0.4170,descent,0.3221,0.099275,0.000725
0.4222,descent,0.3221,0.099255,0.000745
0.4274,descent,0.3221,0.099255,0.000745
0.4325,descent,0.3221,0.099239,0.000761
0.4378,descent,0.3221,0.099222,0.000778
0.4429,descent,0.3221,0.099222,0.000778
