Time_s,Phase,Force_N,UR5_Z_m,UR5_displacement_m
0.3647,descent,0.3026,0.099380,0.000620
0.3698,descent,0.3026,0.099390,0.000610
0.3750,descent,0.3026,0.099364,0.000636
0.3802,descent,0.3026,0.099369,0.000631
0.3853,descent,0.3026,0.099360,0.000640
0.3906,descent,0.3026,0.099332,0.000668
0.3958,descent,0.3026,0.099319,0.000681
0.4010,descent,0.3026,0.099306,0.000694
0.4061,descent,0.3026,0.099305,0.000695
0.4113,descent,0.3026,0.099292,0.000708
0.4165,descent,0.3026,0.099267,0.000733
0.4216,descent,0.3026,0.099267,0.000733
0.4269,descent,0.3026,0.099253,0.000747
0.4321,descent,0.3026,0.099257,0.000743
0.4341,descent,0.3493,0.099234,0.000766
0.4393,descent,0.3493,0.099219,0.000781
0.4444,descent,0.3493,0.099212,0.000788
0.4495,descent,0.3493,0.099191,0.000809
0.4546,descent,0.3493,0.099173,0.000827
0.4598,descent,0.3493,0.099176,0.000824
0.4649,descent,0.3493,0.099150,0.000850
0.4701,descent,0.3493,0.099157,0.000843
0.4753,descent,0.3493,0.099141,0.000859
0.4804,descent,0.3493,0.099134,0.000866
0.4856,descent,0.3493,0.099109,0.000891
0.4908,descent,0.3493,0.099103,0.000897
0.4960,descent,0.3493,0.099085,0.000915
0.5011,descent,0.3493,0.099088,0.000912
0.5063,descent,0.3493,0.099056,0.000944
0.5115,descent,0.3493,0.099047,0.000953
0.5166,descent,0.3493,0.099032,0.000968
0.5218,descent,0.3493,0.099011,0.000989
0.5240,descent,0.3864,0.099010,0.000990
0.5292,descent,0.3864,0.098991,0.001009
0.5343,descent,0.3864,0.098984,0.001016
0.5395,descent,0.3864,0.098995,0.001005
0.5446,descent,0.3864,0.098985,0.001015
0.5498,descent,0.3864,0.098968,0.001032
0.5549,descent,0.3864,0.098962,0.001038
0.5601,descent,0.3864,0.098945,0.001055
0.5653,descent,0.3864,0.098953,0.001047
0.5704,descent,0.3864,0.098947,0.001053
0.5756,descent,0.3864,0.098919,0.001081
0.5809,descent,0.3864,0.098914,0.001086
0.5861,descent,0.3864,0.098909,0.001091
0.5913,descent,0.3864,0.098889,0.001111
0.5966,descent,0.3864,0.098891,0.001109
0.6019,descent,0.3864,0.098876,0.001124
0.6072,descent,0.3864,0.098871,0.001129
0.6126,descent,0.3864,0.098864,0.001136
0.6142,descent,0.4131,0.098848,0.001152
0.6194,descent,0.4131,0.098832,0.001168
0.6246,descent,0.4131,0.098825,0.001175
0.6299,descent,0.4131,0.098827,0.001173
0.6351,descent,0.4131,0.098803,0.001197
0.6403,descent,0.4131,0.098795,0.001205
0.6455,descent,0.4131,0.098773,0.001227
0.6507,descent,0.4131,0.098768,0.001232
0.6559,descent,0.4131,0.098756,0.001244
0.6611,descent,0.4131,0.098753,0.001247
0.6663,descent,0.4131,0.098740,0.001260
0.6714,descent,0.4131,0.098729,0.001271
0.6766,descent,0.4131,0.098720,0.001280
0.6818,descent,0.4131,0.098705,0.001295
0.6870,descent,0.4131,0.098707,0.001293
0.6921,descent,0.4131,0.098679,0.001321
0.6973,descent,0.4131,0.098676,0.001324
0.6991,descent,0.4468,0.098668,0.001332
0.7043,descent,0.4468,0.098678,0.001322
0.7095,descent,0.4468,0.098658,0.001342
0.7146,descent,0.4468,0.098644,0.001356
0.7198,descent,0.4468,0.098620,0.001380
0.7250,descent,0.4468,0.098613,0.001387
0.7301,descent,0.4468,0.098615,0.001385
0.7353,descent,0.4468,0.098605,0.001395
0.7405,descent,0.4468,0.098551,0.001449
0.7456,descent,0.4468,0.098566,0.001434
0.7508,descent,0.4468,0.098557,0.001443
0.7560,descent,0.4468,0.098544,0.001456
0.7611,descent,0.4468,0.098527,0.001473
0.7663,descent,0.4468,0.098528,0.001472
0.7715,descent,0.4468,0.098522,0.001478
0.7766,descent,0.4468,0.098508,0.001492
0.7818,descent,0.4468,0.098495,0.001505
0.7870,descent,0.4468,0.098487,0.001513
0.7889,descent,0.4785,0.098477,0.001523
0.7941,descent,0.4785,0.098446,0.001554
0.7993,descent,0.4785,0.098466,0.001534
0.8044,descent,0.4785,0.098448,0.001552
0.8096,descent,0.4785,0.098441,0.001559
0.8148,descent,0.4785,0.098438,0.001562
0.8199,descent,0.4785,0.098413,0.001587
0.8251,descent,0.4785,0.098401,0.001599
0.8303,descent,0.4785,0.098402,0.001598
0.8354,descent,0.4785,0.098376,0.001624
0.8406,descent,0.4785,0.098368,0.001632
0.8458,descent,0.4785,0.098369,0.001631
0.8509,descent,0.4785,0.098355,0.001645
0.8561,descent,0.4785,0.098338,0.001662
0.8613,descent,0.4785,0.098339,0.001661
0.8665,descent,0.4785,0.098317,0.001683
0.8716,descent,0.4785,0.098310,0.001690
0.8768,descent,0.4785,0.098307,0.001693
0.8789,descent,0.5075,0.098297,0.001703
0.8841,descent,0.5075,0.098290,0.001710
0.8892,descent,0.5075,0.098276,0.001724
0.8944,descent,0.5075,0.098264,0.001736
0.8996,descent,0.5075,0.098268,0.001732
0.9048,descent,0.5075,0.098258,0.001742
0.9099,descent,0.5075,0.098240,0.001760
0.9151,descent,0.5075,0.098218,0.001782
0.9203,descent,0.5075,0.098222,0.001778
0.9255,descent,0.5075,0.098207,0.001793
0.9306,descent,0.5075,0.098212,0.001788
0.9358,descent,0.5075,0.098193,0.001807
0.9409,descent,0.5075,0.098193,0.001807
0.9461,descent,0.5075,0.098189,0.001811
0.9513,descent,0.5075,0.098172,0.001828
0.9565,descent,0.5075,0.098153,0.001847
0.9616,descent,0.5075,0.098147,0.001853
0.9668,descent,0.5075,0.098128,0.001872
0.9689,descent,0.5348,0.098132,0.001868
0.9741,descent,0.5348,0.098125,0.001875
0.9792,descent,0.5348,0.098111,0.001889
0.9844,descent,0.5348,0.098110,0.001890
0.9896,descent,0.5348,0.098091,0.001909
0.9948,descent,0.5348,0.098071,0.001929
1.0000,descent,0.5348,0.098064,0.001936
1.0052,descent,0.5348,0.098058,0.001942
1.0103,descent,0.5348,0.098035,0.001965
1.0155,descent,0.5348,0.098025,0.001975
1.0207,descent,0.5348,0.098019,0.001981
1.0258,descent,0.5348,0.098014,0.001986
1.0310,descent,0.5348,0.097990,0.002010
1.0362,descent,0.5348,0.098000,0.002000
1.0414,descent,0.5348,0.097975,0.002025
1.0465,descent,0.5348,0.097965,0.002035
1.0517,descent,0.5348,0.097935,0.002065
1.0569,descent,0.5348,0.097935,0.002065
1.0590,descent,0.5604,0.097936,0.002064
1.0642,descent,0.5604,0.097925,0.002075
1.0694,descent,0.5604,0.097915,0.002085
1.0746,descent,0.5604,0.097915,0.002085
1.0798,descent,0.5604,0.097907,0.002093
1.0849,descent,0.5604,0.097875,0.002125
1.0901,descent,0.5604,0.097870,0.002130
1.0953,descent,0.5604,0.097877,0.002123
1.1004,descent,0.5604,0.097851,0.002149
1.1055,descent,0.5604,0.097845,0.002155
1.1106,descent,0.5604,0.097831,0.002169
1.1158,descent,0.5604,0.097826,0.002174
1.1209,descent,0.5604,0.097816,0.002184
1.1261,descent,0.5604,0.097807,0.002193
1.1313,descent,0.5604,0.097783,0.002217
1.1365,descent,0.5604,0.097778,0.002222
1.1417,descent,0.5604,0.097776,0.002224
1.1442,descent,0.5849,0.097763,0.002237
1.1494,descent,0.5849,0.097768,0.002232
1.1546,descent,0.5849,0.097747,0.002253
1.1598,descent,0.5849,0.097750,0.002250
1.1649,descent,0.5849,0.097745,0.002255
1.1701,descent,0.5849,0.097717,0.002283
1.1753,descent,0.5849,0.097718,0.002282
1.1805,descent,0.5849,0.097705,0.002295
1.1856,descent,0.5849,0.097693,0.002307
1.1908,descent,0.5849,0.097691,0.002309
1.1960,descent,0.5849,0.097681,0.002319
1.2011,descent,0.5849,0.097687,0.002313
1.2063,descent,0.5849,0.097644,0.002356
1.2115,descent,0.5849,0.097652,0.002348
1.2166,descent,0.5849,0.097644,0.002356
1.2218,descent,0.5849,0.097631,0.002369
1.2270,descent,0.5849,0.097627,0.002373
1.2321,descent,0.5849,0.097609,0.002391
1.2341,descent,0.6091,0.097614,0.002386
1.2392,descent,0.6091,0.097593,0.002407
1.2444,descent,0.6091,0.097588,0.002412
1.2496,descent,0.6091,0.097579,0.002421
1.2548,descent,0.6091,0.097583,0.002417
1.2599,descent,0.6091,0.097556,0.002444
1.2651,descent,0.6091,0.097549,0.002451
1.2703,descent,0.6091,0.097517,0.002483
1.2754,descent,0.6091,0.097518,0.002482
1.2806,descent,0.6091,0.097519,0.002481
1.2858,descent,0.6091,0.097502,0.002498
1.2909,descent,0.6091,0.097494,0.002506
1.2962,descent,0.6091,0.097481,0.002519
1.3016,descent,0.6091,0.097465,0.002535
1.3068,descent,0.6091,0.097459,0.002541
1.3121,descent,0.6091,0.097438,0.002562
1.3173,descent,0.6091,0.097427,0.002573
1.3225,descent,0.6091,0.097416,0.002584
1.3243,descent,0.6318,0.097405,0.002595
1.3295,descent,0.6318,0.097398,0.002602
1.3347,descent,0.6318,0.097387,0.002613
1.3398,descent,0.6318,0.097370,0.002630
1.3448,descent,0.6318,0.097365,0.002635
1.3499,descent,0.6318,0.097354,0.002646
1.3550,descent,0.6318,0.097358,0.002642
1.3601,descent,0.6318,0.097334,0.002666
1.3652,descent,0.6318,0.097323,0.002677
1.3702,descent,0.6318,0.097298,0.002702
1.3753,descent,0.6318,0.097312,0.002688
1.3804,descent,0.6318,0.097325,0.002675
1.3855,descent,0.6318,0.097311,0.002689
1.3906,descent,0.6318,0.097281,0.002719
1.3957,descent,0.6318,0.097283,0.002717
1.4007,descent,0.6318,0.097292,0.002708
1.4058,descent,0.6318,0.097276,0.002724
1.4109,descent,0.6318,0.097268,0.002732
1.4139,descent,0.6541,0.097243,0.002757
1.4190,descent,0.6541,0.097249,0.002751
1.4241,descent,0.6541,0.097230,0.002770
1.4292,descent,0.6541,0.097218,0.002782
1.4343,descent,0.6541,0.097213,0.002787
1.4393,descent,0.6541,0.097199,0.002801
1.4444,descent,0.6541,0.097192,0.002808
1.4495,descent,0.6541,0.097186,0.002814
1.4546,descent,0.6541,0.097172,0.002828
1.4597,descent,0.6541,0.097147,0.002853
1.4648,descent,0.6541,0.097145,0.002855
1.4699,descent,0.6541,0.097133,0.002867
1.4750,descent,0.6541,0.097125,0.002875
1.4801,descent,0.6541,0.097108,0.002892
1.4852,descent,0.6541,0.097118,0.002882
1.4902,descent,0.6541,0.097083,0.002917
1.4953,descent,0.6541,0.097081,0.002919
1.5004,descent,0.6541,0.097051,0.002949
1.5039,descent,0.6772,0.097071,0.002929
1.5090,descent,0.6772,0.097040,0.002960
1.5141,descent,0.6772,0.097031,0.002969
1.5192,descent,0.6772,0.097028,0.002972
1.5243,descent,0.6772,0.097001,0.002999
1.5293,descent,0.6772,0.097017,0.002983
1.5344,descent,0.6772,0.096985,0.003015
1.5395,descent,0.6772,0.096984,0.003016
1.5447,descent,0.6772,0.096984,0.003016
1.5499,descent,0.6772,0.096963,0.003037
1.5550,descent,0.6772,0.096958,0.003042
1.5602,descent,0.6772,0.096943,0.003057
1.5654,descent,0.6772,0.096958,0.003042
1.5705,descent,0.6772,0.096929,0.003071
1.5757,descent,0.6772,0.096914,0.003086
1.5809,descent,0.6772,0.096897,0.003103
1.5860,descent,0.6772,0.096888,0.003112
1.5912,descent,0.6772,0.096909,0.003091
1.5940,descent,0.6978,0.096880,0.003120
1.5992,descent,0.6978,0.096877,0.003123
1.6044,descent,0.6978,0.096858,0.003142
1.6095,descent,0.6978,0.096863,0.003137
1.6147,descent,0.6978,0.096837,0.003163
1.6199,descent,0.6978,0.096821,0.003179
1.6250,descent,0.6978,0.096816,0.003184
1.6302,descent,0.6978,0.096809,0.003191
1.6354,descent,0.6978,0.096810,0.003190
1.6406,descent,0.6978,0.096811,0.003189
1.6457,descent,0.6978,0.096767,0.003233
1.6509,descent,0.6978,0.096787,0.003213
1.6561,descent,0.6978,0.096763,0.003237
1.6612,descent,0.6978,0.096761,0.003239
1.6665,descent,0.6978,0.096738,0.003262
1.6718,descent,0.6978,0.096710,0.003290
1.6769,descent,0.6978,0.096712,0.003288
1.6821,descent,0.6978,0.096706,0.003294
1.6840,descent,0.7209,0.096707,0.003293
1.6892,descent,0.7209,0.096696,0.003304
1.6943,descent,0.7209,0.096680,0.003320
1.6995,descent,0.7209,0.096658,0.003342
1.7047,descent,0.7209,0.096662,0.003338
1.7099,descent,0.7209,0.096640,0.003360
1.7150,descent,0.7209,0.096645,0.003355
1.7202,descent,0.7209,0.096623,0.003377
1.7254,descent,0.7209,0.096616,0.003384
1.7305,descent,0.7209,0.096598,0.003402
1.7357,descent,0.7209,0.096592,0.003408
1.7409,descent,0.7209,0.096584,0.003416
1.7461,descent,0.7209,0.096582,0.003418
1.7512,descent,0.7209,0.096555,0.003445
1.7564,descent,0.7209,0.096546,0.003454
1.7616,descent,0.7209,0.096541,0.003459
1.7668,descent,0.7209,0.096512,0.003488
1.7719,descent,0.7209,0.096489,0.003511
1.7740,descent,0.7414,0.096513,0.003487
1.7792,descent,0.7414,0.096496,0.003504
1.7843,descent,0.7414,0.096480,0.003520
1.7895,descent,0.7414,0.096476,0.003524
1.7947,descent,0.7414,0.096466,0.003534
1.7999,descent,0.7414,0.096452,0.003548
1.8052,descent,0.7414,0.096448,0.003552
1.8104,descent,0.7414,0.096433,0.003567
1.8156,descent,0.7414,0.096420,0.003580
1.8208,descent,0.7414,0.096411,0.003589
1.8261,descent,0.7414,0.096381,0.003619
1.8313,descent,0.7414,0.096401,0.003599
1.8366,descent,0.7414,0.096380,0.003620
1.8418,descent,0.7414,0.096363,0.003637
1.8470,descent,0.7414,0.096366,0.003634
1.8523,descent,0.7414,0.096353,0.003647
1.8575,descent,0.7414,0.096340,0.003660
1.8593,descent,0.7611,0.096317,0.003683
1.8645,descent,0.7611,0.096324,0.003676
1.8697,descent,0.7611,0.096312,0.003688
1.8749,descent,0.7611,0.096313,0.003687
1.8801,descent,0.7611,0.096307,0.003693
1.8853,descent,0.7611,0.096276,0.003724
1.8906,descent,0.7611,0.096253,0.003747
1.8958,descent,0.7611,0.096250,0.003750
1.9010,descent,0.7611,0.096261,0.003739
1.9062,descent,0.7611,0.096225,0.003775
1.9115,descent,0.7611,0.096220,0.003780
1.9166,descent,0.7611,0.096216,0.003784
1.9218,descent,0.7611,0.096205,0.003795
1.9271,descent,0.7611,0.096200,0.003800
1.9323,descent,0.7611,0.096171,0.003829
1.9376,descent,0.7611,0.096179,0.003821
1.9428,descent,0.7611,0.096160,0.003840
1.9480,descent,0.7611,0.096150,0.003850
1.9492,descent,0.7832,0.096150,0.003850
1.9545,descent,0.7832,0.096135,0.003865
1.9597,descent,0.7832,0.096128,0.003872
1.9649,descent,0.7832,0.096122,0.003878
1.9701,descent,0.7832,0.096112,0.003888
1.9753,descent,0.7832,0.096106,0.003894
1.9805,descent,0.7832,0.096110,0.003890
1.9856,descent,0.7832,0.096063,0.003937
1.9908,descent,0.7832,0.096089,0.003911
1.9960,descent,0.7832,0.096063,0.003937
2.0011,descent,0.7832,0.096041,0.003959
2.0063,descent,0.7832,0.096045,0.003955
2.0116,descent,0.7832,0.096027,0.003973
2.0168,descent,0.7832,0.096028,0.003972
2.0219,descent,0.7832,0.096001,0.003999
2.0271,descent,0.7832,0.095994,0.004006
2.0322,descent,0.7832,0.095999,0.004001
2.0374,descent,0.7832,0.095987,0.004013
2.0391,descent,0.8038,0.095986,0.004014
2.0442,descent,0.8038,0.095955,0.004045
2.0494,descent,0.8038,0.095979,0.004021
2.0545,descent,0.8038,0.095950,0.004050
2.0597,descent,0.8038,0.095936,0.004064
2.0649,descent,0.8038,0.095923,0.004077
2.0700,descent,0.8038,0.095920,0.004080
2.0751,descent,0.8038,0.095914,0.004086
2.0804,descent,0.8038,0.095883,0.004117
2.0855,descent,0.8038,0.095881,0.004119
2.0907,descent,0.8038,0.095868,0.004132
2.0958,descent,0.8038,0.095858,0.004142
2.1010,descent,0.8038,0.095846,0.004154
2.1061,descent,0.8038,0.095837,0.004163
2.1113,descent,0.8038,0.095828,0.004172
2.1166,descent,0.8038,0.095820,0.004180
2.1218,descent,0.8038,0.095797,0.004203
2.1270,descent,0.8038,0.095810,0.004190
2.1292,descent,0.8227,0.095784,0.004216
2.1345,descent,0.8227,0.095772,0.004228
2.1398,descent,0.8227,0.095774,0.004226
2.1450,descent,0.8227,0.095775,0.004225
2.1502,descent,0.8227,0.095763,0.004237
2.1554,descent,0.8227,0.095743,0.004257
2.1606,descent,0.8227,0.095729,0.004271
2.1658,descent,0.8227,0.095723,0.004277
2.1710,descent,0.8227,0.095698,0.004302
2.1761,descent,0.8227,0.095701,0.004299
2.1813,descent,0.8227,0.095698,0.004302
2.1865,descent,0.8227,0.095677,0.004323
2.1916,descent,0.8227,0.095670,0.004330
2.1968,descent,0.8227,0.095677,0.004323
2.2020,descent,0.8227,0.095671,0.004329
2.2071,descent,0.8227,0.095649,0.004351
2.2123,descent,0.8227,0.095619,0.004381
2.2142,descent,0.8408,0.095636,0.004364
2.2193,descent,0.8408,0.095620,0.004380
2.2245,descent,0.8408,0.095595,0.004405
2.2297,descent,0.8408,0.095597,0.004403
2.2349,descent,0.8408,0.095596,0.004404
2.2400,descent,0.8408,0.095574,0.004426
2.2452,descent,0.8408,0.095591,0.004409
2.2504,descent,0.8408,0.095562,0.004438
2.2555,descent,0.8408,0.095533,0.004467
2.2607,descent,0.8408,0.095535,0.004465
2.2659,descent,0.8408,0.095523,0.004477
2.2711,descent,0.8408,0.095512,0.004488
2.2762,descent,0.8408,0.095507,0.004493
2.2814,descent,0.8408,0.095497,0.004503
2.2866,descent,0.8408,0.095489,0.004511
2.2917,descent,0.8408,0.095479,0.004521
2.2969,descent,0.8408,0.095466,0.004534
2.3021,descent,0.8408,0.095467,0.004533
2.3039,descent,0.8597,0.095447,0.004553
2.3091,descent,0.8597,0.095439,0.004561
2.3143,descent,0.8597,0.095422,0.004578
2.3194,descent,0.8597,0.095424,0.004576
2.3246,descent,0.8597,0.095417,0.004583
2.3298,descent,0.8597,0.095397,0.004603
2.3349,descent,0.8597,0.095403,0.004597
2.3400,descent,0.8597,0.095373,0.004627
2.3452,descent,0.8597,0.095370,0.004630
2.3503,descent,0.8597,0.095345,0.004655
2.3555,descent,0.8597,0.095333,0.004667
2.3607,descent,0.8597,0.095346,0.004654
2.3658,descent,0.8597,0.095321,0.004679
2.3710,descent,0.8597,0.095305,0.004695
2.3762,descent,0.8597,0.095304,0.004696
2.3813,descent,0.8597,0.095299,0.004701
2.3865,descent,0.8597,0.095285,0.004715
2.3917,descent,0.8597,0.095278,0.004722
2.3941,descent,0.8773,0.095274,0.004726
2.3992,descent,0.8773,0.095267,0.004733
2.4044,descent,0.8773,0.095251,0.004749
2.4096,descent,0.8773,0.095217,0.004783
2.4148,descent,0.8773,0.095233,0.004767
2.4199,descent,0.8773,0.095238,0.004762
2.4251,descent,0.8773,0.095220,0.004780
2.4303,descent,0.8773,0.095208,0.004792
2.4354,descent,0.8773,0.095199,0.004801
2.4406,descent,0.8773,0.095197,0.004803
2.4458,descent,0.8773,0.095186,0.004814
2.4510,descent,0.8773,0.095169,0.004831
2.4561,descent,0.8773,0.095141,0.004859
2.4613,descent,0.8773,0.095149,0.004851
2.4665,descent,0.8773,0.095138,0.004862
2.4716,descent,0.8773,0.095128,0.004872
2.4768,descent,0.8773,0.095136,0.004864
2.4820,descent,0.8773,0.095102,0.004898
2.4841,descent,0.8957,0.095102,0.004898
2.4893,descent,0.8957,0.095074,0.004926
2.4945,descent,0.8957,0.095076,0.004924
2.4996,descent,0.8957,0.095070,0.004930
2.5048,descent,0.8957,0.095052,0.004948
2.5100,descent,0.8957,0.095052,0.004948
2.5151,descent,0.8957,0.095049,0.004951
2.5203,descent,0.8957,0.095019,0.004981
2.5255,descent,0.8957,0.095002,0.004998
2.5307,descent,0.8957,0.095001,0.004999
2.5358,descent,0.8957,0.094993,0.005007
2.5410,descent,0.8957,0.094985,0.005015
2.5462,descent,0.8957,0.094965,0.005035
2.5514,descent,0.8957,0.094958,0.005042
2.5565,descent,0.8957,0.094959,0.005041
2.5617,descent,0.8957,0.094924,0.005076
2.5669,descent,0.8957,0.094924,0.005076
2.5690,descent,0.9144,0.094922,0.005078
2.5742,descent,0.9144,0.094926,0.005074
2.5794,descent,0.9144,0.094911,0.005089
2.5846,descent,0.9144,0.094901,0.005099
2.5898,descent,0.9144,0.094886,0.005114
2.5950,descent,0.9144,0.094888,0.005112
2.6002,descent,0.9144,0.094876,0.005124
2.6054,descent,0.9144,0.094867,0.005133
2.6106,descent,0.9144,0.094855,0.005145
2.6158,descent,0.9144,0.094860,0.005140
2.6210,descent,0.9144,0.094844,0.005156
2.6262,descent,0.9144,0.094831,0.005169
2.6314,descent,0.9144,0.094812,0.005188
2.6366,descent,0.9144,0.094793,0.005207
2.6417,descent,0.9144,0.094807,0.005193
2.6469,descent,0.9144,0.094777,0.005223
2.6520,descent,0.9144,0.094785,0.005215
2.6572,descent,0.9144,0.094768,0.005232
2.6592,descent,0.9327,0.094754,0.005246
2.6644,descent,0.9327,0.094737,0.005263
2.6696,descent,0.9327,0.094751,0.005249
2.6748,descent,0.9327,0.094741,0.005259
2.6800,descent,0.9327,0.094727,0.005273
2.6852,descent,0.9327,0.094727,0.005273
2.6904,descent,0.9327,0.094709,0.005291
2.6956,descent,0.9327,0.094698,0.005302
2.7008,descent,0.9327,0.094677,0.005323
2.7060,descent,0.9327,0.094653,0.005347
2.7112,descent,0.9327,0.094647,0.005353
2.7164,descent,0.9327,0.094655,0.005345
2.7216,descent,0.9327,0.094628,0.005372
2.7268,descent,0.9327,0.094612,0.005388
2.7320,descent,0.9327,0.094610,0.005390
2.7372,descent,0.9327,0.094596,0.005404
2.7424,descent,0.9327,0.094577,0.005423
2.7476,descent,0.9327,0.094577,0.005423
2.7493,descent,0.9512,0.094577,0.005423
2.7545,descent,0.9512,0.094549,0.005451
2.7597,descent,0.9512,0.094544,0.005456
2.7649,descent,0.9512,0.094542,0.005458
2.7701,descent,0.9512,0.094516,0.005484
2.7753,descent,0.9512,0.094506,0.005494
2.7805,descent,0.9512,0.094498,0.005502
2.7857,descent,0.9512,0.094484,0.005516
2.7909,descent,0.9512,0.094470,0.005530
2.7961,descent,0.9512,0.094461,0.005539
2.8013,descent,0.9512,0.094457,0.005543
2.8065,descent,0.9512,0.094444,0.005556
2.8117,descent,0.9512,0.094443,0.005557
2.8169,descent,0.9512,0.094424,0.005576
2.8221,descent,0.9512,0.094428,0.005572
2.8273,descent,0.9512,0.094413,0.005587
2.8325,descent,0.9512,0.094405,0.005595
2.8377,descent,0.9512,0.094411,0.005589
2.8429,descent,0.9512,0.094376,0.005624
2.8443,descent,0.9669,0.094394,0.005606
2.8495,descent,0.9669,0.094374,0.005626
2.8546,descent,0.9669,0.094367,0.005633
2.8598,descent,0.9669,0.094383,0.005617
2.8649,descent,0.9669,0.094360,0.005640
2.8701,descent,0.9669,0.094352,0.005648
2.8753,descent,0.9669,0.094333,0.005667
2.8804,descent,0.9669,0.094335,0.005665
2.8856,descent,0.9669,0.094308,0.005692
2.8908,descent,0.9669,0.094293,0.005707
2.8959,descent,0.9669,0.094303,0.005697
2.9011,descent,0.9669,0.094275,0.005725
2.9063,descent,0.9669,0.094256,0.005744
2.9114,descent,0.9669,0.094262,0.005738
2.9166,descent,0.9669,0.094266,0.005734
2.9218,descent,0.9669,0.094241,0.005759
2.9270,descent,0.9669,0.094243,0.005757
2.9321,descent,0.9669,0.094230,0.005770
2.9341,descent,0.9850,0.094203,0.005797
2.9393,descent,0.9850,0.094201,0.005799
2.9444,descent,0.9850,0.094183,0.005817
2.9496,descent,0.9850,0.094181,0.005819
2.9548,descent,0.9850,0.094167,0.005833
2.9599,descent,0.9850,0.094154,0.005846
2.9651,descent,0.9850,0.094140,0.005860
2.9703,descent,0.9850,0.094139,0.005861
2.9755,descent,0.9850,0.094133,0.005867
2.9806,descent,0.9850,0.094119,0.005881
2.9858,descent,0.9850,0.094103,0.005897
2.9910,descent,0.9850,0.094096,0.005904
2.9962,descent,0.9850,0.094087,0.005913
3.0014,descent,0.9850,0.094061,0.005939
3.0065,descent,0.9850,0.094031,0.005969
3.0117,descent,0.9850,0.094032,0.005968
3.0169,descent,0.9850,0.094020,0.005980
3.0190,descent,1.0004,0.094029,0.005971
3.0242,descent,1.0004,0.094009,0.005991
