Time_s,Phase,Force_N,UR5_Z_m,UR5_displacement_m
0.8115,descent,1.0541,0.098441,0.001559
0.8167,descent,1.0541,0.098420,0.001580
0.8219,descent,1.0541,0.098420,0.001580
0.8271,descent,1.0541,0.098396,0.001604
0.8323,descent,1.0541,0.098395,0.001605
0.8375,descent,1.0541,0.098381,0.001619
0.8427,descent,1.0541,0.098372,0.001628
0.8479,descent,1.0541,0.098363,0.001637
0.8531,descent,1.0541,0.098349,0.001651
0.8582,descent,1.0541,0.098350,0.001650
0.8634,descent,1.0541,0.098330,0.001670
0.8686,descent,1.0541,0.098319,0.001681
0.8737,descent,1.0541,0.098307,0.001693
0.8789,descent,1.0541,0.098274,0.001726
0.8841,descent,1.0541,0.098283,0.001717
0.8892,descent,1.0541,0.098271,0.001729
0.8944,descent,1.0541,0.098278,0.001722
0.8962,descent,1.0899,0.098246,0.001754
0.9014,descent,1.0899,0.098246,0.001754
0.9066,descent,1.0899,0.098237,0.001763
0.9117,descent,1.0899,0.098241,0.001759
0.9169,descent,1.0899,0.098220,0.001780
0.9221,descent,1.0899,0.098208,0.001792
0.9272,descent,1.0899,0.098204,0.001796
0.9324,descent,1.0899,0.098202,0.001798
0.9376,descent,1.0899,0.098193,0.001807
0.9427,descent,1.0899,0.098181,0.001819
0.9479,descent,1.0899,0.098159,0.001841
0.9531,descent,1.0899,0.098154,0.001846
0.9582,descent,1.0899,0.098130,0.001870
0.9634,descent,1.0899,0.098114,0.001886
0.9686,descent,1.0899,0.098121,0.001879
0.9737,descent,1.0899,0.098112,0.001888
0.9789,descent,1.0899,0.098106,0.001894
0.9841,descent,1.0899,0.098103,0.001897
0.9863,descent,1.1252,0.098080,0.001920
0.9915,descent,1.1252,0.098076,0.001924
0.9966,descent,1.1252,0.098059,0.001941
1.0019,descent,1.1252,0.098065,0.001935
1.0070,descent,1.1252,0.098050,0.001950
1.0122,descent,1.1252,0.098045,0.001955
1.0174,descent,1.1252,0.098027,0.001973
1.0225,descent,1.1252,0.098020,0.001980
1.0277,descent,1.1252,0.098008,0.001992
1.0329,descent,1.1252,0.097996,0.002004
1.0380,descent,1.1252,0.097984,0.002016
1.0432,descent,1.1252,0.097976,0.002024
1.0484,descent,1.1252,0.097958,0.002042
1.0535,descent,1.1252,0.097945,0.002055
1.0587,descent,1.1252,0.097933,0.002067
1.0639,descent,1.1252,0.097932,0.002068
1.0690,descent,1.1252,0.097912,0.002088
1.0742,descent,1.1252,0.097909,0.002091
1.0763,descent,1.1590,0.097909,0.002091
1.0815,descent,1.1590,0.097885,0.002115
1.0867,descent,1.1590,0.097886,0.002114
1.0918,descent,1.1590,0.097861,0.002139
1.0970,descent,1.1590,0.097850,0.002150
1.1023,descent,1.1590,0.097845,0.002155
1.1075,descent,1.1590,0.097840,0.002160
1.1128,descent,1.1590,0.097833,0.002167
1.1180,descent,1.1590,0.097824,0.002176
1.1232,descent,1.1590,0.097814,0.002186
1.1284,descent,1.1590,0.097811,0.002189
1.1335,descent,1.1590,0.097781,0.002219
1.1387,descent,1.1590,0.097796,0.002204
1.1439,descent,1.1590,0.097774,0.002226
1.1491,descent,1.1590,0.097765,0.002235
1.1542,descent,1.1590,0.097760,0.002240
1.1594,descent,1.1590,0.097747,0.002253
1.1646,descent,1.1590,0.097733,0.002267
1.1664,descent,1.1921,0.097725,0.002275
1.1716,descent,1.1921,0.097718,0.002282
1.1768,descent,1.1921,0.097701,0.002299
1.1819,descent,1.1921,0.097710,0.002290
1.1871,descent,1.1921,0.097693,0.002307
1.1923,descent,1.1921,0.097705,0.002295
1.1976,descent,1.1921,0.097667,0.002333
1.2027,descent,1.1921,0.097668,0.002332
1.2080,descent,1.1921,0.097657,0.002343
1.2132,descent,1.1921,0.097648,0.002352
1.2184,descent,1.1921,0.097649,0.002351
1.2236,descent,1.1921,0.097637,0.002363
1.2287,descent,1.1921,0.097608,0.002392
1.2339,descent,1.1921,0.097593,0.002407
1.2390,descent,1.1921,0.097595,0.002405
1.2442,descent,1.1921,0.097574,0.002426
1.2494,descent,1.1921,0.097585,0.002415
1.2546,descent,1.1921,0.097570,0.002430
1.2564,descent,1.2237,0.097566,0.002434
1.2616,descent,1.2237,0.097559,0.002441
1.2669,descent,1.2237,0.097536,0.002464
1.2722,descent,1.2237,0.097532,0.002468
1.2801,descent,1.2237,0.097511,0.002489
1.2854,descent,1.2237,0.097495,0.002505
1.2907,descent,1.2237,0.097471,0.002529
1.2966,descent,1.2237,0.097469,0.002531
1.3018,descent,1.2237,0.097450,0.002550
1.3069,descent,1.2237,0.097448,0.002552
1.3120,descent,1.2237,0.097454,0.002546
1.3173,descent,1.2237,0.097431,0.002569
1.3225,descent,1.2237,0.097402,0.002598
1.3278,descent,1.2237,0.097407,0.002593
1.3330,descent,1.2237,0.097388,0.002612
1.3381,descent,1.2237,0.097399,0.002601
1.3433,descent,1.2237,0.097369,0.002631
1.3464,descent,1.2548,0.097367,0.002633
1.3516,descent,1.2548,0.097349,0.002651
1.3568,descent,1.2548,0.097328,0.002672
1.3620,descent,1.2548,0.097338,0.002662
1.3672,descent,1.2548,0.097336,0.002664
1.3724,descent,1.2548,0.097320,0.002680
1.3776,descent,1.2548,0.097309,0.002691
1.3827,descent,1.2548,0.097294,0.002706
1.3879,descent,1.2548,0.097293,0.002707
1.3931,descent,1.2548,0.097294,0.002706
1.3982,descent,1.2548,0.097286,0.002714
1.4034,descent,1.2548,0.097260,0.002740
1.4087,descent,1.2548,0.097255,0.002745
1.4140,descent,1.2548,0.097254,0.002746
1.4193,descent,1.2548,0.097242,0.002758
1.4245,descent,1.2548,0.097232,0.002768
1.4298,descent,1.2548,0.097222,0.002778
1.4317,descent,1.2839,0.097232,0.002768
1.4370,descent,1.2839,0.097197,0.002803
1.4422,descent,1.2839,0.097181,0.002819
1.4474,descent,1.2839,0.097186,0.002814
1.4526,descent,1.2839,0.097166,0.002834
1.4578,descent,1.2839,0.097160,0.002840
1.4630,descent,1.2839,0.097121,0.002879
1.4682,descent,1.2839,0.097130,0.002870
1.4734,descent,1.2839,0.097113,0.002887
1.4786,descent,1.2839,0.097104,0.002896
1.4839,descent,1.2839,0.097098,0.002902
1.4891,descent,1.2839,0.097091,0.002909
1.4943,descent,1.2839,0.097078,0.002922
1.4995,descent,1.2839,0.097060,0.002940
1.5047,descent,1.2839,0.097049,0.002951
1.5099,descent,1.2839,0.097031,0.002969
1.5151,descent,1.2839,0.097014,0.002986
1.5204,descent,1.2839,0.097022,0.002978
1.5212,descent,1.3160,0.097028,0.002972
1.5265,descent,1.3160,0.096988,0.003012
1.5318,descent,1.3160,0.096989,0.003011
1.5371,descent,1.3160,0.096988,0.003012
1.5424,descent,1.3160,0.096978,0.003022
1.5477,descent,1.3160,0.096950,0.003050
1.5530,descent,1.3160,0.096945,0.003055
1.5582,descent,1.3160,0.096937,0.003063
1.5634,descent,1.3160,0.096925,0.003075
1.5686,descent,1.3160,0.096906,0.003094
1.5738,descent,1.3160,0.096907,0.003093
1.5790,descent,1.3160,0.096895,0.003105
1.5843,descent,1.3160,0.096879,0.003121
1.5895,descent,1.3160,0.096868,0.003132
1.5947,descent,1.3160,0.096874,0.003126
1.5999,descent,1.3160,0.096856,0.003144
1.6051,descent,1.3160,0.096864,0.003136
1.6103,descent,1.3160,0.096824,0.003176
1.6114,descent,1.3443,0.096845,0.003155
1.6166,descent,1.3443,0.096829,0.003171
1.6218,descent,1.3443,0.096813,0.003187
1.6270,descent,1.3443,0.096806,0.003194
1.6322,descent,1.3443,0.096805,0.003195
1.6373,descent,1.3443,0.096805,0.003195
1.6425,descent,1.3443,0.096789,0.003211
1.6478,descent,1.3443,0.096787,0.003213
1.6530,descent,1.3443,0.096774,0.003226
1.6581,descent,1.3443,0.096741,0.003259
1.6634,descent,1.3443,0.096735,0.003265
1.6686,descent,1.3443,0.096735,0.003265
1.6737,descent,1.3443,0.096720,0.003280
1.6788,descent,1.3443,0.096724,0.003276
1.6839,descent,1.3443,0.096704,0.003296
1.6891,descent,1.3443,0.096696,0.003304
1.6955,descent,1.3443,0.096686,0.003314
1.7007,descent,1.3443,0.096678,0.003322
1.7014,descent,1.3728,0.096678,0.003322
1.7066,descent,1.3728,0.096650,0.003350
1.7118,descent,1.3728,0.096644,0.003356
1.7170,descent,1.3728,0.096634,0.003366
1.7222,descent,1.3728,0.096629,0.003371
1.7274,descent,1.3728,0.096595,0.003405
1.7326,descent,1.3728,0.096605,0.003395
1.7378,descent,1.3728,0.096590,0.003410
1.7430,descent,1.3728,0.096581,0.003419
1.7482,descent,1.3728,0.096564,0.003436
1.7534,descent,1.3728,0.096571,0.003429
1.7585,descent,1.3728,0.096549,0.003451
1.7637,descent,1.3728,0.096551,0.003449
1.7689,descent,1.3728,0.096543,0.003457
1.7741,descent,1.3728,0.096527,0.003473
1.7793,descent,1.3728,0.096497,0.003503
1.7845,descent,1.3728,0.096489,0.003511
1.7865,descent,1.4024,0.096485,0.003515
1.7917,descent,1.4024,0.096465,0.003535
1.7969,descent,1.4024,0.096444,0.003556
1.8020,descent,1.4024,0.096454,0.003546
1.8072,descent,1.4024,0.096440,0.003560
1.8124,descent,1.4024,0.096422,0.003578
1.8176,descent,1.4024,0.096415,0.003585
1.8228,descent,1.4024,0.096407,0.003593
1.8280,descent,1.4024,0.096396,0.003604
1.8332,descent,1.4024,0.096393,0.003607
1.8384,descent,1.4024,0.096387,0.003613
1.8437,descent,1.4024,0.096360,0.003640
1.8489,descent,1.4024,0.096351,0.003649
1.8542,descent,1.4024,0.096355,0.003645
1.8595,descent,1.4024,0.096332,0.003668
1.8648,descent,1.4024,0.096327,0.003673
1.8701,descent,1.4024,0.096296,0.003704
1.8754,descent,1.4024,0.096297,0.003703
1.8767,descent,1.4278,0.096306,0.003694
1.8819,descent,1.4278,0.096274,0.003726
1.8871,descent,1.4278,0.096277,0.003723
1.8923,descent,1.4278,0.096253,0.003747
1.8974,descent,1.4278,0.096261,0.003739
1.9026,descent,1.4278,0.096226,0.003774
1.9078,descent,1.4278,0.096230,0.003770
1.9129,descent,1.4278,0.096211,0.003789
1.9181,descent,1.4278,0.096218,0.003782
1.9234,descent,1.4278,0.096185,0.003815
1.9287,descent,1.4278,0.096186,0.003814
1.9339,descent,1.4278,0.096178,0.003822
1.9391,descent,1.4278,0.096163,0.003837
1.9443,descent,1.4278,0.096160,0.003840
1.9496,descent,1.4278,0.096140,0.003860
1.9548,descent,1.4278,0.096142,0.003858
1.9600,descent,1.4278,0.096121,0.003879
1.9653,descent,1.4278,0.096114,0.003886
1.9665,descent,1.4562,0.096107,0.003893
1.9717,descent,1.4562,0.096097,0.003903
1.9769,descent,1.4562,0.096082,0.003918
1.9821,descent,1.4562,0.096092,0.003908
1.9872,descent,1.4562,0.096063,0.003937
1.9924,descent,1.4562,0.096069,0.003931
1.9976,descent,1.4562,0.096053,0.003947
2.0028,descent,1.4562,0.096052,0.003948
2.0080,descent,1.4562,0.096030,0.003970
2.0131,descent,1.4562,0.096028,0.003972
2.0183,descent,1.4562,0.096015,0.003985
2.0235,descent,1.4562,0.096002,0.003998
2.0286,descent,1.4562,0.095994,0.004006
2.0338,descent,1.4562,0.095990,0.004010
2.0390,descent,1.4562,0.095962,0.004038
2.0441,descent,1.4562,0.095957,0.004043
2.0493,descent,1.4562,0.095947,0.004053
2.0544,descent,1.4562,0.095955,0.004045
2.0563,descent,1.4845,0.095955,0.004045
2.0615,descent,1.4845,0.095922,0.004078
2.0666,descent,1.4845,0.095917,0.004083
2.0718,descent,1.4845,0.095904,0.004096
2.0770,descent,1.4845,0.095893,0.004107
2.0821,descent,1.4845,0.095888,0.004112
2.0873,descent,1.4845,0.095884,0.004116
2.0924,descent,1.4845,0.095851,0.004149
2.0976,descent,1.4845,0.095840,0.004160
2.1028,descent,1.4845,0.095844,0.004156
2.1080,descent,1.4845,0.095835,0.004165
2.1131,descent,1.4845,0.095829,0.004171
2.1183,descent,1.4845,0.095817,0.004183
2.1235,descent,1.4845,0.095800,0.004200
2.1286,descent,1.4845,0.095789,0.004211
2.1338,descent,1.4845,0.095768,0.004232
2.1389,descent,1.4845,0.095760,0.004240
2.1441,descent,1.4845,0.095759,0.004241
2.1463,descent,1.5090,0.095755,0.004245
2.1515,descent,1.5090,0.095752,0.004248
2.1567,descent,1.5090,0.095763,0.004237
2.1618,descent,1.5090,0.095721,0.004279
2.1670,descent,1.5090,0.095716,0.004284
2.1722,descent,1.5090,0.095708,0.004292
2.1773,descent,1.5090,0.095691,0.004309
2.1825,descent,1.5090,0.095698,0.004302
2.1877,descent,1.5090,0.095684,0.004316
2.1928,descent,1.5090,0.095656,0.004344
2.1980,descent,1.5090,0.095671,0.004329
2.2032,descent,1.5090,0.095649,0.004351
2.2083,descent,1.5090,0.095633,0.004367
2.2135,descent,1.5090,0.095634,0.004366
2.2187,descent,1.5090,0.095622,0.004378
2.2238,descent,1.5090,0.095606,0.004394
2.2290,descent,1.5090,0.095601,0.004399
2.2313,descent,1.5315,0.095608,0.004392
2.2364,descent,1.5315,0.095583,0.004417
2.2416,descent,1.5315,0.095579,0.004421
2.2468,descent,1.5315,0.095574,0.004426
2.2521,descent,1.5315,0.095559,0.004441
2.2573,descent,1.5315,0.095551,0.004449
2.2625,descent,1.5315,0.095522,0.004478
2.2677,descent,1.5315,0.095538,0.004462
2.2729,descent,1.5315,0.095515,0.004485
2.2781,descent,1.5315,0.095509,0.004491
2.2832,descent,1.5315,0.095488,0.004512
2.2884,descent,1.5315,0.095470,0.004530
2.2936,descent,1.5315,0.095481,0.004519
2.2987,descent,1.5315,0.095460,0.004540
2.3039,descent,1.5315,0.095453,0.004547
2.3091,descent,1.5315,0.095432,0.004568
2.3142,descent,1.5315,0.095435,0.004565
2.3194,descent,1.5315,0.095411,0.004589
2.3213,descent,1.5545,0.095395,0.004605
2.3265,descent,1.5545,0.095411,0.004589
2.3317,descent,1.5545,0.095382,0.004618
2.3368,descent,1.5545,0.095393,0.004607
2.3420,descent,1.5545,0.095367,0.004633
2.3472,descent,1.5545,0.095361,0.004639
2.3523,descent,1.5545,0.095359,0.004641
2.3575,descent,1.5545,0.095360,0.004640
2.3627,descent,1.5545,0.095354,0.004646
2.3678,descent,1.5545,0.095330,0.004670
2.3730,descent,1.5545,0.095327,0.004673
2.3782,descent,1.5545,0.095300,0.004700
2.3833,descent,1.5545,0.095302,0.004698
2.3885,descent,1.5545,0.095284,0.004716
2.3937,descent,1.5545,0.095270,0.004730
2.3989,descent,1.5545,0.095265,0.004735
2.4040,descent,1.5545,0.095260,0.004740
2.4092,descent,1.5545,0.095246,0.004754
2.4111,descent,1.5771,0.095232,0.004768
2.4164,descent,1.5771,0.095237,0.004763
2.4216,descent,1.5771,0.095216,0.004784
2.4268,descent,1.5771,0.095216,0.004784
2.4320,descent,1.5771,0.095208,0.004792
2.4371,descent,1.5771,0.095191,0.004809
2.4423,descent,1.5771,0.095194,0.004806
2.4474,descent,1.5771,0.095182,0.004818
2.4525,descent,1.5771,0.095170,0.004830
2.4575,descent,1.5771,0.095157,0.004843
2.4627,descent,1.5771,0.095147,0.004853
2.4679,descent,1.5771,0.095126,0.004874
2.4731,descent,1.5771,0.095124,0.004876
2.4783,descent,1.5771,0.095112,0.004888
2.4834,descent,1.5771,0.095110,0.004890
2.4885,descent,1.5771,0.095104,0.004896
2.4936,descent,1.5771,0.095089,0.004911
2.4986,descent,1.5771,0.095066,0.004934
2.5013,descent,1.5993,0.095071,0.004929
2.5064,descent,1.5993,0.095041,0.004959
2.5115,descent,1.5993,0.095042,0.004958
2.5166,descent,1.5993,0.095035,0.004965
2.5216,descent,1.5993,0.095034,0.004966
2.5267,descent,1.5993,0.095012,0.004988
2.5318,descent,1.5993,0.095013,0.004987
2.5369,descent,1.5993,0.094983,0.005017
2.5420,descent,1.5993,0.094986,0.005014
2.5470,descent,1.5993,0.094961,0.005039
2.5521,descent,1.5993,0.094959,0.005041
2.5572,descent,1.5993,0.094946,0.005054
2.5624,descent,1.5993,0.094929,0.005071
2.5676,descent,1.5993,0.094906,0.005094
2.5728,descent,1.5993,0.094907,0.005093
2.5779,descent,1.5993,0.094897,0.005103
2.5831,descent,1.5993,0.094901,0.005099
2.5883,descent,1.5993,0.094880,0.005120
2.5915,descent,1.6203,0.094871,0.005129
2.5966,descent,1.6203,0.094865,0.005135
2.6017,descent,1.6203,0.094861,0.005139
2.6068,descent,1.6203,0.094840,0.005160
2.6119,descent,1.6203,0.094859,0.005141
2.6170,descent,1.6203,0.094838,0.005162
2.6221,descent,1.6203,0.094846,0.005154
2.6271,descent,1.6203,0.094817,0.005183
2.6322,descent,1.6203,0.094803,0.005197
2.6373,descent,1.6203,0.094800,0.005200
2.6424,descent,1.6203,0.094795,0.005205
2.6475,descent,1.6203,0.094789,0.005211
2.6525,descent,1.6203,0.094775,0.005225
2.6576,descent,1.6203,0.094773,0.005227
2.6627,descent,1.6203,0.094756,0.005244
2.6678,descent,1.6203,0.094760,0.005240
2.6729,descent,1.6203,0.094739,0.005261
2.6779,descent,1.6203,0.094727,0.005273
2.6812,descent,1.6407,0.094722,0.005278
2.6863,descent,1.6407,0.094702,0.005298
2.6914,descent,1.6407,0.094698,0.005302
2.6965,descent,1.6407,0.094696,0.005304
2.7017,descent,1.6407,0.094676,0.005324
2.7071,descent,1.6407,0.094657,0.005343
2.7123,descent,1.6407,0.094639,0.005361
2.7175,descent,1.6407,0.094632,0.005368
2.7227,descent,1.6407,0.094621,0.005379
2.7279,descent,1.6407,0.094626,0.005374
2.7331,descent,1.6407,0.094599,0.005401
2.7383,descent,1.6407,0.094573,0.005427
2.7434,descent,1.6407,0.094582,0.005418
2.7486,descent,1.6407,0.094574,0.005426
2.7538,descent,1.6407,0.094572,0.005428
2.7590,descent,1.6407,0.094541,0.005459
2.7642,descent,1.6407,0.094528,0.005472
2.7694,descent,1.6407,0.094514,0.005486
2.7714,descent,1.6634,0.094516,0.005484
2.7766,descent,1.6634,0.094506,0.005494
2.7818,descent,1.6634,0.094498,0.005502
2.7869,descent,1.6634,0.094483,0.005517
2.7921,descent,1.6634,0.094449,0.005551
2.7973,descent,1.6634,0.094445,0.005555
2.8024,descent,1.6634,0.094450,0.005550
2.8076,descent,1.6634,0.094446,0.005554
2.8128,descent,1.6634,0.094454,0.005546
2.8179,descent,1.6634,0.094422,0.005578
2.8231,descent,1.6634,0.094431,0.005569
2.8283,descent,1.6634,0.094415,0.005585
2.8335,descent,1.6634,0.094398,0.005602
2.8387,descent,1.6634,0.094385,0.005615
2.8441,descent,1.6634,0.094379,0.005621
2.8493,descent,1.6634,0.094395,0.005605
2.8545,descent,1.6634,0.094353,0.005647
2.8597,descent,1.6634,0.094365,0.005635
2.8612,descent,1.6825,0.094353,0.005647
2.8664,descent,1.6825,0.094346,0.005654
2.8716,descent,1.6825,0.094355,0.005645
2.8767,descent,1.6825,0.094344,0.005656
2.8819,descent,1.6825,0.094313,0.005687
2.8871,descent,1.6825,0.094306,0.005694
2.8923,descent,1.6825,0.094294,0.005706
2.8975,descent,1.6825,0.094283,0.005717
2.9027,descent,1.6825,0.094287,0.005713
2.9078,descent,1.6825,0.094267,0.005733
2.9130,descent,1.6825,0.094264,0.005736
2.9182,descent,1.6825,0.094238,0.005762
2.9234,descent,1.6825,0.094239,0.005761
2.9285,descent,1.6825,0.094209,0.005791
2.9337,descent,1.6825,0.094224,0.005776
2.9389,descent,1.6825,0.094200,0.005800
2.9441,descent,1.6825,0.094183,0.005817
2.9462,descent,1.7035,0.094187,0.005813
2.9514,descent,1.7035,0.094173,0.005827
2.9565,descent,1.7035,0.094173,0.005827
2.9617,descent,1.7035,0.094165,0.005835
2.9669,descent,1.7035,0.094130,0.005870
2.9720,descent,1.7035,0.094130,0.005870
2.9772,descent,1.7035,0.094115,0.005885
2.9823,descent,1.7035,0.094094,0.005906
2.9877,descent,1.7035,0.094094,0.005906
2.9928,descent,1.7035,0.094092,0.005908
2.9981,descent,1.7035,0.094070,0.005930
3.0033,descent,1.7035,0.094064,0.005936
3.0085,descent,1.7035,0.094036,0.005964
3.0137,descent,1.7035,0.094022,0.005978
3.0189,descent,1.7035,0.094028,0.005972
3.0240,descent,1.7035,0.094010,0.005990
3.0292,descent,1.7035,0.093995,0.006005
3.0344,descent,1.7035,0.093985,0.006015
