Time_s,Phase,Force_N,UR5_Z_m,UR5_displacement_m
0.0238,descent,0.7788,0.099999,1e-06
0.0288,descent,0.7787,0.099989,1.1e-05
0.0338,descent,0.7791,0.099979,2.1e-05
0.0388,descent,0.7798,0.099969,3.1e-05
0.0438,descent,0.7801,0.099959,4.1e-05
0.0489,descent,0.7802,0.099949,5.1e-05
0.0539,descent,0.7802,0.099939,6.1e-05
0.0589,descent,0.7805,0.099929,7.1e-05
0.0639,descent,0.7804,0.099919,8.1e-05
0.069,descent,0.7807,0.099909,9.1e-05
0.074,descent,0.7807,0.099899,0.000101
0.079,descent,0.7809,0.099889,0.000111
0.084,descent,0.7811,0.099879,0.000121
0.0891,descent,0.7813,0.099869,0.000131
0.0941,descent,0.7811,0.099859,0.000141
0.0991,descent,0.7814,0.099849,0.000151
0.1041,descent,0.7814,0.099839,0.000161
0.1092,descent,0.7814,0.099829,0.000171
0.1142,descent,0.7814,0.099819,0.000181
0.1192,descent,0.7816,0.099809,0.000191
0.1242,descent,0.7815,0.099799,0.000201
0.1293,descent,0.7817,0.099789,0.000211
0.1343,descent,0.7818,0.099779,0.000221
0.1393,descent,0.782,0.099769,0.000231
0.1443,descent,0.7824,0.099759,0.000241
0.1493,descent,0.7824,0.099749,0.000251
0.1544,descent,0.7824,0.099739,0.000261
0.1594,descent,0.7824,0.099729,0.000271
0.1644,descent,0.7824,0.099719,0.000281
0.1694,descent,0.7824,0.099709,0.000291
0.1745,descent,0.7824,0.099698,0.000302
0.1795,descent,0.7824,0.099688,0.000312
0.1845,descent,0.7824,0.099678,0.000322
0.1895,descent,0.7824,0.099668,0.000332
0.1946,descent,0.7824,0.099658,0.000342
0.1996,descent,0.7829,0.099648,0.000352
0.2046,descent,0.7839,0.099638,0.000362
0.2096,descent,0.7839,0.099628,0.000372
0.2147,descent,0.7842,0.099618,0.000382
0.2197,descent,0.785,0.099608,0.000392
0.2247,descent,0.7853,0.099598,0.000402
0.2297,descent,0.7853,0.099588,0.000412
0.2348,descent,0.7853,0.099578,0.000422
0.2398,descent,0.7853,0.099568,0.000432
0.2448,descent,0.7853,0.099558,0.000442
0.2498,descent,0.7853,0.099548,0.000452
0.2548,descent,0.7879,0.099538,0.000462
0.2599,descent,0.7879,0.099528,0.000472
0.2649,descent,0.7887,0.099518,0.000482
0.2699,descent,0.791,0.099508,0.000492
0.2749,descent,0.791,0.099498,0.000502
0.28,descent,0.791,0.099488,0.000512
0.285,descent,0.791,0.099478,0.000522
0.29,descent,0.791,0.099468,0.000532
0.295,descent,0.791,0.099458,0.000542
0.3001,descent,0.7965,0.099448,0.000552
0.3051,descent,0.7931,0.099438,0.000562
0.3101,descent,0.7975,0.099428,0.000572
0.3151,descent,0.8046,0.099418,0.000582
0.3202,descent,0.8046,0.099408,0.000592
0.3252,descent,0.8046,0.099398,0.000602
0.3302,descent,0.812,0.099388,0.000612
0.3352,descent,0.8155,0.099378,0.000622
0.3403,descent,0.8216,0.099368,0.000632
0.3453,descent,0.8207,0.099358,0.000642
0.3503,descent,0.8221,0.099348,0.000652
0.3553,descent,0.8221,0.099338,0.000662
0.3604,descent,0.8221,0.099328,0.000672
0.3654,descent,0.8221,0.099318,0.000682
0.3704,descent,0.8221,0.099308,0.000692
0.3754,descent,0.8221,0.099298,0.000702
0.3804,descent,0.8246,0.099288,0.000712
0.3855,descent,0.8356,0.099278,0.000722
0.3905,descent,0.8356,0.099268,0.000732
0.3955,descent,0.8356,0.099258,0.000742
0.4005,descent,0.8356,0.099248,0.000752
0.4056,descent,0.8356,0.099238,0.000762
0.4106,descent,0.8501,0.099228,0.000772
0.4156,descent,0.8516,0.099218,0.000782
0.4206,descent,0.8581,0.099208,0.000792
0.4257,descent,0.8618,0.099198,0.000802
0.4307,descent,0.8501,0.099188,0.000812
0.4357,descent,0.8566,0.099178,0.000822
0.4407,descent,0.8644,0.099168,0.000832
0.4458,descent,0.8644,0.099158,0.000842
0.4508,descent,0.8749,0.099148,0.000852
0.4558,descent,0.8788,0.099138,0.000862
0.4608,descent,0.8788,0.099128,0.000872
0.4659,descent,0.8788,0.099117,0.000883
0.4709,descent,0.8788,0.099107,0.000893
0.4759,descent,0.8788,0.099097,0.000903
0.4809,descent,0.8788,0.099087,0.000913
0.4859,descent,0.8788,0.099077,0.000923
0.491,descent,0.8788,0.099067,0.000933
0.496,descent,0.8871,0.099057,0.000943
0.501,descent,0.893,0.099047,0.000953
0.506,descent,0.893,0.099037,0.000963
0.5111,descent,0.893,0.099027,0.000973
0.5161,descent,0.893,0.099017,0.000983
0.5211,descent,0.9068,0.099007,0.000993
0.5261,descent,0.9068,0.098997,0.001003
0.5312,descent,0.9081,0.098987,0.001013
0.5362,descent,0.9195,0.098977,0.001023
0.5412,descent,0.9195,0.098967,0.001033
0.5462,descent,0.9253,0.098957,0.001043
0.5513,descent,0.9237,0.098947,0.001053
0.5563,descent,0.9316,0.098937,0.001063
0.5613,descent,0.9316,0.098927,0.001073
0.5663,descent,0.9316,0.098917,0.001083
0.5714,descent,0.9316,0.098907,0.001093
0.5764,descent,0.9316,0.098897,0.001103
0.5814,descent,0.9354,0.098887,0.001113
0.5864,descent,0.9403,0.098877,0.001123
0.5915,descent,0.9403,0.098867,0.001133
0.5965,descent,0.9412,0.098857,0.001143
0.6015,descent,0.9459,0.098847,0.001153
0.6065,descent,0.9491,0.098837,0.001163
0.6115,descent,0.9529,0.098827,0.001173
0.6166,descent,0.9567,0.098817,0.001183
0.6216,descent,0.9598,0.098807,0.001193
0.6266,descent,0.9613,0.098797,0.001203
0.6316,descent,0.9579,0.098787,0.001213
0.6367,descent,0.9652,0.098777,0.001223
0.6417,descent,0.9652,0.098767,0.001233
0.6467,descent,0.9652,0.098757,0.001243
0.6517,descent,0.9652,0.098747,0.001253
0.6568,descent,0.9652,0.098737,0.001263
0.6618,descent,0.9652,0.098727,0.001273
0.6668,descent,0.9652,0.098717,0.001283
0.6718,descent,0.9754,0.098707,0.001293
0.6769,descent,0.9754,0.098697,0.001303
0.6819,descent,0.9754,0.098687,0.001313
0.6869,descent,0.9777,0.098677,0.001323
0.6919,descent,0.9847,0.098667,0.001333
0.697,descent,0.9859,0.098657,0.001343
0.702,descent,0.9885,0.098647,0.001353
0.707,descent,0.9962,0.098637,0.001363
0.712,descent,0.9962,0.098627,0.001373
0.717,descent,0.9967,0.098617,0.001383
0.7221,descent,1.0068,0.098607,0.001393
0.7271,descent,1.0068,0.098597,0.001403
0.7321,descent,1.0068,0.098587,0.001413
0.7371,descent,1.0068,0.098577,0.001423
0.7422,descent,1.0068,0.098567,0.001433
0.7472,descent,1.0068,0.098557,0.001443
0.7522,descent,1.0068,0.098547,0.001453
0.7572,descent,1.008,0.098537,0.001463
0.7623,descent,1.0129,0.098526,0.001474
0.7673,descent,1.0075,0.098516,0.001484
0.7723,descent,1.0171,0.098506,0.001494
0.7773,descent,1.0171,0.098496,0.001504
0.7824,descent,1.0171,0.098486,0.001514
0.7874,descent,1.0222,0.098476,0.001524
0.7924,descent,1.0292,0.098466,0.001534
0.7974,descent,1.0329,0.098456,0.001544
0.8025,descent,1.0366,0.098446,0.001554
0.8075,descent,1.0371,0.098436,0.001564
0.8125,descent,1.0371,0.098426,0.001574
0.8175,descent,1.0414,0.098416,0.001584
0.8225,descent,1.0469,0.098406,0.001594
0.8276,descent,1.0406,0.098396,0.001604
0.8326,descent,1.0471,0.098386,0.001614
0.8376,descent,1.0471,0.098376,0.001624
0.8426,descent,1.0471,0.098366,0.001634
0.8477,descent,1.0503,0.098356,0.001644
0.8527,descent,1.0539,0.098346,0.001654
0.8577,descent,1.0471,0.098336,0.001664
0.8627,descent,1.0533,0.098326,0.001674
0.8678,descent,1.0561,0.098316,0.001684
0.8728,descent,1.0561,0.098306,0.001694
0.8778,descent,1.0619,0.098296,0.001704
0.8828,descent,1.0652,0.098286,0.001714
0.8879,descent,1.0652,0.098276,0.001724
0.8929,descent,1.0669,0.098266,0.001734
0.8979,descent,1.0705,0.098256,0.001744
0.9029,descent,1.0741,0.098246,0.001754
0.908,descent,1.0741,0.098236,0.001764
0.913,descent,1.0829,0.098226,0.001774
0.918,descent,1.0829,0.098216,0.001784
0.923,descent,1.0829,0.098206,0.001794
0.9281,descent,1.0829,0.098196,0.001804
0.9331,descent,1.0829,0.098186,0.001814
0.9381,descent,1.0829,0.098176,0.001824
0.9431,descent,1.0829,0.098166,0.001834
0.9481,descent,1.0917,0.098156,0.001844
0.9532,descent,1.0917,0.098146,0.001854
0.9582,descent,1.0917,0.098136,0.001864
0.9632,descent,1.0917,0.098126,0.001874
0.9682,descent,1.0917,0.098116,0.001884
0.9733,descent,1.1007,0.098106,0.001894
0.9783,descent,1.1035,0.098096,0.001904
0.9833,descent,1.1073,0.098086,0.001914
0.9883,descent,1.1095,0.098076,0.001924
0.9934,descent,1.1107,0.098066,0.001934
0.9984,descent,1.1126,0.098056,0.001944
1.0034,descent,1.1159,0.098046,0.001954
1.0084,descent,1.1182,0.098036,0.001964
1.0135,descent,1.1182,0.098026,0.001974
1.0185,descent,1.1182,0.098016,0.001984
1.0235,descent,1.1182,0.098006,0.001994
1.0285,descent,1.1182,0.097996,0.002004
1.0336,descent,1.1182,0.097986,0.002014
1.0386,descent,1.1269,0.097976,0.002024
1.0436,descent,1.1269,0.097966,0.002034
1.0486,descent,1.1269,0.097956,0.002044
1.0536,descent,1.1269,0.097946,0.002054
1.0587,descent,1.1324,0.097935,0.002065
1.0637,descent,1.1295,0.097925,0.002075
1.0687,descent,1.1352,0.097915,0.002085
1.0737,descent,1.1367,0.097905,0.002095
1.0788,descent,1.1404,0.097895,0.002105
1.0838,descent,1.1483,0.097885,0.002115
1.0888,descent,1.1439,0.097875,0.002125
1.0938,descent,1.1524,0.097865,0.002135
1.0989,descent,1.1524,0.097855,0.002145
1.1039,descent,1.1524,0.097845,0.002155
1.1089,descent,1.1524,0.097835,0.002165
1.1139,descent,1.1524,0.097825,0.002175
1.119,descent,1.1524,0.097815,0.002185
1.124,descent,1.1524,0.097805,0.002195
1.129,descent,1.156,0.097795,0.002205
1.134,descent,1.1608,0.097785,0.002215
1.1391,descent,1.1648,0.097775,0.002225
1.1441,descent,1.1691,0.097765,0.002235
1.1491,descent,1.1691,0.097755,0.002245
1.1541,descent,1.1691,0.097745,0.002255
1.1592,descent,1.1691,0.097735,0.002265
1.1642,descent,1.1772,0.097725,0.002275
1.1692,descent,1.1774,0.097715,0.002285
1.1742,descent,1.1814,0.097705,0.002295
1.1792,descent,1.1854,0.097695,0.002305
1.1843,descent,1.1854,0.097685,0.002315
1.1893,descent,1.1854,0.097675,0.002325
1.1943,descent,1.1854,0.097665,0.002335
1.1993,descent,1.1864,0.097655,0.002345
1.2044,descent,1.1872,0.097645,0.002355
1.2094,descent,1.1929,0.097635,0.002365
1.2144,descent,1.1935,0.097625,0.002375
