Time_s,Phase,Force_N,UR5_Z_m,UR5_displacement_m
0.0054,descent,0.7461,0.099987,0.000013
0.0106,descent,0.7461,0.099989,0.000011
0.0158,descent,0.7461,0.099986,0.000014
0.0209,descent,0.7461,0.099996,0.000004
0.0261,descent,0.7461,0.099979,0.000021
0.0313,descent,0.7461,0.099993,0.000007
0.0365,descent,0.7461,0.099991,0.000009
0.0417,descent,0.7461,0.099986,0.000014
0.0469,descent,0.7461,0.099993,0.000007
0.0520,descent,0.7461,0.099985,0.000015
0.0572,descent,0.7461,0.100000,-0.000000
0.0624,descent,0.7461,0.099994,0.000006
0.0675,descent,0.7461,0.099980,0.000020
0.0727,descent,0.7461,0.099997,0.000003
0.0779,descent,0.7461,0.099992,0.000008
0.0789,descent,0.7475,0.099992,0.000008
0.0841,descent,0.7475,0.099977,0.000023
0.0893,descent,0.7475,0.099973,0.000027
0.0945,descent,0.7475,0.099975,0.000025
0.0997,descent,0.7475,0.099965,0.000035
0.1049,descent,0.7475,0.099955,0.000045
0.1103,descent,0.7475,0.099967,0.000033
0.1155,descent,0.7475,0.099967,0.000033
0.1207,descent,0.7475,0.099928,0.000072
0.1259,descent,0.7475,0.099936,0.000064
0.1311,descent,0.7475,0.099919,0.000081
0.1363,descent,0.7475,0.099909,0.000091
0.1415,descent,0.7475,0.099898,0.000102
0.1467,descent,0.7475,0.099892,0.000108
0.1519,descent,0.7475,0.099893,0.000107
0.1571,descent,0.7475,0.099888,0.000112
0.1623,descent,0.7475,0.099882,0.000118
0.1674,descent,0.7475,0.099858,0.000142
0.1689,descent,0.7489,0.099858,0.000142
0.1741,descent,0.7489,0.099863,0.000137
0.1792,descent,0.7489,0.099837,0.000163
0.1844,descent,0.7489,0.099823,0.000177
0.1895,descent,0.7489,0.099816,0.000184
0.1947,descent,0.7489,0.099812,0.000188
0.1999,descent,0.7489,0.099787,0.000213
0.2050,descent,0.7489,0.099775,0.000225
0.2102,descent,0.7489,0.099754,0.000246
0.2154,descent,0.7489,0.099741,0.000259
0.2206,descent,0.7489,0.099724,0.000276
0.2257,descent,0.7489,0.099702,0.000298
0.2309,descent,0.7489,0.099714,0.000286
0.2361,descent,0.7489,0.099674,0.000326
0.2412,descent,0.7489,0.099673,0.000327
0.2464,descent,0.7489,0.099648,0.000352
0.2516,descent,0.7489,0.099622,0.000378
0.2568,descent,0.7489,0.099604,0.000396
0.2587,descent,0.7548,0.099605,0.000395
0.2639,descent,0.7548,0.099599,0.000401
0.2691,descent,0.7548,0.099586,0.000414
0.2743,descent,0.7548,0.099545,0.000455
0.2795,descent,0.7548,0.099527,0.000473
0.2846,descent,0.7548,0.099512,0.000488
0.2898,descent,0.7548,0.099482,0.000518
0.2949,descent,0.7548,0.099488,0.000512
0.3001,descent,0.7548,0.099475,0.000525
0.3053,descent,0.7548,0.099473,0.000527
0.3105,descent,0.7548,0.099452,0.000548
0.3156,descent,0.7548,0.099456,0.000544
0.3208,descent,0.7548,0.099452,0.000548
0.3260,descent,0.7548,0.099458,0.000542
0.3312,descent,0.7548,0.099438,0.000562
0.3364,descent,0.7548,0.099444,0.000556
0.3415,descent,0.7548,0.099428,0.000572
0.3467,descent,0.7548,0.099431,0.000569
0.3487,descent,0.7829,0.099409,0.000591
0.3539,descent,0.7829,0.099426,0.000574
0.3591,descent,0.7829,0.099406,0.000594
0.3643,descent,0.7829,0.099396,0.000604
0.3695,descent,0.7829,0.099388,0.000612
0.3746,descent,0.7829,0.099379,0.000621
0.3798,descent,0.7829,0.099373,0.000627
0.3850,descent,0.7829,0.099368,0.000632
0.3901,descent,0.7829,0.099350,0.000650
0.3953,descent,0.7829,0.099338,0.000662
0.4005,descent,0.7829,0.099338,0.000662
0.4057,descent,0.7829,0.099299,0.000701
0.4108,descent,0.7829,0.099303,0.000697
0.4160,descent,0.7829,0.099278,0.000722
0.4212,descent,0.7829,0.099260,0.000740
0.4264,descent,0.7829,0.099257,0.000743
0.4315,descent,0.7829,0.099235,0.000765
0.4337,descent,0.8412,0.099231,0.000769
0.4389,descent,0.8412,0.099222,0.000778
0.4441,descent,0.8412,0.099202,0.000798
0.4492,descent,0.8412,0.099201,0.000799
0.4544,descent,0.8412,0.099194,0.000806
0.4596,descent,0.8412,0.099158,0.000842
0.4647,descent,0.8412,0.099160,0.000840
0.4699,descent,0.8412,0.099140,0.000860
0.4751,descent,0.8412,0.099117,0.000883
0.4802,descent,0.8412,0.099129,0.000871
0.4854,descent,0.8412,0.099105,0.000895
0.4906,descent,0.8412,0.099094,0.000906
0.4957,descent,0.8412,0.099099,0.000901
0.5009,descent,0.8412,0.099078,0.000922
0.5060,descent,0.8412,0.099050,0.000950
0.5112,descent,0.8412,0.099056,0.000944
0.5164,descent,0.8412,0.099026,0.000974
0.5215,descent,0.8412,0.099014,0.000986
0.5237,descent,0.8964,0.099008,0.000992
0.5288,descent,0.8964,0.099005,0.000995
0.5340,descent,0.8964,0.098986,0.001014
0.5392,descent,0.8964,0.098988,0.001012
0.5444,descent,0.8964,0.098972,0.001028
0.5495,descent,0.8964,0.098951,0.001049
0.5547,descent,0.8964,0.098952,0.001048
0.5599,descent,0.8964,0.098947,0.001053
0.5650,descent,0.8964,0.098924,0.001076
0.5702,descent,0.8964,0.098919,0.001081
0.5754,descent,0.8964,0.098927,0.001073
0.5806,descent,0.8964,0.098907,0.001093
0.5858,descent,0.8964,0.098891,0.001109
0.5910,descent,0.8964,0.098899,0.001101
0.5962,descent,0.8964,0.098883,0.001117
0.6014,descent,0.8964,0.098883,0.001117
0.6067,descent,0.8964,0.098866,0.001134
0.6153,descent,0.8964,0.098859,0.001141
0.6159,descent,0.9301,0.098859,0.001141
0.6212,descent,0.9301,0.098841,0.001159
0.6264,descent,0.9301,0.098828,0.001172
0.6324,descent,0.9301,0.098817,0.001183
0.6377,descent,0.9301,0.098822,0.001178
0.6429,descent,0.9301,0.098794,0.001206
0.6481,descent,0.9301,0.098782,0.001218
0.6533,descent,0.9301,0.098753,0.001247
0.6584,descent,0.9301,0.098769,0.001231
0.6636,descent,0.9301,0.098745,0.001255
0.6688,descent,0.9301,0.098744,0.001256
0.6740,descent,0.9301,0.098728,0.001272
0.6792,descent,0.9301,0.098708,0.001292
0.6843,descent,0.9301,0.098703,0.001297
0.6894,descent,0.9301,0.098698,0.001302
0.6946,descent,0.9301,0.098701,0.001299
0.6998,descent,0.9301,0.098680,0.001320
0.7039,descent,0.9721,0.098665,0.001335
0.7092,descent,0.9721,0.098656,0.001344
0.7144,descent,0.9721,0.098650,0.001350
0.7212,descent,0.9721,0.098618,0.001382
0.7265,descent,0.9721,0.098605,0.001395
0.7317,descent,0.9721,0.098611,0.001389
0.7369,descent,0.9721,0.098585,0.001415
0.7421,descent,0.9721,0.098581,0.001419
0.7472,descent,0.9721,0.098557,0.001443
0.7524,descent,0.9721,0.098566,0.001434
0.7577,descent,0.9721,0.098543,0.001457
0.7630,descent,0.9721,0.098525,0.001475
0.7684,descent,0.9721,0.098525,0.001475
0.7737,descent,0.9721,0.098526,0.001474
0.7791,descent,0.9721,0.098511,0.001489
0.7844,descent,0.9721,0.098496,0.001504
0.7897,descent,0.9721,0.098483,0.001517
0.7942,descent,1.0123,0.098470,0.001530
0.7994,descent,1.0123,0.098442,0.001558
0.8047,descent,1.0123,0.098444,0.001556
0.8100,descent,1.0123,0.098442,0.001558
0.8153,descent,1.0123,0.098434,0.001566
0.8206,descent,1.0123,0.098404,0.001596
0.8259,descent,1.0123,0.098406,0.001594
0.8311,descent,1.0123,0.098403,0.001597
0.8364,descent,1.0123,0.098381,0.001619
0.8416,descent,1.0123,0.098344,0.001656
0.8468,descent,1.0123,0.098363,0.001637
0.8521,descent,1.0123,0.098353,0.001647
0.8573,descent,1.0123,0.098344,0.001656
0.8625,descent,1.0123,0.098332,0.001668
0.8677,descent,1.0123,0.098330,0.001670
0.8728,descent,1.0123,0.098319,0.001681
0.8780,descent,1.0123,0.098305,0.001695
0.8832,descent,1.0123,0.098291,0.001709
0.8840,descent,1.0485,0.098291,0.001709
0.8893,descent,1.0485,0.098286,0.001714
0.8945,descent,1.0485,0.098290,0.001710
0.8997,descent,1.0485,0.098264,0.001736
0.9050,descent,1.0485,0.098243,0.001757
0.9102,descent,1.0485,0.098226,0.001774
0.9155,descent,1.0485,0.098232,0.001768
0.9207,descent,1.0485,0.098210,0.001790
0.9258,descent,1.0485,0.098204,0.001796
0.9309,descent,1.0485,0.098200,0.001800
0.9360,descent,1.0485,0.098188,0.001812
0.9412,descent,1.0485,0.098181,0.001819
0.9464,descent,1.0485,0.098174,0.001826
0.9517,descent,1.0485,0.098151,0.001849
0.9569,descent,1.0485,0.098161,0.001839
0.9621,descent,1.0485,0.098127,0.001873
0.9674,descent,1.0485,0.098126,0.001874
0.9726,descent,1.0485,0.098114,0.001886
0.9736,descent,1.0843,0.098107,0.001893
0.9788,descent,1.0843,0.098105,0.001895
0.9840,descent,1.0843,0.098109,0.001891
0.9892,descent,1.0843,0.098072,0.001928
0.9944,descent,1.0843,0.098082,0.001918
0.9996,descent,1.0843,0.098057,0.001943
1.0048,descent,1.0843,0.098045,0.001955
1.0101,descent,1.0843,0.098028,0.001972
1.0153,descent,1.0843,0.098028,0.001972
1.0205,descent,1.0843,0.098019,0.001981
1.0257,descent,1.0843,0.098010,0.001990
1.0308,descent,1.0843,0.098000,0.002000
1.0361,descent,1.0843,0.097974,0.002026
1.0412,descent,1.0843,0.097956,0.002044
1.0464,descent,1.0843,0.097967,0.002033
1.0516,descent,1.0843,0.097966,0.002034
1.0568,descent,1.0843,0.097940,0.002060
1.0620,descent,1.0843,0.097930,0.002070
1.0639,descent,1.1184,0.097933,0.002067
1.0691,descent,1.1184,0.097915,0.002085
1.0743,descent,1.1184,0.097913,0.002087
1.0795,descent,1.1184,0.097881,0.002119
1.0847,descent,1.1184,0.097869,0.002131
1.0899,descent,1.1184,0.097869,0.002131
1.0951,descent,1.1184,0.097865,0.002135
1.1002,descent,1.1184,0.097851,0.002149
1.1072,descent,1.1184,0.097849,0.002151
1.1124,descent,1.1184,0.097832,0.002168
1.1176,descent,1.1184,0.097823,0.002177
1.1227,descent,1.1184,0.097819,0.002181
1.1279,descent,1.1184,0.097812,0.002188
1.1332,descent,1.1184,0.097803,0.002197
1.1385,descent,1.1184,0.097796,0.002204
1.1437,descent,1.1184,0.097781,0.002219
1.1489,descent,1.1515,0.097769,0.002231
