Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0007,descent,1.2724,51.4160,43.5059,53.5860,-37.0980,0.024889,0.039646,0.080005,-0.000005,0.6000,-5
0.0018,descent,1.2724,51.4160,43.5059,50.8380,-37.0980,0.024917,0.039646,0.079997,0.000003,0.6000,-5
0.0030,descent,1.2724,51.4160,43.4180,46.7160,-35.7240,0.024956,0.040279,0.080002,-0.000002,0.6000,-5
0.0040,descent,1.2724,51.4160,43.4180,43.9680,-35.7240,0.024984,0.040279,0.080002,-0.000002,0.6000,-5
0.0051,descent,1.2724,51.4160,43.4180,41.2200,-35.7240,0.025013,0.040279,0.080000,0.000000,0.6000,-5
0.0062,descent,1.2724,51.4160,43.3301,38.4720,-34.3500,0.025037,0.040911,0.080000,0.000000,0.6000,-5
0.0073,descent,1.2724,51.4160,43.3301,35.7240,-34.3500,0.025065,0.040911,0.079996,0.000004,0.6000,-5
0.0086,descent,1.2724,51.3281,43.3301,32.9760,-34.3500,0.025273,0.040906,0.079996,0.000004,0.6000,-5
0.0097,descent,1.2724,51.3281,43.3301,30.2280,-34.3500,0.025302,0.040906,0.079997,0.000003,0.6000,-5
0.0109,descent,1.2724,51.3281,43.2422,27.4800,-32.9760,0.025325,0.041539,0.079997,0.000003,0.6000,-5
0.0118,descent,1.2724,51.3281,43.2422,26.1060,-32.9760,0.025340,0.041539,0.080000,0.000000,0.6000,-5
0.0131,descent,1.2724,51.3281,43.2422,21.9840,-31.6020,0.025383,0.041484,0.079996,0.000004,0.6000,-5
0.0140,descent,1.2724,51.2402,43.1543,19.2360,-31.6020,0.025586,0.042167,0.079996,0.000004,0.6000,-5
0.0152,descent,1.2724,51.2402,43.1543,16.4880,-30.2280,0.025614,0.042112,0.080004,-0.000004,0.6000,-5
0.0163,descent,1.2724,51.2402,43.1543,13.7400,-30.2280,0.025643,0.042112,0.080004,-0.000004,0.6000,-5
0.0174,descent,1.2724,51.2402,43.0664,12.3660,-30.2280,0.025652,0.042799,0.079991,0.000009,0.6000,-5
0.0185,descent,1.2724,51.2402,43.0664,10.9920,-30.2280,0.025667,0.042799,0.079991,0.000009,0.6000,-5
0.0198,descent,1.2724,51.1523,43.0664,8.2440,-28.8540,0.025874,0.042740,0.079981,0.000019,0.6000,-5
0.0207,descent,1.2724,51.1523,43.0664,6.8700,-28.8540,0.025889,0.042740,0.079981,0.000019,0.6000,-5
0.0218,descent,1.2724,51.1523,43.0664,5.4960,-27.4800,0.025910,0.042685,0.079985,0.000015,0.6000,-5
0.0230,descent,1.2724,51.0645,43.0664,1.3740,-27.4800,0.131691,0.042681,0.079985,0.000015,0.6000,-5
0.0240,descent,1.2724,51.0645,42.9785,0.0000,-27.4800,0.226134,0.043367,0.079995,0.000005,0.6000,-5
0.0252,descent,1.2724,51.0645,42.9785,-1.3740,-26.1060,0.131715,0.043313,0.079971,0.000029,0.6000,-5
0.0263,descent,1.2724,51.0645,42.9785,-2.7480,-26.1060,0.041687,0.043313,0.079971,0.000029,0.6000,-5
0.0274,descent,1.2724,50.9766,42.9785,-4.1220,-24.7320,0.026992,0.043254,0.079988,0.000012,0.6000,-5
0.0285,descent,1.2724,50.9766,42.9785,-5.4960,-23.3580,0.026378,0.043199,0.079988,0.000012,0.6000,-5
0.0298,descent,1.2724,50.9766,42.9785,-6.8700,-23.3580,0.026385,0.043199,0.079984,0.000016,0.6000,-5
0.0307,descent,1.2724,50.8887,42.9785,-8.2440,-21.9840,0.026578,0.043140,0.079984,0.000016,0.6000,-5
0.0318,descent,1.2724,50.8887,42.9785,-9.6180,-21.9840,0.026593,0.043140,0.079988,0.000012,0.6000,-5
0.0330,descent,1.2724,50.8008,42.8906,-10.9920,-20.6100,0.026781,0.043768,0.079973,0.000027,0.6000,-5
0.0340,descent,1.2724,50.8008,42.8906,-12.3660,-20.6100,0.026795,0.043768,0.079973,0.000027,0.6000,-5
