Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0008,descent,1.0525,50.7129,42.4512,68.7000,-19.2360,0.026107,0.047143,0.079996,0.000004,0.6000,-5
0.0018,descent,1.0525,50.7129,42.4512,65.9520,-17.8620,0.026135,0.047089,0.079988,0.000012,0.6000,-5
0.0029,descent,1.0525,50.8008,42.4512,63.2040,-16.4880,0.025985,0.047039,0.080003,-0.000003,0.6000,-5
0.0040,descent,1.0525,50.8008,42.4512,60.4560,-16.4880,0.026014,0.047039,0.080003,-0.000003,0.6000,-5
0.0051,descent,1.0525,50.8008,42.4512,59.0820,-15.1140,0.026028,0.046985,0.079995,0.000005,0.6000,-5
0.0063,descent,1.0525,50.7129,42.4512,56.3340,-13.7400,0.026235,0.046925,0.079995,0.000005,0.6000,-5
0.0074,descent,1.0525,50.7129,42.4512,50.8380,-12.3660,0.026293,0.046871,0.079996,0.000004,0.6000,-5
0.0084,descent,1.0525,50.7129,42.4512,48.0900,-10.9920,0.026321,0.046817,0.079996,0.000004,0.6000,-5
0.0096,descent,1.0525,50.7129,42.4512,45.3420,-10.9920,0.026350,0.046817,0.079994,0.000006,0.6000,-5
0.0107,descent,1.0525,50.7129,42.4512,42.5940,-9.6180,0.026379,0.046762,0.079994,0.000006,0.6000,-5
0.0118,descent,1.0525,50.7129,42.4512,39.8460,-9.6180,0.026407,0.046762,0.079989,0.000011,0.6000,-5
0.0129,descent,1.0525,50.7129,42.4512,38.4720,-8.2440,0.026422,0.046708,0.079994,0.000006,0.6000,-5
0.0140,descent,1.0525,50.7129,42.4512,35.7240,-8.2440,0.026450,0.046708,0.079994,0.000006,0.6000,-5
0.0151,descent,1.0525,50.7129,42.4512,32.9760,-6.8700,0.026479,0.046653,0.079994,0.000006,0.6000,-5
0.0163,descent,1.0525,50.7129,42.4512,30.2280,-6.8700,0.026507,0.046653,0.079994,0.000006,0.6000,-5
0.0174,descent,1.0525,50.7129,42.4512,26.1060,-5.4960,0.026550,0.046606,0.079997,0.000003,0.6000,-5
0.0184,descent,1.0525,50.7129,42.4512,24.7320,-5.4960,0.026565,0.046606,0.079997,0.000003,0.6000,-5
0.0196,descent,1.0525,50.7129,42.4512,21.9840,-4.1220,0.026593,0.047181,0.079998,0.000002,0.6000,-5
0.0207,descent,1.0525,50.6250,42.4512,20.6100,-4.1220,0.026787,0.047176,0.079998,0.000002,0.6000,-5
0.0218,descent,1.0525,50.6250,42.4512,17.8620,-4.1220,0.026815,0.047176,0.079999,0.000001,0.6000,-5
0.0229,descent,1.0525,50.6250,42.4512,16.4880,-2.7480,0.026829,0.062010,0.080001,-0.000001,0.6000,-5
0.0240,descent,1.0525,50.6250,42.4512,13.7400,-2.7480,0.026858,0.062010,0.080001,-0.000001,0.6000,-5
0.0251,descent,1.0525,50.6250,42.4512,12.3660,-1.3740,0.026872,0.151997,0.079983,0.000017,0.6000,-5
0.0263,descent,1.0525,50.6250,42.4512,10.9920,-1.3740,0.026887,0.151997,0.079983,0.000017,0.6000,-5
0.0274,descent,1.0525,50.5371,42.4512,6.8700,-1.3740,0.027109,0.151993,0.079981,0.000019,0.6000,-5
0.0284,descent,1.0525,50.5371,42.4512,5.4960,0.0000,0.027130,0.246372,0.079981,0.000019,0.6000,-5
0.0296,descent,1.0525,50.5371,42.4512,4.1220,0.0000,0.027773,0.246372,0.079980,0.000020,0.6000,-5
0.0307,descent,1.0525,50.4492,42.4512,1.3740,0.0000,0.132911,0.246367,0.079980,0.000020,0.6000,-5
0.0318,descent,1.0525,50.4492,42.4512,0.0000,0.0000,0.227359,0.246367,0.079981,0.000019,0.6000,-5
0.0329,descent,1.0525,50.4492,42.4512,0.0000,0.0000,0.227359,0.246367,0.079973,0.000027,0.6000,-5
0.0341,descent,1.0525,50.4492,42.4512,-1.3740,0.0000,0.132940,0.246367,0.079973,0.000027,0.6000,-5
0.0351,descent,1.0525,50.4492,42.4512,-2.7480,0.0000,0.042912,0.246367,0.079976,0.000024,0.6000,-5
0.0363,descent,1.0525,50.3613,42.4512,-4.1220,0.0000,0.028217,0.246363,0.079976,0.000024,0.6000,-5
0.0374,descent,1.0525,50.3613,42.4512,-6.8700,0.0000,0.027610,0.246363,0.079973,0.000027,0.6000,-5
0.0384,descent,1.0525,50.3613,42.4512,-6.8700,0.0000,0.027610,0.246363,0.079973,0.000027,0.6000,-5
0.0396,descent,1.0525,50.2734,42.5391,-8.2440,1.3740,0.027808,0.151183,0.079985,0.000015,0.6000,-5
0.0407,descent,1.0525,50.2734,42.5391,-8.2440,1.3740,0.027808,0.151183,0.079985,0.000015,0.6000,-5
0.0418,descent,1.0525,50.2734,42.6270,-9.6180,1.3740,0.027827,0.150496,0.079973,0.000027,0.6000,-5
0.0429,descent,1.0525,50.2734,42.6270,-9.6180,2.7480,0.027827,0.060400,0.079963,0.000037,0.6000,-5
0.0440,descent,1.0525,50.2734,42.7148,-9.6180,4.1220,0.027831,0.044770,0.079963,0.000037,0.6000,-5
0.0451,descent,1.0525,50.2734,42.8027,-10.9920,4.1220,0.027850,0.044083,0.079967,0.000033,0.6000,-5
0.0462,descent,1.0525,50.2734,42.8906,-10.9920,5.4960,0.027855,0.042713,0.079967,0.000033,0.6000,-5
0.0474,descent,1.0525,50.2734,42.9785,-10.9920,9.6180,0.027860,0.041856,0.079968,0.000032,0.6000,-5
0.0484,descent,1.0525,50.2734,43.1543,-12.3660,10.9920,0.027883,0.040428,0.079968,0.000032,0.6000,-5
0.0496,descent,1.0525,50.2734,43.2422,-12.3660,13.7400,0.027888,0.039632,0.079951,0.000049,0.6000,-5
0.0507,descent,1.0525,50.2734,43.3301,-12.3660,15.1140,0.027893,0.038891,0.079951,0.000049,0.6000,-5
0.0518,descent,1.0525,50.2734,43.4180,-12.3660,17.8620,0.027897,0.038095,0.079963,0.000037,0.6000,-5
0.0529,descent,1.0525,50.2734,43.5059,-12.3660,20.6100,0.027902,0.037300,0.079951,0.000049,0.6000,-5
0.0540,descent,1.0525,50.2734,43.5937,-12.3660,21.9840,0.027907,0.036558,0.079951,0.000049,0.6000,-5
0.0551,descent,1.0525,50.2734,43.7695,-10.9920,24.7320,0.027902,0.035076,0.079950,0.000050,0.6000,-5
0.0563,descent,1.0525,50.2734,43.9453,-10.9920,27.4800,0.027911,0.033594,0.079950,0.000050,0.6000,-5
0.0574,descent,1.0525,50.2734,44.1211,-10.9920,32.9760,0.027921,0.032002,0.079956,0.000044,0.6000,-5
0.0584,descent,1.0525,50.2734,44.2090,-10.9920,35.7240,0.027925,0.031207,0.079956,0.000044,0.6000,-5
0.0596,descent,1.0525,50.2734,44.2969,-9.6180,39.8460,0.027916,0.030357,0.079941,0.000059,0.6000,-5
0.0607,descent,1.0525,50.2734,44.3848,-9.6180,42.5940,0.027921,0.029561,0.079941,0.000059,0.6000,-5
0.0618,descent,1.0525,50.2734,44.4727,-9.6180,45.3420,0.027925,0.028765,0.079954,0.000046,0.6000,-5
0.0629,descent,1.0525,50.2734,44.4727,-8.2440,46.7160,0.027911,0.028711,0.079940,0.000060,0.6000,-5
0.0640,descent,1.0525,50.2734,44.5605,-8.2440,49.4640,0.027916,0.027915,0.079940,0.000060,0.6000,-5
0.0651,descent,1.0525,50.2734,44.5605,-8.2440,52.2120,0.027916,0.027807,0.079935,0.000065,0.6000,-5
0.0663,descent,1.0525,50.2734,44.6484,-6.8700,53.5860,0.027906,0.027065,0.079935,0.000065,0.6000,-5
0.0674,descent,1.0525,50.2734,44.8242,-5.4960,59.0820,0.027908,0.025474,0.079939,0.000061,0.6000,-5
0.0684,descent,1.0525,50.2734,44.8242,-5.4960,60.4560,0.027908,0.025420,0.079939,0.000061,0.6000,-5
0.0696,descent,1.0525,50.2734,44.9121,-5.4960,63.2040,0.027913,0.024624,0.079943,0.000057,0.6000,-5
0.0707,descent,1.0525,50.2734,44.9121,-4.1220,64.5780,0.028528,0.024570,0.079943,0.000057,0.6000,-5
0.0718,descent,1.0525,50.2734,45.0000,-4.1220,65.9520,0.028532,0.023829,0.079936,0.000064,0.6000,-5
0.0729,descent,1.0525,50.2734,45.0000,-2.7480,67.3260,0.043406,0.023774,0.079923,0.000077,0.6000,-5
0.0740,descent,1.0525,50.2734,45.0000,-2.7480,67.3260,0.043406,0.023774,0.079923,0.000077,0.6000,-5
0.0751,descent,1.0525,50.2734,45.1758,-1.3740,68.7000,0.133444,0.022346,0.079914,0.000086,0.6000,-5
0.0763,descent,1.0525,50.2734,45.1758,-1.3740,70.0740,0.133444,0.022292,0.079914,0.000086,0.6000,-5
0.0774,descent,1.0525,50.2734,45.1758,-1.3740,68.7000,0.133444,0.022346,0.079913,0.000087,0.6000,-5
0.0785,descent,1.0525,50.2734,45.1758,-1.3740,68.7000,0.133444,0.022346,0.079913,0.000087,0.6000,-5
0.0796,descent,1.0522,50.1855,45.1758,-1.3740,67.3260,0.133623,0.022396,0.079918,0.000082,0.6000,-5
0.0807,descent,1.0522,50.1855,45.1758,-1.3740,65.9520,0.133623,0.022450,0.079918,0.000082,0.6000,-5
0.0818,descent,1.0522,50.1855,45.1758,-1.3740,64.5780,0.133623,0.022505,0.079929,0.000071,0.6000,-5
0.0829,descent,1.0522,50.1855,45.1758,-1.3740,63.2040,0.133623,0.022559,0.079909,0.000091,0.6000,-5
0.0840,descent,1.0522,50.1855,45.1758,-1.3740,60.4560,0.133623,0.022668,0.079909,0.000091,0.6000,-5
0.0851,descent,1.0522,50.1855,45.1758,-1.3740,59.0820,0.133623,0.022723,0.079893,0.000107,0.6000,-5
0.0863,descent,1.0522,50.1855,45.1758,-1.3740,56.3340,0.133623,0.022831,0.079893,0.000107,0.6000,-5
0.0874,descent,1.0522,50.1855,45.0000,-1.3740,50.8380,0.133613,0.024423,0.079917,0.000083,0.6000,-5
0.0884,descent,1.0522,50.1855,45.0000,-1.3740,48.0900,0.133613,0.024531,0.079917,0.000083,0.6000,-5
0.0896,descent,1.0522,50.2734,45.0000,-1.3740,45.3420,0.133434,0.024645,0.079898,0.000102,0.6000,-5
0.0907,descent,1.0522,50.2734,45.0000,-1.3740,42.5940,0.133434,0.024754,0.079898,0.000102,0.6000,-5
0.0918,descent,1.0522,50.2734,44.9121,-1.3740,39.8460,0.133429,0.025549,0.079891,0.000109,0.6000,-5
0.0929,descent,1.0522,50.2734,44.9121,0.0000,35.7240,0.227849,0.025713,0.079915,0.000085,0.6000,-5
0.0940,descent,1.0522,50.2734,44.9121,0.0000,32.9760,0.227849,0.025821,0.079915,0.000085,0.6000,-5
0.0951,descent,1.0522,50.2734,44.9121,0.0000,30.2280,0.227849,0.025930,0.079905,0.000095,0.6000,-5
0.0963,descent,1.0522,50.3613,44.8242,0.0000,27.4800,0.227665,0.026731,0.079905,0.000095,0.6000,-5
