Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0008,descent,1.2356,50.8887,44.5605,-32.9760,-5.4960,0.026921,0.030133,0.084994,0.000006,0.600000,0
0.0019,descent,1.2356,50.8008,44.5605,-34.3500,-4.1220,0.027114,0.030702,0.084993,0.000007,0.600000,0
0.0030,descent,1.2356,50.8008,44.5605,-34.3500,-4.1220,0.027114,0.030702,0.084993,0.000007,0.600000,0
0.0041,descent,1.2356,50.7129,44.5605,-35.7240,-4.1220,0.027307,0.030698,0.084987,0.000013,0.600000,0
0.0052,descent,1.2356,50.7129,44.5605,-35.7240,-4.1220,0.027307,0.030698,0.084987,0.000013,0.600000,0
0.0063,descent,1.2356,50.6250,44.5605,-35.7240,-4.1220,0.027486,0.030693,0.084993,0.000007,0.600000,0
0.0074,descent,1.2356,50.5371,44.5605,-37.0980,-2.7480,0.027679,0.045522,0.085001,-0.000001,0.600000,0
0.0085,descent,1.2356,50.5371,44.5605,-37.0980,-2.7480,0.027679,0.045522,0.085001,-0.000001,0.600000,0
0.0096,descent,1.2356,50.4492,44.5605,-37.0980,-2.7480,0.027858,0.045517,0.084991,0.000009,0.600000,0
0.0107,descent,1.2356,50.3613,44.5605,-37.0980,-1.3740,0.028037,0.135500,0.084991,0.000009,0.600000,0
0.0119,descent,1.2356,50.3613,44.5605,-38.4720,-1.3740,0.028052,0.135500,0.084994,0.000006,0.600000,0
0.0130,descent,1.2356,50.2734,44.5605,-38.4720,-1.3740,0.028230,0.135495,0.084994,0.000006,0.600000,0
0.0141,descent,1.2356,50.2734,44.5605,-39.8460,-1.3740,0.028245,0.135495,0.084990,0.000010,0.600000,0
0.0152,descent,1.2356,50.1855,44.5605,-39.8460,-1.3740,0.028424,0.135491,0.084990,0.000010,0.600000,0
0.0163,descent,1.2356,50.1855,44.5605,-39.8460,0.0000,0.028424,0.229870,0.084988,0.000012,0.600000,0
0.0174,descent,1.2356,50.0977,44.5605,-41.2200,0.0000,0.028617,0.229865,0.084988,0.000012,0.600000,0
0.0185,descent,1.2356,50.0098,44.5605,-41.2200,0.0000,0.028796,0.229860,0.084976,0.000024,0.600000,0
0.0196,descent,1.2356,50.0098,44.5605,-41.2200,0.0000,0.028796,0.229860,0.084994,0.000006,0.600000,0
0.0207,descent,1.2356,49.9219,44.5605,-41.2200,0.0000,0.028975,0.229856,0.084994,0.000006,0.600000,0
0.0219,descent,1.2356,49.9219,44.5605,-42.5940,0.0000,0.028989,0.229856,0.084980,0.000020,0.600000,0
0.0230,descent,1.2356,49.8340,44.5605,-42.5940,0.0000,0.029168,0.229851,0.084980,0.000020,0.600000,0
0.0241,descent,1.2356,49.7461,44.5605,-42.5940,0.0000,0.029347,0.229846,0.084996,0.000004,0.600000,0
0.0252,descent,1.2356,49.7461,44.5605,-43.9680,0.0000,0.029362,0.229846,0.084996,0.000004,0.600000,0
0.0263,descent,1.2356,49.6582,44.5605,-43.9680,0.0000,0.029541,0.229842,0.084984,0.000016,0.600000,0
0.0274,descent,1.2356,49.6582,44.6484,-43.9680,1.3740,0.029545,0.134667,0.084984,0.000016,0.600000,0
0.0285,descent,1.2356,49.5703,44.6484,-43.9680,1.3740,0.029724,0.134662,0.084966,0.000034,0.600000,0
0.0297,descent,1.2356,49.4824,44.7363,-43.9680,2.7480,0.029908,0.043874,0.084977,0.000023,0.600000,0
0.0307,descent,1.2356,49.4824,44.7363,-45.3420,2.7480,0.029922,0.043874,0.084977,0.000023,0.600000,0
0.0319,descent,1.2356,49.3945,44.8242,-45.3420,4.1220,0.030106,0.028240,0.084985,0.000015,0.600000,0
0.0330,descent,1.2356,49.3945,44.9121,-45.3420,5.4960,0.030111,0.026870,0.084985,0.000015,0.600000,0
0.0341,descent,1.2356,49.3066,45.0000,-45.3420,6.8700,0.030294,0.026117,0.084987,0.000013,0.600000,0
0.0352,descent,1.2356,49.2188,45.0879,-45.3420,8.2440,0.030478,0.025371,0.084987,0.000013,0.600000,0
0.0363,descent,1.2356,49.2188,45.0879,-45.3420,9.6180,0.030478,0.025316,0.084984,0.000016,0.600000,0
0.0374,descent,1.2356,49.1309,45.2637,-46.7160,10.9920,0.030681,0.023884,0.084984,0.000016,0.600000,0
0.0385,descent,1.2356,49.0430,45.3516,-46.7160,15.1140,0.030865,0.023029,0.084981,0.000019,0.600000,0
0.0396,descent,1.2356,49.0430,45.4395,-46.7160,16.4880,0.030869,0.022288,0.084970,0.000030,0.600000,0
0.0407,descent,1.2356,48.9551,45.5273,-46.7160,19.2360,0.031053,0.021488,0.084970,0.000030,0.600000,0
0.0419,descent,1.2356,48.9551,45.6152,-46.7160,20.6100,0.031058,0.020746,0.084962,0.000038,0.600000,0
0.0430,descent,1.2356,48.8672,45.7031,-46.7160,23.3580,0.031241,0.019946,0.084962,0.000038,0.600000,0
0.0441,descent,1.2356,48.8672,45.7031,-46.7160,24.7320,0.031241,0.019892,0.084968,0.000032,0.600000,0
0.0452,descent,1.2356,48.7793,45.7910,-46.7160,27.4800,0.031425,0.019091,0.084968,0.000032,0.600000,0
0.0463,descent,1.2356,48.6914,45.8789,-46.7160,28.8540,0.031609,0.018345,0.084965,0.000035,0.600000,0
0.0474,descent,1.2356,48.6035,46.0547,-46.7160,34.3500,0.031797,0.016750,0.084965,0.000035,0.600000,0
0.0485,descent,1.2356,48.6035,46.0547,-46.7160,35.7240,0.031797,0.016695,0.084952,0.000048,0.600000,0
0.0496,descent,1.2356,48.5156,46.1426,-46.7160,38.4720,0.031981,0.015895,0.084955,0.000045,0.600000,0
0.0507,descent,1.2356,48.5156,46.2305,-46.7160,39.8460,0.031986,0.015154,0.084955,0.000045,0.600000,0
0.0519,descent,1.2356,48.4277,46.2305,-46.7160,42.5940,0.032165,0.015040,0.084972,0.000028,0.600000,0
0.0530,descent,1.2356,48.4277,46.2305,-46.7160,43.9680,0.032165,0.014986,0.084972,0.000028,0.600000,0
0.0541,descent,1.2356,48.3398,46.3184,-46.7160,45.3420,0.032349,0.014240,0.084955,0.000045,0.600000,0
0.0552,descent,1.2389,48.3398,46.3184,-46.7160,46.7160,0.032349,0.014185,0.084955,0.000045,0.600000,0
0.0563,descent,1.2389,48.2520,46.3184,-46.7160,48.0900,0.032528,0.014126,0.084949,0.000051,0.600000,0
0.0574,descent,1.2389,48.1641,46.3184,-46.7160,50.8380,0.032707,0.014013,0.084949,0.000051,0.600000,0
0.0585,descent,1.2389,48.0762,46.3184,-46.7160,50.8380,0.032886,0.014008,0.084955,0.000045,0.600000,0
0.0596,descent,1.2389,48.0762,46.3184,-46.7160,50.8380,0.032886,0.014008,0.084936,0.000064,0.600000,0
0.0607,descent,1.2389,47.9883,46.3184,-46.7160,50.8380,0.033065,0.014003,0.084936,0.000064,0.600000,0
0.0619,descent,1.2389,47.9883,46.3184,-46.7160,50.8380,0.033065,0.014003,0.084936,0.000064,0.600000,0
0.0630,descent,1.2389,47.9004,46.3184,-48.0900,50.8380,0.033258,0.013998,0.084936,0.000064,0.600000,0
0.0641,descent,1.2389,47.9004,46.3184,-46.7160,50.8380,0.033244,0.013998,0.084951,0.000049,0.600000,0
0.0652,descent,1.2389,47.8125,46.3184,-48.0900,49.4640,0.033437,0.014048,0.084951,0.000049,0.600000,0
0.0663,descent,1.2389,47.8125,46.3184,-46.7160,48.0900,0.033423,0.014103,0.084944,0.000056,0.600000,0
0.0674,descent,1.2389,47.7246,46.3184,-46.7160,45.3420,0.033602,0.014207,0.084923,0.000077,0.600000,0
0.0685,descent,1.2389,47.6367,46.3184,-46.7160,43.9680,0.033781,0.014256,0.084923,0.000077,0.600000,0
0.0696,descent,1.2389,47.5488,46.3184,-46.7160,42.5940,0.033960,0.014306,0.084966,0.000034,0.600000,0
0.0707,descent,1.2389,47.5488,46.3184,-46.7160,41.2200,0.033960,0.014360,0.084966,0.000034,0.600000,0
0.0718,descent,1.2389,47.5488,46.2305,-46.7160,38.4720,0.033955,0.015156,0.084942,0.000058,0.600000,0
0.0730,descent,1.2389,47.4609,46.2305,-46.7160,37.0980,0.034134,0.015206,0.084942,0.000058,0.600000,0
0.0741,descent,1.2389,47.4609,46.2305,-46.7160,34.3500,0.034134,0.015315,0.084929,0.000071,0.600000,0
0.0752,descent,1.2389,47.3730,46.1426,-46.7160,31.6020,0.034308,0.016105,0.084929,0.000071,0.600000,0
0.0763,descent,1.2389,47.3730,46.1426,-46.7160,28.8540,0.034308,0.016214,0.084939,0.000061,0.600000,0
0.0774,descent,1.2389,47.2852,46.0547,-45.3420,23.3580,0.034469,0.017114,0.084939,0.000061,0.600000,0
0.0785,descent,1.2389,47.1973,46.0547,-45.3420,20.6100,0.034648,0.017218,0.084921,0.000079,0.600000,0
0.0796,descent,1.2389,47.1973,46.0547,-45.3420,17.8620,0.034648,0.017327,0.084918,0.000082,0.600000,0
0.0807,descent,1.2389,47.1094,45.9668,-45.3420,15.1140,0.034822,0.018118,0.084918,0.000082,0.600000,0
0.0819,descent,1.2389,47.1094,45.9668,-45.3420,12.3660,0.034822,0.018227,0.084922,0.000078,0.600000,0
0.0830,descent,1.2389,47.0215,45.8789,-45.3420,8.2440,0.034996,0.019072,0.084922,0.000078,0.600000,0
0.0841,descent,1.2389,47.0215,45.8789,-45.3420,5.4960,0.034996,0.019188,0.084913,0.000087,0.600000,0
0.0852,descent,1.2389,46.9336,45.8789,-45.3420,4.1220,0.035175,0.019867,0.084913,0.000087,0.600000,0
0.0863,descent,1.2389,46.9336,45.7910,-45.3420,0.0000,0.035171,0.220081,0.084927,0.000073,0.600000,0
0.0874,descent,1.2389,46.8457,45.7031,-43.9680,-4.1220,0.035331,0.021562,0.084927,0.000073,0.600000,0
0.0885,descent,1.2389,46.8457,45.7031,-43.9680,-6.8700,0.035331,0.021035,0.084904,0.000096,0.600000,0
0.0896,descent,1.2389,46.7578,45.6152,-43.9680,-8.2440,0.035505,0.021772,0.084892,0.000108,0.600000,0
0.0907,descent,1.2389,46.7578,45.6152,-42.5940,-10.9920,0.035491,0.021880,0.084892,0.000108,0.600000,0
0.0919,descent,1.2389,46.7578,45.6152,-42.5940,-12.3660,0.035491,0.021935,0.084891,0.000109,0.600000,0
0.0930,descent,1.2389,46.6699,45.5273,-42.5940,-13.7400,0.035665,0.022671,0.084891,0.000109,0.600000,0
0.0941,descent,1.2389,46.6699,45.5273,-42.5940,-15.1140,0.035665,0.022726,0.084899,0.000101,0.600000,0
0.0952,descent,1.2389,46.5820,45.4395,-42.5940,-16.4880,0.035840,0.023462,0.084899,0.000101,0.600000,0
0.0963,descent,1.2389,46.5820,45.4395,-41.2200,-17.8620,0.035825,0.023517,0.084898,0.000102,0.600000,0
0.0975,descent,1.2389,46.4941,45.3516,-41.2200,-21.9840,0.036000,0.024362,0.084898,0.000102,0.600000,0
0.0985,descent,1.2389,46.4941,45.2637,-41.2200,-23.3580,0.035995,0.025103,0.084902,0.000098,0.600000,0
0.0996,descent,1.2389,46.4062,45.2637,-41.2200,-24.7320,0.036174,0.025153,0.084886,0.000114,0.600000,0
0.1007,descent,1.2389,46.4062,45.1758,-39.8460,-26.1060,0.036155,0.025894,0.084886,0.000114,0.600000,0
0.1019,descent,1.2389,46.3184,45.1758,-39.8460,-27.4800,0.036334,0.025944,0.084891,0.000109,0.600000,0
0.1030,descent,1.2389,46.3184,45.0879,-39.8460,-28.8540,0.036330,0.026685,0.084891,0.000109,0.600000,0
0.1041,descent,1.2389,46.3184,45.0879,-39.8460,-30.2280,0.036330,0.026740,0.084874,0.000126,0.600000,0
0.1052,descent,1.2389,46.3184,45.0879,-38.4720,-30.2280,0.036315,0.026740,0.084874,0.000126,0.600000,0
0.1063,descent,1.2389,46.2305,45.0000,-38.4720,-31.6020,0.036490,0.027476,0.084899,0.000101,0.600000,0
0.1074,descent,1.2389,46.2305,44.9121,-37.0980,-32.9760,0.036471,0.028218,0.084899,0.000101,0.600000,0
0.1085,descent,1.2389,46.1426,44.8242,-37.0980,-34.3500,0.036645,0.028954,0.084879,0.000121,0.600000,0
