Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,1.3514,48.9551,45.0000,0.0000,-21.9840,0.230538,0.027241,0.085000,-0.000000,0.600000,0
0.0018,descent,1.3514,48.9551,45.0000,0.0000,-23.3580,0.230538,0.027295,0.085000,-0.000000,0.600000,0
0.0029,descent,1.3514,48.9551,44.9121,0.0000,-24.7320,0.230533,0.028036,0.084991,0.000009,0.600000,0
0.0040,descent,1.3514,48.9551,44.9121,0.0000,-24.7320,0.230533,0.028036,0.084991,0.000009,0.600000,0
0.0051,descent,1.3514,48.9551,44.8242,0.0000,-26.1060,0.230529,0.028778,0.085002,-0.000002,0.600000,0
0.0062,descent,1.3514,48.9551,44.8242,0.0000,-27.4800,0.230529,0.028832,0.085005,-0.000005,0.600000,0
0.0074,descent,1.3514,49.0430,44.7363,1.3740,-28.8540,0.135897,0.029578,0.085005,-0.000005,0.600000,0
0.0085,descent,1.3514,49.0430,44.7363,1.3740,-28.8540,0.135897,0.029578,0.084986,0.000014,0.600000,0
0.0096,descent,1.3514,49.1309,44.7363,1.3740,-28.8540,0.135718,0.029583,0.084986,0.000014,0.600000,0
0.0107,descent,1.3514,49.2188,44.6484,2.7480,-30.2280,0.045478,0.030329,0.085003,-0.000003,0.600000,0
0.0119,descent,1.3514,49.2188,44.6484,4.1220,-30.2280,0.030575,0.030329,0.085003,-0.000003,0.600000,0
0.0130,descent,1.3514,49.3066,44.6484,5.4960,-30.2280,0.029753,0.030333,0.084988,0.000012,0.600000,0
0.0141,descent,1.3514,49.3066,44.6484,5.4960,-30.2280,0.029753,0.030333,0.084988,0.000012,0.600000,0
0.0153,descent,1.3514,49.3945,44.5605,6.8700,-31.6020,0.029548,0.031079,0.084990,0.000010,0.600000,0
0.0163,descent,1.3514,49.5703,44.5605,9.6180,-31.6020,0.029161,0.031089,0.084984,0.000016,0.600000,0
0.0174,descent,1.3514,49.8340,44.4727,13.7400,-31.6020,0.028577,0.031789,0.084984,0.000016,0.600000,0
0.0184,descent,1.3514,49.9219,44.4727,16.4880,-31.6020,0.028369,0.031794,0.084998,0.000002,0.600000,0
0.0196,descent,1.3514,50.0098,44.3848,19.2360,-31.6020,0.028157,0.032486,0.084998,0.000002,0.600000,0
0.0207,descent,1.3514,50.0977,44.3848,21.9840,-31.6020,0.027949,0.032490,0.084995,0.000005,0.600000,0
0.0218,descent,1.3514,50.1855,44.2969,24.7320,-32.9760,0.027737,0.033236,0.084995,0.000005,0.600000,0
0.0229,descent,1.3514,50.3613,44.2969,27.4800,-32.9760,0.027350,0.033246,0.084986,0.000014,0.600000,0
0.0240,descent,1.3514,50.4492,44.2969,30.2280,-32.9760,0.027143,0.033250,0.084986,0.000014,0.600000,0
