Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,1.0502,48.9551,45.2637,-24.7320,-9.6180,0.030810,0.024691,0.084997,0.000003,0.600000,0
0.0018,descent,1.0502,48.9551,45.1758,-23.3580,-12.3660,0.030791,0.025486,0.084997,0.000003,0.600000,0
0.0029,descent,1.0502,48.9551,45.1758,-23.3580,-13.7400,0.030791,0.025541,0.084993,0.000007,0.600000,0
0.0040,descent,1.0502,48.8672,45.0879,-23.3580,-16.4880,0.030965,0.026332,0.084993,0.000007,0.600000,0
0.0052,descent,1.0502,48.8672,45.0879,-23.3580,-17.8620,0.030965,0.026386,0.084999,0.000001,0.600000,0
0.0063,descent,1.0502,48.8672,45.0000,-23.3580,-20.6100,0.030960,0.027182,0.084994,0.000006,0.600000,0
0.0075,descent,1.0502,48.8672,45.0000,-23.3580,-21.9840,0.030960,0.027236,0.084994,0.000006,0.600000,0
0.0085,descent,1.0502,48.7793,44.9121,-23.3580,-24.7320,0.031135,0.028027,0.084993,0.000007,0.600000,0
0.0096,descent,1.0502,48.7793,44.8242,-21.9840,-26.1060,0.031116,0.028768,0.084993,0.000007,0.600000,0
0.0135,descent,1.0502,48.7793,44.8242,-21.9840,-26.1060,0.031116,0.028768,0.084999,0.000001,0.600000,0
0.0148,descent,1.0502,48.6914,44.8242,-23.3580,-27.4800,0.031309,0.028818,0.084992,0.000008,0.600000,0
0.0152,descent,1.0502,48.6914,44.6484,-21.9840,-31.6020,0.031285,0.030355,0.084992,0.000008,0.600000,0
0.0163,descent,1.0502,48.6914,44.6484,-21.9840,-31.6020,0.031285,0.030355,0.084997,0.000003,0.600000,0
0.0174,descent,1.0502,48.6035,44.5605,-21.9840,-34.3500,0.031460,0.031146,0.084997,0.000003,0.600000,0
0.0185,descent,1.0502,48.6035,44.5605,-21.9840,-34.3500,0.031460,0.031146,0.084995,0.000005,0.600000,0
0.0196,descent,1.0502,48.5156,44.4727,-21.9840,-35.7240,0.031634,0.031882,0.084995,0.000005,0.600000,0
0.0207,descent,1.0502,48.5156,44.3848,-21.9840,-37.0980,0.031629,0.032623,0.084993,0.000007,0.600000,0
0.0218,descent,1.0502,48.5156,44.3848,-21.9840,-37.0980,0.031629,0.032623,0.084993,0.000007,0.600000,0
0.0229,descent,1.0502,48.5156,44.2969,-21.9840,-38.4720,0.031625,0.033365,0.084985,0.000015,0.600000,0
0.0240,descent,1.0502,48.5156,44.2969,-21.9840,-38.4720,0.031625,0.033365,0.084985,0.000015,0.600000,0
0.0251,descent,1.0502,48.4277,44.2090,-21.9840,-38.4720,0.031799,0.034047,0.084998,0.000002,0.600000,0
0.0262,descent,1.0502,48.4277,44.2090,-21.9840,-39.8460,0.031799,0.034101,0.084992,0.000008,0.600000,0
0.0274,descent,1.0502,48.4277,44.1211,-21.9840,-39.8460,0.031794,0.034788,0.084992,0.000008,0.600000,0
0.0285,descent,1.0502,48.4277,44.1211,-20.6100,-39.8460,0.031780,0.034788,0.084996,0.000004,0.600000,0
0.0296,descent,1.0502,48.3398,44.0332,-20.6100,-39.8460,0.031954,0.035470,0.084996,0.000004,0.600000,0
0.0307,descent,1.0502,48.3398,44.0332,-20.6100,-39.8460,0.031954,0.035470,0.084992,0.000008,0.600000,0
0.0320,descent,1.0502,48.3398,43.9453,-20.6100,-39.8460,0.031950,0.036157,0.084992,0.000008,0.600000,0
0.0330,descent,1.0502,48.2520,43.9453,-20.6100,-39.8460,0.032129,0.036152,0.084997,0.000003,0.600000,0
0.0341,descent,1.0502,48.2520,43.9453,-20.6100,-39.8460,0.032129,0.036152,0.084997,0.000003,0.600000,0
0.0352,descent,1.0502,48.2520,43.8574,-20.6100,-39.8460,0.032124,0.036839,0.084966,0.000034,0.600000,0
0.0363,descent,1.0502,48.2520,43.7695,-20.6100,-39.8460,0.032119,0.037526,0.084987,0.000013,0.600000,0
0.0374,descent,1.0502,48.1641,43.7695,-20.6100,-39.8460,0.032299,0.037521,0.084987,0.000013,0.600000,0
0.0385,descent,1.0502,48.1641,43.7695,-20.6100,-39.8460,0.032299,0.037521,0.084960,0.000040,0.600000,0
0.0398,descent,1.0502,48.1641,43.6816,-20.6100,-39.8460,0.032294,0.038208,0.084960,0.000040,0.600000,0
0.0408,descent,1.0502,48.1641,43.5937,-20.6100,-39.8460,0.032289,0.038895,0.084969,0.000031,0.600000,0
0.0419,descent,1.0502,48.0762,43.5937,-20.6100,-39.8460,0.032468,0.038891,0.084969,0.000031,0.600000,0
0.0430,descent,1.0502,48.0762,43.5937,-20.6100,-39.8460,0.032468,0.038891,0.084956,0.000044,0.600000,0
0.0443,descent,1.0502,48.0762,43.5059,-20.6100,-38.4720,0.032464,0.039523,0.084959,0.000041,0.600000,0
0.0453,descent,1.0502,48.0762,43.5059,-20.6100,-38.4720,0.032464,0.039523,0.084959,0.000041,0.600000,0
0.0465,descent,1.0502,48.0762,43.4180,-19.2360,-38.4720,0.032445,0.040210,0.084977,0.000023,0.600000,0
0.0477,descent,1.0481,48.0762,43.4180,-19.2360,-38.4720,0.032445,0.040210,0.084977,0.000023,0.600000,0
0.0487,descent,1.0481,47.9883,43.3301,-19.2360,-38.4720,0.032619,0.040892,0.084964,0.000036,0.600000,0
0.0497,descent,1.0481,47.9883,43.3301,-19.2360,-38.4720,0.032619,0.040892,0.084964,0.000036,0.600000,0
0.0508,descent,1.0481,47.9883,43.2422,-19.2360,-38.4720,0.032614,0.041579,0.084964,0.000036,0.600000,0
0.0519,descent,1.0481,47.9883,43.2422,-17.8620,-38.4720,0.032600,0.041579,0.084964,0.000036,0.600000,0
0.0531,descent,1.0481,47.9883,43.2422,-17.8620,-37.0980,0.032600,0.041525,0.084962,0.000038,0.600000,0
0.0541,descent,1.0481,47.9004,43.1543,-17.8620,-37.0980,0.032775,0.042207,0.084962,0.000038,0.600000,0
0.0552,descent,1.0481,47.9004,43.1543,-17.8620,-37.0980,0.032775,0.042207,0.084961,0.000039,0.600000,0
0.0563,descent,1.0481,47.9004,43.1543,-17.8620,-37.0980,0.032775,0.042207,0.084970,0.000030,0.600000,0
0.0574,descent,1.0481,47.9004,43.0664,-17.8620,-37.0980,0.032770,0.042894,0.084970,0.000030,0.600000,0
0.0585,descent,1.0481,47.8125,43.0664,-17.8620,-35.7240,0.032949,0.042835,0.084956,0.000044,0.600000,0
0.0596,descent,1.0481,47.8125,42.9785,-17.8620,-35.7240,0.032944,0.043522,0.084956,0.000044,0.600000,0
0.0607,descent,1.0481,47.8125,42.9785,-17.8620,-35.7240,0.032944,0.043522,0.084941,0.000059,0.600000,0
0.0618,descent,1.0481,47.8125,42.9785,-17.8620,-35.7240,0.032944,0.043522,0.084941,0.000059,0.600000,0
0.0629,descent,1.0481,47.8125,42.9785,-17.8620,-35.7240,0.032944,0.043522,0.084932,0.000068,0.600000,0
0.0641,descent,1.0481,47.7246,42.8906,-17.8620,-35.7240,0.033119,0.044204,0.084932,0.000068,0.600000,0
0.0652,descent,1.0481,47.7246,42.8906,-16.4880,-34.3500,0.033105,0.044149,0.084936,0.000064,0.600000,0
0.0663,descent,1.0481,47.7246,42.8906,-16.4880,-34.3500,0.033105,0.044149,0.084950,0.000050,0.600000,0
0.0674,descent,1.0481,47.7246,42.8906,-16.4880,-32.9760,0.033105,0.044095,0.084950,0.000050,0.600000,0
0.0684,descent,1.0481,47.7246,42.8027,-16.4880,-32.9760,0.033100,0.044782,0.084937,0.000063,0.600000,0
0.0697,descent,1.0481,47.7246,42.8027,-15.1140,-31.6020,0.033086,0.044728,0.084937,0.000063,0.600000,0
0.0707,descent,1.0481,47.6367,42.8027,-15.1140,-31.6020,0.033265,0.044723,0.084940,0.000060,0.600000,0
0.0718,descent,1.0481,47.6367,42.8027,-15.1140,-30.2280,0.033265,0.044668,0.084940,0.000060,0.600000,0
