Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0010,descent,0.4052,0.2247,23.2910,59.2383,-7.3544,56.0471,0.021206,0.032150,0.084990,0.000010,soft,197.205139,0.328294,0.210555,0.210555,0.210555,0.209304,0.159304,0.210555,0.159304,0.209304,29.9917,29.9937,29.9937,1
0.0021,descent,0.4052,0.2247,23.2910,59.2383,-7.0312,56.7628,0.021148,0.032007,0.084990,0.000010,soft,197.205139,0.328294,0.210555,0.210555,0.210555,0.209304,0.159304,0.210555,0.159304,0.209304,29.9834,29.9874,29.9874,1
0.0032,descent,0.4052,0.2228,23.2910,59.2383,-6.7403,57.2695,0.021103,0.031900,0.085000,0.000000,soft,197.452901,0.328644,0.210819,0.210819,0.210819,0.209504,0.159504,0.210819,0.159504,0.209504,29.9750,29.9811,29.9811,1
0.0043,descent,0.4052,0.2227,23.2910,59.2383,-6.3410,57.5881,0.021083,0.031855,0.085000,-0.000000,soft,197.464617,0.328660,0.210832,0.210832,0.210832,0.209513,0.159513,0.210832,0.159513,0.209513,29.9666,29.9747,29.9747,1
0.0054,descent,0.4052,0.2227,23.2910,59.2383,-5.9817,57.7375,0.021039,0.031763,0.085000,-0.000000,soft,197.464617,0.328660,0.210832,0.210832,0.210832,0.209513,0.159513,0.210832,0.159513,0.209513,29.9582,29.9684,29.9684,1
0.0065,descent,0.4052,0.2227,23.2910,59.2383,-5.6584,57.7346,0.020997,0.031675,0.085007,-0.000007,soft,197.464617,0.328660,0.210832,0.210832,0.210832,0.209513,0.159513,0.210832,0.159513,0.209513,29.9498,29.9620,29.9620,1
0.0077,descent,0.4052,0.2227,23.2910,59.1504,-5.1054,57.0700,0.021147,0.032032,0.085007,-0.000007,soft,197.464617,0.328254,0.211079,0.211079,0.211079,0.210121,0.160121,0.211079,0.160121,0.210121,29.9414,29.9556,29.9556,1
0.0088,descent,0.4052,0.2227,23.2910,59.1504,-4.8696,56.3094,0.021051,0.031909,0.085014,-0.000014,soft,197.464617,0.328254,0.211079,0.211079,0.211079,0.210121,0.160121,0.211079,0.160121,0.210121,29.9330,29.9492,29.9492,1
0.0099,descent,0.4052,0.2227,23.2910,59.1504,-4.5201,55.3501,0.021138,0.031859,0.085014,-0.000014,soft,197.464617,0.328254,0.211079,0.211079,0.211079,0.210121,0.160121,0.211079,0.160121,0.210121,29.9246,29.9429,29.9429,1
0.0110,descent,0.4052,0.2227,23.2910,59.1504,-4.2055,54.2119,0.021397,0.031815,0.085006,-0.000006,soft,197.464617,0.328254,0.211079,0.211079,0.211079,0.210121,0.160121,0.211079,0.160121,0.210121,29.9162,29.9365,29.9365,1
