Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0011,descent,0.2714,0.2230,22.1484,65.9180,71.7569,65.3220,0.017552,0.013603,0.084998,0.000002,soft,197.419489,0.367250,0.191966,0.191966,0.191966,0.166158,0.116158,0.191966,0.116158,0.166158,29.9976,29.9986,29.9986,5
0.0021,descent,0.2714,0.2238,22.2363,65.8301,75.9854,63.5988,0.017664,0.013916,0.084994,0.000006,soft,197.324504,0.366609,0.192002,0.192002,0.192002,0.166436,0.116436,0.192002,0.116436,0.166436,29.9953,29.9971,29.9971,5
0.0033,descent,0.2714,0.2238,22.4121,65.8301,80.2033,61.6357,0.017286,0.013552,0.084994,0.000006,soft,197.324504,0.366952,0.191601,0.191601,0.191601,0.165825,0.115825,0.191601,0.115825,0.165825,29.9929,29.9957,29.9957,5
0.0044,descent,0.2714,0.2243,22.7637,65.8301,88.6112,57.4819,0.016872,0.013176,0.084992,0.000008,soft,197.256969,0.367533,0.190728,0.190728,0.190728,0.164562,0.114562,0.190728,0.114562,0.164562,29.9906,29.9943,29.9943,5
0.0055,descent,0.2714,0.2243,22.8516,65.7422,92.6657,55.1687,0.017098,0.013605,0.084992,0.000008,soft,197.256969,0.367038,0.190857,0.190857,0.190857,0.164896,0.114896,0.190857,0.114896,0.164896,29.9882,29.9929,29.9929,5
0.0066,descent,0.2714,0.2227,23.0273,65.7422,96.5895,52.8121,0.016732,0.013274,0.085014,-0.000014,soft,197.464617,0.367717,0.190652,0.190652,0.190652,0.164404,0.114404,0.190652,0.114404,0.164404,29.9858,29.9915,29.9915,5
0.0077,descent,0.2714,0.2227,23.2031,65.6543,100.5332,50.2789,0.016755,0.013492,0.085014,-0.000014,soft,197.464617,0.367391,0.190578,0.190578,0.190578,0.164432,0.114432,0.190578,0.114432,0.164432,29.9834,29.9900,29.9900,5
0.0088,descent,0.2714,0.2233,23.3789,65.6543,104.3572,47.7242,0.016449,0.013219,0.084997,0.000003,soft,197.384730,0.367607,0.190093,0.190093,0.190093,0.163773,0.113773,0.190093,0.113773,0.163773,29.9810,29.9886,29.9886,5
0.0099,descent,0.2714,0.2233,23.4668,65.6543,108.0737,45.1502,0.016401,0.013238,0.084997,0.000003,soft,197.384730,0.367780,0.189888,0.189888,0.189888,0.163467,0.113467,0.189888,0.113467,0.163467,29.9787,29.9872,29.9872,5
0.0110,descent,0.2714,0.2250,23.6426,65.5664,111.5559,42.4213,0.016351,0.013381,0.084988,0.000012,soft,197.172174,0.367109,0.189609,0.189609,0.189609,0.163372,0.113372,0.189609,0.113372,0.163372,29.9764,29.9858,29.9858,5
0.0121,descent,0.2714,0.2227,23.8184,65.5664,114.9648,39.6906,0.016031,0.013087,0.085002,-0.000002,soft,197.464617,0.367924,0.189478,0.189478,0.189478,0.162927,0.112927,0.189478,0.112927,0.162927,29.9739,29.9843,29.9843,5
0.0132,descent,0.2714,0.2227,23.9941,65.5664,118.1701,36.9581,0.015912,0.013011,0.085002,-0.000002,soft,197.464617,0.368269,0.189065,0.189065,0.189065,0.162313,0.112313,0.189065,0.112313,0.162313,29.9715,29.9829,29.9829,5
0.0144,descent,0.2714,0.2227,24.2578,65.4785,124.3107,31.2277,0.015783,0.013168,0.085022,-0.000022,soft,197.464617,0.368108,0.188782,0.188782,0.188782,0.162033,0.112033,0.188782,0.112033,0.162033,29.9691,29.9815,29.9815,5
0.0155,descent,0.2714,0.2227,24.4336,65.3906,127.1310,28.3797,0.015700,0.013270,0.085022,-0.000022,soft,197.464617,0.367772,0.188705,0.188705,0.188705,0.162061,0.112061,0.188705,0.112061,0.162061,29.9667,29.9800,29.9800,5
0.0166,descent,0.2714,0.2240,24.5215,65.3906,129.6693,25.5417,0.015516,0.013167,0.084993,0.000007,soft,197.301185,0.367681,0.188341,0.188341,0.188341,0.161661,0.111661,0.188341,0.111661,0.161661,29.9643,29.9786,29.9786,5
0.0177,descent,0.2714,0.2240,24.6973,65.3906,132.0912,22.7127,0.015307,0.012980,0.084993,0.000007,soft,197.301185,0.368025,0.187924,0.187924,0.187924,0.161046,0.111046,0.187924,0.111046,0.161046,29.9620,29.9773,29.9773,5
0.0188,descent,0.2714,0.2244,24.8730,65.3027,134.4083,20.0293,0.015325,0.013169,0.084991,0.000009,soft,197.246165,0.367598,0.187795,0.187795,0.187795,0.161043,0.111043,0.187795,0.111043,0.161043,29.9597,29.9759,29.9759,5
0.0199,descent,0.2714,0.2244,24.9609,65.3027,136.4936,17.3393,0.015142,0.013054,0.084991,0.000009,soft,197.246165,0.367769,0.187585,0.187585,0.187585,0.160735,0.110735,0.187585,0.110735,0.160735,29.9573,29.9745,29.9745,5
0.0210,descent,0.2714,0.2227,25.1367,65.3027,138.3705,14.6436,0.014952,0.012887,0.085019,-0.000019,soft,197.464617,0.368466,0.187372,0.187372,0.187372,0.160242,0.110242,0.187372,0.110242,0.160242,29.9549,29.9731,29.9731,5
0.0221,descent,0.2714,0.2227,25.2246,65.2148,140.0596,12.0801,0.015103,0.013252,0.085007,-0.000007,soft,197.464617,0.367952,0.187505,0.187505,0.187505,0.160577,0.110577,0.187505,0.110577,0.160577,29.9525,29.9717,29.9717,5
0.0232,descent,0.2714,0.2227,25.4883,65.2148,141.5799,9.4980,0.014654,0.012785,0.085007,-0.000007,soft,197.464617,0.368467,0.186872,0.186872,0.186872,0.159654,0.109654,0.186872,0.109654,0.159654,29.9501,29.9702,29.9702,5
0.0244,descent,0.2714,0.2227,25.7520,65.1270,144.0421,4.6844,0.014617,0.013071,0.085004,-0.000004,soft,197.464617,0.368293,0.186581,0.186581,0.186581,0.159372,0.109372,0.186581,0.109372,0.159372,29.9477,29.9688,29.9688,5
0.0255,descent,0.2714,0.2227,25.8398,65.0391,145.0267,2.2923,0.014660,0.046963,0.085004,-0.000004,soft,197.464617,0.367775,0.186714,0.186714,0.186714,0.159707,0.109707,0.186714,0.109707,0.159707,29.9452,29.9674,29.9674,5
0.0266,descent,0.2714,0.2239,26.0156,65.0391,145.7754,0.0021,0.014328,0.212862,0.084994,0.000006,soft,197.309175,0.367866,0.186142,0.186142,0.186142,0.159005,0.109005,0.186142,0.109005,0.159005,29.9429,29.9660,29.9660,5
0.0277,descent,0.2714,0.2239,26.1035,64.9512,146.4493,-2.1965,0.014456,0.052228,0.084994,0.000006,soft,197.309175,0.367347,0.186275,0.186275,0.186275,0.159339,0.109339,0.186275,0.109339,0.159339,29.9405,29.9646,29.9646,5
0.0288,descent,0.2714,0.2234,26.2793,64.9512,147.0557,-4.3127,0.014127,0.013199,0.084996,0.000004,soft,197.376195,0.367795,0.185912,0.185912,0.185912,0.158760,0.108760,0.185912,0.108760,0.158760,29.9382,29.9632,29.9632,5
