Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0219,descent,0.2455,0.2227,31.1133,64.1602,202.0598,-44.2081,0.010973,0.010663,0.085007,-0.000007,soft,197.464617,0.370959,0.176969,0.176969,0.176969,0.147577,0.097577,0.176969,0.097577,0.147577,29.9777,29.9876,29.9876,2
0.0230,descent,0.2455,0.2245,31.4648,64.0723,202.6013,-45.6955,0.010652,0.010379,0.084991,0.000009,soft,197.233288,0.370536,0.176207,0.176207,0.176207,0.146866,0.096866,0.176207,0.096866,0.146866,29.9767,29.9871,29.9871,2
0.0241,descent,0.2455,0.2227,31.6406,63.9844,202.9511,-47.0341,0.010627,0.010438,0.085004,-0.000004,soft,197.464617,0.370515,0.176328,0.176328,0.176328,0.147005,0.097005,0.176328,0.097005,0.147005,29.9756,29.9864,29.9864,2
0.0253,descent,0.2455,0.2227,31.8164,63.8965,203.1286,-48.2389,0.010525,0.010450,0.085004,-0.000004,soft,197.464617,0.370117,0.176241,0.176241,0.176241,0.147030,0.097030,0.176241,0.097030,0.147030,29.9744,29.9858,29.9858,2
0.0263,descent,0.2455,0.2227,31.9043,63.8965,203.0136,-49.4606,0.010376,0.010308,0.085003,-0.000003,soft,197.464617,0.370289,0.176005,0.176005,0.176005,0.146718,0.096718,0.176005,0.096718,0.146718,29.9733,29.9852,29.9852,2
0.0274,descent,0.2455,0.2227,32.0801,63.8086,202.7726,-50.5601,0.010353,0.010375,0.085003,-0.000003,soft,197.464617,0.369890,0.175918,0.175918,0.175918,0.146743,0.096743,0.175918,0.096743,0.146743,29.9721,29.9845,29.9845,2
0.0285,descent,0.2455,0.2257,32.2559,63.7207,202.4183,-51.5497,0.010241,0.010354,0.084985,0.000015,soft,197.079101,0.368866,0.175487,0.175487,0.175487,0.146579,0.096579,0.175487,0.096579,0.146579,29.9711,29.9840,29.9840,2
0.0296,descent,0.2455,0.2257,32.5195,63.6328,201.9621,-52.5778,0.009995,0.010152,0.084985,0.000015,soft,197.079101,0.368634,0.175163,0.175163,0.175163,0.146293,0.096293,0.175163,0.096293,0.146293,29.9701,29.9835,29.9835,2
0.0309,descent,0.2455,0.2238,32.5195,63.6328,201.2767,-53.5030,0.010016,0.010188,0.084994,0.000006,soft,197.325291,0.369033,0.175382,0.175382,0.175382,0.146413,0.096413,0.175382,0.096413,0.146413,29.9691,29.9829,29.9829,2
0.0320,descent,0.2455,0.2238,32.5195,63.6328,201.2767,-53.5030,0.010028,0.010206,0.084994,0.000006,soft,197.325291,0.369033,0.175382,0.175382,0.175382,0.146413,0.096413,0.175382,0.096413,0.146413,29.9680,29.9823,29.9823,2
0.0332,descent,0.2455,0.2269,32.5195,63.6328,201.2767,-53.5030,0.010023,0.010198,0.084979,0.000021,soft,196.933504,0.368399,0.175034,0.175034,0.175034,0.146221,0.096221,0.175034,0.096221,0.146221,29.9670,29.9818,29.9818,2
0.0343,descent,0.2455,0.2269,32.5195,63.6328,201.2767,-53.5030,0.009993,0.010152,0.084979,0.000021,soft,196.933504,0.368399,0.175034,0.175034,0.175034,0.146221,0.096221,0.175034,0.096221,0.146221,29.9661,29.9812,29.9812,2
0.0353,descent,0.2455,0.2227,32.6953,63.5449,200.5224,-54.3357,0.009921,0.010166,0.085009,-0.000009,soft,197.464617,0.368855,0.175417,0.175417,0.175417,0.146505,0.096505,0.175417,0.096505,0.146505,29.9650,29.9806,29.9806,2
0.0364,descent,0.2455,0.2246,32.6953,63.5449,200.5224,-54.3357,0.009917,0.010174,0.084990,0.000010,soft,197.225715,0.368469,0.175205,0.175205,0.175205,0.146388,0.096388,0.175205,0.096388,0.146388,29.9639,29.9800,29.9800,2
0.0374,descent,0.2455,0.2246,33.3984,63.1934,198.7444,-55.2225,0.009615,0.010125,0.084990,0.000010,soft,197.225715,0.366851,0.174845,0.174845,0.174845,0.146483,0.096483,0.174845,0.096483,0.146483,29.9629,29.9795,29.9795,2
0.0386,descent,0.2455,0.2273,33.6621,63.0176,196.7319,-56.0207,0.009452,0.010115,0.084977,0.000023,soft,196.881248,0.365322,0.174592,0.174592,0.174592,0.146670,0.096670,0.174592,0.096670,0.146670,29.9620,29.9790,29.9790,2
0.0396,descent,0.2455,0.2273,33.9258,62.9297,192.7548,-57.6466,0.009165,0.009868,0.084977,0.000023,soft,196.881248,0.365077,0.174264,0.174264,0.174264,0.146383,0.096383,0.174264,0.096383,0.146383,29.9611,29.9785,29.9785,2
0.0408,descent,0.2455,0.2227,34.0137,62.8418,190.7917,-58.3397,0.009232,0.010023,0.085007,-0.000007,soft,197.464617,0.365440,0.174923,0.174923,0.174923,0.147002,0.097002,0.174923,0.097002,0.147002,29.9599,29.9778,29.9778,2
0.0419,descent,0.2455,0.2227,34.1895,62.7539,188.7502,-58.9635,0.009128,0.010008,0.085007,-0.000007,soft,197.464617,0.365030,0.174830,0.174830,0.174830,0.147024,0.097024,0.174830,0.097024,0.147024,29.9588,29.9772,29.9772,2
0.0430,descent,0.2455,0.2231,34.2773,62.7539,186.7753,-59.5250,0.009001,0.009843,0.084998,0.000002,soft,197.413266,0.365108,0.174549,0.174549,0.174549,0.146688,0.096688,0.174549,0.096688,0.146688,29.9577,29.9766,29.9766,2
0.0441,descent,0.2455,0.2236,34.3652,62.6660,184.7232,-60.0303,0.009099,0.010022,0.084995,0.000005,soft,197.352419,0.364441,0.174636,0.174636,0.174636,0.146991,0.096991,0.174636,0.096991,0.146991,29.9566,29.9760,29.9760,2
0.0452,descent,0.2455,0.2236,34.4531,62.5781,182.6015,-60.4851,0.009063,0.010080,0.084995,0.000005,soft,197.352419,0.363872,0.174777,0.174777,0.174777,0.147323,0.097323,0.174777,0.097323,0.147323,29.9555,29.9754,29.9754,2
0.0464,descent,0.2455,0.2245,34.6289,62.4902,180.4171,-60.8943,0.008926,0.010001,0.084991,0.000009,soft,197.229689,0.363266,0.174573,0.174573,0.174573,0.147284,0.097284,0.174573,0.097284,0.147284,29.9545,29.9748,29.9748,2
0.0474,descent,0.2455,0.2245,34.7168,62.4023,178.3138,-61.2627,0.008936,0.010092,0.084991,0.000009,soft,197.229689,0.362698,0.174711,0.174711,0.174711,0.147615,0.097615,0.174711,0.097615,0.147615,29.9534,29.9742,29.9742,2
0.0513,descent,0.2455,0.2245,34.8047,62.3145,176.1460,-61.7316,0.008908,0.010160,0.084991,0.000009,soft,197.229689,0.362133,0.174849,0.174849,0.174849,0.147946,0.097946,0.174849,0.097946,0.147946,29.9524,29.9736,29.9736,2
0.0519,descent,0.2455,0.2231,34.8047,62.3145,176.1460,-61.7316,0.008822,0.010077,0.084998,0.000002,soft,197.414730,0.362425,0.175013,0.175013,0.175013,0.148038,0.098038,0.175013,0.098038,0.148038,29.9513,29.9730,29.9730,2
0.0530,descent,0.2455,0.2227,35.3320,62.0508,171.0926,-62.5335,0.008668,0.010092,0.085001,-0.000001,soft,197.464617,0.361266,0.174764,0.174764,0.174764,0.148124,0.098124,0.174764,0.098124,0.148124,29.9502,29.9724,29.9724,2
0.0541,descent,0.2455,0.2240,35.3320,62.0508,171.0926,-62.5335,0.008566,0.009978,0.084993,0.000007,soft,197.299463,0.361005,0.174618,0.174618,0.174618,0.148042,0.098042,0.174618,0.098042,0.148042,29.9491,29.9718,29.9718,2
0.0552,descent,0.2455,0.2240,35.4199,61.9629,168.2730,-62.8754,0.008617,0.010103,0.084993,0.000007,soft,197.299463,0.360441,0.174753,0.174753,0.174753,0.148371,0.098371,0.174753,0.098371,0.148371,29.9480,29.9712,29.9712,2
0.0563,descent,0.2455,0.2282,35.5957,61.7871,165.3231,-63.3204,0.008636,0.010308,0.084972,0.000028,soft,196.769168,0.358484,0.174548,0.174548,0.174548,0.148763,0.098763,0.174548,0.098763,0.148763,29.9472,29.9707,29.9707,2
0.0574,descent,0.2455,0.2282,35.5957,61.6992,162.3934,-63.7210,0.008616,0.010399,0.084972,0.000028,soft,196.769168,0.357779,0.174908,0.174908,0.174908,0.149399,0.099399,0.174908,0.099399,0.149399,29.9463,29.9702,29.9702,2
0.0585,descent,0.2455,0.2237,35.7715,61.6992,159.4818,-64.0815,0.008310,0.010014,0.084995,0.000005,soft,197.329326,0.358949,0.174944,0.174944,0.174944,0.149063,0.099063,0.174944,0.099063,0.149063,29.9453,29.9696,29.9696,2
0.0596,descent,0.2455,0.2237,35.9473,61.5234,153.9672,-64.6979,0.008559,0.010428,0.084995,0.000005,soft,197.329326,0.357829,0.175204,0.175204,0.175204,0.149719,0.099719,0.175204,0.099719,0.149719,29.9442,29.9690,29.9690,2
0.0616,descent,0.2455,0.2227,36.0352,61.4355,151.2113,-64.9607,0.008467,0.010425,0.085011,-0.000011,soft,197.464617,0.357482,0.175453,0.175453,0.175453,0.150115,0.100115,0.175453,0.100115,0.150115,29.9431,29.9684,29.9684,2
0.0619,descent,0.2455,0.2227,36.0352,61.4355,151.2113,-64.9607,0.008394,0.010358,0.085011,-0.000011,soft,197.464617,0.357482,0.175453,0.175453,0.175453,0.150115,0.100115,0.175453,0.100115,0.150115,29.9420,29.9677,29.9677,2
0.0635,descent,0.2455,0.2227,36.2109,61.3477,145.9628,-65.4101,0.008376,0.010364,0.085005,-0.000005,soft,197.464617,0.357067,0.175350,0.175350,0.175350,0.150133,0.100133,0.175350,0.100133,0.150133,29.9408,29.9671,29.9671,2
0.0641,descent,0.2455,0.2241,36.2109,61.2598,143.4577,-65.6017,0.008508,0.010608,0.084993,0.000007,soft,197.286001,0.356092,0.175547,0.175547,0.175547,0.150678,0.100678,0.175547,0.100678,0.150678,29.9398,29.9665,29.9665,2
0.0653,descent,0.2455,0.2241,36.2988,61.1719,140.9284,-65.7742,0.008440,0.010625,0.084993,0.000007,soft,197.286001,0.355538,0.175672,0.175672,0.175672,0.151004,0.101004,0.175672,0.101004,0.151004,29.9387,29.9659,29.9659,2
0.0689,descent,0.2455,0.2227,36.2988,61.1719,140.9284,-65.7742,0.008361,0.010547,0.085017,-0.000017,soft,197.464617,0.355815,0.175831,0.175831,0.175831,0.151096,0.101096,0.175831,0.101096,0.151096,29.9376,29.9652,29.9652,2
0.0695,descent,0.2455,0.2227,36.3867,61.0840,138.3771,-66.0667,0.008432,0.010708,0.085017,-0.000017,soft,197.464617,0.355262,0.175955,0.175955,0.175955,0.151422,0.101422,0.175955,0.101422,0.151422,29.9365,29.9646,29.9646,2
0.0699,descent,0.2455,0.2227,36.3867,61.0840,135.9436,-66.3301,0.008378,0.010641,0.085017,-0.000017,soft,197.464617,0.355262,0.175955,0.175955,0.175955,0.151422,0.101422,0.175955,0.101422,0.151422,29.9354,29.9640,29.9640,2
0.0707,descent,0.2455,0.2227,36.7383,60.7324,127.8593,-66.9723,0.008612,0.011220,0.085005,-0.000005,soft,197.464617,0.353064,0.176440,0.176440,0.176440,0.152721,0.102721,0.176440,0.102721,0.152721,29.9343,29.9633,29.9633,2
0.0718,descent,0.2455,0.2227,36.7383,60.7324,125.5158,-67.1451,0.008344,0.010948,0.085005,-0.000005,soft,197.464617,0.353064,0.176440,0.176440,0.176440,0.152721,0.102721,0.176440,0.102721,0.152721,29.9332,29.9627,29.9627,2
0.0729,descent,0.2455,0.2227,36.7383,60.6445,123.1318,-67.3006,0.008508,0.011233,0.085017,-0.000017,soft,197.464617,0.352386,0.176784,0.176784,0.176784,0.153353,0.103353,0.176784,0.103353,0.153353,29.9321,29.9620,29.9620,2
0.0740,descent,0.2455,0.2227,36.8262,60.5566,120.4366,-67.4405,0.008461,0.011276,0.085003,-0.000003,soft,197.464617,0.351842,0.176901,0.176901,0.176901,0.153677,0.103677,0.176901,0.103677,0.153677,29.9309,29.9614,29.9614,2
0.0752,descent,0.2455,0.2227,36.8262,60.5566,117.8736,-67.5665,0.008412,0.011206,0.085003,-0.000003,soft,197.464617,0.351842,0.176901,0.176901,0.176901,0.153677,0.103677,0.176901,0.103677,0.153677,29.9298,29.9607,29.9607,2
0.0763,descent,0.2455,0.2243,36.9141,60.4687,115.2920,-67.6798,0.008475,0.011348,0.084992,0.000008,soft,197.261725,0.350990,0.176835,0.176835,0.176835,0.153893,0.103893,0.176835,0.103893,0.153893,29.9288,29.9601,29.9601,2
0.0775,descent,0.2455,0.2243,37.0020,60.3809,112.6938,-67.7818,0.008456,0.011404,0.084992,0.000008,soft,197.261725,0.350450,0.176950,0.176950,0.176950,0.154215,0.104215,0.176950,0.104215,0.154215,29.9278,29.9595,29.9595,2
0.0786,descent,0.2455,0.2227,37.0020,60.2930,110.0806,-67.8737,0.008553,0.011625,0.085010,-0.000010,soft,197.464617,0.350092,0.177469,0.177469,0.177469,0.154952,0.104952,0.177469,0.104952,0.154952,29.9267,29.9588,29.9588,2
0.0796,descent,0.2455,0.2227,37.0020,60.2051,105.3510,-67.8933,0.008647,0.011834,0.085010,-0.000010,soft,197.464617,0.349430,0.177804,0.177804,0.177804,0.155581,0.105581,0.177804,0.105581,0.155581,29.9256,29.9582,29.9582,2
0.0807,descent,0.2455,0.2227,37.0898,60.1172,102.7851,-67.8365,0.008605,0.011878,0.085011,-0.000011,soft,197.464617,0.348896,0.177915,0.177915,0.177915,0.155902,0.105902,0.177915,0.105902,0.155902,29.9245,29.9575,29.9575,2
0.0851,descent,0.2455,0.2227,37.0898,60.0293,100.3384,-67.7855,0.008703,0.012097,0.085004,-0.000004,soft,197.464617,0.348240,0.178246,0.178246,0.178246,0.156530,0.106530,0.178246,0.106530,0.156530,29.9234,29.9569,29.9569,2
0.0856,descent,0.2455,0.2227,37.0898,60.0293,100.3384,-67.7855,0.008594,0.011997,0.085004,-0.000004,soft,197.464617,0.348240,0.178246,0.178246,0.178246,0.156530,0.106530,0.178246,0.106530,0.156530,29.9223,29.9562,29.9562,2
0.0863,descent,0.2787,0.2229,37.0898,59.9414,97.8616,-67.7395,0.008760,0.012282,0.084999,0.000001,soft,197.433810,0.347542,0.178546,0.178546,0.178546,0.157141,0.107141,0.178546,0.107141,0.157141,29.9196,29.9546,29.9546,2
0.0874,descent,0.2787,0.2229,37.1777,59.7656,94.8080,-67.6982,0.008864,0.012615,0.084999,0.000001,soft,197.433810,0.346369,0.178979,0.178979,0.178979,0.158086,0.108086,0.178979,0.108086,0.158086,29.9169,29.9530,29.9530,2
0.0884,descent,0.2787,0.2232,37.1777,59.7656,94.8080,-67.6982,0.008684,0.012443,0.084997,0.000003,soft,197.396567,0.346313,0.178945,0.178945,0.178945,0.158066,0.108066,0.178945,0.108066,0.158066,29.9142,29.9514,29.9514,2
0.0896,descent,0.2787,0.2232,37.1777,59.5020,88.5285,-67.6275,0.009173,0.013315,0.084997,0.000003,soft,197.396567,0.344404,0.179907,0.179907,0.179907,0.159940,0.109940,0.179907,0.109940,0.159940,29.9116,29.9497,29.9497,2
0.0907,descent,0.2787,0.2227,37.1777,59.4141,85.4464,-67.5973,0.009042,0.013338,0.085007,-0.000007,soft,197.464617,0.343877,0.180286,0.180286,0.180286,0.160601,0.110601,0.180286,0.110601,0.160601,29.9089,29.9481,29.9481,2
0.0918,descent,0.2787,0.2227,37.1777,59.3262,82.1230,-67.5702,0.009118,0.013543,0.085007,-0.000007,soft,197.464617,0.343252,0.180601,0.180601,0.180601,0.161224,0.111224,0.180601,0.111224,0.161224,29.9062,29.9464,29.9464,2
0.0929,descent,0.2787,0.2227,37.1777,59.2383,79.1319,-67.5458,0.009188,0.013744,0.085000,0.000000,soft,197.459044,0.342623,0.180908,0.180908,0.180908,0.161843,0.111843,0.180908,0.111843,0.161843,29.9035,29.9448,29.9448,2
0.0941,descent,0.2787,0.2231,37.1777,59.2383,75.8903,-67.5238,0.009114,0.013639,0.084998,0.000002,soft,197.409394,0.342550,0.180863,0.180863,0.180863,0.161815,0.111815,0.180863,0.111815,0.161815,29.9009,29.9432,29.9432,2
0.0952,descent,0.2787,0.2231,37.1777,59.1504,72.6981,-67.5040,0.009280,0.013921,0.084998,0.000002,soft,197.409394,0.341933,0.181174,0.181174,0.181174,0.162436,0.112436,0.181174,0.112436,0.162436,29.8982,29.9415,29.9415,2
0.0964,descent,0.2787,0.2227,37.1777,59.0625,69.5503,-67.4862,0.009353,0.014126,0.085003,-0.000003,soft,197.464617,0.341402,0.181533,0.181533,0.181533,0.163089,0.113089,0.181533,0.113089,0.163089,29.8955,29.9398,29.9398,2
0.0974,descent,0.2787,0.2227,37.1777,59.0625,66.5798,-67.4702,0.009282,0.014030,0.085003,-0.000003,soft,197.464617,0.341402,0.181533,0.181533,0.181533,0.163089,0.113089,0.181533,0.113089,0.163089,29.8929,29.9382,29.9382,2
0.1021,descent,0.2787,0.2227,37.1777,58.9746,63.6316,-67.4558,0.009449,0.014320,0.085000,-0.000000,soft,197.464617,0.340794,0.181840,0.181840,0.181840,0.163709,0.113709,0.181840,0.113709,0.163709,29.8902,29.9365,29.9365,2
0.1024,descent,0.2787,0.2238,37.1777,58.9746,63.6316,-67.4558,0.009343,0.014218,0.084994,0.000006,soft,197.326566,0.340591,0.181713,0.181713,0.181713,0.163630,0.113630,0.181713,0.113630,0.163630,29.8876,29.9349,29.9349,2
0.1030,descent,0.2787,0.2238,37.1777,58.8867,60.9783,-67.4428,0.009499,0.014495,0.084994,0.000006,soft,197.326566,0.339987,0.182018,0.182018,0.182018,0.164249,0.114249,0.182018,0.114249,0.164249,29.8850,29.9332,29.9332,2
0.1041,descent,0.2787,0.2227,37.0898,58.6230,57.4911,-67.2937,0.009976,0.015478,0.085001,-0.000001,soft,197.464617,0.338301,0.183260,0.183260,0.183260,0.166490,0.116490,0.183260,0.116490,0.166490,29.8823,29.9316,29.9316,2
0.1052,descent,0.2787,0.2227,37.0898,58.5352,53.9403,-67.1595,0.009858,0.015538,0.085001,-0.000001,soft,197.464617,0.337714,0.183557,0.183557,0.183557,0.167107,0.117107,0.183557,0.117107,0.167107,29.8797,29.9299,29.9299,2
0.1063,descent,0.2787,0.2227,37.0898,58.4473,50.7447,-67.0388,0.009940,0.015757,0.085007,-0.000007,soft,197.464617,0.337131,0.183854,0.183854,0.183854,0.167724,0.117724,0.183854,0.117724,0.167724,29.8770,29.9282,29.9282,2
0.1074,descent,0.2787,0.2227,37.0898,58.4473,47.5938,-66.9301,0.009872,0.015657,0.085007,-0.000007,soft,197.464617,0.337131,0.183854,0.183854,0.183854,0.167724,0.117724,0.183854,0.117724,0.167724,29.8744,29.9265,29.9265,2
0.1085,descent,0.2787,0.2227,37.0020,58.3594,44.6207,-66.8323,0.010140,0.016104,0.085008,-0.000008,soft,197.464617,0.336458,0.184355,0.184355,0.184355,0.168644,0.118644,0.184355,0.118644,0.168644,29.8717,29.9248,29.9248,2
0.1097,descent,0.2787,0.2227,37.0020,58.1836,38.8770,-66.6650,0.010372,0.016632,0.085008,-0.000008,soft,197.464617,0.335314,0.184938,0.184938,0.184938,0.169875,0.119875,0.184938,0.119875,0.169875,29.8691,29.9231,29.9231,2
0.1108,descent,0.2787,0.2227,36.9141,58.0957,35.9511,-66.5937,0.010468,0.016943,0.085000,0.000000,soft,197.457508,0.334649,0.185425,0.185425,0.185425,0.170789,0.120789,0.185425,0.120789,0.170789,29.8665,29.9213,29.9213,2
0.1119,descent,0.2787,0.2227,36.9141,58.0957,33.3178,-66.5296,0.010370,0.016832,0.085000,0.000000,soft,197.457508,0.334649,0.185425,0.185425,0.185425,0.170789,0.120789,0.185425,0.120789,0.170789,29.8638,29.9196,29.9196,2
0.1130,descent,0.2787,0.2227,36.9141,58.0078,30.5356,-66.4718,0.010539,0.017137,0.085005,-0.000005,soft,197.464617,0.334098,0.185719,0.185719,0.185719,0.171407,0.121407,0.185719,0.121407,0.171407,29.8612,29.9179,29.9179,2
0.1141,descent,0.2787,0.2234,36.8262,57.9199,27.8942,-66.4198,0.010720,0.017527,0.084996,0.000004,soft,197.372392,0.333323,0.186121,0.186121,0.186121,0.172267,0.122267,0.186121,0.122267,0.172267,29.8586,29.9162,29.9162,2
0.1191,descent,0.2787,0.2227,36.8262,57.9199,25.5170,-66.2356,0.010617,0.017404,0.085000,-0.000000,soft,197.464617,0.333455,0.186208,0.186208,0.186208,0.172324,0.122324,0.186208,0.122324,0.172324,29.8560,29.9145,29.9145,2
0.1197,descent,0.2787,0.2227,36.8262,57.8320,23.1027,-66.0699,0.010788,0.017719,0.085000,-0.000000,soft,197.464617,0.332904,0.186492,0.186492,0.186492,0.172937,0.122937,0.186492,0.122937,0.172937,29.8534,29.9127,29.9127,2
0.1207,descent,0.2787,0.2227,36.7383,57.5684,20.2428,-65.9207,0.011277,0.018778,0.085016,-0.000016,soft,197.464617,0.331192,0.187537,0.187537,0.187537,0.175075,0.125075,0.187537,0.125075,0.175075,29.8507,29.9110,29.9110,2
0.1218,descent,0.2787,0.2227,36.7383,57.3926,17.5316,-65.7864,0.011331,0.019226,0.085016,-0.000016,soft,197.464617,0.330126,0.188092,0.188092,0.188092,0.176295,0.126295,0.188092,0.126295,0.176295,29.8481,29.9093,29.9093,2
0.1229,descent,0.2787,0.2227,36.5625,57.3926,14.9540,-65.6656,0.011382,0.019385,0.085008,-0.000008,soft,197.464617,0.329971,0.188491,0.188491,0.188491,0.176902,0.126902,0.188491,0.126902,0.176902,29.8455,29.9075,29.9075,2
0.1241,descent,0.2787,0.2227,36.5625,57.3047,12.4968,-65.5568,0.011499,0.019677,0.085002,-0.000002,soft,197.464617,0.329446,0.188766,0.188766,0.188766,0.177511,0.127511,0.188766,0.127511,0.177511,29.8429,29.9057,29.9057,2
0.1252,descent,0.2787,0.2227,36.4746,57.3047,10.0105,-65.3215,0.011532,0.019740,0.085002,-0.000002,soft,197.464617,0.329371,0.188964,0.188964,0.188964,0.177814,0.127814,0.188964,0.127814,0.177814,29.8403,29.9040,29.9040,2
0.1263,descent,0.2787,0.2237,36.4746,57.2168,7.7729,-65.1098,0.011673,0.020043,0.084995,0.000005,soft,197.328935,0.328659,0.189108,0.189108,0.189108,0.178335,0.128335,0.189108,0.128335,0.178335,29.8378,29.9022,29.9022,2
