Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0010,descent,0.2455,0.2227,26.9824,65.5664,154.9635,-14.9130,0.014095,0.011940,0.085017,-0.000017,soft,197.464617,0.374340,0.181718,0.181718,0.181718,0.151811,0.101811,0.181718,0.101811,0.151811,29.9989,29.9994,29.9994,2
0.0028,descent,0.2455,0.2241,27.2461,65.4785,160.0771,-17.4063,0.013853,0.011872,0.084993,0.000007,soft,197.286788,0.373867,0.181251,0.181251,0.181251,0.151437,0.101437,0.181251,0.101437,0.151437,29.9978,29.9988,29.9988,2
0.0035,descent,0.2455,0.2241,27.2461,65.4785,160.0771,-17.4063,0.013857,0.011850,0.084993,0.000007,soft,197.286788,0.373867,0.181251,0.181251,0.181251,0.151437,0.101437,0.181251,0.101437,0.151437,29.9967,29.9982,29.9982,2
0.0044,descent,0.2455,0.2227,27.4219,65.3906,164.8168,-19.7877,0.013729,0.011925,0.085001,-0.000001,soft,197.464617,0.373792,0.181337,0.181337,0.181337,0.151557,0.101557,0.181337,0.101557,0.151557,29.9956,29.9975,29.9975,2
0.0054,descent,0.2455,0.2227,27.8613,65.3027,169.4947,-22.0683,0.013247,0.011533,0.085001,-0.000001,soft,197.464617,0.373970,0.180578,0.180578,0.180578,0.150652,0.100652,0.180578,0.100652,0.150652,29.9944,29.9969,29.9969,2
0.0066,descent,0.2455,0.2244,27.8613,65.3027,169.4947,-22.0683,0.013386,0.011634,0.084991,0.000009,soft,197.248528,0.373615,0.180380,0.180380,0.180380,0.150542,0.100542,0.180380,0.100542,0.150542,29.9933,29.9963,29.9963,2
0.0075,descent,0.2455,0.2244,28.2129,65.1270,173.9797,-24.3957,0.013170,0.011668,0.084991,0.000009,soft,197.248528,0.372872,0.180222,0.180222,0.180222,0.150597,0.100597,0.180222,0.100597,0.150597,29.9923,29.9957,29.9957,2
0.0086,descent,0.2455,0.2234,28.6523,65.0391,178.2909,-26.6277,0.012640,0.011214,0.084996,0.000004,soft,197.377162,0.373249,0.179574,0.179574,0.179574,0.149758,0.099758,0.179574,0.099758,0.149758,29.9912,29.9951,29.9951,2
0.0096,descent,0.2455,0.2234,29.0039,64.8633,185.6631,-30.8429,0.012561,0.011468,0.084996,0.000004,soft,197.377162,0.372495,0.179413,0.179413,0.179413,0.149812,0.099812,0.179413,0.099812,0.149812,29.9901,29.9945,29.9945,2
0.0108,descent,0.2455,0.2227,29.2676,64.8633,188.9434,-32.8424,0.012116,0.011020,0.085000,0.000000,soft,197.458520,0.373165,0.178795,0.178795,0.178795,0.148920,0.098920,0.178795,0.098920,0.148920,29.9889,29.9938,29.9938,2
0.0118,descent,0.2455,0.2227,29.4434,64.7754,191.8957,-34.6420,0.012189,0.011224,0.085000,0.000000,soft,197.458520,0.372783,0.178713,0.178713,0.178713,0.148947,0.098947,0.178713,0.098947,0.148947,29.9878,29.9932,29.9932,2
0.0129,descent,0.2455,0.2227,29.6191,64.6875,194.4153,-36.3990,0.012046,0.011232,0.085002,-0.000002,soft,197.464617,0.372410,0.178637,0.178637,0.178637,0.148977,0.098977,0.178637,0.098977,0.148977,29.9866,29.9926,29.9926,2
0.0140,descent,0.2455,0.2227,29.7949,64.5996,196.6830,-38.1177,0.011905,0.011240,0.085001,-0.000001,soft,197.464617,0.372027,0.178554,0.178554,0.178554,0.149003,0.099003,0.178554,0.099003,0.149003,29.9855,29.9919,29.9919,2
0.0152,descent,0.2455,0.2227,29.7949,64.5996,196.6830,-38.1177,0.011863,0.011191,0.085001,-0.000001,soft,197.464617,0.372027,0.178554,0.178554,0.178554,0.149003,0.099003,0.178554,0.099003,0.149003,29.9843,29.9913,29.9913,2
0.0165,descent,0.2455,0.2227,29.7949,64.5996,196.6830,-38.1177,0.011858,0.011183,0.085001,-0.000001,soft,197.464617,0.372027,0.178554,0.178554,0.178554,0.149003,0.099003,0.178554,0.099003,0.149003,29.9832,29.9907,29.9907,2
0.0176,descent,0.2455,0.2227,29.7949,64.5996,196.6830,-38.1177,0.011853,0.011176,0.085001,-0.000001,soft,197.464617,0.372027,0.178554,0.178554,0.178554,0.149003,0.099003,0.178554,0.099003,0.149003,29.9821,29.9900,29.9900,2
0.0187,descent,0.2455,0.2279,29.7949,64.5996,196.6830,-38.1177,0.011848,0.011168,0.084974,0.000026,soft,196.805875,0.370952,0.177959,0.177959,0.177959,0.148673,0.098673,0.177959,0.098673,0.148673,29.9812,29.9895,29.9895,2
0.0203,descent,0.2455,0.2227,30.6738,64.3359,201.3056,-42.7081,0.011086,0.010651,0.085007,-0.000007,soft,197.464617,0.371569,0.177373,0.177373,0.177373,0.147837,0.097837,0.177373,0.097837,0.147837,29.9800,29.9889,29.9889,2
0.0209,descent,0.2455,0.2227,30.6738,64.3359,201.3056,-42.7081,0.011246,0.010783,0.085007,-0.000007,soft,197.464617,0.371569,0.177373,0.177373,0.177373,0.147837,0.097837,0.177373,0.097837,0.147837,29.9789,29.9883,29.9883,2
