Time_s,Phase,Force_N,F_des_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Profile,K_des_N_per_m,Kth_11,Kth_12,Kth_13,Kth_21,Kth_22,Kth_23,Kth_31,Kth_32,Kth_33,ThetaRef1_deg,ThetaRef2_deg,ThetaRef3_deg,Run
0.0010,descent,0.3054,0.2235,24.9609,65.5664,110.3930,-24.7880,0.015885,0.014811,0.084996,0.000004,soft,197.360542,0.370024,0.186658,0.186658,0.186658,0.158870,0.108870,0.186658,0.108870,0.158870,29.9959,29.9976,29.9976,3
0.0022,descent,0.3054,0.2228,25.1367,65.4785,112.4067,-26.9808,0.015572,0.014663,0.084999,0.000001,soft,197.448263,0.369822,0.186664,0.186664,0.186664,0.158946,0.108946,0.186664,0.108946,0.158946,29.9918,29.9952,29.9952,3
0.0033,descent,0.3054,0.2228,25.2246,65.4785,114.2190,-29.0917,0.015395,0.014533,0.084999,0.000001,soft,197.448263,0.369998,0.186451,0.186451,0.186451,0.158638,0.108638,0.186451,0.108638,0.158638,29.9877,29.9928,29.9928,3
0.0044,descent,0.3054,0.2227,25.3125,65.3906,115.8501,-31.1289,0.015461,0.014783,0.085019,-0.000019,soft,197.464617,0.369504,0.186603,0.186603,0.186603,0.158983,0.108983,0.186603,0.108983,0.158983,29.9836,29.9904,29.9904,3
0.0055,descent,0.3054,0.2227,25.4883,65.3027,117.1807,-32.9624,0.015266,0.014731,0.085019,-0.000019,soft,197.464617,0.369159,0.186525,0.186525,0.186525,0.159010,0.109010,0.186525,0.109010,0.159010,29.9795,29.9880,29.9880,3
0.0067,descent,0.3054,0.2244,25.5762,65.3027,118.3782,-34.7500,0.015088,0.014577,0.084991,0.000009,soft,197.248108,0.368983,0.186108,0.186108,0.186108,0.158583,0.108583,0.186108,0.108583,0.158583,29.9754,29.9857,29.9857,3
0.0079,descent,0.3054,0.2244,25.5762,65.3027,118.3782,-34.7500,0.015110,0.014567,0.084991,0.000009,soft,197.248108,0.368983,0.186108,0.186108,0.186108,0.158583,0.108583,0.186108,0.108583,0.158583,29.9714,29.9833,29.9833,3
0.0090,descent,0.3054,0.2227,25.5762,65.3027,118.3782,-34.7500,0.015092,0.014538,0.085016,-0.000016,soft,197.464617,0.369333,0.186312,0.186312,0.186312,0.158702,0.108702,0.186312,0.108702,0.158702,29.9673,29.9809,29.9809,3
0.0100,descent,0.3054,0.2227,25.8398,65.1270,120.2886,-38.0678,0.015048,0.014814,0.085016,-0.000016,soft,197.464617,0.368465,0.186368,0.186368,0.186368,0.159064,0.109064,0.186368,0.109064,0.159064,29.9632,29.9785,29.9785,3
0.0111,descent,0.3030,0.2227,26.1035,64.8633,121.3139,-41.2773,0.015014,0.015225,0.085002,-0.000002,soft,197.464617,0.366911,0.186766,0.186766,0.186766,0.160067,0.110067,0.186766,0.110067,0.160067,29.9592,29.9762,29.9762,3
0.0121,descent,0.3030,0.2227,26.1914,64.8633,121.6859,-42.7830,0.014601,0.014832,0.085006,-0.000006,soft,197.464617,0.367079,0.186554,0.186554,0.186554,0.159759,0.109759,0.186554,0.109759,0.159759,29.9552,29.9738,29.9738,3
0.0132,descent,0.3030,0.2227,26.3672,64.7754,121.8833,-44.2755,0.014572,0.014908,0.085006,-0.000006,soft,197.464617,0.366730,0.186473,0.186473,0.186473,0.159785,0.109785,0.186473,0.109785,0.159785,29.9513,29.9715,29.9715,3
0.0144,descent,0.3030,0.2265,26.4551,64.6875,121.9236,-45.6187,0.014560,0.015041,0.084981,0.000019,soft,196.979469,0.365436,0.186145,0.186145,0.186145,0.159848,0.109848,0.186145,0.109848,0.159848,29.9475,29.9693,29.9693,3
0.0155,descent,0.3030,0.2265,26.5430,64.6875,121.9598,-46.9650,0.014302,0.014760,0.084981,0.000019,soft,196.979469,0.365602,0.185934,0.185934,0.185934,0.159541,0.109541,0.185934,0.109541,0.159541,29.9437,29.9670,29.9670,3
0.0166,descent,0.3030,0.2227,26.5430,64.5996,121.8550,-48.1767,0.014493,0.015130,0.085008,-0.000008,soft,197.464617,0.365697,0.186733,0.186733,0.186733,0.160452,0.110452,0.186733,0.110452,0.160452,29.9397,29.9647,29.9647,3
0.0177,descent,0.3030,0.2227,26.6309,64.5117,121.6233,-49.2673,0.014414,0.015225,0.085008,-0.000008,soft,197.464617,0.365183,0.186862,0.186862,0.186862,0.160785,0.110785,0.186862,0.110785,0.160785,29.9358,29.9623,29.9623,3
0.0188,descent,0.3030,0.2232,26.8066,64.4238,121.2774,-50.3861,0.014244,0.015151,0.084998,0.000002,soft,197.402605,0.364733,0.186720,0.186720,0.186720,0.160775,0.110775,0.186720,0.110775,0.160775,29.9318,29.9600,29.9600,3
0.0199,descent,0.3030,0.2232,26.8945,64.3359,120.8287,-51.5305,0.014234,0.015270,0.084998,0.000002,soft,197.402605,0.364220,0.186848,0.186848,0.186848,0.161107,0.111107,0.186848,0.111107,0.161107,29.9279,29.9577,29.9577,3
0.0210,descent,0.3030,0.2227,26.9824,64.2480,119.7865,-53.4874,0.014181,0.015384,0.085001,-0.000001,soft,197.464617,0.363807,0.187033,0.187033,0.187033,0.161474,0.111474,0.187033,0.111474,0.161474,29.9239,29.9553,29.9553,3
