Time_s,Ref_MCP_deg,Ref_PIP_deg,MCP_deg,PIP_deg
1.6068,3.6406,3.6406,0.0000,0.2703
1.6079,3.6472,3.6472,0.0000,0.2703
1.6090,3.6539,3.6539,0.0000,0.2703
1.6101,3.6608,3.6608,0.0000,0.2703
1.6113,3.6679,3.6679,0.0392,0.2703
1.6123,3.6737,3.6737,0.0392,0.2703
1.6135,3.6808,3.6808,0.0000,0.2703
1.6146,3.6874,3.6874,0.0000,0.2703
1.6157,3.6941,3.6941,0.0392,0.2703
1.6168,3.7006,3.7006,0.0000,0.2703
1.6179,3.7072,3.7072,0.0392,0.2703
1.6190,3.7139,3.7139,0.0392,0.2703
1.6201,3.7209,3.7209,0.0392,0.2703
1.6213,3.7278,3.7278,0.0000,0.2703
1.6223,3.7339,3.7339,0.0000,0.2703
1.6235,3.7408,3.7408,0.0000,0.2703
1.6245,3.7473,3.7473,0.0000,0.2703
1.6257,3.7539,3.7539,0.0000,0.3243
1.6268,3.7606,3.7606,0.0000,0.3243
1.6279,3.7672,3.7672,0.0392,0.3243
1.6290,3.7739,3.7739,0.0000,0.3243
1.6301,3.7808,3.7808,0.0000,0.3243
1.6313,3.7879,3.7879,0.0392,0.3243
1.6323,3.7938,3.7938,0.0000,0.3243
1.6335,3.8008,3.8008,0.0000,0.3243
1.6346,3.8074,3.8074,0.0000,0.3243
1.6357,3.8141,3.8141,0.0000,0.3243
1.6368,3.8208,3.8208,0.0392,0.3243
1.6379,3.8273,3.8273,0.0000,0.3243
1.6390,3.8339,3.8339,0.0000,0.3784
1.6402,3.8409,3.8409,0.0000,0.3784
1.6413,3.8478,3.8478,0.0392,0.3784
1.6423,3.8539,3.8539,0.0000,0.3784
1.6435,3.8608,3.8608,0.0000,0.3784
1.6445,3.8673,3.8673,0.0392,0.3784
1.6457,3.8739,3.8739,0.0392,0.3784
1.6468,3.8806,3.8806,0.0392,0.3784
1.6479,3.8872,3.8872,0.0000,0.3784
1.6490,3.8939,3.8939,0.0000,0.4324
1.6501,3.9008,3.9008,0.0392,0.4324
1.6512,3.9075,3.9075,0.0392,0.4324
1.6523,3.9138,3.9138,0.0392,0.4324
1.6535,3.9208,3.9208,0.0392,0.4324
1.6546,3.9274,3.9274,0.0000,0.4324
1.6557,3.9341,3.9341,0.0000,0.4324
1.6568,3.9408,3.9408,0.0392,0.4324
1.6579,3.9474,3.9474,0.0000,0.4865
1.6590,3.9541,3.9541,0.0392,0.4865
