Time_s,Ref_MCP_deg,Ref_PIP_deg,MCP_deg,PIP_deg
0.4501,0.0000,0.0000,-0.4312,-0.0541
0.4513,0.0000,0.0000,-0.4312,-0.0541
0.4524,0.0000,0.0000,-0.4312,-0.1081
0.4535,0.0000,0.0000,-0.4312,-0.1081
0.4547,0.0000,0.0000,-0.4312,-0.1081
0.4557,0.0000,0.0000,-0.3920,-0.1622
0.4569,0.0000,0.0000,-0.3920,-0.1622
0.4581,0.0000,0.0000,-0.3920,-0.2162
0.4590,0.0000,0.0000,-0.3920,-0.2162
0.4603,0.0000,0.0000,-0.3528,-0.2162
0.4613,0.0000,0.0000,-0.3528,-0.2703
0.4624,0.0000,0.0000,-0.3528,-0.2703
0.4635,0.0000,0.0000,-0.3528,-0.2703
0.4646,0.0000,0.0000,-0.3528,-0.2703
0.4657,0.0000,0.0000,-0.3136,-0.3243
0.4668,0.0000,0.0000,-0.3136,-0.3243
0.4679,0.0000,0.0000,-0.3136,-0.3243
0.4693,0.0000,0.0000,-0.3136,-0.3784
0.4701,0.0000,0.0000,-0.2744,-0.3784
0.4713,0.0000,0.0000,-0.2744,-0.4324
0.4724,0.0000,0.0000,-0.2352,-0.4324
0.4735,0.0000,0.0000,-0.2352,-0.4324
0.4747,0.0000,0.0000,-0.2352,-0.4324
0.4757,0.0000,0.0000,-0.1960,-0.4324
0.4768,0.0000,0.0000,-0.1960,-0.4324
0.4779,0.0000,0.0000,-0.1960,-0.4324
0.4790,0.0000,0.0000,-0.1568,-0.4865
0.4801,0.0000,0.0000,-0.1176,-0.4865
0.4812,0.0000,0.0000,-0.1176,-0.5405
0.4823,0.0000,0.0000,-0.1176,-0.5405
0.4834,0.0000,0.0000,-0.0784,-0.5405
0.4845,0.0000,0.0000,-0.0784,-0.5405
0.4857,0.0000,0.0000,-0.0784,-0.5405
0.4868,0.0000,0.0000,-0.0784,-0.5946
0.4879,0.0000,0.0000,-0.0392,-0.5946
0.4890,0.0000,0.0000,-0.0392,-0.5946
0.4901,0.0000,0.0000,0.0000,-0.5946
0.4912,0.0000,0.0000,0.0000,-0.5946
0.4923,0.0000,0.0000,0.0000,-0.5946
0.4935,0.0000,0.0000,0.0000,-0.5946
0.4946,0.0000,0.0000,0.0392,-0.5946
0.4957,0.0000,0.0000,0.0392,-0.5946
0.4968,0.0000,0.0000,0.0392,-0.6486
0.4979,0.0000,0.0000,0.0392,-0.6486
0.4990,0.0000,0.0000,0.0784,-0.6486
0.5002,0.0000,0.0000,0.0784,-0.6486
0.5012,0.0000,0.0000,0.0784,-0.5946
0.5024,0.0000,0.0000,0.0784,-0.6486
0.5035,0.0000,0.0000,0.1176,-0.6486
0.5046,0.0000,0.0000,0.1176,-0.6486
0.5057,0.0000,0.0000,0.1176,-0.6486
0.5068,0.0000,0.0000,0.1176,-0.6486
0.5079,0.0000,0.0000,0.1568,-0.6486
0.5090,0.0000,0.0000,0.1568,-0.5946
0.5102,0.0000,0.0000,0.1568,-0.5946
0.5112,0.0000,0.0000,0.1568,-0.5946
0.5124,0.0000,0.0000,0.1960,-0.5946
0.5135,0.0000,0.0000,0.1960,-0.5946
0.5146,0.0000,0.0000,0.1960,-0.5946
0.5157,0.0000,0.0000,0.1960,-0.5946
0.5168,0.0000,0.0000,0.2352,-0.5946
0.5182,0.0000,0.0000,0.2352,-0.5405
0.5190,0.0000,0.0000,0.2352,-0.5405
0.5202,0.0000,0.0000,0.2744,-0.5405
0.5212,0.0000,0.0000,0.2744,-0.5405
0.5224,0.0000,0.0000,0.2744,-0.5405
0.5235,0.0000,0.0000,0.2744,-0.5405
0.5246,0.0000,0.0000,0.2744,-0.5405
0.5257,0.0000,0.0000,0.2744,-0.4865
0.5268,0.0000,0.0000,0.3136,-0.4865
0.5282,0.0000,0.0000,0.3136,-0.4865
0.5290,0.0000,0.0000,0.3136,-0.4865
0.5302,0.0000,0.0000,0.3136,-0.4324
