Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0008,descent,0.2393,18.3691,15.9961,-43.9680,-6.8700,0.001402,0.020472,0.084979,0.000021,0.0635,5
0.0018,descent,0.2393,18.3691,15.9961,-42.5940,-6.8700,0.001387,0.020472,0.084979,0.000021,0.0635,5
0.0029,descent,0.2222,18.2813,15.9961,-42.5940,-5.4960,0.001405,0.020423,0.084989,0.000011,0.0635,5
0.0040,descent,0.2222,18.2813,15.9961,-41.2200,-5.4960,0.001391,0.020423,0.084990,0.000010,0.0635,5
0.0051,descent,0.2222,18.2813,15.9961,-41.2200,-5.4960,0.001391,0.020423,0.084990,0.000010,0.0635,5
0.0062,descent,0.2222,18.1934,15.9961,-39.8460,-5.4960,0.001394,0.020421,0.084995,0.000005,0.0635,5
0.0073,descent,0.2222,18.1934,15.9961,-39.8460,-5.4960,0.001394,0.020421,0.084995,0.000005,0.0635,5
0.0084,descent,0.2222,18.1934,15.9961,-39.8460,-5.4960,0.001394,0.020421,0.084992,0.000008,0.0635,5
0.0095,descent,0.2222,18.1934,15.9961,-38.4720,-5.4960,0.001380,0.020421,0.084992,0.000008,0.0635,5
0.0107,descent,0.2222,18.1055,15.9961,-37.0980,-5.4960,0.001383,0.020419,0.084976,0.000024,0.0635,5
0.0118,descent,0.2222,18.1055,15.9961,-37.0980,-5.4960,0.001383,0.020419,0.084992,0.000008,0.0635,5
0.0129,descent,0.2222,18.0176,15.9961,-35.7240,-5.4960,0.001386,0.020416,0.084992,0.000008,0.0635,5
0.0140,descent,0.2222,18.0176,15.9961,-35.7240,-4.1220,0.001386,0.020991,0.084975,0.000025,0.0635,5
0.0151,descent,0.2222,18.0176,15.9961,-34.3500,-4.1220,0.001372,0.020991,0.084975,0.000025,0.0635,5
0.0162,descent,0.2222,17.9297,15.9961,-34.3500,-4.1220,0.001390,0.020988,0.084977,0.000023,0.0635,5
0.0173,descent,0.2222,17.9297,15.9961,-34.3500,-4.1220,0.001390,0.020988,0.084977,0.000023,0.0635,5
0.0184,descent,0.2222,17.8418,15.9961,-34.3500,-2.7480,0.001407,0.035820,0.084971,0.000029,0.0635,5
0.0195,descent,0.2222,17.8418,15.9961,-32.9760,-2.7480,0.001393,0.035820,0.084971,0.000029,0.0635,5
0.0207,descent,0.2222,17.7539,15.9082,-32.9760,-2.7480,0.001409,0.035887,0.084992,0.000008,0.0635,5
0.0218,descent,0.2222,17.7539,15.9961,-32.9760,-2.7480,0.001411,0.035818,0.084975,0.000025,0.0635,5
0.0229,descent,0.2222,17.6660,15.9961,-32.9760,-2.7480,0.001428,0.035816,0.084975,0.000025,0.0635,5
0.0240,descent,0.2222,17.6660,15.9961,-31.6020,-2.7480,0.001414,0.035816,0.084992,0.000008,0.0635,5
0.0251,descent,0.2222,17.6660,15.9961,-31.6020,-2.7480,0.001414,0.035816,0.084992,0.000008,0.0635,5
0.0262,descent,0.2222,17.5781,15.9961,-31.6020,-2.7480,0.001432,0.035813,0.084975,0.000025,0.0635,5
0.0273,descent,0.2222,17.5781,15.9961,-31.6020,-2.7480,0.001432,0.035813,0.084975,0.000025,0.0635,5
0.0284,descent,0.2222,17.5781,15.9961,-30.2280,-1.3740,0.001417,0.125801,0.084975,0.000025,0.0635,5
0.0296,descent,0.2222,17.4902,15.9961,-30.2280,-1.3740,0.001435,0.125799,0.084975,0.000025,0.0635,5
0.0307,descent,0.2222,17.4023,15.9961,-30.2280,-1.3740,0.001453,0.125797,0.084973,0.000027,0.0635,5
0.0318,descent,0.2222,17.4023,15.9082,-30.2280,-1.3740,0.001451,0.125866,0.084973,0.000027,0.0635,5
0.0329,descent,0.2222,17.4023,15.9961,-30.2280,0.0000,0.001453,0.220176,0.084986,0.000014,0.0635,5
0.0340,descent,0.2222,17.3145,15.9961,-30.2280,0.0000,0.001470,0.220174,0.084972,0.000028,0.0635,5
0.0351,descent,0.2222,17.3145,15.9961,-30.2280,0.0000,0.001470,0.220174,0.084972,0.000028,0.0635,5
0.0362,descent,0.2222,17.3145,15.9961,-30.2280,0.0000,0.001470,0.220174,0.084967,0.000033,0.0635,5
0.0373,descent,0.2222,17.2266,15.9961,-30.2280,0.0000,0.001488,0.220171,0.084967,0.000033,0.0635,5
0.0384,descent,0.2222,17.2266,15.9961,-30.2280,0.0000,0.001488,0.220171,0.084979,0.000021,0.0635,5
0.0395,descent,0.2222,17.1387,15.9961,-30.2280,0.0000,0.001506,0.220169,0.084979,0.000021,0.0635,5
0.0406,descent,0.2222,17.1387,15.9961,-31.6020,0.0000,0.001520,0.220169,0.084965,0.000035,0.0635,5
0.0418,descent,0.2222,17.0508,15.9961,-31.6020,0.0000,0.001538,0.220167,0.084965,0.000035,0.0635,5
0.0429,descent,0.2222,17.0508,16.0840,-31.6020,1.3740,0.001540,0.125610,0.084971,0.000029,0.0635,5
0.0440,descent,0.2222,17.0508,16.0840,-31.6020,1.3740,0.001540,0.125610,0.084983,0.000017,0.0635,5
0.0451,descent,0.2222,17.0508,16.1719,-31.6020,1.3740,0.001542,0.125541,0.084983,0.000017,0.0635,5
0.0462,descent,0.2222,16.9629,16.1719,-31.6020,2.7480,0.001560,0.035442,0.084973,0.000027,0.0635,5
