Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0007,descent,0.3371,18.9844,18.2813,-41.2200,-24.7320,0.001311,0.019407,0.085003,-0.000003,0.0635,1
0.0017,descent,0.3371,18.9844,18.2813,-41.2200,-24.7320,0.001311,0.019407,0.085005,-0.000005,0.0635,1
0.0028,descent,0.3371,18.8965,18.1934,-41.2200,-23.3580,0.001326,0.019419,0.085005,-0.000005,0.0635,1
0.0040,descent,0.3371,18.8086,18.1934,-41.2200,-23.3580,0.001343,0.019416,0.085009,-0.000009,0.0635,1
0.0051,descent,0.3371,18.8086,18.1934,-41.2200,-23.3580,0.001343,0.019416,0.085009,-0.000009,0.0635,1
0.0062,descent,0.3371,18.7207,18.1934,-41.2200,-23.3580,0.001361,0.019414,0.084996,0.000004,0.0635,1
0.0073,descent,0.3371,18.7207,18.1055,-41.2200,-23.3580,0.001359,0.019483,0.085005,-0.000005,0.0635,1
0.0084,descent,0.3371,18.6328,18.1055,-41.2200,-23.3580,0.001376,0.019480,0.085005,-0.000005,0.0635,1
0.0095,descent,0.3371,18.6328,18.1055,-41.2200,-23.3580,0.001376,0.019480,0.085003,-0.000003,0.0635,1
0.0106,descent,0.3371,18.5449,18.1055,-41.2200,-23.3580,0.001394,0.019478,0.085003,-0.000003,0.0635,1
0.0118,descent,0.3371,18.4570,18.0176,-41.2200,-23.3580,0.001409,0.019544,0.084996,0.000004,0.0635,1
0.0130,descent,0.3371,18.4570,18.0176,-41.2200,-23.3580,0.001409,0.019544,0.084996,0.000004,0.0635,1
0.0139,descent,0.3371,18.4570,18.0176,-41.2200,-23.3580,0.001409,0.019544,0.084997,0.000003,0.0635,1
0.0151,descent,0.3371,18.4570,18.0176,-41.2200,-23.3580,0.001409,0.019544,0.084997,0.000003,0.0635,1
0.0162,descent,0.3371,18.3691,18.0176,-39.8460,-21.9840,0.001412,0.019487,0.085007,-0.000007,0.0635,1
0.0173,descent,0.3371,18.2813,18.0176,-39.8460,-21.9840,0.001430,0.019485,0.085007,-0.000007,0.0635,1
0.0184,descent,0.3371,18.2813,17.9297,-39.8460,-21.9840,0.001427,0.019554,0.084990,0.000010,0.0635,1
0.0195,descent,0.3371,18.2813,17.9297,-39.8460,-21.9840,0.001427,0.019554,0.084988,0.000012,0.0635,1
0.0206,descent,0.3371,18.1934,17.8418,-39.8460,-21.9840,0.001442,0.019620,0.084988,0.000012,0.0635,1
0.0218,descent,0.3371,18.1934,17.8418,-39.8460,-21.9840,0.001442,0.019620,0.084998,0.000002,0.0635,1
0.0228,descent,0.3371,18.1055,17.8418,-38.4720,-21.9840,0.001446,0.019618,0.084998,0.000002,0.0635,1
0.0239,descent,0.3371,18.0176,17.8418,-39.8460,-21.9840,0.001477,0.019615,0.084984,0.000016,0.0635,1
0.0251,descent,0.3371,18.0176,17.7539,-38.4720,-21.9840,0.001461,0.019684,0.084984,0.000016,0.0635,1
0.0262,descent,0.3371,18.0176,17.7539,-38.4720,-21.9840,0.001461,0.019684,0.084998,0.000002,0.0635,1
0.0273,descent,0.3371,17.9297,17.7539,-38.4720,-21.9840,0.001478,0.019682,0.084998,0.000002,0.0635,1
0.0284,descent,0.3371,17.9297,17.7539,-38.4720,-20.6100,0.001478,0.019627,0.084996,0.000004,0.0635,1
0.0296,descent,0.3371,17.8418,17.7539,-38.4720,-20.6100,0.001496,0.019625,0.084987,0.000013,0.0635,1
0.0306,descent,0.3371,17.8418,17.6660,-38.4720,-20.6100,0.001494,0.019694,0.084987,0.000013,0.0635,1
0.0318,descent,0.3371,17.7539,17.6660,-38.4720,-20.6100,0.001511,0.019691,0.084983,0.000017,0.0635,1
0.0329,descent,0.3371,17.7539,17.6660,-38.4720,-20.6100,0.001511,0.019691,0.084983,0.000017,0.0635,1
0.0340,descent,0.3371,17.6660,17.6660,-38.4720,-20.6100,0.001529,0.019689,0.084977,0.000023,0.0635,1
0.0351,descent,0.3371,17.6660,17.5781,-38.4720,-20.6100,0.001527,0.019758,0.084977,0.000023,0.0635,1
0.0362,descent,0.3371,17.6660,17.5781,-37.0980,-20.6100,0.001512,0.019758,0.084992,0.000008,0.0635,1
0.0373,descent,0.3880,17.5781,17.5781,-37.0980,-19.2360,0.001530,0.019701,0.084973,0.000027,0.0635,1
0.0384,descent,0.3880,17.5781,17.5781,-37.0980,-19.2360,0.001530,0.019701,0.084973,0.000027,0.0635,1
0.0395,descent,0.3880,17.5781,17.5781,-37.0980,-19.2360,0.001530,0.019701,0.084970,0.000030,0.0635,1
0.0406,descent,0.3880,17.4902,17.4902,-37.0980,-19.2360,0.001545,0.019768,0.084970,0.000030,0.0635,1
0.0418,descent,0.3880,17.4902,17.4902,-35.7240,-19.2360,0.001531,0.019768,0.084976,0.000024,0.0635,1
0.0429,descent,0.3880,17.4023,17.4902,-35.7240,-19.2360,0.001548,0.019765,0.084976,0.000024,0.0635,1
0.0439,descent,0.3880,17.4023,17.4902,-35.7240,-19.2360,0.001548,0.019765,0.084963,0.000037,0.0635,1
0.0451,descent,0.3880,17.4023,17.4902,-34.3500,-17.8620,0.001534,0.019711,0.084963,0.000037,0.0635,1
0.0462,descent,0.3880,17.3145,17.4023,-34.3500,-17.8620,0.001549,0.019777,0.084943,0.000057,0.0635,1
0.0473,descent,0.3880,17.3145,17.4023,-34.3500,-17.8620,0.001549,0.019777,0.084943,0.000057,0.0635,1
0.0484,descent,0.3880,17.2266,17.4023,-34.3500,-17.8620,0.001567,0.019775,0.084970,0.000030,0.0635,1
0.0495,descent,0.3880,17.2266,17.4023,-34.3500,-17.8620,0.001567,0.019775,0.084950,0.000050,0.0635,1
0.0506,descent,0.3880,17.2266,17.4023,-34.3500,-17.8620,0.001567,0.019775,0.084950,0.000050,0.0635,1
0.0518,descent,0.3880,17.1387,17.3145,-34.3500,-17.8620,0.001582,0.019842,0.084955,0.000045,0.0635,1
0.0528,descent,0.3880,17.0508,17.3145,-34.3500,-17.8620,0.001600,0.019840,0.084955,0.000045,0.0635,1
0.0539,descent,0.3880,17.0508,17.3145,-34.3500,-17.8620,0.001600,0.019840,0.084940,0.000060,0.0635,1
0.0551,descent,0.3880,17.0508,17.3145,-34.3500,-16.4880,0.001600,0.019785,0.084940,0.000060,0.0635,1
0.0562,descent,0.3880,17.0508,17.3145,-32.9760,-16.4880,0.001586,0.019785,0.084927,0.000073,0.0635,1
0.0573,descent,0.3880,16.9629,17.2266,-32.9760,-16.4880,0.001601,0.019852,0.084927,0.000073,0.0635,1
0.0584,descent,0.3880,16.9629,17.2266,-32.9760,-16.4880,0.001601,0.019852,0.084942,0.000058,0.0635,1
0.0595,descent,0.3880,16.8750,17.2266,-32.9760,-16.4880,0.001619,0.019849,0.084938,0.000062,0.0635,1
0.0606,descent,0.3880,16.8750,17.2266,-32.9760,-16.4880,0.001619,0.019849,0.084938,0.000062,0.0635,1
0.0618,descent,0.3880,16.8750,17.2266,-31.6020,-16.4880,0.001604,0.019849,0.084925,0.000075,0.0635,1
0.0628,descent,0.3880,16.7871,17.1387,-31.6020,-16.4880,0.001620,0.019916,0.084925,0.000075,0.0635,1
0.0639,descent,0.3880,16.7871,17.1387,-31.6020,-16.4880,0.001620,0.019916,0.084941,0.000059,0.0635,1
0.0651,descent,0.3880,16.6992,17.1387,-31.6020,-16.4880,0.001638,0.019914,0.084941,0.000059,0.0635,1
0.0662,descent,0.3880,16.6992,17.1387,-31.6020,-15.1140,0.001638,0.019859,0.084913,0.000087,0.0635,1
0.0673,descent,0.3880,16.6992,17.1387,-31.6020,-15.1140,0.001638,0.019859,0.084907,0.000093,0.0635,1
0.0684,descent,0.3880,16.6113,17.1387,-31.6020,-15.1140,0.001655,0.019857,0.084907,0.000093,0.0635,1
0.0695,descent,0.3880,16.6113,17.0508,-31.6020,-15.1140,0.001653,0.019926,0.084909,0.000091,0.0635,1
0.0706,descent,0.3880,16.6113,17.0508,-30.2280,-15.1140,0.001639,0.019926,0.084909,0.000091,0.0635,1
0.0718,descent,0.3880,16.5234,17.0508,-30.2280,-15.1140,0.001656,0.019924,0.084922,0.000078,0.0635,1
0.0728,descent,0.3880,16.5234,17.0508,-30.2280,-15.1140,0.001656,0.019924,0.084922,0.000078,0.0635,1
0.0740,descent,0.3880,16.5234,17.0508,-30.2280,-15.1140,0.001656,0.019924,0.084899,0.000101,0.0635,1
0.0753,descent,0.3880,16.5234,16.9629,-30.2280,-15.1140,0.001654,0.019993,0.084907,0.000093,0.0635,1
0.0763,descent,0.3880,16.4355,16.9629,-30.2280,-15.1140,0.001672,0.019991,0.084907,0.000093,0.0635,1
