Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Run
0.0008,descent,0.1646,25.5762,24.9609,35.7240,-17.8620,-0.000571,0.014183,0.085000,-0.000000,0.0635,2
0.0019,descent,0.1646,25.5762,24.8730,34.3500,-17.8620,-0.000559,0.014250,0.085000,-0.000000,0.0635,2
0.0030,descent,0.1646,25.5762,24.8730,32.9760,-17.8620,-0.000545,0.014250,0.084993,0.000007,0.0635,2
0.0041,descent,0.1646,25.5762,24.8730,31.6020,-19.2360,-0.000531,0.014304,0.084993,0.000007,0.0635,2
0.0052,descent,0.1646,25.5762,24.8730,30.2280,-19.2360,-0.000516,0.014304,0.084989,0.000011,0.0635,2
0.0063,descent,0.1646,25.5762,24.7852,27.4800,-19.2360,-0.000491,0.014372,0.084989,0.000011,0.0635,2
0.0074,descent,0.1646,25.6641,24.7852,27.4800,-19.2360,-0.000508,0.014375,0.084993,0.000007,0.0635,2
0.0085,descent,0.1646,25.5762,24.7852,26.1060,-19.2360,-0.000477,0.014372,0.084985,0.000015,0.0635,2
0.0096,descent,0.1646,25.5762,24.6973,24.7320,-19.2360,-0.000465,0.014439,0.084985,0.000015,0.0635,2
0.0107,descent,0.1646,25.5762,24.6973,23.3580,-20.6100,-0.000451,0.014493,0.085015,-0.000015,0.0635,2
0.0119,descent,0.1646,25.5762,24.6973,21.9840,-20.6100,-0.000437,0.014493,0.085015,-0.000015,0.0635,2
0.0130,descent,0.1646,25.5762,24.6973,20.6100,-20.6100,-0.000422,0.014493,0.084981,0.000019,0.0635,2
0.0141,descent,0.1646,25.5762,24.6094,19.2360,-20.6100,-0.000411,0.014561,0.084981,0.000019,0.0635,2
0.0152,descent,0.1646,25.5762,24.6094,17.8620,-21.9840,-0.000397,0.014615,0.084991,0.000009,0.0635,2
0.0163,descent,0.1646,25.5762,24.6094,16.4880,-21.9840,-0.000383,0.014615,0.084991,0.000009,0.0635,2
0.0174,descent,0.1646,25.5762,24.5215,13.7400,-21.9840,-0.000357,0.014682,0.084978,0.000022,0.0635,2
0.0185,descent,0.1646,25.5762,24.5215,12.3660,-21.9840,-0.000343,0.014682,0.084979,0.000021,0.0635,2
0.0196,descent,0.1646,25.5762,24.4336,12.3660,-21.9840,-0.000346,0.014750,0.084979,0.000021,0.0635,2
0.0207,descent,0.1646,25.5762,24.4336,10.9920,-23.3580,-0.000332,0.014804,0.085000,-0.000000,0.0635,2
0.0219,descent,0.1646,25.5762,24.4336,9.6180,-23.3580,-0.000317,0.014804,0.085000,-0.000000,0.0635,2
0.0230,descent,0.1646,25.4883,24.3457,8.2440,-23.3580,-0.000289,0.014868,0.084999,0.000001,0.0635,2
0.0241,descent,0.1646,25.4883,24.3457,6.8700,-23.3580,-0.000275,0.014868,0.084999,0.000001,0.0635,2
0.0252,descent,0.1646,25.4883,24.3457,6.8700,-23.3580,-0.000275,0.014868,0.084985,0.000015,0.0635,2
0.0263,descent,0.1646,25.4883,24.2578,4.1220,-24.7320,-0.000885,0.014990,0.084985,0.000015,0.0635,2
0.0274,descent,0.1646,25.4883,24.2578,2.7480,-24.7320,-0.015759,0.014990,0.084989,0.000011,0.0635,2
0.0286,descent,0.1646,25.4883,24.1699,2.7480,-24.7320,-0.015762,0.015057,0.084980,0.000020,0.0635,2
0.0296,descent,0.1646,25.4883,24.1699,1.3740,-24.7320,-0.105790,0.015057,0.084980,0.000020,0.0635,2
0.0308,descent,0.1646,25.4883,24.1699,1.3740,-24.7320,-0.105790,0.015057,0.084984,0.000016,0.0635,2
0.0319,descent,0.1646,25.4883,24.0820,1.3740,-24.7320,-0.105793,0.015125,0.084984,0.000016,0.0635,2
0.0330,descent,0.1646,25.4883,24.0820,0.0000,-24.7320,-0.200212,0.015125,0.084988,0.000012,0.0635,2
0.0341,descent,0.1646,25.4883,24.0820,0.0000,-24.7320,-0.200212,0.015125,0.084988,0.000012,0.0635,2
0.0352,descent,0.1646,25.4004,23.9941,-1.3740,-26.1060,-0.105751,0.015243,0.084979,0.000021,0.0635,2
0.0363,descent,0.1646,25.4004,23.9063,-1.3740,-26.1060,-0.105754,0.015311,0.084979,0.000021,0.0635,2
0.0374,descent,0.1646,25.4004,23.9063,-2.7480,-26.1060,-0.015697,0.015311,0.084979,0.000021,0.0635,2
0.0386,descent,0.1646,25.4004,23.9063,-2.7480,-26.1060,-0.015697,0.015311,0.084961,0.000039,0.0635,2
0.0396,descent,0.1646,25.4004,23.8184,-2.7480,-27.4800,-0.015700,0.015432,0.084961,0.000039,0.0635,2
0.0407,descent,0.1646,25.3125,23.8184,-4.1220,-27.4800,-0.000781,0.015429,0.084970,0.000030,0.0635,2
0.0419,descent,0.1646,25.3125,23.8184,-4.1220,-27.4800,-0.000781,0.015429,0.084970,0.000030,0.0635,2
0.0429,descent,0.1646,25.3125,23.7305,-5.4960,-27.4800,-0.000141,0.015497,0.084988,0.000012,0.0635,2
0.0441,descent,0.1646,25.2246,23.7305,-5.4960,-27.4800,-0.000124,0.015494,0.084988,0.000012,0.0635,2
0.0452,descent,0.1646,25.2246,23.6426,-6.8700,-28.8540,-0.000105,0.015616,0.084968,0.000032,0.0635,2
0.0463,descent,0.1646,25.2246,23.6426,-6.8700,-28.8540,-0.000105,0.015616,0.084968,0.000032,0.0635,2
0.0474,descent,0.1646,25.1367,23.5547,-8.2440,-28.8540,-0.000077,0.015680,0.084961,0.000039,0.0635,2
0.0485,descent,0.1646,25.0488,23.5547,-9.6180,-28.8540,-0.000046,0.015677,0.084974,0.000026,0.0635,2
0.0496,descent,0.1646,25.0488,23.5547,-10.9920,-28.8540,-0.000031,0.015677,0.084974,0.000026,0.0635,2
0.0507,descent,0.1646,24.9609,23.4668,-12.3660,-30.2280,-0.000003,0.015796,0.084955,0.000045,0.0635,2
0.0520,descent,0.2456,24.8730,23.4668,-13.7400,-30.2280,0.000028,0.015793,0.084955,0.000045,0.0635,2
0.0530,descent,0.2456,24.8730,23.4668,-13.7400,-30.2280,0.000028,0.015793,0.084951,0.000049,0.0635,2
0.0541,descent,0.2456,24.7852,23.3789,-15.1140,-30.2280,0.000057,0.015857,0.084951,0.000049,0.0635,2
0.0552,descent,0.2456,24.7852,23.3789,-16.4880,-30.2280,0.000071,0.015857,0.084950,0.000050,0.0635,2
0.0563,descent,0.2456,24.6973,23.2910,-17.8620,-30.2280,0.000099,0.015922,0.084950,0.000050,0.0635,2
0.0574,descent,0.2456,24.6094,23.2910,-19.2360,-30.2280,0.000131,0.015919,0.084962,0.000038,0.0635,2
0.0588,descent,0.2456,24.6094,23.2031,-20.6100,-30.2280,0.000142,0.015986,0.084934,0.000066,0.0635,2
0.0597,descent,0.2456,24.5215,23.2031,-21.9840,-31.6020,0.000173,0.016038,0.084934,0.000066,0.0635,2
0.0608,descent,0.2456,24.5215,23.2031,-21.9840,-31.6020,0.000173,0.016038,0.084932,0.000068,0.0635,2
0.0620,descent,0.2456,24.4336,23.1152,-23.3580,-31.6020,0.000202,0.016102,0.084932,0.000068,0.0635,2
0.0630,descent,0.2456,24.3457,23.0273,-26.1060,-31.6020,0.000245,0.016167,0.084938,0.000062,0.0635,2
0.0642,descent,0.2456,24.3457,23.0273,-27.4800,-31.6020,0.000259,0.016167,0.084938,0.000062,0.0635,2
0.0653,descent,0.2456,24.1699,23.0273,-30.2280,-31.6020,0.000322,0.016161,0.084946,0.000054,0.0635,2
0.0663,descent,0.2456,24.1699,22.9395,-31.6020,-32.9760,0.000333,0.016283,0.084941,0.000059,0.0635,2
0.0677,descent,0.2456,24.0820,22.9395,-34.3500,-32.9760,0.000379,0.016280,0.084941,0.000059,0.0635,2
0.0685,descent,0.2456,23.9941,22.8516,-35.7240,-32.9760,0.000407,0.016345,0.084930,0.000070,0.0635,2
0.0697,descent,0.2456,23.9941,22.8516,-35.7240,-32.9760,0.000407,0.016345,0.084930,0.000070,0.0635,2
0.0707,descent,0.2456,23.9062,22.7637,-37.0980,-32.9760,0.000436,0.016410,0.084936,0.000064,0.0635,2
0.0718,descent,0.2456,23.8184,22.7637,-39.8460,-32.9760,0.000481,0.016407,0.084936,0.000064,0.0635,2
0.0729,descent,0.2456,23.8184,22.7637,-39.8460,-32.9760,0.000481,0.016407,0.084924,0.000076,0.0635,2
0.0741,descent,0.2456,23.7305,22.6758,-41.2200,-32.9760,0.000510,0.016471,0.084924,0.000076,0.0635,2
0.0752,descent,0.2456,23.6426,22.6758,-42.5940,-32.9760,0.000541,0.016469,0.084924,0.000076,0.0635,2
0.0763,descent,0.2456,23.6426,22.5879,-43.9680,-32.9760,0.000553,0.016536,0.084924,0.000076,0.0635,2
0.0773,descent,0.2456,23.5547,22.5000,-45.3420,-32.9760,0.000581,0.016601,0.084932,0.000068,0.0635,2
0.0785,descent,0.2456,23.4668,22.5000,-46.7160,-32.9760,0.000613,0.016598,0.084904,0.000096,0.0635,2
0.0796,descent,0.2456,23.3789,22.5000,-48.0900,-32.9760,0.000644,0.016595,0.084904,0.000096,0.0635,2
0.0807,descent,0.2456,23.3789,22.4121,-48.0900,-32.9760,0.000641,0.016663,0.084932,0.000068,0.0635,2
0.0818,descent,0.2456,23.2910,22.4121,-49.4640,-34.3500,0.000673,0.016714,0.084932,0.000068,0.0635,2
0.0829,descent,0.2456,23.2031,22.4121,-49.4640,-32.9760,0.000690,0.016657,0.084913,0.000087,0.0635,2
0.0841,descent,0.2456,23.2031,22.4121,-50.8380,-32.9760,0.000704,0.016657,0.084913,0.000087,0.0635,2
0.0853,descent,0.2456,23.1152,22.3242,-50.8380,-32.9760,0.000718,0.016722,0.084909,0.000091,0.0635,2
