Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,1.5882,-0.7620,119.7949,26.1914,1.3740,-27.4800,0.154781,0.026773,0.084984,0.000016,171.36,1
0.0019,descent,1.5882,-0.7620,119.8828,26.1914,2.7480,-27.4800,0.064566,0.026646,0.084995,0.000005,171.36,1
0.0030,descent,1.5882,-0.7620,119.8828,26.1035,2.7480,-27.4800,0.064685,0.026845,0.084995,0.000005,171.36,1
0.0041,descent,1.5882,-0.7620,119.9707,26.1035,4.1220,-27.4800,0.049624,0.026717,0.084991,0.000009,171.36,1
0.0052,descent,1.5882,-0.7620,120.0586,26.1035,5.4960,-27.4800,0.048822,0.026590,0.084991,0.000009,171.36,1
0.0063,descent,1.5882,-0.7620,120.0586,26.0156,5.4960,-27.4800,0.048941,0.026789,0.085006,-0.000006,171.36,1
0.0074,descent,1.5882,-0.7620,120.1465,26.0156,6.8700,-27.4800,0.048761,0.026662,0.085006,-0.000006,171.36,1
0.0085,descent,1.5882,-0.7620,120.2344,26.0156,8.2440,-27.4800,0.048588,0.026535,0.084992,0.000008,171.36,1
0.0096,descent,1.5882,-0.7620,120.4102,25.9277,12.3660,-27.4800,0.048330,0.026471,0.084992,0.000008,171.36,1
0.0107,descent,1.5882,-0.7620,120.4102,25.9277,13.7400,-27.4800,0.048298,0.026461,0.084997,0.000003,171.36,1
0.0119,descent,1.5882,-0.7620,120.4980,25.9277,15.1140,-27.4800,0.048127,0.026335,0.084991,0.000009,171.36,1
0.0133,descent,1.5882,-0.7620,120.4980,25.9277,15.1140,-27.4800,0.048127,0.026335,0.084991,0.000009,171.36,1
0.0142,descent,1.5882,-0.7620,120.6738,25.8398,19.2360,-27.4800,0.047870,0.026271,0.085000,-0.000000,171.36,1
0.0153,descent,1.5882,-0.7620,120.6738,25.8398,20.6100,-27.4800,0.047837,0.026262,0.085000,-0.000000,171.36,1
0.0164,descent,1.5882,-0.7620,120.7617,25.7520,23.3580,-27.4800,0.047752,0.026324,0.085000,0.000000,171.36,1
0.0175,descent,1.5882,-0.7620,120.8496,25.7520,24.7320,-27.4800,0.047581,0.026198,0.085000,0.000000,171.36,1
0.0185,descent,1.5882,-0.7620,120.8496,25.7520,26.1060,-27.4800,0.047549,0.026189,0.084995,0.000005,171.36,1
0.0197,descent,1.5882,-0.7620,120.9375,25.6641,30.2280,-26.1060,0.047422,0.026182,0.084995,0.000005,171.36,1
0.0208,descent,1.5882,-0.7620,120.9375,25.6641,31.6020,-26.1060,0.047390,0.026173,0.084998,0.000002,171.36,1
0.0219,descent,1.5882,-0.7620,120.9375,25.6641,32.9760,-26.1060,0.047358,0.026164,0.084975,0.000025,171.36,1
0.0230,descent,1.5882,-0.7620,120.9375,25.5762,32.9760,-26.1060,0.047475,0.026359,0.084975,0.000025,171.36,1
0.0241,descent,1.5882,-0.7620,120.9375,25.5762,34.3500,-26.1060,0.047442,0.026350,0.084975,0.000025,171.36,1
0.0252,descent,1.5882,-0.7620,120.9375,25.5762,34.3500,-26.1060,0.047442,0.026350,0.084975,0.000025,171.36,1
0.0263,descent,1.5882,-0.7620,120.9375,25.4883,35.7240,-26.1060,0.047527,0.026536,0.084991,0.000009,171.36,1
0.0274,descent,1.5882,-0.7620,120.9375,25.4883,35.7240,-26.1060,0.047527,0.026536,0.084991,0.000009,171.36,1
0.0285,descent,1.5882,-0.7620,120.9375,25.4883,37.0980,-26.1060,0.047495,0.026527,0.084986,0.000014,171.36,1
0.0297,descent,1.5882,-0.7620,120.9375,25.4004,37.0980,-26.1060,0.047612,0.026723,0.084986,0.000014,171.36,1
0.0308,descent,1.5882,-0.7620,120.9375,25.4004,37.0980,-26.1060,0.047612,0.026723,0.084985,0.000015,171.36,1
0.0319,descent,1.5882,-0.7620,120.8496,25.4004,37.0980,-26.1060,0.047750,0.026839,0.084969,0.000031,171.36,1
0.0330,descent,1.5882,-0.7620,120.8496,25.4004,37.0980,-26.1060,0.047750,0.026839,0.084969,0.000031,171.36,1
0.0341,descent,1.5882,-0.7620,120.8496,25.4004,35.7240,-26.1060,0.047783,0.026849,0.084965,0.000035,171.36,1
0.0352,descent,1.5882,-0.7620,120.8496,25.3125,34.3500,-24.7320,0.047923,0.026996,0.084965,0.000035,171.36,1
0.0363,descent,1.5882,-0.7620,120.8496,25.3125,34.3500,-24.7320,0.047923,0.026996,0.084981,0.000019,171.36,1
0.0374,descent,1.5882,-0.7620,120.8496,25.3125,32.9760,-24.7320,0.047956,0.027005,0.084981,0.000019,171.36,1
0.0385,descent,1.5882,-0.7620,120.8496,25.2246,31.6020,-24.7320,0.048107,0.027212,0.084962,0.000038,171.36,1
0.0396,descent,1.5882,-0.7620,120.7617,25.2246,28.8540,-24.7320,0.048311,0.027349,0.084962,0.000038,171.36,1
0.0408,descent,1.5882,-0.7620,120.7617,25.2246,26.1060,-24.7320,0.048376,0.027368,0.084965,0.000035,171.36,1
0.0419,descent,1.5882,-0.7620,120.7617,25.1367,24.7320,-24.7320,0.048528,0.027576,0.084966,0.000034,171.36,1
0.0430,descent,1.5882,-0.7620,120.7617,25.1367,21.9840,-24.7320,0.048593,0.027595,0.084966,0.000034,171.36,1
