Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0008,descent,1.1553,-0.2503,90.3516,28.1250,52.2120,48.0900,0.030407,0.020269,0.084995,0.000005,59.32,4
0.0018,descent,1.1553,-0.2503,90.3516,28.3008,50.8380,52.2120,0.030257,0.019886,0.084990,0.000010,59.32,4
0.0030,descent,1.1553,-0.2503,90.3516,28.3008,48.0900,54.9600,0.030310,0.019793,0.084990,0.000010,59.32,4
0.0041,descent,1.1553,-0.2503,90.2637,28.3887,46.7160,56.3340,0.030346,0.019716,0.084990,0.000010,59.32,4
0.0052,descent,1.1553,-0.2503,90.2637,28.3887,43.9680,59.0820,0.030399,0.019624,0.084990,0.000010,59.32,4
0.0063,descent,1.1553,-0.2503,90.2637,28.4766,39.8460,61.8300,0.030441,0.019460,0.084993,0.000007,59.32,4
0.0074,descent,1.1553,-0.2503,90.2637,28.4766,37.0980,63.2040,0.030519,0.019439,0.084993,0.000007,59.32,4
0.0085,descent,1.1553,-0.2503,90.2637,28.5645,34.3500,64.5780,0.030535,0.019321,0.084989,0.000011,59.32,4
0.0096,descent,1.1553,-0.2503,90.1758,28.5645,31.6020,64.5780,0.030711,0.019437,0.084998,0.000002,59.32,4
0.0107,descent,1.1553,-0.2503,90.1758,28.5645,28.8540,64.5780,0.030814,0.019487,0.084998,0.000002,59.32,4
0.0118,descent,1.1553,-0.2503,90.1758,28.5645,26.1060,65.9520,0.030892,0.019465,0.084988,0.000012,59.32,4
0.0130,descent,1.1553,-0.2503,90.1758,28.5645,23.3580,64.5780,0.031020,0.019587,0.084988,0.000012,59.32,4
0.0141,descent,1.1553,-0.2503,90.0879,28.5645,21.9840,64.5780,0.031145,0.019678,0.084995,0.000005,59.32,4
0.0152,descent,1.1553,-0.2503,90.0879,28.5645,19.2360,63.2040,0.031273,0.019799,0.084995,0.000005,59.32,4
0.0163,descent,1.1553,-0.2503,90.0879,28.5645,16.4880,61.8300,0.031401,0.019921,0.084979,0.000021,59.32,4
0.0173,descent,1.1553,-0.2503,90.0879,28.6523,13.7400,61.8300,0.031440,0.019872,0.084979,0.000021,59.32,4
0.0185,descent,1.1553,-0.2503,90.0000,28.5645,9.6180,57.7080,0.031809,0.020327,0.084999,0.000001,59.32,4
0.0196,descent,1.1553,-0.2503,90.0000,28.5645,9.6180,57.7080,0.031809,0.020327,0.084999,0.000001,59.32,4
0.0207,descent,1.1553,-0.2503,90.0000,28.5645,6.8700,56.3340,0.031937,0.020448,0.084967,0.000033,59.32,4
0.0218,descent,1.1553,-0.2503,89.9121,28.5645,2.7480,52.2120,0.047767,0.020806,0.084993,0.000007,59.32,4
0.0229,descent,1.1553,-0.2503,89.9121,28.5645,0.0000,49.4640,0.232396,0.020999,0.084993,0.000007,59.32,4
0.0241,descent,1.1553,-0.2503,89.9121,28.5645,-1.3740,46.7160,0.138065,0.021167,0.085004,-0.000004,59.32,4
0.0251,descent,1.1553,-0.2503,89.9121,28.5645,-2.7480,45.3420,0.048100,0.021263,0.085004,-0.000004,59.32,4
0.0263,descent,1.1553,-0.2503,89.8242,28.4766,-5.4960,39.8460,0.032930,0.021771,0.084984,0.000016,59.32,4
0.0274,descent,1.1553,-0.2503,89.8242,28.4766,-6.8700,35.7240,0.033051,0.022011,0.084984,0.000016,59.32,4
0.0285,descent,1.1553,-0.2503,89.8242,28.4766,-8.2440,32.9760,0.033154,0.022179,0.084985,0.000015,59.32,4
0.0296,descent,1.1553,-0.2503,89.7363,28.4766,-9.6180,30.2280,0.033334,0.022417,0.084988,0.000012,59.32,4
0.0307,descent,1.1553,-0.2503,89.7363,28.3887,-10.9920,27.4800,0.033505,0.022690,0.084988,0.000012,59.32,4
0.0319,descent,1.1553,-0.2503,89.7363,28.3887,-12.3660,24.7320,0.033608,0.022859,0.084967,0.000033,59.32,4
0.0331,descent,1.1553,-0.2503,89.6484,28.3887,-13.7400,21.9840,0.033790,0.023099,0.084967,0.000033,59.32,4
0.0341,descent,1.1553,-0.2503,89.6484,28.3887,-13.7400,21.9840,0.033790,0.023099,0.084982,0.000018,59.32,4
0.0351,descent,1.1553,-0.2503,89.6484,28.3887,-15.1140,16.4880,0.033944,0.023412,0.084982,0.000018,59.32,4
0.0362,descent,1.1553,-0.2503,89.6484,28.3008,-16.4880,12.3660,0.034144,0.023759,0.084965,0.000035,59.32,4
0.0374,descent,1.1553,-0.2503,89.5605,28.3008,-17.8620,9.6180,0.034326,0.024000,0.084965,0.000035,59.32,4
0.0385,descent,1.1553,-0.2503,89.5605,28.2129,-17.8620,6.8700,0.034450,0.024252,0.084965,0.000035,59.32,4
0.0396,descent,1.1553,-0.2503,89.5605,28.2129,-17.8620,4.1220,0.034502,0.025032,0.084972,0.000028,59.32,4
0.0407,descent,1.1553,-0.2503,89.5605,28.2129,-19.2360,2.7480,0.034580,0.040018,0.084972,0.000028,59.32,4
0.0418,descent,1.1553,-0.2503,89.5605,28.1250,-19.2360,0.0000,0.034704,0.224747,0.084973,0.000027,59.32,4
0.0429,descent,1.1553,-0.2503,89.4727,28.1250,-19.2360,-1.3740,0.034810,0.130458,0.084973,0.000027,59.32,4
0.0440,descent,1.1553,-0.2503,89.4727,28.1250,-19.2360,-2.7480,0.034836,0.040488,0.084955,0.000045,59.32,4
0.0451,descent,1.1553,-0.2503,89.4727,28.1250,-19.2360,-4.1220,0.034862,0.025672,0.084955,0.000045,59.32,4
0.0462,descent,1.1553,-0.2503,89.4727,28.0371,-19.2360,-8.2440,0.035014,0.025362,0.084955,0.000045,59.32,4
0.0474,descent,1.1553,-0.2503,89.4727,27.9492,-19.2360,-9.6180,0.035114,0.025545,0.084955,0.000045,59.32,4
