Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm,Run
0.0007,descent,0.4430,-0.3194,31.3770,17.4023,-35.7240,-4.1220,0.013111,0.015240,0.084987,0.000013,8.40,2
0.0018,descent,0.4430,-0.3194,31.2891,17.4023,-34.3500,-5.4960,0.013114,0.014684,0.085004,-0.000004,8.40,2
0.0029,descent,0.4430,-0.3194,31.2891,17.4023,-34.3500,-5.4960,0.013114,0.014684,0.085004,-0.000004,8.40,2
0.0040,descent,0.4430,-0.3194,31.2012,17.4023,-34.3500,-6.8700,0.013224,0.014839,0.084988,0.000012,8.40,2
0.0052,descent,0.4430,-0.3194,31.2012,17.3145,-34.3500,-8.2440,0.013335,0.015008,0.084988,0.000012,8.40,2
0.0063,descent,0.4430,-0.3194,31.2012,17.3145,-34.3500,-8.2440,0.013335,0.015008,0.084990,0.000010,8.40,2
0.0074,descent,0.4430,-0.3194,31.2012,17.3145,-32.9760,-9.6180,0.013317,0.015058,0.084995,0.000005,8.40,2
0.0085,descent,0.4430,-0.3194,31.1133,17.3145,-32.9760,-9.6180,0.013338,0.015081,0.084995,0.000005,8.40,2
0.0096,descent,0.4430,-0.3194,31.1133,17.3145,-32.9760,-9.6180,0.013338,0.015081,0.084984,0.000016,8.40,2
0.0108,descent,0.4430,-0.3194,31.0254,17.3145,-31.6020,-10.9920,0.013341,0.015154,0.084984,0.000016,8.40,2
0.0118,descent,0.4430,-0.3194,31.0254,17.3145,-31.6020,-10.9920,0.013341,0.015154,0.084998,0.000002,8.40,2
0.0133,descent,0.4430,-0.3194,30.9375,17.3145,-31.6020,-10.9920,0.013362,0.015177,0.084986,0.000014,8.40,2
0.0141,descent,0.4430,-0.3194,30.9375,17.3145,-31.6020,-10.9920,0.013362,0.015177,0.084986,0.000014,8.40,2
0.0151,descent,0.4430,-0.3194,30.9375,17.3145,-31.6020,-10.9920,0.013362,0.015177,0.084986,0.000014,8.40,2
0.0163,descent,0.4430,-0.3194,30.8496,17.3145,-31.6020,-10.9920,0.013383,0.015199,0.084991,0.000009,8.40,2
0.0174,descent,0.4430,-0.3194,30.8496,17.3145,-31.6020,-10.9920,0.013383,0.015199,0.084980,0.000020,8.40,2
0.0185,descent,0.4430,-0.3194,30.8496,17.3145,-31.6020,-10.9920,0.013383,0.015199,0.084980,0.000020,8.40,2
0.0196,descent,0.4430,-0.3194,30.7617,17.3145,-30.2280,-10.9920,0.013297,0.015133,0.084964,0.000036,8.40,2
0.0207,descent,0.4430,-0.3194,30.7617,17.3145,-30.2280,-9.6180,0.013208,0.014993,0.084964,0.000036,8.40,2
0.0218,descent,0.4430,-0.3194,30.7617,17.3145,-30.2280,-9.6180,0.013208,0.014993,0.084978,0.000022,8.40,2
0.0229,descent,0.4430,-0.3194,30.6738,17.3145,-30.2280,-9.6180,0.013229,0.015016,0.084978,0.000022,8.40,2
0.0240,descent,0.4430,-0.3194,30.6738,17.3145,-30.2280,-9.6180,0.013229,0.015016,0.084979,0.000021,8.40,2
0.0251,descent,0.4430,-0.3194,30.6738,17.3145,-28.8540,-8.2440,0.013033,0.014787,0.084979,0.000021,8.40,2
0.0263,descent,0.4430,-0.3194,30.6738,17.3145,-28.8540,-8.2440,0.013033,0.014787,0.084992,0.000008,8.40,2
0.0274,descent,0.4430,-0.3194,30.5859,17.3145,-28.8540,-8.2440,0.013054,0.014809,0.084979,0.000021,8.40,2
0.0285,descent,0.4430,-0.3194,30.5859,17.3145,-28.8540,-8.2440,0.013054,0.014809,0.084979,0.000021,8.40,2
0.0296,descent,0.4430,-0.3194,30.5859,17.3145,-27.4800,-6.8700,0.012858,0.014580,0.084985,0.000015,8.40,2
0.0328,descent,0.4430,-0.3194,30.4980,17.3145,-27.4800,-6.8700,0.012879,0.014602,0.084975,0.000025,8.40,2
0.0332,descent,0.4430,-0.3194,30.4980,17.3145,-27.4800,-6.8700,0.012879,0.014602,0.084975,0.000025,8.40,2
0.0340,descent,0.4430,-0.3194,30.4102,17.3145,-27.4800,-4.1220,0.012721,0.014981,0.084969,0.000031,8.40,2
0.0351,descent,0.4430,-0.3194,30.4102,17.3145,-27.4800,-4.1220,0.012721,0.014981,0.084969,0.000031,8.40,2
0.0363,descent,0.4430,-0.3194,30.4102,17.3145,-27.4800,-4.1220,0.012721,0.014981,0.084983,0.000017,8.40,2
0.0373,descent,0.4430,-0.3194,30.3223,17.3145,-27.4800,-2.7480,0.012653,0.029751,0.084983,0.000017,8.40,2
0.0385,descent,0.4430,-0.3194,30.3223,17.3145,-27.4800,-2.7480,0.012653,0.029751,0.084957,0.000043,8.40,2
0.0396,descent,0.4430,-0.3194,30.3223,17.3145,-27.4800,-2.7480,0.012653,0.029751,0.084970,0.000030,8.40,2
0.0407,descent,0.4430,-0.3194,30.2344,17.3145,-27.4800,-1.3740,0.012584,0.119675,0.084970,0.000030,8.40,2
0.0418,descent,0.4430,-0.3194,30.2344,17.3145,-26.1060,-1.3740,0.012477,0.119585,0.084974,0.000026,8.40,2
0.0429,descent,0.4430,-0.3194,30.2344,17.3145,-26.1060,-1.3740,0.012477,0.119585,0.084974,0.000026,8.40,2
0.0440,descent,0.4430,-0.3194,30.1465,17.2266,-26.1060,-1.3740,0.012519,0.119636,0.084987,0.000013,8.40,2
0.0451,descent,0.4430,-0.3194,30.1465,17.2266,-26.1060,-1.3740,0.012519,0.119636,0.084987,0.000013,8.40,2
0.0462,descent,0.4430,-0.3194,30.1465,17.2266,-26.1060,-1.3740,0.012519,0.119636,0.084960,0.000040,8.40,2
0.0474,descent,0.4430,-0.3194,30.1465,17.2266,-26.1060,-1.3740,0.012519,0.119636,0.084966,0.000034,8.40,2
0.0485,descent,0.4430,-0.3194,30.1465,17.2266,-24.7320,-1.3740,0.012412,0.119546,0.084966,0.000034,8.40,2
0.0496,descent,0.4430,-0.3194,30.0586,17.2266,-24.7320,-1.3740,0.012433,0.119568,0.084950,0.000050,8.40,2
0.0507,descent,0.4430,-0.3194,30.0586,17.2266,-24.7320,-1.3740,0.012433,0.119568,0.084950,0.000050,8.40,2
0.0518,descent,0.4430,-0.3194,30.0586,17.2266,-23.3580,-1.3740,0.012325,0.119479,0.084966,0.000034,8.40,2
0.0529,descent,0.4430,-0.3194,29.9707,17.2266,-23.3580,-1.3740,0.012345,0.119501,0.084966,0.000034,8.40,2
0.0540,descent,0.4430,-0.3194,29.9707,17.2266,-23.3580,-1.3740,0.012345,0.119501,0.084960,0.000040,8.40,2
0.0551,descent,0.4430,-0.3194,29.9707,17.2266,-23.3580,-1.3740,0.012345,0.119501,0.084960,0.000040,8.40,2
0.0563,descent,0.4430,-0.3194,29.8828,17.2266,-23.3580,-1.3740,0.012366,0.119522,0.084960,0.000040,8.40,2
0.0573,descent,0.4430,-0.3194,29.8828,17.3145,-23.3580,-1.3740,0.012344,0.119494,0.084960,0.000040,8.40,2
0.0585,descent,0.4430,-0.3194,29.8828,17.3145,-23.3580,-1.3740,0.012344,0.119494,0.084951,0.000049,8.40,2
0.0596,descent,0.4430,-0.3194,29.8828,17.3145,-23.3580,-1.3740,0.012344,0.119494,0.084959,0.000041,8.40,2
0.0607,descent,0.4430,-0.3194,29.7949,17.3145,-23.3580,0.0000,0.012275,0.213809,0.084959,0.000041,8.40,2
0.0618,descent,0.4430,-0.3194,29.7949,17.4023,-23.3580,0.0000,0.012253,0.213781,0.084955,0.000045,8.40,2
0.0629,descent,0.4430,-0.3194,29.7949,17.4023,-21.9840,1.3740,0.012056,0.119117,0.084955,0.000045,8.40,2
0.0640,descent,0.4430,-0.3194,29.7949,17.4902,-21.9840,1.3740,0.012034,0.119089,0.084961,0.000039,8.40,2
0.0651,descent,0.4430,-0.3194,29.7949,17.4902,-21.9840,2.7480,0.011945,0.028907,0.084961,0.000039,8.40,2
0.0663,descent,0.4430,-0.3194,29.7949,17.5781,-21.9840,2.7480,0.011923,0.028879,0.084949,0.000051,8.40,2
0.0674,descent,0.4430,-0.3194,29.7949,17.5781,-20.6100,4.1220,0.011726,0.013762,0.084948,0.000052,8.40,2
0.0685,descent,0.4430,-0.3194,29.7949,17.6660,-20.6100,5.4960,0.011616,0.012965,0.084948,0.000052,8.40,2
0.0696,descent,0.4430,-0.3194,29.7949,17.7539,-19.2360,6.8700,0.011398,0.012702,0.084947,0.000053,8.40,2
0.0707,descent,0.4430,-0.3194,29.7070,17.8418,-19.2360,9.6180,0.011219,0.012417,0.084947,0.000053,8.40,2
0.0718,descent,0.4430,-0.3194,29.7070,17.9297,-19.2360,10.9920,0.011109,0.012250,0.084967,0.000033,8.40,2
0.0729,descent,0.4430,-0.3194,29.7070,18.0176,-17.8620,12.3660,0.010892,0.011995,0.084967,0.000033,8.40,2
0.0740,descent,0.4430,-0.3194,29.7070,18.1055,-17.8620,15.1140,0.010695,0.011691,0.084946,0.000054,8.40,2
0.0751,descent,0.4430,-0.3194,29.6191,18.1934,-17.8620,16.4880,0.010605,0.011546,0.084946,0.000054,8.40,2
0.0763,descent,0.4430,-0.3194,29.6191,18.2812,-17.8620,19.2360,0.010408,0.011242,0.084936,0.000064,8.40,2
0.0774,descent,0.4430,-0.3194,29.6191,18.3691,-17.8620,21.9840,0.010211,0.010939,0.084932,0.000068,8.40,2
0.0785,descent,0.4430,-0.3194,29.6191,18.4570,-17.8620,24.7320,0.010015,0.010636,0.084932,0.000068,8.40,2
0.0796,descent,0.4430,-0.3194,29.6191,18.4570,-16.4880,26.1060,0.009820,0.010410,0.084938,0.000062,8.40,2
0.0807,descent,0.4430,-0.3194,29.5313,18.6328,-16.4880,31.6020,0.009448,0.009827,0.084938,0.000062,8.40,2
0.0818,descent,0.4430,-0.3194,29.5313,18.7207,-16.4880,32.9760,0.009341,0.009664,0.084935,0.000065,8.40,2
0.0829,descent,0.4430,-0.3194,29.4434,18.8086,-16.4880,35.7240,0.009165,0.009384,0.084935,0.000065,8.40,2
0.0840,descent,0.4430,-0.3194,29.4434,18.8965,-16.4880,38.4720,0.008971,0.009084,0.084927,0.000073,8.40,2
0.0851,descent,0.4430,-0.3194,29.4434,18.9844,-16.4880,41.2200,0.008778,0.008785,0.084927,0.000073,8.40,2
0.0863,descent,0.4430,-0.3194,29.4434,19.0723,-16.4880,43.9680,0.008585,0.008486,0.084924,0.000076,8.40,2
0.0873,descent,0.4430,-0.3194,29.4434,19.0723,-16.4880,45.3420,0.008497,0.008349,0.084924,0.000076,8.40,2
0.0885,descent,0.4481,-0.2974,29.4434,19.1602,-16.4880,48.0900,0.008304,0.008051,0.084924,0.000076,8.40,2
0.0896,descent,0.4481,-0.2974,29.3555,19.2480,-16.4880,49.4640,0.008218,0.007910,0.084923,0.000077,8.40,2
0.0907,descent,0.4481,-0.2974,29.3555,19.3359,-16.4880,53.5860,0.007939,0.007476,0.084923,0.000077,8.40,2
0.0918,descent,0.4481,-0.2974,29.3555,19.4238,-16.4880,54.9600,0.007835,0.007318,0.084916,0.000084,8.40,2
0.0929,descent,0.4481,-0.2974,29.3555,19.4238,-15.1140,57.7080,0.007554,0.006956,0.084916,0.000084,8.40,2
0.0940,descent,0.4481,-0.2974,29.3555,19.5117,-15.1140,59.0820,0.007451,0.006798,0.084916,0.000084,8.40,2
0.0951,descent,0.4481,-0.2974,29.2676,19.5996,-15.1140,60.4560,0.007365,0.006659,0.084916,0.000084,8.40,2
0.0963,descent,0.4481,-0.2974,29.2676,19.5996,-15.1140,60.4560,0.007365,0.006659,0.084921,0.000079,8.40,2
0.0974,descent,0.4481,-0.2974,29.2676,19.6875,-15.1140,61.8300,0.007262,0.006501,0.084927,0.000073,8.40,2
0.0985,descent,0.4481,-0.2974,29.2676,19.6875,-15.1140,63.2040,0.007175,0.006365,0.084927,0.000073,8.40,2
0.0996,descent,0.4481,-0.2974,29.2676,19.6875,-15.1140,63.2040,0.007175,0.006365,0.084908,0.000092,8.40,2
0.1007,descent,0.4481,-0.2974,29.2676,19.7754,-15.1140,64.5780,0.007072,0.006208,0.084908,0.000092,8.40,2
0.1018,descent,0.4481,-0.2974,29.1797,19.7754,-15.1140,63.2040,0.007176,0.006362,0.084922,0.000078,8.40,2
0.1029,descent,0.4481,-0.2974,29.1797,19.8633,-15.1140,63.2040,0.007160,0.006342,0.084922,0.000078,8.40,2
0.1040,descent,0.4481,-0.2974,29.1797,19.8633,-15.1140,63.2040,0.007160,0.006342,0.084909,0.000091,8.40,2
0.1051,descent,0.4481,-0.2974,29.1797,19.9512,-15.1140,63.2040,0.007144,0.006322,0.084909,0.000091,8.40,2
0.1063,descent,0.4481,-0.2974,29.1797,19.9512,-15.1140,61.8300,0.007231,0.006458,0.084908,0.000092,8.40,2
0.1073,descent,0.4481,-0.2974,29.1797,19.9512,-15.1140,61.8300,0.007231,0.006458,0.084908,0.000092,8.40,2
0.1085,descent,0.4481,-0.2974,29.1797,19.9512,-15.1140,60.4560,0.007317,0.006594,0.084895,0.000105,8.40,2
0.1096,descent,0.4481,-0.2974,29.0918,19.9512,-15.1140,59.0820,0.007421,0.006749,0.084896,0.000104,8.40,2
0.1107,descent,0.4481,-0.2974,29.0918,19.9512,-15.1140,54.9600,0.007681,0.007158,0.084896,0.000104,8.40,2
0.1118,descent,0.4481,-0.2974,29.0918,19.9512,-15.1140,53.5860,0.007768,0.007295,0.084900,0.000100,8.40,2
0.1129,descent,0.4481,-0.2974,29.0918,20.0391,-15.1140,52.2120,0.007838,0.007409,0.084900,0.000100,8.40,2
0.1140,descent,0.4481,-0.2974,29.0918,20.0391,-15.1140,50.8380,0.007924,0.007546,0.084893,0.000107,8.40,2
0.1151,descent,0.4481,-0.2974,29.0918,20.0391,-13.7400,49.4640,0.007905,0.007595,0.084893,0.000107,8.40,2
0.1163,descent,0.4481,-0.2974,29.0918,20.0391,-13.7400,48.0900,0.007992,0.007732,0.084894,0.000106,8.40,2
0.1174,descent,0.4481,-0.2974,29.0918,20.0391,-12.3660,45.3420,0.008059,0.007918,0.084879,0.000121,8.40,2
0.1185,descent,0.4481,-0.2974,29.0039,20.0391,-12.3660,43.9680,0.008163,0.008073,0.084879,0.000121,8.40,2
0.1196,descent,0.4481,-0.2974,29.0039,20.0391,-12.3660,41.2200,0.008337,0.008345,0.084896,0.000104,8.40,2
0.1207,descent,0.4481,-0.2974,29.0039,19.9512,-12.3660,37.0980,0.008614,0.008777,0.084896,0.000104,8.40,2
