Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_d_Nmrad,Alpha
0.0007,descent,0.3845,29.0039,29.7070,-20.6100,-21.9840,0.040018,0.087601,0.085007,-0.000007,0.368263,2.0
0.0018,descent,0.3845,29.0039,29.6191,-20.6100,-21.9840,0.040015,0.088021,0.084983,0.000017,0.368263,2.0
0.0029,descent,0.3845,29.0039,29.6191,-20.6100,-21.9840,0.040015,0.088021,0.084993,0.000007,0.368263,2.0
0.0040,descent,0.3845,28.9160,29.6191,-20.6100,-21.9840,0.040124,0.088017,0.084993,0.000007,0.368263,2.0
0.0052,descent,0.3845,28.9160,29.5312,-20.6100,-21.9840,0.040121,0.088437,0.085006,-0.000006,0.368263,2.0
0.0063,descent,0.3845,28.9160,29.5312,-20.6100,-21.9840,0.040121,0.088437,0.085006,-0.000006,0.368263,2.0
0.0074,descent,0.3845,28.9160,29.5312,-20.6100,-21.9840,0.040121,0.088437,0.085000,-0.000000,0.368263,2.0
0.0085,descent,0.3845,28.8281,29.4434,-20.6100,-21.9840,0.040227,0.088854,0.085000,-0.000000,0.368263,2.0
0.0096,descent,0.3845,28.8281,29.4434,-20.6100,-21.9840,0.040227,0.088854,0.085010,-0.000010,0.368263,2.0
0.0107,descent,0.3845,28.8281,29.4434,-20.6100,-21.9840,0.040227,0.088854,0.085010,-0.000010,0.368263,2.0
0.0118,descent,0.3845,28.7402,29.4434,-21.9840,-21.9840,0.040351,0.088850,0.084991,0.000009,0.368263,2.0
0.0129,descent,0.3845,28.7402,29.3555,-21.9840,-21.9840,0.040347,0.089271,0.084991,0.000009,0.368263,2.0
0.0140,descent,0.3845,28.7402,29.3555,-21.9840,-21.9840,0.040347,0.089271,0.085000,-0.000000,0.368263,2.0
0.0152,descent,0.3845,28.6523,29.3555,-21.9840,-21.9840,0.040457,0.089267,0.084990,0.000010,0.368263,2.0
0.0162,descent,0.3845,28.6523,29.3555,-21.9840,-21.9840,0.040457,0.089267,0.084990,0.000010,0.368263,2.0
0.0174,descent,0.3845,28.6523,29.3555,-21.9840,-21.9840,0.040457,0.089267,0.084989,0.000011,0.368263,2.0
0.0185,descent,0.3845,28.6523,29.3555,-21.9840,-21.9840,0.040457,0.089267,0.084989,0.000011,0.368263,2.0
0.0197,descent,0.3845,28.6523,29.3555,-21.9840,-21.9840,0.040457,0.089267,0.084987,0.000013,0.368263,2.0
0.0208,descent,0.3845,28.6523,29.3555,-20.6100,-20.6100,0.040443,0.089213,0.084990,0.000010,0.368263,2.0
0.0219,descent,0.3845,28.6523,29.3555,-20.6100,-20.6100,0.040443,0.089213,0.084990,0.000010,0.368263,2.0
0.0229,descent,0.3845,28.5645,29.3555,-20.6100,-20.6100,0.040552,0.089209,0.084977,0.000023,0.368263,2.0
0.0241,descent,0.3845,28.5645,29.4434,-20.6100,-17.8620,0.040556,0.088680,0.084977,0.000023,0.368263,2.0
0.0252,descent,0.3845,28.5645,29.4434,-19.2360,-16.4880,0.040541,0.088626,0.084999,0.000001,0.368263,2.0
0.0263,descent,0.3845,28.5645,29.4434,-19.2360,-15.1140,0.040541,0.088571,0.084999,0.000001,0.368263,2.0
0.0274,descent,0.3845,28.5645,29.4434,-19.2360,-15.1140,0.040541,0.088571,0.084974,0.000026,0.368263,2.0
0.0285,descent,0.3845,28.5645,29.5312,-17.8620,-13.7400,0.040531,0.088097,0.084974,0.000026,0.368263,2.0
0.0296,descent,0.3845,28.5645,29.5312,-17.8620,-12.3660,0.040531,0.088042,0.084960,0.000040,0.368263,2.0
0.0307,descent,0.3845,28.5645,29.6191,-17.8620,-10.9920,0.040534,0.087568,0.084969,0.000031,0.368263,2.0
0.0319,descent,0.3845,28.5645,29.6191,-16.4880,-9.6180,0.040520,0.087514,0.084969,0.000031,0.368263,2.0
0.0329,descent,0.3845,28.5645,29.7070,-16.4880,-8.2440,0.040523,0.087039,0.084989,0.000011,0.368263,2.0
