Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0007,descent,0.4876,86.3965,14.2383,-41.2200,-10.9920,0.024364,0.005145,0.085002,-0.000002,99.995923,1000,sigmoid
0.0018,descent,0.4876,86.2207,14.1504,-43.9680,-13.7400,0.025869,0.006727,0.084982,0.000018,99.995840,1000,sigmoid
0.0029,descent,0.4876,86.2207,14.1504,-43.9680,-13.7400,0.025869,0.006727,0.084990,0.000010,99.995874,1000,sigmoid
0.0040,descent,0.4876,86.1328,14.0625,-45.3420,-15.1140,0.026797,0.007765,0.084990,0.000010,99.995874,1000,sigmoid
0.0052,descent,0.4876,86.1328,14.0625,-45.3420,-15.1140,0.026797,0.007765,0.084993,0.000007,99.995885,1000,sigmoid
0.0063,descent,0.4876,86.0449,14.0625,-45.3420,-16.4880,0.027240,0.008209,0.084993,0.000007,99.995885,1000,sigmoid
0.0074,descent,0.4876,85.9570,13.9746,-46.7160,-16.4880,0.028068,0.009154,0.084983,0.000017,99.995843,1000,sigmoid
0.0085,descent,0.4876,85.8691,13.9746,-48.0900,-17.8620,0.028644,0.009700,0.084983,0.000017,99.995843,1000,sigmoid
0.0096,descent,0.4876,85.7812,13.8867,-48.0900,-17.8620,0.029339,0.010544,0.085000,-0.000000,99.995915,1000,sigmoid
0.0107,descent,0.4876,85.7812,13.8867,-49.4640,-19.2360,0.029574,0.010738,0.085000,-0.000000,99.995915,1000,sigmoid
0.0118,descent,0.4876,85.6055,13.7988,-49.4640,-20.6100,0.030711,0.012027,0.084984,0.000016,99.995849,1000,sigmoid
0.0130,descent,0.4876,85.5176,13.7988,-52.2120,-20.6100,0.031320,0.012581,0.084977,0.000023,99.995819,1000,sigmoid
0.0140,descent,0.4876,85.4297,13.7109,-52.2120,-21.9840,0.032115,0.013519,0.084977,0.000023,99.995819,1000,sigmoid
0.0152,descent,0.4876,85.4297,13.7109,-53.5860,-21.9840,0.032249,0.013620,0.085000,0.000000,99.995912,1000,sigmoid
0.0163,descent,0.4876,85.3418,13.7109,-54.9600,-23.3580,0.032826,0.014166,0.085000,0.000000,99.995912,1000,sigmoid
0.0174,descent,0.4876,85.3418,13.6230,-54.9600,-23.3580,0.033179,0.014659,0.084982,0.000018,99.995842,1000,sigmoid
0.0185,descent,0.4876,85.2539,13.6230,-56.3340,-24.7320,0.033755,0.015205,0.084982,0.000018,99.995842,1000,sigmoid
0.0196,descent,0.4876,85.1660,13.5352,-57.7080,-24.7320,0.034584,0.016151,0.084979,0.000021,99.995826,1000,sigmoid
0.0208,descent,0.4876,84.9902,13.5352,-59.0820,-26.1060,0.035502,0.017049,0.084979,0.000021,99.995826,1000,sigmoid
0.0219,descent,0.4876,84.9902,13.4473,-59.0820,-26.1060,0.035855,0.017542,0.084997,0.000003,99.995902,1000,sigmoid
0.0229,descent,0.4876,84.9023,13.4473,-60.4560,-27.4800,0.036432,0.018088,0.084990,0.000010,99.995872,1000,sigmoid
0.0240,descent,0.4876,84.8145,13.4473,-60.4560,-27.4800,0.036773,0.018441,0.084990,0.000010,99.995872,1000,sigmoid
0.0252,descent,0.4876,84.7266,13.3594,-61.8300,-28.8540,0.037703,0.019480,0.084994,0.000006,99.995891,1000,sigmoid
0.0263,descent,0.4876,84.6387,13.3594,-61.8300,-28.8540,0.038045,0.019833,0.084994,0.000006,99.995891,1000,sigmoid
0.0274,descent,0.4876,84.5508,13.2715,-63.2040,-28.8540,0.038874,0.020780,0.084985,0.000015,99.995854,1000,sigmoid
0.0285,descent,0.4876,84.4629,13.2715,-64.5780,-28.8540,0.039349,0.021233,0.084985,0.000015,99.995854,1000,sigmoid
0.0296,descent,0.4876,84.3750,13.1836,-64.5780,-30.2280,0.040145,0.022172,0.084975,0.000025,99.995811,1000,sigmoid
0.0308,descent,0.4876,84.2871,13.0957,-67.3260,-31.6020,0.041210,0.023313,0.084975,0.000025,99.995811,1000,sigmoid
0.0318,descent,0.4876,84.1992,13.0957,-67.3260,-31.6020,0.041551,0.023666,0.084988,0.000012,99.995864,1000,sigmoid
0.0329,descent,0.4876,84.1113,13.0078,-67.3260,-31.6020,0.042246,0.024512,0.084982,0.000018,99.995842,1000,sigmoid
0.0340,descent,0.4876,84.0234,13.0078,-68.7000,-32.9760,0.042823,0.025058,0.084982,0.000018,99.995842,1000,sigmoid
0.0352,descent,0.4876,83.9355,13.0078,-68.7000,-32.9760,0.043164,0.025411,0.084985,0.000015,99.995851,1000,sigmoid
0.0363,descent,0.4876,83.8477,12.9199,-70.0740,-32.9760,0.043993,0.026359,0.084985,0.000015,99.995851,1000,sigmoid
0.0374,descent,0.4876,83.7598,12.9199,-70.0740,-32.9760,0.044335,0.026711,0.084960,0.000040,99.995746,1000,sigmoid
0.0385,descent,0.4876,83.7598,12.8320,-71.4480,-34.3500,0.044924,0.027399,0.084960,0.000040,99.995746,1000,sigmoid
0.0396,descent,0.4876,83.6719,12.8320,-71.4480,-34.3500,0.045265,0.027752,0.084973,0.000027,99.995800,1000,sigmoid
0.0408,descent,0.4876,83.4961,12.7441,-71.4480,-34.3500,0.046302,0.028951,0.084973,0.000027,99.995800,1000,sigmoid
0.0419,descent,0.4876,83.4082,12.6562,-72.8220,-35.7240,0.047233,0.029992,0.084974,0.000026,99.995807,1000,sigmoid
0.0429,descent,0.4876,83.3203,12.6562,-72.8220,-35.7240,0.047574,0.030345,0.084968,0.000032,99.995781,1000,sigmoid
0.0440,descent,0.4876,83.2324,12.6562,-74.1960,-35.7240,0.048049,0.030799,0.084968,0.000032,99.995781,1000,sigmoid
0.0452,descent,0.4876,83.2324,12.5684,-74.1960,-35.7240,0.048403,0.031293,0.084956,0.000044,99.995733,1000,sigmoid
