Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.4702,84.3750,15.5566,6.8700,2.7480,0.021252,0.016916,0.084984,0.000016,99.995850,1000,sigmoid
0.0019,descent,0.4702,84.2871,15.5566,4.1220,0.0000,0.022698,0.202129,0.085008,-0.000008,99.995945,1000,sigmoid
0.0030,descent,0.4702,84.2871,15.5566,1.3740,-1.3740,0.127996,0.107989,0.085008,-0.000008,99.995945,1000,sigmoid
0.0041,descent,0.4702,84.2871,15.4687,-1.3740,-2.7480,0.128715,0.018733,0.084988,0.000012,99.995866,1000,sigmoid
0.0052,descent,0.4702,84.1992,15.4687,-4.1220,-6.8700,0.024695,0.004039,0.084988,0.000012,99.995866,1000,sigmoid
0.0063,descent,0.4702,84.1992,15.4687,-6.8700,-8.2440,0.024427,0.004333,0.084991,0.000009,99.995877,1000,sigmoid
0.0074,descent,0.4702,84.1113,15.3809,-8.2440,-9.6180,0.025354,0.005370,0.084991,0.000009,99.995877,1000,sigmoid
0.0085,descent,0.4702,84.1113,15.3809,-10.9920,-10.9920,0.025722,0.005664,0.084993,0.000007,99.995887,1000,sigmoid
0.0096,descent,0.4702,84.0234,15.3809,-12.3660,-12.3660,0.026297,0.006209,0.084973,0.000027,99.995804,1000,sigmoid
0.0108,descent,0.4702,84.0234,15.2930,-13.7400,-13.7400,0.026883,0.006895,0.084973,0.000027,99.995804,1000,sigmoid
0.0119,descent,0.4702,83.9355,15.2930,-16.4880,-13.7400,0.027492,0.007448,0.085003,-0.000003,99.995927,1000,sigmoid
0.0130,descent,0.4702,83.9355,15.2930,-17.8620,-15.1140,0.027726,0.007641,0.085003,-0.000003,99.995927,1000,sigmoid
0.0140,descent,0.4702,83.8477,15.2930,-19.2360,-15.1140,0.028201,0.008093,0.084997,0.000003,99.995900,1000,sigmoid
0.0151,descent,0.4702,83.7598,15.2051,-21.9840,-16.4880,0.029262,0.009232,0.084997,0.000003,99.995900,1000,sigmoid
0.0163,descent,0.4702,83.7598,15.2051,-23.3580,-17.8620,0.029496,0.009425,0.084964,0.000036,99.995762,1000,sigmoid
0.0174,descent,0.4702,83.7598,15.2051,-24.7320,-17.8620,0.029630,0.009526,0.084964,0.000036,99.995762,1000,sigmoid
0.0185,descent,0.4702,83.6719,15.1172,-24.7320,-19.2360,0.030424,0.010463,0.084991,0.000009,99.995879,1000,sigmoid
0.0196,descent,0.4702,83.6719,15.1172,-26.1060,-19.2360,0.030557,0.010564,0.084986,0.000014,99.995855,1000,sigmoid
0.0207,descent,0.4702,83.5840,15.1172,-27.4800,-20.6100,0.031133,0.011109,0.084986,0.000014,99.995855,1000,sigmoid
0.0219,descent,0.4702,83.5840,15.1172,-28.8540,-20.6100,0.031266,0.011210,0.084974,0.000026,99.995808,1000,sigmoid
0.0230,descent,0.4702,83.4961,15.1172,-28.8540,-20.6100,0.031607,0.011561,0.084974,0.000026,99.995808,1000,sigmoid
0.0241,descent,0.4702,83.4961,15.0293,-30.2280,-20.6100,0.032093,0.012155,0.084979,0.000021,99.995830,1000,sigmoid
0.0252,descent,0.4702,83.4082,15.0293,-31.6020,-20.6100,0.032568,0.012608,0.084979,0.000021,99.995830,1000,sigmoid
0.0263,descent,0.4702,83.3203,14.9414,-32.9760,-21.9840,0.033496,0.013647,0.084972,0.000028,99.995798,1000,sigmoid
0.0274,descent,0.4702,83.3203,14.9414,-32.9760,-21.9840,0.033496,0.013647,0.084972,0.000028,99.995798,1000,sigmoid
0.0285,descent,0.4702,83.2324,14.9414,-32.9760,-21.9840,0.033837,0.013998,0.084970,0.000030,99.995788,1000,sigmoid
0.0296,descent,0.4702,83.2324,14.8535,-34.3500,-21.9840,0.034323,0.014593,0.084975,0.000025,99.995809,1000,sigmoid
0.0307,descent,0.4702,83.1445,14.8535,-34.3500,-23.3580,0.034765,0.015037,0.084975,0.000025,99.995809,1000,sigmoid
0.0319,descent,0.4702,83.1445,14.8535,-35.7240,-23.3580,0.034899,0.015138,0.084993,0.000007,99.995886,1000,sigmoid
0.0330,descent,0.4702,83.0566,14.8535,-37.0980,-21.9840,0.035273,0.015498,0.084993,0.000007,99.995886,1000,sigmoid
0.0341,descent,0.4702,83.0566,14.7656,-37.0980,-23.3580,0.035726,0.016085,0.084982,0.000018,99.995839,1000,sigmoid
0.0352,descent,0.4702,82.9688,14.7656,-37.0980,-23.3580,0.036067,0.016437,0.084982,0.000018,99.995839,1000,sigmoid
0.0363,descent,0.4702,82.8809,14.7656,-38.4720,-21.9840,0.036441,0.016797,0.084989,0.000011,99.995870,1000,sigmoid
0.0374,descent,0.4702,82.7930,14.6777,-39.8460,-23.3580,0.037370,0.017836,0.084989,0.000011,99.995870,1000,sigmoid
0.0385,descent,0.4702,82.7930,14.6777,-39.8460,-23.3580,0.037370,0.017836,0.084983,0.000017,99.995845,1000,sigmoid
0.0396,descent,0.4702,82.7051,14.5898,-39.8460,-23.3580,0.038063,0.018682,0.084966,0.000034,99.995773,1000,sigmoid
0.0407,descent,0.4702,82.7051,14.5898,-41.2200,-23.3580,0.038197,0.018783,0.084966,0.000034,99.995773,1000,sigmoid
0.0419,descent,0.4702,82.7051,14.5898,-41.2200,-23.3580,0.038197,0.018783,0.084972,0.000028,99.995798,1000,sigmoid
0.0430,descent,0.4702,82.6172,14.5020,-41.2200,-23.3580,0.038891,0.019629,0.084972,0.000028,99.995798,1000,sigmoid
0.0440,descent,0.4702,82.5293,14.5020,-41.2200,-23.3580,0.039232,0.019982,0.084968,0.000032,99.995781,1000,sigmoid
0.0452,descent,0.4702,82.5293,14.4141,-41.2200,-23.3580,0.039585,0.020476,0.084968,0.000032,99.995781,1000,sigmoid
0.0463,descent,0.4702,82.4414,14.4141,-41.2200,-23.3580,0.039926,0.020828,0.084973,0.000027,99.995801,1000,sigmoid
0.0474,descent,0.4702,82.4414,14.4141,-41.2200,-23.3580,0.039926,0.020828,0.084973,0.000027,99.995801,1000,sigmoid
0.0485,descent,0.4702,82.3535,14.3262,-41.2200,-24.7320,0.040721,0.021767,0.084958,0.000042,99.995738,1000,sigmoid
0.0496,descent,0.4702,82.3535,14.3262,-42.5940,-24.7320,0.040855,0.021868,0.084958,0.000042,99.995738,1000,sigmoid
0.0507,descent,0.4702,82.2656,14.2383,-42.5940,-24.7320,0.041549,0.022714,0.084964,0.000036,99.995763,1000,sigmoid
0.0519,descent,0.4702,82.2656,14.2383,-42.5940,-24.7320,0.041549,0.022714,0.084956,0.000044,99.995731,1000,sigmoid
0.0530,descent,0.4702,82.2656,14.2383,-42.5940,-26.1060,0.041650,0.022807,0.084956,0.000044,99.995731,1000,sigmoid
0.0540,descent,0.4702,82.1777,14.1504,-42.5940,-26.1060,0.042344,0.023653,0.084960,0.000040,99.995747,1000,sigmoid
0.0551,descent,0.4702,82.0898,14.1504,-42.5940,-26.1060,0.042685,0.024006,0.084960,0.000040,99.995747,1000,sigmoid
0.0563,descent,0.4702,82.0898,14.0625,-42.5940,-27.4800,0.043139,0.024593,0.084957,0.000043,99.995734,1000,sigmoid
0.0574,descent,0.4702,82.0020,14.0625,-42.5940,-27.4800,0.043480,0.024945,0.084957,0.000043,99.995734,1000,sigmoid
0.0585,descent,0.4702,82.0020,14.0625,-41.2200,-27.4800,0.043346,0.024844,0.084954,0.000046,99.995721,1000,sigmoid
0.0596,descent,0.4702,82.0020,13.9746,-41.2200,-27.4800,0.043699,0.025338,0.084943,0.000057,99.995675,1000,sigmoid
