Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.5652,83.5840,15.2930,-34.3500,2.7480,0.029383,0.024578,0.084977,0.000023,99.995819,1000,sigmoid
0.0018,descent,0.5652,83.4961,15.2930,-34.3500,0.0000,0.029926,0.209591,0.084977,0.000023,99.995819,1000,sigmoid
0.0034,descent,0.5652,83.4082,15.2930,-34.3500,-2.7480,0.030468,0.025652,0.084971,0.000029,99.995793,1000,sigmoid
0.0042,descent,0.5652,83.4082,15.2051,-34.3500,-4.1220,0.030921,0.011349,0.084971,0.000029,99.995793,1000,sigmoid
0.0052,descent,0.5652,83.3203,15.2051,-34.3500,-5.4960,0.031363,0.011164,0.084990,0.000010,99.995874,1000,sigmoid
0.0062,descent,0.5652,83.3203,15.2051,-35.7240,-6.8700,0.031597,0.011350,0.084990,0.000010,99.995874,1000,sigmoid
0.0073,descent,0.5652,83.2324,15.1172,-35.7240,-8.2440,0.032391,0.012288,0.084998,0.000002,99.995906,1000,sigmoid
0.0084,descent,0.5652,83.2324,15.1172,-35.7240,-9.6180,0.032492,0.012381,0.084990,0.000010,99.995874,1000,sigmoid
0.0096,descent,0.5652,83.1445,15.1172,-37.0980,-9.6180,0.032967,0.012833,0.084990,0.000010,99.995874,1000,sigmoid
0.0107,descent,0.5652,83.1445,15.0293,-37.0980,-10.9920,0.033420,0.013419,0.085010,-0.000010,99.995954,1000,sigmoid
0.0118,descent,0.5652,83.0566,15.0293,-37.0980,-12.3660,0.033862,0.013864,0.085010,-0.000010,99.995954,1000,sigmoid
0.0129,descent,0.5652,82.9688,14.9414,-37.0980,-15.1140,0.034757,0.014894,0.084977,0.000023,99.995820,1000,sigmoid
0.0140,descent,0.5652,82.9688,14.9414,-37.0980,-15.1140,0.034757,0.014894,0.084977,0.000023,99.995820,1000,sigmoid
0.0151,descent,0.5647,82.8809,14.9414,-38.4720,-16.4880,0.035332,0.015439,0.084980,0.000020,99.995833,1000,sigmoid
0.0162,descent,0.5647,82.8809,14.8535,-38.4720,-17.8620,0.035786,0.016026,0.084974,0.000026,99.995806,1000,sigmoid
0.0173,descent,0.5647,82.7930,14.8535,-38.4720,-17.8620,0.036127,0.016378,0.084974,0.000026,99.995806,1000,sigmoid
0.0185,descent,0.5647,82.7930,14.8535,-38.4720,-17.8620,0.036127,0.016378,0.084969,0.000031,99.995786,1000,sigmoid
0.0196,descent,0.5647,82.7051,14.8535,-39.8460,-19.2360,0.036702,0.016923,0.084969,0.000031,99.995786,1000,sigmoid
0.0207,descent,0.5647,82.7051,14.7656,-39.8460,-19.2360,0.037055,0.017417,0.084984,0.000016,99.995847,1000,sigmoid
0.0218,descent,0.5647,82.6172,14.7656,-39.8460,-20.6100,0.037497,0.017861,0.084984,0.000016,99.995847,1000,sigmoid
0.0229,descent,0.5647,82.5293,14.6777,-39.8460,-20.6100,0.038191,0.018707,0.084974,0.000026,99.995806,1000,sigmoid
0.0240,descent,0.5647,82.5293,14.6777,-39.8460,-21.9840,0.038292,0.018800,0.084974,0.000026,99.995806,1000,sigmoid
0.0251,descent,0.5647,82.4414,14.5898,-41.2200,-21.9840,0.039119,0.019747,0.084982,0.000018,99.995839,1000,sigmoid
0.0262,descent,0.5647,82.4414,14.5898,-41.2200,-23.3580,0.039220,0.019840,0.085000,0.000000,99.995912,1000,sigmoid
0.0273,descent,0.5647,82.4414,14.5898,-41.2200,-23.3580,0.039220,0.019840,0.085000,0.000000,99.995912,1000,sigmoid
0.0285,descent,0.5647,82.3535,14.5020,-41.2200,-24.7320,0.040015,0.020778,0.084985,0.000015,99.995854,1000,sigmoid
0.0296,descent,0.5647,82.3535,14.5020,-41.2200,-24.7320,0.040015,0.020778,0.084985,0.000015,99.995854,1000,sigmoid
0.0307,descent,0.5647,82.2656,14.5020,-41.2200,-24.7320,0.040356,0.021131,0.084986,0.000014,99.995855,1000,sigmoid
0.0318,descent,0.5647,82.2656,14.4141,-41.2200,-26.1060,0.040810,0.021717,0.084986,0.000014,99.995855,1000,sigmoid
0.0329,descent,0.5647,82.1777,14.3262,-41.2200,-26.1060,0.041504,0.022564,0.084979,0.000021,99.995827,1000,sigmoid
0.0340,descent,0.5647,82.0898,14.3262,-41.2200,-27.4800,0.041946,0.023009,0.084979,0.000021,99.995827,1000,sigmoid
0.0355,descent,0.5647,82.0898,14.3262,-41.2200,-27.4800,0.041946,0.023009,0.084968,0.000032,99.995783,1000,sigmoid
0.0363,descent,0.5647,82.0898,14.3262,-41.2200,-27.4800,0.041946,0.023009,0.084982,0.000018,99.995841,1000,sigmoid
0.0374,descent,0.5647,82.0898,14.3262,-41.2200,-27.4800,0.041946,0.023009,0.084982,0.000018,99.995841,1000,sigmoid
0.0386,descent,0.5647,82.0020,14.1504,-41.2200,-28.8540,0.043094,0.024442,0.084985,0.000015,99.995852,1000,sigmoid
0.0396,descent,0.5647,82.0020,14.1504,-41.2200,-28.8540,0.043094,0.024442,0.084985,0.000015,99.995852,1000,sigmoid
0.0407,descent,0.5647,81.9141,14.1504,-41.2200,-28.8540,0.043435,0.024795,0.084975,0.000025,99.995811,1000,sigmoid
0.0418,descent,0.5647,81.9141,14.0625,-39.8460,-28.8540,0.043654,0.025188,0.084975,0.000025,99.995811,1000,sigmoid
0.0429,descent,0.5647,81.8262,14.0625,-39.8460,-28.8540,0.043995,0.025540,0.084967,0.000033,99.995779,1000,sigmoid
0.0440,descent,0.5647,81.8262,13.9746,-39.8460,-30.2280,0.044450,0.026127,0.084967,0.000033,99.995779,1000,sigmoid
0.0452,descent,0.5647,81.7383,13.9746,-38.4720,-30.2280,0.044657,0.026379,0.084962,0.000038,99.995755,1000,sigmoid
0.0462,descent,0.5647,81.7383,13.8867,-38.4720,-30.2280,0.045010,0.026873,0.084962,0.000038,99.995755,1000,sigmoid
