Time_s,Force_Ref_N,Force_Pred_N,Force_Normal_N,Force_Total_N,Force_Shear_N,Motor1_pos_deg,Motor2_pos_deg,K11,K22,K33
0.0291,0.5000,1.024635,1.047631,1.050766,0.081117,43.5937,43.5937,0.497667,0.499710,0.499710
0.0303,0.5000,1.026499,1.047631,1.050766,0.081117,43.5937,43.5059,0.497579,0.499697,0.499697
0.0312,0.5000,1.024123,1.047631,1.050766,0.081117,43.6816,43.5059,0.497490,0.499685,0.499685
0.0323,0.5000,1.021743,1.047631,1.050766,0.081117,43.7695,43.5059,0.497402,0.499673,0.499673
0.0334,0.5000,1.023622,1.047631,1.050766,0.081117,43.7695,43.4180,0.497315,0.499660,0.499660
0.0345,0.5000,1.019101,1.047631,1.050766,0.081117,43.9453,43.4180,0.497227,0.499648,0.499648
0.0356,0.5000,1.016718,1.047631,1.050766,0.081117,44.0332,43.4180,0.497140,0.499635,0.499635
0.0367,0.5000,1.016470,1.047631,1.050766,0.081117,44.1211,43.3301,0.497053,0.499622,0.499622
0.0378,0.5000,1.011932,1.047631,1.050766,0.081117,44.2969,43.3301,0.496967,0.499610,0.499610
0.0389,0.5000,1.009543,1.047631,1.050766,0.081117,44.3848,43.3301,0.496881,0.499597,0.499597
0.0400,0.5000,1.007151,1.047631,1.050766,0.081117,44.4727,43.3301,0.496795,0.499584,0.499584
0.0411,0.5000,1.002588,1.047631,1.050766,0.081117,44.6484,43.3301,0.496710,0.499571,0.499571
0.0422,0.5000,1.002358,1.047631,1.050766,0.081117,44.7363,43.2422,0.496625,0.499558,0.499558
0.0433,0.5000,0.999959,1.047631,1.050766,0.081117,44.8242,43.2422,0.496541,0.499546,0.499546
0.0445,0.5000,0.993194,1.047631,1.050766,0.081117,45.0879,43.2422,0.496457,0.499533,0.499533
0.0456,0.5000,0.990793,1.047631,1.050766,0.081117,45.2637,43.1543,0.496374,0.499519,0.499519
0.0467,0.5000,0.988380,1.047631,1.050766,0.081117,45.3516,43.1543,0.496291,0.499506,0.499506
0.0478,0.5000,0.985965,1.047631,1.050766,0.081117,45.4395,43.1543,0.496208,0.499493,0.499493
0.0489,0.5000,0.981344,1.047631,1.050766,0.081117,45.6152,43.1543,0.496126,0.499480,0.499480
0.0500,0.5000,0.981147,1.047631,1.050766,0.081117,45.7031,43.0664,0.496045,0.499466,0.499466
0.0511,0.5000,0.978725,1.047631,1.050766,0.081117,45.7910,43.0664,0.495963,0.499453,0.499453
0.0522,0.5000,0.974085,1.047631,1.050766,0.081117,45.9668,43.0664,0.495882,0.499439,0.499439
0.0533,0.5000,0.971654,1.047631,1.050766,0.081117,46.0547,43.0664,0.495801,0.499426,0.499426
0.0545,0.5000,0.967025,1.047631,1.050766,0.081117,46.3184,42.9785,0.495722,0.499412,0.499412
0.0556,0.5000,0.964585,1.047631,1.050766,0.081117,46.4062,42.9785,0.495642,0.499399,0.499399
0.0567,0.5000,0.962142,1.047631,1.050766,0.081117,46.4941,42.9785,0.495563,0.499385,0.499385
0.0578,0.5000,0.959696,1.047631,1.050766,0.081117,46.5820,42.9785,0.495484,0.499371,0.499371
0.0589,0.5000,0.957247,1.047631,1.050766,0.081117,46.6699,42.9785,0.495405,0.499358,0.499358
0.0600,0.5000,0.952546,1.047631,1.050766,0.081117,46.8457,42.9785,0.495327,0.499344,0.499344
0.0611,0.5000,0.950087,1.047631,1.050766,0.081117,46.9336,42.9785,0.495249,0.499330,0.499330
0.0622,0.5000,0.949929,1.047631,1.050766,0.081117,47.0215,42.8906,0.495171,0.499317,0.499317
0.0633,0.5000,0.947469,1.047631,1.050766,0.081117,47.1094,42.8906,0.495094,0.499303,0.499303
0.0645,0.5000,0.942740,1.047631,1.050766,0.081117,47.2852,42.8906,0.495017,0.499289,0.499289
0.0656,0.5000,0.940270,1.047631,1.050766,0.081117,47.3730,42.8906,0.494941,0.499275,0.499275
0.0667,0.5000,0.937797,1.047631,1.050766,0.081117,47.4609,42.8906,0.494865,0.499261,0.499261
0.0678,0.5000,0.935321,1.047631,1.050766,0.081117,47.5488,42.8906,0.494789,0.499247,0.499247
0.0689,0.5000,0.932842,1.046191,1.049259,0.080173,47.6367,42.8906,0.494713,0.499233,0.499233
0.0700,0.5000,0.930360,1.046191,1.049259,0.080173,47.7246,42.8906,0.494638,0.499219,0.499219
0.0711,0.5000,0.927875,1.046191,1.049259,0.080173,47.8125,42.8906,0.494563,0.499205,0.499205
0.0722,0.5000,0.927740,1.046191,1.049259,0.080173,47.9004,42.8027,0.494488,0.499191,0.499191
0.0733,0.5000,0.925193,1.046191,1.049259,0.080173,47.9004,42.8906,0.494413,0.499177,0.499177
0.0745,0.5000,0.918091,1.046191,1.049259,0.080173,48.1641,42.8906,0.494339,0.499163,0.499163
0.0756,0.5000,0.917963,1.046191,1.049259,0.080173,48.2520,42.8027,0.494266,0.499149,0.499149
0.0767,0.5000,0.915462,1.046191,1.049259,0.080173,48.3398,42.8027,0.494193,0.499135,0.499135
0.0778,0.5000,0.915273,1.046191,1.049259,0.080173,48.3398,42.8027,0.494119,0.499121,0.499121
0.0789,0.5000,0.912770,1.046191,1.049259,0.080173,48.4277,42.8027,0.494046,0.499107,0.499107
0.0800,0.5000,0.910263,1.046191,1.049259,0.080173,48.5156,42.8027,0.493974,0.499093,0.499093
0.0811,0.5000,0.910076,1.046191,1.049259,0.080173,48.5156,42.8027,0.493901,0.499079,0.499079
0.0822,0.5000,0.905174,1.046191,1.049259,0.080173,48.6035,42.8906,0.493828,0.499065,0.499065
0.0833,0.5000,0.905053,1.046191,1.049259,0.080173,48.6914,42.8027,0.493756,0.499051,0.499051
0.0845,0.5000,0.902537,1.046191,1.049259,0.080173,48.7793,42.8027,0.493684,0.499036,0.499036
0.0856,0.5000,0.902353,1.046191,1.049259,0.080173,48.7793,42.8027,0.493612,0.499022,0.499022
0.0867,0.5000,0.899833,1.046191,1.049259,0.080173,48.8672,42.8027,0.493541,0.499008,0.499008
0.0878,0.5000,0.899650,1.046191,1.049259,0.080173,48.8672,42.8027,0.493469,0.498994,0.498994
0.0889,0.5000,0.897128,1.046191,1.049259,0.080173,48.9551,42.8027,0.493398,0.498980,0.498980
0.0900,0.5000,0.896945,1.046191,1.049259,0.080173,48.9551,42.8027,0.493326,0.498966,0.498966
0.0911,0.5000,0.896763,1.046191,1.049259,0.080173,48.9551,42.8027,0.493255,0.498952,0.498952
0.0922,0.5000,0.894238,1.046191,1.049259,0.080173,49.0430,42.8027,0.493184,0.498937,0.498937
0.0933,0.5000,0.894057,1.046191,1.049259,0.080173,49.0430,42.8027,0.493112,0.498923,0.498923
0.0945,0.5000,0.891529,1.046191,1.049259,0.080173,49.1309,42.8027,0.493042,0.498909,0.498909
0.0956,0.5000,0.891349,1.046191,1.049259,0.080173,49.1309,42.8027,0.492971,0.498895,0.498895
0.0967,0.5000,0.891169,1.046191,1.049259,0.080173,49.1309,42.8027,0.492900,0.498881,0.498881
0.0979,0.5000,0.890989,1.046191,1.049259,0.080173,49.1309,42.8027,0.492829,0.498867,0.498867
0.0989,0.5000,0.890809,1.046191,1.049259,0.080173,49.1309,42.8027,0.492758,0.498852,0.498852
0.1000,0.5000,0.888279,1.046191,1.049259,0.080173,49.2188,42.8027,0.492688,0.498838,0.498838
0.1011,0.5000,0.888100,1.046191,1.049259,0.080173,49.2188,42.8027,0.492617,0.498824,0.498824
0.1022,0.5000,0.887920,1.046191,1.049259,0.080173,49.2188,42.8027,0.492547,0.498810,0.498810
0.1034,0.5000,0.887741,1.046191,1.049259,0.080173,49.2188,42.8027,0.492476,0.498796,0.498796
0.1045,0.5000,0.887562,1.046191,1.049259,0.080173,49.2188,42.8027,0.492405,0.498782,0.498782
0.1055,0.5000,0.887383,1.046191,1.049259,0.080173,49.2188,42.8027,0.492335,0.498767,0.498767
0.1069,0.5000,0.887204,1.046191,1.049259,0.080173,49.2188,42.8027,0.492264,0.498753,0.498753
0.1079,0.5000,0.887024,1.046191,1.049259,0.080173,49.2188,42.8027,0.492194,0.498739,0.498739
0.1090,0.5000,0.886845,1.046191,1.049259,0.080173,49.2188,42.8027,0.492123,0.498725,0.498725
0.1101,0.5000,0.886666,1.046191,1.049259,0.080173,49.2188,42.8027,0.492052,0.498711,0.498711
0.1111,0.5000,0.888832,1.046191,1.049259,0.080173,49.1309,42.8027,0.491982,0.498697,0.498697
0.1122,0.5000,0.886307,1.046191,1.049259,0.080173,49.2188,42.8027,0.491911,0.498682,0.498682
0.1133,0.5000,0.886128,1.046191,1.049259,0.080173,49.2188,42.8027,0.491840,0.498668,0.498668
0.1146,0.5000,0.888292,1.046191,1.049259,0.080173,49.1309,42.8027,0.491770,0.498654,0.498654
0.1161,0.5000,0.888112,1.046191,1.049259,0.080173,49.1309,42.8027,0.491699,0.498640,0.498640
0.1169,0.5000,0.887932,1.046191,1.049259,0.080173,49.1309,42.8027,0.491628,0.498626,0.498626
0.1179,0.5000,0.885343,1.046191,1.049259,0.080173,49.1309,42.8906,0.491557,0.498612,0.498612
0.1190,0.5000,0.885163,1.046191,1.049259,0.080173,49.1309,42.8906,0.491486,0.498598,0.498598
0.1201,0.5000,0.887326,1.046191,1.049259,0.080173,49.0430,42.8906,0.491415,0.498584,0.498584
0.1213,0.5000,0.887146,1.046191,1.049259,0.080173,49.0430,42.8906,0.491343,0.498570,0.498570
0.1224,0.5000,0.886966,1.046191,1.049259,0.080173,49.0430,42.8906,0.491272,0.498556,0.498556
0.1235,0.5000,0.884388,1.046191,1.049259,0.080173,49.0430,42.9785,0.491201,0.498542,0.498542
0.1247,0.5000,0.884160,1.046191,1.049259,0.080173,48.9551,43.0664,0.491129,0.498529,0.498529
0.1257,0.5000,0.881596,1.046191,1.049259,0.080173,48.9551,43.1543,0.491057,0.498515,0.498515
0.1267,0.5000,0.881418,1.046191,1.049259,0.080173,48.9551,43.1543,0.490985,0.498502,0.498502
0.1278,0.5000,0.878860,1.046191,1.049259,0.080173,48.9551,43.2422,0.490913,0.498489,0.498489
0.1289,0.5000,0.878661,1.046191,1.049259,0.080173,48.8672,43.3301,0.490840,0.498476,0.498476
0.1300,0.5000,0.876117,1.046191,1.049259,0.080173,48.8672,43.4180,0.490767,0.498463,0.498463
0.1311,0.5000,0.873577,1.046191,1.049259,0.080173,48.8672,43.5059,0.490695,0.498451,0.498451
0.1322,0.5000,0.871043,1.046191,1.049259,0.080173,48.8672,43.5937,0.490622,0.498438,0.498438
0.1333,0.5000,0.868539,1.046191,1.049259,0.080173,48.7793,43.7695,0.490548,0.498427,0.498427
0.1345,0.5000,0.863687,1.046191,1.049259,0.080173,48.7793,43.9453,0.490474,0.498415,0.498415
0.1361,0.5000,0.861182,1.046191,1.049259,0.080173,48.7793,44.0332,0.490400,0.498404,0.498404
0.1369,0.5000,0.858682,1.046191,1.049259,0.080173,48.7793,44.1211,0.490326,0.498393,0.498393
0.1379,0.5000,0.858584,1.046191,1.049259,0.080173,48.6914,44.2090,0.490251,0.498382,0.498382
0.1390,0.5000,0.856100,1.046191,1.049259,0.080173,48.6914,44.2969,0.490176,0.498372,0.498372
0.1401,0.5000,0.853621,1.046191,1.049259,0.080173,48.6914,44.3848,0.490101,0.498361,0.498361
0.1413,0.5000,0.853451,1.046191,1.049259,0.080173,48.6914,44.3848,0.490026,0.498351,0.498351
0.1422,0.5000,0.850978,1.046191,1.049259,0.080173,48.6914,44.4727,0.489951,0.498341,0.498341
0.1433,0.5000,0.850920,1.046191,1.049259,0.080173,48.6035,44.5605,0.489876,0.498331,0.498331
0.1445,0.5000,0.846179,1.046191,1.049259,0.080173,48.6035,44.7363,0.489800,0.498321,0.498321
0.1456,0.5000,0.846152,1.046191,1.049259,0.080173,48.5156,44.8242,0.489723,0.498312,0.498312
0.1467,0.5000,0.845983,1.046191,1.049259,0.080173,48.5156,44.8242,0.489647,0.498302,0.498302
0.1478,0.5000,0.843547,1.046191,1.049259,0.080173,48.5156,44.9121,0.489571,0.498293,0.498293
0.1489,0.5000,0.843379,1.046191,1.049259,0.080173,48.5156,44.9121,0.489494,0.498284,0.498284
0.1500,0.5000,0.840949,1.046191,1.049259,0.080173,48.5156,45.0000,0.489417,0.498275,0.498275
0.1511,0.5000,0.836273,1.046191,1.049259,0.080173,48.5156,45.1758,0.489340,0.498267,0.498267
0.1522,0.5000,0.838539,1.046191,1.049259,0.080173,48.4277,45.1758,0.489263,0.498258,0.498258
0.1533,0.5000,0.836131,1.046191,1.049259,0.080173,48.4277,45.2637,0.489186,0.498250,0.498250
0.1545,0.5000,0.833729,1.046191,1.049259,0.080173,48.4277,45.3516,0.489108,0.498242,0.498242
0.1556,0.5000,0.833562,1.046191,1.049259,0.080173,48.4277,45.3516,0.489031,0.498234,0.498234
0.1567,0.5000,0.835831,1.046191,1.049259,0.080173,48.3398,45.3516,0.488953,0.498225,0.498225
0.1579,0.5000,0.835663,1.046191,1.049259,0.080173,48.3398,45.3516,0.488875,0.498217,0.498217
0.1591,0.5000,0.833272,1.045104,1.048168,0.080073,48.3398,45.4395,0.488797,0.498209,0.498209
0.1601,0.5000,0.833105,1.045104,1.048168,0.080073,48.3398,45.4395,0.488719,0.498202,0.498202
0.1612,0.5000,0.832937,1.045104,1.048168,0.080073,48.3398,45.4395,0.488641,0.498194,0.498194
0.1623,0.5000,0.835203,1.045104,1.048168,0.080073,48.2520,45.4395,0.488563,0.498186,0.498186
0.1634,0.5000,0.835035,1.045104,1.048168,0.080073,48.2520,45.4395,0.488485,0.498178,0.498178
0.1647,0.5000,0.834866,1.045104,1.048168,0.080073,48.2520,45.4395,0.488407,0.498170,0.498170
0.1658,0.5000,0.834698,1.045104,1.048168,0.080073,48.2520,45.4395,0.488328,0.498162,0.498162
0.1669,0.5000,0.836955,1.045104,1.048168,0.080073,48.1641,45.4395,0.488250,0.498154,0.498154
0.1679,0.5000,0.836786,1.045104,1.048168,0.080073,48.1641,45.4395,0.488172,0.498147,0.498147
0.1690,0.5000,0.836616,1.045104,1.048168,0.080073,48.1641,45.4395,0.488093,0.498139,0.498139
0.1701,0.5000,0.836446,1.045104,1.048168,0.080073,48.1641,45.4395,0.488015,0.498131,0.498131
0.1712,0.5000,0.836277,1.045104,1.048168,0.080073,48.1641,45.4395,0.487936,0.498123,0.498123
0.1722,0.5000,0.843137,1.045104,1.048168,0.080073,47.9883,45.3516,0.487857,0.498115,0.498115
0.1733,0.5000,0.842965,1.045104,1.048168,0.080073,47.9883,45.3516,0.487779,0.498107,0.498107
0.1745,0.5000,0.842792,1.045104,1.048168,0.080073,47.9883,45.3516,0.487700,0.498099,0.498099
0.1756,0.5000,0.842620,1.045104,1.048168,0.080073,47.9883,45.3516,0.487621,0.498091,0.498091
0.1767,0.5000,0.844848,1.045104,1.048168,0.080073,47.9004,45.3516,0.487542,0.498083,0.498083
0.1778,0.5000,0.846873,1.045104,1.048168,0.080073,47.9004,45.2637,0.487463,0.498074,0.498074
0.1789,0.5000,0.846699,1.045104,1.048168,0.080073,47.9004,45.2637,0.487384,0.498066,0.498066
0.1800,0.5000,0.846525,1.045104,1.048168,0.080073,47.9004,45.2637,0.487305,0.498058,0.498058
0.1811,0.5000,0.850937,1.045104,1.048168,0.080073,47.8125,45.1758,0.487226,0.498049,0.498049
0.1822,0.5000,0.850761,1.045104,1.048168,0.080073,47.8125,45.1758,0.487147,0.498041,0.498041
0.1833,0.5000,0.850586,1.045104,1.048168,0.080073,47.8125,45.1758,0.487068,0.498032,0.498032
0.1845,0.5000,0.857186,1.045104,1.048168,0.080073,47.7246,45.0000,0.486989,0.498023,0.498023
0.1856,0.5000,0.857009,1.045104,1.048168,0.080073,47.7246,45.0000,0.486910,0.498014,0.498014
0.1867,0.5000,0.856832,1.045104,1.048168,0.080073,47.7246,45.0000,0.486831,0.498006,0.498006
0.1878,0.5000,0.858861,1.045104,1.048168,0.080073,47.7246,44.9121,0.486752,0.497997,0.497997
0.1889,0.5000,0.861036,1.045104,1.048168,0.080073,47.6367,44.9121,0.486673,0.497987,0.497987
0.1900,0.5000,0.863063,1.045104,1.048168,0.080073,47.6367,44.8242,0.486594,0.497978,0.497978
0.1911,0.5000,0.862884,1.045104,1.048168,0.080073,47.6367,44.8242,0.486515,0.497969,0.497969
0.1922,0.5000,0.862705,1.045104,1.048168,0.080073,47.6367,44.8242,0.486436,0.497959,0.497959
0.1933,0.5000,0.867071,1.045104,1.048168,0.080073,47.5488,44.7363,0.486357,0.497950,0.497950
0.1945,0.5000,0.869100,1.045104,1.048168,0.080073,47.5488,44.6484,0.486278,0.497940,0.497940
0.1956,0.5000,0.868918,1.045104,1.048168,0.080073,47.5488,44.6484,0.486200,0.497931,0.497931
0.1967,0.5000,0.873269,1.045104,1.048168,0.080073,47.4609,44.5605,0.486121,0.497921,0.497921
0.1978,0.5000,0.873086,1.045104,1.048168,0.080073,47.4609,44.5605,0.486042,0.497911,0.497911
0.1989,0.5000,0.872903,1.045104,1.048168,0.080073,47.4609,44.5605,0.485963,0.497901,0.497901
0.2001,0.5000,0.872719,1.045104,1.048168,0.080073,47.4609,44.5605,0.485884,0.497891,0.497891
0.2011,0.5000,0.872536,1.045104,1.048168,0.080073,47.4609,44.5605,0.485805,0.497881,0.497881
0.2022,0.5000,0.872353,1.045104,1.048168,0.080073,47.4609,44.5605,0.485726,0.497871,0.497871
0.2033,0.5000,0.876687,1.045104,1.048168,0.080073,47.3730,44.4727,0.485647,0.497861,0.497861
0.2045,0.5000,0.881008,1.045104,1.048168,0.080073,47.2852,44.3848,0.485568,0.497851,0.497851
0.2056,0.5000,0.883032,1.045104,1.048168,0.080073,47.2852,44.2969,0.485489,0.497840,0.497840
0.2067,0.5000,0.882845,1.045104,1.048168,0.080073,47.2852,44.2969,0.485410,0.497829,0.497829
0.2078,0.5000,0.882658,1.045104,1.048168,0.080073,47.2852,44.2969,0.485331,0.497819,0.497819
0.2089,0.5000,0.884753,1.045104,1.048168,0.080073,47.1973,44.2969,0.485251,0.497808,0.497808
0.2100,0.5000,0.886774,1.045104,1.048168,0.080073,47.1973,44.2090,0.485172,0.497798,0.497798
0.2111,0.5000,0.886585,1.045104,1.048168,0.080073,47.1973,44.2090,0.485093,0.497787,0.497787
0.2122,0.5000,0.886396,1.045104,1.048168,0.080073,47.1973,44.2090,0.485014,0.497776,0.497776
0.2134,0.5000,0.888478,1.045104,1.048168,0.080073,47.1094,44.2090,0.484935,0.497765,0.497765
0.2145,0.5000,0.890495,1.045104,1.048168,0.080073,47.1094,44.1211,0.484856,0.497754,0.497754
0.2156,0.5000,0.894771,1.045104,1.048168,0.080073,47.0215,44.0332,0.484776,0.497743,0.497743
0.2167,0.5000,0.894578,1.045104,1.048168,0.080073,47.0215,44.0332,0.484697,0.497732,0.497732
0.2178,0.5000,0.894386,1.045104,1.048168,0.080073,47.0215,44.0332,0.484618,0.497721,0.497721
0.2189,0.5000,0.896443,1.045104,1.048168,0.080073,46.9336,44.0332,0.484538,0.497710,0.497710
0.2200,0.5000,0.898453,1.045104,1.048168,0.080073,46.9336,43.9453,0.484459,0.497699,0.497699
0.2211,0.5000,0.898260,1.045104,1.048168,0.080073,46.9336,43.9453,0.484379,0.497687,0.497687
0.2222,0.5000,0.898066,1.045104,1.048168,0.080073,46.9336,43.9453,0.484300,0.497676,0.497676
0.2233,0.5000,0.897872,1.045104,1.048168,0.080073,46.9336,43.9453,0.484221,0.497664,0.497664
0.2245,0.5000,0.902116,1.045104,1.048168,0.080073,46.8457,43.8574,0.484141,0.497653,0.497653
0.2256,0.5000,0.901920,1.045104,1.048168,0.080073,46.8457,43.8574,0.484062,0.497641,0.497641
0.2267,0.5000,0.906151,1.045104,1.048168,0.080073,46.7578,43.7695,0.483982,0.497630,0.497630
0.2278,0.5000,0.905954,1.045104,1.048168,0.080073,46.7578,43.7695,0.483902,0.497618,0.497618
0.2289,0.5000,0.905756,1.045104,1.048168,0.080073,46.7578,43.7695,0.483823,0.497606,0.497606
0.2300,0.5000,0.909970,1.045104,1.048168,0.080073,46.7578,43.5937,0.483744,0.497594,0.497594
0.2311,0.5000,0.911976,1.045104,1.048168,0.080073,46.6699,43.5937,0.483664,0.497582,0.497582
0.2322,0.5000,0.911776,1.045104,1.048168,0.080073,46.6699,43.5937,0.483585,0.497570,0.497570
0.2333,0.5000,0.913782,1.045104,1.048168,0.080073,46.6699,43.5059,0.483505,0.497557,0.497557
0.2345,0.5000,0.915775,1.045104,1.048168,0.080073,46.5820,43.5059,0.483426,0.497545,0.497545
0.2356,0.5000,0.917777,1.045104,1.048168,0.080073,46.5820,43.4180,0.483346,0.497532,0.497532
0.2367,0.5000,0.917575,1.045104,1.048168,0.080073,46.5820,43.4180,0.483267,0.497520,0.497520
0.2378,0.5000,0.917372,1.045104,1.048168,0.080073,46.5820,43.4180,0.483187,0.497507,0.497507
0.2389,0.5000,0.921554,1.045104,1.048168,0.080073,46.4941,43.3301,0.483108,0.497494,0.497494
0.2400,0.5000,0.921350,1.045104,1.048168,0.080073,46.4941,43.3301,0.483028,0.497482,0.497482
0.2411,0.5000,0.921146,1.045104,1.048168,0.080073,46.4941,43.3301,0.482949,0.497469,0.497469
0.2422,0.5000,0.923112,1.045104,1.048168,0.080073,46.4062,43.3301,0.482869,0.497456,0.497456
0.2433,0.5000,0.922907,1.045104,1.048168,0.080073,46.4062,43.3301,0.482789,0.497443,0.497443
0.2446,0.5000,0.924901,1.045104,1.048168,0.080073,46.4062,43.2422,0.482709,0.497430,0.497430
0.2455,0.5000,0.926856,1.045104,1.048168,0.080073,46.3184,43.2422,0.482630,0.497417,0.497417
0.2467,0.5000,0.926648,1.045104,1.048168,0.080073,46.3184,43.2422,0.482550,0.497404,0.497404
0.2478,0.5000,0.928638,1.045104,1.048168,0.080073,46.3184,43.1543,0.482470,0.497391,0.497391
0.2489,0.5000,0.930580,1.045307,1.048422,0.080758,46.2305,43.1543,0.482390,0.497378,0.497378
0.2500,0.5000,0.930371,1.045307,1.048422,0.080758,46.2305,43.1543,0.482310,0.497365,0.497365
0.2511,0.5000,0.932357,1.045307,1.048422,0.080758,46.2305,43.0664,0.482230,0.497351,0.497351
0.2522,0.5000,0.932147,1.045307,1.048422,0.080758,46.2305,43.0664,0.482150,0.497338,0.497338
0.2533,0.5000,0.931938,1.045307,1.048422,0.080758,46.2305,43.0664,0.482070,0.497325,0.497325
0.2544,0.5000,0.936058,1.045307,1.048422,0.080758,46.1426,42.9785,0.481990,0.497311,0.497311
0.2556,0.5000,0.935847,1.045307,1.048422,0.080758,46.1426,42.9785,0.481910,0.497298,0.497298
0.2567,0.5000,0.935635,1.045307,1.048422,0.080758,46.1426,42.9785,0.481831,0.497284,0.497284
0.2578,0.5000,0.937551,1.045307,1.048422,0.080758,46.0547,42.9785,0.481750,0.497270,0.497270
0.2589,0.5000,0.939528,1.045307,1.048422,0.080758,46.0547,42.8906,0.481670,0.497257,0.497257
0.2600,0.5000,0.939315,1.045307,1.048422,0.080758,46.0547,42.8906,0.481590,0.497243,0.497243
0.2611,0.5000,0.941219,1.045307,1.048422,0.080758,45.9668,42.8906,0.481510,0.497229,0.497229
0.2622,0.5000,0.941004,1.045307,1.048422,0.080758,45.9668,42.8906,0.481430,0.497215,0.497215
0.2633,0.5000,0.940790,1.045307,1.048422,0.080758,45.9668,42.8906,0.481349,0.497201,0.497201
0.2646,0.5000,0.944868,1.045307,1.048422,0.080758,45.8789,42.8027,0.481269,0.497187,0.497187
0.2656,0.5000,0.944652,1.045307,1.048422,0.080758,45.8789,42.8027,0.481189,0.497174,0.497174
0.2667,0.5000,0.944436,1.045307,1.048422,0.080758,45.8789,42.8027,0.481108,0.497160,0.497160
0.2678,0.5000,0.944220,1.045307,1.048422,0.080758,45.8789,42.8027,0.481028,0.497146,0.497146
0.2689,0.5000,0.948283,1.045307,1.048422,0.080758,45.7910,42.7148,0.480947,0.497131,0.497131
0.2700,0.5000,0.948065,1.045307,1.048422,0.080758,45.7910,42.7148,0.480867,0.497117,0.497117
0.2711,0.5000,0.947846,1.045307,1.048422,0.080758,45.7910,42.7148,0.480786,0.497103,0.497103
0.2722,0.5000,0.949718,1.045307,1.048422,0.080758,45.7031,42.7148,0.480706,0.497089,0.497089
0.2733,0.5000,0.949499,1.045307,1.048422,0.080758,45.7031,42.7148,0.480625,0.497075,0.497075
0.2745,0.5000,0.949280,1.045307,1.048422,0.080758,45.7031,42.7148,0.480544,0.497061,0.497061
0.2755,0.5000,0.951145,1.045307,1.048422,0.080758,45.6152,42.7148,0.480463,0.497046,0.497046
0.2767,0.5000,0.950925,1.045307,1.048422,0.080758,45.6152,42.7148,0.480382,0.497032,0.497032
0.2778,0.5000,0.950705,1.045307,1.048422,0.080758,45.6152,42.7148,0.480301,0.497018,0.497018
0.2789,0.5000,0.950485,1.045307,1.048422,0.080758,45.6152,42.7148,0.480220,0.497004,0.497004
