Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,Stiffness_Nmrad,Offset_mm
0.0006,descent,0.2713,22.5000,33.0469,-31.6020,118.1640,0.006692,0.010105,0.079996,0.000004,0.1000,-5
0.0020,descent,0.2713,22.4121,33.1348,-32.9760,116.7900,0.006738,0.010047,0.080005,-0.000005,0.1000,-5
0.0029,descent,0.2713,22.4121,33.2227,-32.9760,116.7900,0.006741,0.009938,0.080005,-0.000005,0.1000,-5
0.0040,descent,0.2713,22.3242,33.3105,-32.9760,115.4160,0.006773,0.009881,0.079986,0.000014,0.1000,-5
0.0051,descent,0.2713,22.3242,33.3984,-32.9760,114.0420,0.006776,0.009826,0.079986,0.000014,0.1000,-5
0.0062,descent,0.2713,22.2363,33.4863,-32.9760,112.6680,0.006808,0.009769,0.080005,-0.000005,0.1000,-5
0.0075,descent,0.2713,22.2363,33.4863,-32.9760,111.2940,0.006808,0.009823,0.079992,0.000008,0.1000,-5
0.0085,descent,0.2713,22.1484,33.5742,-32.9760,107.1720,0.006839,0.009874,0.079992,0.000008,0.1000,-5
0.0096,descent,0.2713,22.1484,33.6621,-32.9760,105.7980,0.006843,0.009820,0.079991,0.000009,0.1000,-5
0.0106,descent,0.2713,22.0605,33.7500,-32.9760,103.0500,0.006874,0.009816,0.079991,0.000009,0.1000,-5
0.0119,descent,0.2713,22.0605,33.7500,-32.9760,101.6760,0.006874,0.009871,0.079979,0.000021,0.1000,-5
0.0129,descent,0.2713,21.9727,33.7500,-34.3500,98.9280,0.006917,0.009976,0.079979,0.000021,0.1000,-5
0.0140,descent,0.2713,21.9727,33.8379,-34.3500,96.1800,0.006920,0.009976,0.079999,0.000001,0.1000,-5
0.0151,descent,0.2713,21.8848,33.8379,-34.3500,93.4320,0.006948,0.010082,0.079999,0.000001,0.1000,-5
0.0162,descent,0.2713,21.8848,33.8379,-34.3500,90.6840,0.006948,0.010190,0.079998,0.000002,0.1000,-5
0.0175,descent,0.2713,21.8848,33.9258,-34.3500,87.9360,0.006952,0.010191,0.079996,0.000004,0.1000,-5
0.0186,descent,0.2713,21.7969,33.9258,-34.3500,83.8140,0.006980,0.010350,0.079996,0.000004,0.1000,-5
0.0197,descent,0.2713,21.7090,33.9258,-35.7240,81.0660,0.007022,0.010456,0.080002,-0.000002,0.1000,-5
0.0206,descent,0.2713,21.7090,33.9258,-35.7240,76.9440,0.007022,0.010619,0.080002,-0.000002,0.1000,-5
0.0219,descent,0.2713,21.7090,33.9258,-35.7240,74.1960,0.007022,0.010728,0.079995,0.000005,0.1000,-5
0.0229,descent,0.2713,21.6211,34.0137,-35.7240,71.4480,0.007053,0.010724,0.079995,0.000005,0.1000,-5
0.0240,descent,0.2713,21.6211,34.0137,-35.7240,68.7000,0.007053,0.010833,0.079988,0.000012,0.1000,-5
0.0251,descent,0.2713,21.5332,33.9258,-35.7240,65.9520,0.007078,0.011047,0.079988,0.000012,0.1000,-5
0.0262,descent,0.2713,21.5332,33.9258,-35.7240,63.2040,0.007078,0.011156,0.079979,0.000021,0.1000,-5
0.0274,descent,0.2713,21.4453,33.9258,-35.7240,60.4560,0.007106,0.011261,0.079979,0.000021,0.1000,-5
0.0287,descent,0.2713,21.3574,33.9258,-35.7240,53.5860,0.007134,0.011530,0.079982,0.000018,0.1000,-5
0.0295,descent,0.2713,21.3574,33.9258,-35.7240,50.8380,0.007134,0.011639,0.079991,0.000009,0.1000,-5
0.0308,descent,0.2713,21.2695,33.9258,-35.7240,48.0900,0.007162,0.011744,0.079991,0.000009,0.1000,-5
0.0318,descent,0.2713,21.2695,33.9258,-35.7240,45.3420,0.007162,0.011853,0.079971,0.000029,0.1000,-5
0.0330,descent,0.2713,21.2695,33.9258,-35.7240,42.5940,0.007162,0.011962,0.079971,0.000029,0.1000,-5
0.0340,descent,0.2713,21.1816,33.8379,-37.0980,38.4720,0.007200,0.012230,0.079979,0.000021,0.1000,-5
0.0351,descent,0.2713,21.1816,33.8379,-37.0980,35.7240,0.007200,0.012339,0.079979,0.000021,0.1000,-5
0.0362,descent,0.2933,21.0937,33.8379,-37.0980,32.9760,0.007228,0.012445,0.079981,0.000019,0.1000,-5
0.0374,descent,0.2933,21.0937,33.8379,-37.0980,30.2280,0.007228,0.012553,0.079981,0.000019,0.1000,-5
0.0388,descent,0.2933,21.0059,33.7500,-37.0980,24.7320,0.007253,0.012876,0.079982,0.000018,0.1000,-5
0.0396,descent,0.2933,21.0059,33.7500,-37.0980,21.9840,0.007253,0.012985,0.079965,0.000035,0.1000,-5
0.0408,descent,0.2933,20.9180,33.7500,-37.0980,19.2360,0.007281,0.013090,0.079965,0.000035,0.1000,-5
0.0418,descent,0.2933,20.9180,33.7500,-37.0980,17.8620,0.007281,0.013145,0.079975,0.000025,0.1000,-5
0.0430,descent,0.2933,20.8301,33.6621,-37.0980,15.1140,0.007305,0.013359,0.079975,0.000025,0.1000,-5
0.0440,descent,0.2933,20.8301,33.6621,-37.0980,12.3660,0.007305,0.013468,0.079953,0.000047,0.1000,-5
0.0451,descent,0.2933,20.8301,33.6621,-37.0980,9.6180,0.007305,0.013577,0.079953,0.000047,0.1000,-5
0.0462,descent,0.2933,20.7422,33.5742,-37.0980,6.8700,0.007330,0.013791,0.079981,0.000019,0.1000,-5
0.0474,descent,0.2933,20.7422,33.5742,-37.0980,5.4960,0.007330,0.013852,0.079981,0.000019,0.1000,-5
0.0488,descent,0.2933,20.6543,33.4863,-37.0980,1.3740,0.007354,0.119680,0.079962,0.000038,0.1000,-5
0.0495,descent,0.2933,20.5664,33.4863,-37.0980,-1.3740,0.007382,0.119785,0.079959,0.000041,0.1000,-5
0.0508,descent,0.2933,20.5664,33.4863,-37.0980,-2.7480,0.007382,0.029798,0.079959,0.000041,0.1000,-5
0.0518,descent,0.2933,20.4785,33.4863,-37.0980,-4.1220,0.007410,0.014961,0.079958,0.000042,0.1000,-5
0.0531,descent,0.2933,20.4785,33.3984,-37.0980,-5.4960,0.007407,0.014495,0.079958,0.000042,0.1000,-5
0.0540,descent,0.2933,20.4785,33.3984,-37.0980,-6.8700,0.007407,0.014542,0.079961,0.000039,0.1000,-5
0.0551,descent,0.2933,20.3906,33.3105,-37.0980,-9.6180,0.007431,0.014756,0.079961,0.000039,0.1000,-5
0.0562,descent,0.2933,20.3906,33.3105,-37.0980,-10.9920,0.007431,0.014811,0.079944,0.000056,0.1000,-5
0.0575,descent,0.2933,20.3027,33.3105,-37.0980,-12.3660,0.007460,0.014862,0.079944,0.000056,0.1000,-5
0.0588,descent,0.2933,20.3027,33.2227,-37.0980,-13.7400,0.007456,0.015025,0.079938,0.000062,0.1000,-5
0.0595,descent,0.2933,20.2148,33.2227,-37.0980,-15.1140,0.007484,0.015076,0.079938,0.000062,0.1000,-5
0.0608,descent,0.2933,20.2148,33.2227,-37.0980,-16.4880,0.007484,0.015130,0.079937,0.000063,0.1000,-5
0.0619,descent,0.2933,20.1270,33.1348,-37.0980,-17.8620,0.007509,0.015290,0.079943,0.000057,0.1000,-5
