Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.2760,56.2500,8.7012,-8.2440,-19.2360,0.009867,0.011196,0.084991,0.000009,10.000000,1,polynomial
0.0018,descent,0.2760,56.2500,8.7012,-8.2440,-19.2360,0.009867,0.011196,0.084991,0.000009,10.000000,1,polynomial
0.0029,descent,0.2760,56.2500,8.7012,-6.8700,-19.2360,0.009733,0.011094,0.084997,0.000003,10.000000,1,polynomial
0.0040,descent,0.2760,56.2500,8.6133,-6.8700,-19.2360,0.009764,0.011135,0.084996,0.000004,10.000000,1,polynomial
0.0051,descent,0.2760,56.2500,8.6133,-6.8700,-19.2360,0.009764,0.011135,0.084996,0.000004,10.000000,1,polynomial
0.0063,descent,0.2760,56.1621,8.6133,-6.8700,-19.2360,0.009794,0.011167,0.084999,0.000001,10.000000,1,polynomial
0.0074,descent,0.2760,56.1621,8.6133,-6.8700,-19.2360,0.009794,0.011167,0.084999,0.000001,10.000000,1,polynomial
0.0085,descent,0.2760,56.1621,8.6133,-5.4960,-19.2360,0.009667,0.011065,0.084990,0.000010,10.000000,1,polynomial
0.0096,descent,0.2760,56.1621,8.6133,-5.4960,-17.8620,0.009565,0.010972,0.084990,0.000010,10.000000,1,polynomial
0.0108,descent,0.2760,56.1621,8.5254,-5.4960,-17.8620,0.009596,0.011013,0.085002,-0.000002,10.000000,1,polynomial
0.0119,descent,0.2760,56.1621,8.5254,-5.4960,-17.8620,0.009596,0.011013,0.085002,-0.000002,10.000000,1,polynomial
0.0130,descent,0.2760,56.0742,8.5254,-5.4960,-17.8620,0.009626,0.011045,0.084981,0.000019,10.000000,1,polynomial
0.0141,descent,0.2760,56.0742,8.5254,-5.4960,-17.8620,0.009626,0.011045,0.084982,0.000018,10.000000,1,polynomial
0.0152,descent,0.2760,56.0742,8.3496,-5.4960,-17.8620,0.009689,0.011128,0.084982,0.000018,10.000000,1,polynomial
0.0163,descent,0.2760,56.0742,8.3496,-6.8700,-17.8620,0.009816,0.011230,0.084996,0.000004,10.000000,1,polynomial
0.0174,descent,0.3235,56.0742,8.2617,-6.8700,-17.8620,0.009848,0.011271,0.084996,0.000004,10.000000,1,polynomial
0.0185,descent,0.3235,56.0742,8.2617,-6.8700,-17.8620,0.009848,0.011271,0.085003,-0.000003,10.000000,1,polynomial
0.0196,descent,0.3235,55.9863,8.2617,-6.8700,-17.8620,0.009878,0.011302,0.085003,-0.000003,10.000000,1,polynomial
