Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.3343,45.1758,6.5039,-9.6180,-17.8620,0.014365,0.016137,0.084983,0.000017,10.000000,1,polynomial
0.0018,descent,0.3343,45.1758,6.5039,-9.6180,-17.8620,0.014365,0.016137,0.084983,0.000017,10.000000,1,polynomial
0.0029,descent,0.3343,45.1758,6.5039,-9.6180,-17.8620,0.014365,0.016137,0.084974,0.000026,10.000000,1,polynomial
0.0040,descent,0.3343,45.1758,6.4160,-9.6180,-17.8620,0.014396,0.016176,0.084974,0.000026,10.000000,1,polynomial
0.0052,descent,0.3343,45.1758,6.4160,-8.2440,-17.8620,0.014261,0.016074,0.084990,0.000010,10.000000,1,polynomial
0.0063,descent,0.3343,45.1758,6.4160,-8.2440,-17.8620,0.014261,0.016074,0.084990,0.000010,10.000000,1,polynomial
0.0074,descent,0.3343,45.1758,6.4160,-8.2440,-16.4880,0.014159,0.015981,0.085002,-0.000002,10.000000,1,polynomial
0.0085,descent,0.3343,45.1758,6.3281,-8.2440,-17.8620,0.014292,0.016114,0.085002,-0.000002,10.000000,1,polynomial
0.0096,descent,0.3343,45.1758,6.3281,-8.2440,-16.4880,0.014190,0.016021,0.084978,0.000022,10.000000,1,polynomial
0.0107,descent,0.3343,45.1758,6.3281,-8.2440,-16.4880,0.014190,0.016021,0.084985,0.000015,10.000000,1,polynomial
0.0118,descent,0.3343,45.1758,6.3281,-6.8700,-16.4880,0.014055,0.015918,0.084985,0.000015,10.000000,1,polynomial
0.0129,descent,0.3343,45.1758,6.3281,-6.8700,-16.4880,0.014055,0.015918,0.084990,0.000010,10.000000,1,polynomial
0.0146,descent,0.3343,45.1758,6.2402,-6.8700,-16.4880,0.014086,0.015958,0.084990,0.000010,10.000000,1,polynomial
0.0151,descent,0.3343,45.1758,6.2402,-6.8700,-16.4880,0.014086,0.015958,0.084980,0.000020,10.000000,1,polynomial
0.0163,descent,0.3343,45.1758,6.2402,-5.4960,-16.4880,0.013958,0.015856,0.084980,0.000020,10.000000,1,polynomial
0.0174,descent,0.3343,45.1758,6.2402,-5.4960,-16.4880,0.013958,0.015856,0.084986,0.000014,10.000000,1,polynomial
0.0185,descent,0.3343,45.1758,6.2402,-5.4960,-15.1140,0.013856,0.015763,0.084986,0.000014,10.000000,1,polynomial
0.0196,descent,0.3343,45.1758,6.1523,-5.4960,-15.1140,0.013887,0.015802,0.084980,0.000020,10.000000,1,polynomial
0.0207,descent,0.3343,45.0879,6.1523,-5.4960,-15.1140,0.013915,0.015833,0.084980,0.000020,10.000000,1,polynomial
0.0218,descent,0.3343,45.0879,6.1523,-5.4960,-15.1140,0.013915,0.015833,0.084980,0.000020,10.000000,1,polynomial
0.0229,descent,0.3343,45.0879,6.1523,-5.4960,-15.1140,0.013915,0.015833,0.084987,0.000013,10.000000,1,polynomial
0.0240,descent,0.3343,45.0879,6.1523,-5.4960,-15.1140,0.013915,0.015833,0.084987,0.000013,10.000000,1,polynomial
0.0251,descent,0.3343,45.0879,6.1523,-5.4960,-13.7400,0.013813,0.015740,0.084991,0.000009,10.000000,1,polynomial
0.0263,descent,0.3343,45.0879,6.1523,-5.4960,-13.7400,0.013813,0.015740,0.084991,0.000009,10.000000,1,polynomial
0.0274,descent,0.3343,45.0879,6.0645,-5.4960,-15.1140,0.013946,0.015872,0.084995,0.000005,10.000000,1,polynomial
0.0285,descent,0.3343,45.0879,6.0645,-5.4960,-15.1140,0.013946,0.015872,0.084995,0.000005,10.000000,1,polynomial
0.0296,descent,0.3343,45.0879,6.0645,-5.4960,-15.1140,0.013946,0.015872,0.084988,0.000012,10.000000,1,polynomial
0.0307,descent,0.3343,45.0879,6.0645,-5.4960,-15.1140,0.013946,0.015872,0.084992,0.000008,10.000000,1,polynomial
0.0318,descent,0.3343,45.0879,6.0645,-4.1220,-13.7400,0.014338,0.015677,0.084992,0.000008,10.000000,1,polynomial
0.0329,descent,0.3343,45.0879,6.0645,-4.1220,-13.7400,0.014338,0.015677,0.084978,0.000022,10.000000,1,polynomial
