Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.2664,53.9648,11.4258,-30.2280,5.4960,0.009973,0.010682,0.084996,0.000004,10.000000,1,polynomial
0.0019,descent,0.2555,53.8770,11.4258,-31.6020,4.1220,0.010238,0.011536,0.084996,0.000004,10.000000,1,polynomial
0.0030,descent,0.2555,53.8770,11.4258,-31.6020,2.7480,0.010339,0.026517,0.084996,0.000004,10.000000,1,polynomial
0.0041,descent,0.2555,53.8770,11.3379,-31.6020,1.3740,0.010473,0.116694,0.084996,0.000004,10.000000,1,polynomial
0.0052,descent,0.2555,53.8770,11.3379,-31.6020,0.0000,0.010574,0.211220,0.084998,0.000002,10.000000,1,polynomial
0.0063,descent,0.2555,53.7891,11.3379,-31.6020,-1.3740,0.010705,0.116911,0.084980,0.000020,10.000000,1,polynomial
0.0074,descent,0.2555,53.7012,11.3379,-31.6020,-2.7480,0.010836,0.026993,0.084980,0.000020,10.000000,1,polynomial
0.0085,descent,0.2555,53.7012,11.3379,-31.6020,-2.7480,0.010836,0.026993,0.084989,0.000011,10.000000,1,polynomial
0.0096,descent,0.2555,53.6133,11.2500,-32.9760,-5.4960,0.011235,0.011837,0.084989,0.000011,10.000000,1,polynomial
0.0107,descent,0.2555,53.6133,11.2500,-32.9760,-5.4960,0.011235,0.011837,0.084975,0.000025,10.000000,1,polynomial
0.0120,descent,0.2555,53.5254,11.2500,-32.9760,-6.8700,0.011366,0.011954,0.084975,0.000025,10.000000,1,polynomial
0.0141,descent,0.2555,53.5254,11.2500,-32.9760,-6.8700,0.011366,0.011954,0.084988,0.000012,10.000000,1,polynomial
0.0143,descent,0.2555,53.5254,11.2500,-32.9760,-6.8700,0.011366,0.011954,0.084978,0.000022,10.000000,1,polynomial
0.0152,descent,0.2555,53.4375,11.1621,-32.9760,-8.2440,0.011529,0.012120,0.084978,0.000022,10.000000,1,polynomial
0.0163,descent,0.2555,53.4375,11.1621,-32.9760,-8.2440,0.011529,0.012120,0.084990,0.000010,10.000000,1,polynomial
0.0174,descent,0.2555,53.3496,11.1621,-34.3500,-9.6180,0.011794,0.012346,0.084990,0.000010,10.000000,1,polynomial
0.0185,descent,0.2555,53.3496,11.1621,-34.3500,-9.6180,0.011794,0.012346,0.084990,0.000010,10.000000,1,polynomial
