Time_s,Phase,Force_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,K_task_Nm,Param,Mode
0.0008,descent,0.2481,50.0977,12.0410,-1.3740,17.8620,0.112884,0.008802,0.085002,-0.000002,10.000000,1,polynomial
0.0019,descent,0.2481,50.0977,12.0410,-1.3740,15.1140,0.113087,0.008987,0.084999,0.000001,10.000000,1,polynomial
0.0030,descent,0.2481,50.0977,12.0410,-2.7480,13.7400,0.023281,0.009181,0.084999,0.000001,10.000000,1,polynomial
0.0041,descent,0.2481,50.0977,12.0410,-2.7480,12.3660,0.023382,0.009274,0.084997,0.000003,10.000000,1,polynomial
0.0052,descent,0.2481,50.0977,11.9531,-2.7480,9.6180,0.023616,0.009501,0.084997,0.000003,10.000000,1,polynomial
0.0063,descent,0.2481,50.0977,11.9531,-4.1220,6.8700,0.009065,0.009788,0.084986,0.000014,10.000000,1,polynomial
0.0075,descent,0.2481,50.0977,11.9531,-4.1220,5.4960,0.009166,0.009888,0.084986,0.000014,10.000000,1,polynomial
0.0085,descent,0.2481,50.1855,11.9531,-2.7480,4.1220,0.023992,0.010476,0.085006,-0.000006,10.000000,1,polynomial
0.0096,descent,0.2481,50.1855,11.8652,-2.7480,1.3740,0.024227,0.115634,0.085000,-0.000000,10.000000,1,polynomial
0.0107,descent,0.2481,50.1855,11.8652,-2.7480,0.0000,0.024328,0.210160,0.085000,-0.000000,10.000000,1,polynomial
0.0118,descent,0.2481,50.2734,11.8652,-2.7480,-1.3740,0.024400,0.115788,0.084988,0.000012,10.000000,1,polynomial
0.0130,descent,0.2481,50.2734,11.8652,-1.3740,-2.7480,0.114409,0.025737,0.084988,0.000012,10.000000,1,polynomial
0.0141,descent,0.2481,50.2734,11.7773,-1.3740,-4.1220,0.114542,0.010983,0.084986,0.000014,10.000000,1,polynomial
0.0152,descent,0.2481,50.3613,11.7773,-1.3740,-5.4960,0.114614,0.010415,0.084986,0.000014,10.000000,1,polynomial
0.0164,descent,0.2481,50.4492,11.6895,1.3740,-8.2440,0.114551,0.010401,0.084982,0.000018,10.000000,1,polynomial
0.0174,descent,0.2481,50.4492,11.6895,2.7480,-9.6180,0.024476,0.010392,0.084982,0.000018,10.000000,1,polynomial
0.0185,descent,0.2481,50.4492,11.6895,4.1220,-9.6180,0.009454,0.010291,0.085004,-0.000004,10.000000,1,polynomial
0.0197,descent,0.2481,50.5371,11.6895,4.1220,-10.9920,0.009526,0.010352,0.084988,0.000012,10.000000,1,polynomial
0.0207,descent,0.2481,50.5371,11.6895,5.4960,-10.9920,0.008763,0.010250,0.084988,0.000012,10.000000,1,polynomial
0.0218,descent,0.2481,50.5371,11.6895,6.8700,-12.3660,0.008723,0.010242,0.084997,0.000003,10.000000,1,polynomial
0.0230,descent,0.2481,50.6250,11.6895,8.2440,-12.3660,0.008559,0.010109,0.084997,0.000003,10.000000,1,polynomial
0.0243,descent,0.2481,50.6250,11.6895,8.2440,-12.3660,0.008559,0.010109,0.084973,0.000027,10.000000,1,polynomial
0.0254,descent,0.2481,50.7129,11.6016,9.6180,-13.7400,0.008529,0.010110,0.084973,0.000027,10.000000,1,polynomial
0.0263,descent,0.2481,50.8008,11.6016,9.6180,-13.7400,0.008499,0.010079,0.084992,0.000008,10.000000,1,polynomial
0.0274,descent,0.2481,50.8008,11.6016,13.7400,-13.7400,0.008097,0.009774,0.084992,0.000008,10.000000,1,polynomial
0.0285,descent,0.2481,50.8008,11.6016,13.7400,-13.7400,0.008097,0.009774,0.084975,0.000025,10.000000,1,polynomial
0.0296,descent,0.2481,50.8887,11.6016,15.1140,-15.1140,0.008034,0.009734,0.084975,0.000025,10.000000,1,polynomial
0.0307,descent,0.2481,50.9766,11.6016,16.4880,-13.7400,0.007769,0.009509,0.084975,0.000025,10.000000,1,polynomial
0.0318,descent,0.2481,50.9766,11.6016,19.2360,-13.7400,0.007501,0.009306,0.084974,0.000026,10.000000,1,polynomial
0.0330,descent,0.2481,51.0645,11.6016,20.6100,-13.7400,0.007337,0.009173,0.084974,0.000026,10.000000,1,polynomial
0.0341,descent,0.2481,51.0645,11.6016,21.9840,-13.7400,0.007203,0.009071,0.084984,0.000016,10.000000,1,polynomial
0.0353,descent,0.2481,51.1523,11.5137,23.3580,-13.7400,0.007071,0.008980,0.084984,0.000016,10.000000,1,polynomial
0.0364,descent,0.2481,51.2402,11.5137,27.4800,-13.7400,0.006639,0.008644,0.084976,0.000024,10.000000,1,polynomial
0.0374,descent,0.2481,51.2402,11.5137,28.8540,-13.7400,0.006504,0.008542,0.084976,0.000024,10.000000,1,polynomial
0.0386,descent,0.2481,51.2402,11.5137,28.8540,-13.7400,0.006504,0.008542,0.084985,0.000015,10.000000,1,polynomial
0.0396,descent,0.2481,51.3281,11.5137,30.2280,-13.7400,0.006341,0.008409,0.084988,0.000012,10.000000,1,polynomial
0.0407,descent,0.2481,51.3281,11.5137,31.6020,-13.7400,0.006207,0.008308,0.084988,0.000012,10.000000,1,polynomial
0.0418,descent,0.2481,51.3281,11.4258,32.9760,-13.7400,0.006104,0.008248,0.084966,0.000034,10.000000,1,polynomial
0.0430,descent,0.2481,51.4160,11.4258,32.9760,-13.7400,0.006074,0.008216,0.084966,0.000034,10.000000,1,polynomial
0.0441,descent,0.2481,51.4160,11.4258,34.3500,-13.7400,0.005940,0.008115,0.084979,0.000021,10.000000,1,polynomial
0.0452,descent,0.2481,51.4160,11.4258,34.3500,-13.7400,0.005940,0.008115,0.084979,0.000021,10.000000,1,polynomial
0.0463,descent,0.2481,51.5039,11.4258,35.7240,-12.3660,0.005675,0.007889,0.084989,0.000011,10.000000,1,polynomial
0.0474,descent,0.2481,51.5039,11.4258,35.7240,-12.3660,0.005675,0.007889,0.084989,0.000011,10.000000,1,polynomial
0.0485,descent,0.2481,51.5039,11.4258,35.7240,-10.9920,0.005573,0.007797,0.084959,0.000041,10.000000,1,polynomial
0.0496,descent,0.2481,51.5918,11.3379,35.7240,-10.9920,0.005575,0.007807,0.084968,0.000032,10.000000,1,polynomial
0.0507,descent,0.2481,51.5918,11.3379,35.7240,-10.9920,0.005575,0.007807,0.084968,0.000032,10.000000,1,polynomial
0.0518,descent,0.2481,51.5918,11.3379,35.7240,-10.9920,0.005575,0.007807,0.084963,0.000037,10.000000,1,polynomial
0.0529,descent,0.2481,51.5918,11.3379,34.3500,-10.9920,0.005709,0.007908,0.084963,0.000037,10.000000,1,polynomial
