Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0007,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-6.8700,0.031468,0.018289,0.084986,0.000014,10.00
0.0020,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-6.8700,0.031468,0.018289,0.084986,0.000014,10.00
0.0030,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-6.8700,0.031468,0.018289,0.084983,0.000017,10.00
0.0042,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-6.8700,0.031468,0.018289,0.084983,0.000017,10.00
0.0053,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-5.4960,0.031436,0.018211,0.084975,0.000025,10.00
0.0063,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-5.4960,0.031436,0.018211,0.084975,0.000025,10.00
0.0074,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-5.4960,0.031436,0.018211,0.084992,0.000008,10.00
0.0085,descent,0.4434,-0.1430,30.1465,12.0410,-2.7480,-5.4960,0.031436,0.018211,0.085004,-0.000004,10.00
0.0096,descent,0.4434,-0.1430,30.1465,12.0410,-1.3740,-5.4960,0.121431,0.018179,0.085004,-0.000004,10.00
0.0107,descent,0.4434,-0.1430,30.1465,12.0410,-1.3740,-5.4960,0.121431,0.018179,0.084994,0.000006,10.00
0.0119,descent,0.4434,-0.1430,30.1465,12.0410,-1.3740,-4.1220,0.121399,0.018722,0.084994,0.000006,10.00
0.0129,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084974,0.000026,10.00
0.0141,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084974,0.000026,10.00
0.0152,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084999,0.000001,10.00
0.0163,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084999,0.000001,10.00
0.0174,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084982,0.000018,10.00
0.0187,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084988,0.000012,10.00
0.0197,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084988,0.000012,10.00
0.0222,descent,0.4434,-0.1430,30.1465,11.9531,0.0000,-4.1220,0.215812,0.018723,0.084980,0.000020,10.00
