Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0008,descent,0.4046,-0.2324,28.4766,21.7969,-31.6020,-8.2440,0.014523,0.015798,0.085001,-0.000001,10.00
0.0019,descent,0.4046,-0.2324,28.3887,21.7090,-31.6020,-8.2440,0.014572,0.015857,0.085001,-0.000001,10.00
0.0030,descent,0.4046,-0.2324,28.3887,21.7090,-31.6020,-9.6180,0.014601,0.015938,0.084991,0.000009,10.00
0.0041,descent,0.4046,-0.2324,28.3008,21.7090,-30.2280,-9.6180,0.014580,0.015935,0.084991,0.000009,10.00
0.0052,descent,0.4046,-0.2324,28.3008,21.7090,-30.2280,-9.6180,0.014580,0.015935,0.085008,-0.000008,10.00
0.0063,descent,0.4046,-0.2324,28.3008,21.7090,-30.2280,-9.6180,0.014580,0.015935,0.084992,0.000008,10.00
0.0074,descent,0.4046,-0.2324,28.3008,21.7090,-30.2280,-9.6180,0.014580,0.015935,0.084992,0.000008,10.00
0.0085,descent,0.4046,-0.2324,28.2129,21.7090,-30.2280,-9.6180,0.014604,0.015960,0.084997,0.000003,10.00
0.0096,descent,0.4046,-0.2324,28.2129,21.6211,-30.2280,-9.6180,0.014629,0.015993,0.084997,0.000003,10.00
0.0107,descent,0.4046,-0.2324,28.2129,21.6211,-28.8540,-9.6180,0.014585,0.015965,0.084998,0.000002,10.00
0.0119,descent,0.4046,-0.2324,28.1250,21.6211,-28.8540,-9.6180,0.014609,0.015990,0.084998,0.000002,10.00
0.0134,descent,0.4046,-0.2324,28.1250,21.6211,-28.8540,-9.6180,0.014609,0.015990,0.085002,-0.000002,10.00
0.0141,descent,0.4046,-0.2324,28.0371,21.6211,-28.8540,-9.6180,0.014632,0.016016,0.085002,-0.000002,10.00
0.0152,descent,0.4046,-0.2324,28.0371,21.5332,-28.8540,-10.9920,0.014686,0.016130,0.084983,0.000017,10.00
0.0163,descent,0.4046,-0.2324,28.0371,21.5332,-28.8540,-10.9920,0.014686,0.016130,0.084978,0.000022,10.00
