Time_s,Phase,Force_normal_N,Force_shear_N,Motor1_pos_deg,Motor2_pos_deg,Motor1_vel_degs,Motor2_vel_degs,Motor1_torque_Nm,Motor2_torque_Nm,UR5_Z_m,UR5_displacement_m,CartStiffness_Npm
0.0007,descent,0.4239,-0.1331,36.1230,18.9844,-1.3740,-41.2200,0.118544,0.016006,0.084998,0.000002,10.00
0.0018,descent,0.4239,-0.1331,36.1230,18.8965,-2.7480,-41.2200,0.028571,0.016066,0.084995,0.000005,10.00
0.0030,descent,0.4239,-0.1331,36.1230,18.8086,-2.7480,-41.2200,0.028596,0.016099,0.084976,0.000024,10.00
0.0041,descent,0.4239,-0.1331,36.1230,18.8086,-4.1220,-41.2200,0.013752,0.016126,0.084976,0.000024,10.00
0.0052,descent,0.4239,-0.1331,36.0352,18.7207,-4.1220,-41.2200,0.013801,0.016184,0.085003,-0.000003,10.00
0.0063,descent,0.4239,-0.1331,36.0352,18.7207,-4.1220,-41.2200,0.013801,0.016184,0.085003,-0.000003,10.00
0.0073,descent,0.4239,-0.1331,36.0352,18.6328,-5.4960,-41.2200,0.013241,0.016244,0.084992,0.000008,10.00
0.0085,descent,0.4239,-0.1331,36.0352,18.6328,-5.4960,-41.2200,0.013241,0.016244,0.084992,0.000008,10.00
0.0096,descent,0.5062,-0.0471,36.1230,18.5449,-5.4960,-41.2200,0.013243,0.016252,0.084989,0.000011,10.00
0.0107,descent,0.5062,-0.0471,36.1230,18.5449,-5.4960,-41.2200,0.013243,0.016252,0.084989,0.000011,10.00
0.0118,descent,0.5062,-0.0471,36.1230,18.4570,-5.4960,-41.2200,0.013268,0.016285,0.084995,0.000005,10.00
0.0130,descent,0.5062,-0.0471,36.1230,18.4570,-5.4960,-39.8460,0.013240,0.016205,0.084984,0.000016,10.00
0.0145,descent,0.5062,-0.0471,36.1230,18.3691,-5.4960,-39.8460,0.013265,0.016237,0.084984,0.000016,10.00
0.0153,descent,0.5062,-0.0471,36.2109,18.3691,-4.1220,-39.8460,0.013827,0.016185,0.084975,0.000025,10.00
0.0164,descent,0.5062,-0.0471,36.2109,18.2812,-4.1220,-39.8460,0.013852,0.016217,0.084975,0.000025,10.00
0.0174,descent,0.5062,-0.0471,36.2109,18.2812,-4.1220,-39.8460,0.013852,0.016217,0.084986,0.000014,10.00
0.0186,descent,0.5062,-0.0471,36.2109,18.1934,-2.7480,-39.8460,0.028722,0.016222,0.084986,0.000014,10.00
0.0197,descent,0.5062,-0.0471,36.2109,18.1934,-2.7480,-39.8460,0.028722,0.016222,0.084976,0.000024,10.00
0.0208,descent,0.5062,-0.0471,36.2109,18.1055,-2.7480,-39.8460,0.028747,0.016255,0.084976,0.000024,10.00
0.0219,descent,0.5062,-0.0471,36.2988,18.1055,-1.3740,-39.8460,0.118721,0.016202,0.084992,0.000008,10.00
0.0231,descent,0.5062,-0.0471,36.2988,18.0176,0.0000,-39.8460,0.213136,0.016207,0.085007,-0.000007,10.00
0.0241,descent,0.5062,-0.0471,36.2988,17.9297,0.0000,-39.8460,0.213162,0.016240,0.085007,-0.000007,10.00
0.0252,descent,0.5062,-0.0471,36.2988,17.9297,1.3740,-39.8460,0.118684,0.016211,0.084974,0.000026,10.00
0.0264,descent,0.5062,-0.0471,36.2988,17.9297,1.3740,-39.8460,0.118684,0.016211,0.084974,0.000026,10.00
0.0274,descent,0.5062,-0.0471,36.2988,17.8418,1.3740,-39.8460,0.118709,0.016244,0.084975,0.000025,10.00
0.0286,descent,0.5062,-0.0471,36.2988,17.8418,2.7480,-39.8460,0.028623,0.016216,0.084975,0.000025,10.00
0.0297,descent,0.5062,-0.0471,36.2988,17.8418,2.7480,-39.8460,0.028623,0.016216,0.084970,0.000030,10.00
0.0309,descent,0.5062,-0.0471,36.2988,17.7539,4.1220,-39.8460,0.013716,0.016220,0.084970,0.000030,10.00
0.0318,descent,0.5062,-0.0471,36.2988,17.7539,4.1220,-39.8460,0.013716,0.016220,0.084967,0.000033,10.00
0.0330,descent,0.5062,-0.0471,36.2988,17.6660,4.1220,-39.8460,0.013742,0.016253,0.084963,0.000037,10.00
0.0341,descent,0.5062,-0.0471,36.2988,17.5781,4.1220,-39.8460,0.013767,0.016286,0.084963,0.000037,10.00
0.0352,descent,0.5062,-0.0471,36.2988,17.5781,5.4960,-39.8460,0.013094,0.016257,0.084966,0.000034,10.00
0.0363,descent,0.5062,-0.0471,36.3867,17.5781,5.4960,-38.4720,0.013042,0.016151,0.084966,0.000034,10.00
0.0373,descent,0.5062,-0.0471,36.3867,17.4902,6.8700,-38.4720,0.013016,0.016156,0.084971,0.000029,10.00
0.0385,descent,0.5062,-0.0471,36.3867,17.4023,6.8700,-38.4720,0.013041,0.016188,0.084971,0.000029,10.00
